model,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses
Retest,1269,517,748,40.74074074074074,-0.02030981317578582,-25.773152920072206,0.960678117909358,74.88830679708921,2.0,-1.0,8,9
