direction,N,win_rate,AvgR,TotalR,PF,MaxDD,mean_mfe_r,mean_mae_r,top_half_pf,top_half_avgr
Long,7278,0.42772739763671336,0.003493084978741482,25.422672475280507,1.0069549303238519,156.06282677809742,2.00959523064969,0.8894440385936984,0.9837321155104783,-0.008207604694933118
Short,6801,0.3928833995000735,-0.016097522026636234,-109.47924730315303,0.9701976030168997,275.5270750247619,1.082968188315062,1.8077247155702798,0.9906673367503818,-0.005046517991363664
