model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason,source_window
BOS,Short,2022-08-24 02:20:00-05:00,2022-08-24 02:20:00-05:00,,,2022-08-24 02:20:00-05:00,2022-08-24 03:10:00-05:00,12853.5,12872.43278559838,12815.634428803238,12872.43278559838,-1.0,90.0,-1,0,STOP,2018-2023
Control,Short,2022-08-24 02:20:00-05:00,,,,2022-08-24 02:20:00-05:00,2022-08-24 03:10:00-05:00,12853.5,12872.43278559838,12815.634428803238,12872.43278559838,-1.0,90.0,-1,0,STOP,2018-2023
Retest,Short,2022-08-24 02:20:00-05:00,2022-08-24 02:20:00-05:00,2022-08-24 02:25:00-05:00,,2022-08-24 02:25:00-05:00,2022-08-24 03:00:00-05:00,12847.0,12866.18758662707,12808.624826745863,12866.18758662707,-1.0,90.0,-1,0,STOP,2018-2023
Confirm,Short,2022-08-24 02:20:00-05:00,2022-08-24 02:20:00-05:00,2022-08-24 02:25:00-05:00,2022-08-24 02:30:00-05:00,2022-08-24 02:30:00-05:00,2022-08-24 02:35:00-05:00,12826.0,12846.97775901085,12784.0444819783,12846.97775901085,-1.0,90.0,-1,0,STOP,2018-2023
BOS,Long,2022-08-24 03:30:00-05:00,2022-08-24 03:30:00-05:00,,,2022-08-24 03:30:00-05:00,2022-08-24 04:30:00-05:00,12900.75,12877.623017543829,12947.003964912345,12883.5,-0.7458820030970362,90.0,-1,0,TIME,2018-2023
Control,Long,2022-08-24 03:30:00-05:00,,,,2022-08-24 03:30:00-05:00,2022-08-24 04:30:00-05:00,12900.75,12877.623017543829,12947.003964912345,12883.5,-0.7458820030970362,90.0,-1,0,TIME,2018-2023
Control,Short,2022-08-24 06:10:00-05:00,,,,2022-08-24 06:10:00-05:00,2022-08-24 06:40:00-05:00,12888.25,12903.824967937217,12857.100064125569,12903.824967937217,-1.0,75.0,-1,1,STOP,2018-2023
BOS,Long,2022-08-25 08:55:00-05:00,2022-08-25 08:55:00-05:00,,,2022-08-25 08:55:00-05:00,2022-08-25 09:40:00-05:00,13035.75,13002.315469574196,13102.619060851608,13102.619060851608,2.0,90.0,1,1,TARGET,2018-2023
Control,Long,2022-08-25 08:55:00-05:00,,,,2022-08-25 08:55:00-05:00,2022-08-25 09:40:00-05:00,13035.75,13002.315469574196,13102.619060851608,13102.619060851608,2.0,90.0,1,1,TARGET,2018-2023
BOS,Long,2022-08-25 12:20:00-05:00,2022-08-25 12:20:00-05:00,,,2022-08-25 12:20:00-05:00,2022-08-25 13:20:00-05:00,13046.25,13017.382679057018,13103.984641885963,13073.75,0.9526342972497474,85.0,1,4,TIME,2018-2023
Control,Long,2022-08-25 12:20:00-05:00,,,,2022-08-25 12:20:00-05:00,2022-08-25 13:20:00-05:00,13046.25,13017.382679057018,13103.984641885963,13073.75,0.9526342972497474,85.0,1,4,TIME,2018-2023
Retest,Long,2022-08-25 12:20:00-05:00,2022-08-25 12:20:00-05:00,2022-08-25 12:25:00-05:00,,2022-08-25 12:25:00-05:00,2022-08-25 13:25:00-05:00,13048.0,13019.989273410089,13104.021453179825,13077.5,1.053167967825051,85.0,1,4,TIME,2018-2023
Confirm,Long,2022-08-25 12:20:00-05:00,2022-08-25 12:20:00-05:00,2022-08-25 12:25:00-05:00,2022-08-25 12:30:00-05:00,2022-08-25 12:30:00-05:00,2022-08-25 13:30:00-05:00,13066.0,13037.740039595084,13122.519920809837,13071.25,0.1857752072110627,85.0,1,4,TIME,2018-2023
Control,Short,2022-08-25 14:25:00-05:00,,,,2022-08-25 14:25:00-05:00,2022-08-25 14:40:00-05:00,13079.25,13100.400424970629,13036.94915005874,13100.400424970629,-1.0,85.0,1,5,STOP,2018-2023
BOS,Long,2022-08-26 07:30:00-05:00,2022-08-26 07:30:00-05:00,,,2022-08-26 07:30:00-05:00,2022-08-26 07:40:00-05:00,13127.5,13105.325501224488,13171.848997551026,13105.325501224488,-1.0,90.0,1,1,STOP,2018-2023
Control,Long,2022-08-26 07:30:00-05:00,,,,2022-08-26 07:30:00-05:00,2022-08-26 07:40:00-05:00,13127.5,13105.325501224488,13171.848997551026,13105.325501224488,-1.0,90.0,1,1,STOP,2018-2023
Control,Long,2022-08-26 08:50:00-05:00,,,,2022-08-26 08:50:00-05:00,2022-08-26 09:00:00-05:00,13119.5,13080.840376679049,13196.819246641906,13080.840376679049,-1.0,75.0,1,1,STOP,2018-2023
BOS,Long,2022-08-28 20:50:00-05:00,2022-08-28 20:50:00-05:00,,,2022-08-28 20:50:00-05:00,2022-08-28 21:40:00-05:00,12430.0,12408.485555711615,12473.02888857677,12473.02888857677,2.0,75.0,-1,0,TARGET,2018-2023
Control,Long,2022-08-28 20:50:00-05:00,,,,2022-08-28 20:50:00-05:00,2022-08-28 21:40:00-05:00,12430.0,12408.485555711615,12473.02888857677,12473.02888857677,2.0,75.0,-1,0,TARGET,2018-2023
Retest,Long,2022-08-28 20:50:00-05:00,2022-08-28 20:50:00-05:00,2022-08-28 20:55:00-05:00,,2022-08-28 20:55:00-05:00,2022-08-28 21:55:00-05:00,12435.75,12414.2990874465,12478.651825107,12457.5,1.01394287752345,75.0,-1,0,TIME,2018-2023
Confirm,Long,2022-08-28 20:50:00-05:00,2022-08-28 20:50:00-05:00,2022-08-28 20:55:00-05:00,2022-08-28 21:05:00-05:00,2022-08-28 21:05:00-05:00,2022-08-28 22:05:00-05:00,12441.0,12419.968983563564,12483.062032872873,12454.25,0.6300218555791823,75.0,-1,0,TIME,2018-2023
Control,Long,2022-08-28 23:20:00-05:00,,,,2022-08-28 23:20:00-05:00,2022-08-29 00:20:00-05:00,12458.25,12442.701800808178,12489.346398383645,12463.75,0.3537387148276871,75.0,-1,0,TIME,2018-2023
Control,Short,2022-08-29 01:10:00-05:00,,,,2022-08-29 01:10:00-05:00,2022-08-29 01:55:00-05:00,12460.5,12479.024666649531,12423.450666700934,12479.024666649531,-1.0,75.0,-1,0,STOP,2018-2023
BOS,Short,2022-08-29 09:35:00-05:00,2022-08-29 09:35:00-05:00,,,2022-08-29 09:35:00-05:00,2022-08-29 10:35:00-05:00,12496.25,12546.445664615909,12395.858670768188,12485.25,0.2191424316058215,100.0,-1,2,TIME,2018-2023
Control,Short,2022-08-29 09:35:00-05:00,,,,2022-08-29 09:35:00-05:00,2022-08-29 10:35:00-05:00,12496.25,12546.445664615909,12395.858670768188,12485.25,0.2191424316058215,100.0,-1,2,TIME,2018-2023
Retest,Short,2022-08-29 09:35:00-05:00,2022-08-29 09:35:00-05:00,2022-08-29 09:45:00-05:00,,2022-08-29 09:45:00-05:00,2022-08-29 10:45:00-05:00,12497.5,12546.51309857188,12399.473802856242,12485.5,0.2448325110970454,100.0,-1,2,TIME,2018-2023
Confirm,Short,2022-08-29 09:35:00-05:00,2022-08-29 09:35:00-05:00,2022-08-29 09:45:00-05:00,2022-08-29 09:50:00-05:00,2022-08-29 09:50:00-05:00,2022-08-29 10:50:00-05:00,12463.75,12514.64609153103,12361.95781693794,12496.0,-0.6336439406223967,100.0,-1,2,TIME,2018-2023
BOS,Long,2022-08-29 11:50:00-05:00,2022-08-29 11:50:00-05:00,,,2022-08-29 11:50:00-05:00,2022-08-29 12:25:00-05:00,12573.0,12529.563839370663,12659.872321258674,12529.563839370663,-1.0,85.0,-1,3,STOP,2018-2023
Control,Long,2022-08-29 11:50:00-05:00,,,,2022-08-29 11:50:00-05:00,2022-08-29 12:25:00-05:00,12573.0,12529.563839370663,12659.872321258674,12529.563839370663,-1.0,85.0,-1,3,STOP,2018-2023
BOS,Short,2022-08-29 14:50:00-05:00,2022-08-29 14:50:00-05:00,,,2022-08-29 14:50:00-05:00,2022-08-29 15:50:00-05:00,12506.5,12541.499578646257,12436.500842707488,12494.25,0.3500042135881707,75.0,-1,5,TIME,2018-2023
Control,Short,2022-08-29 14:50:00-05:00,,,,2022-08-29 14:50:00-05:00,2022-08-29 15:50:00-05:00,12506.5,12541.499578646257,12436.500842707488,12494.25,0.3500042135881707,75.0,-1,5,TIME,2018-2023
BOS,Long,2022-08-29 18:35:00-05:00,2022-08-29 18:35:00-05:00,,,2022-08-29 18:35:00-05:00,2022-08-29 18:45:00-05:00,12504.25,12493.574684943364,12525.600630113271,12525.600630113271,2.0,75.0,-1,0,TARGET,2018-2023
Control,Long,2022-08-29 18:35:00-05:00,,,,2022-08-29 18:35:00-05:00,2022-08-29 18:45:00-05:00,12504.25,12493.574684943364,12525.600630113271,12525.600630113271,2.0,75.0,-1,0,TARGET,2018-2023
BOS,Short,2022-08-30 11:30:00-05:00,2022-08-30 11:30:00-05:00,,,2022-08-30 11:30:00-05:00,2022-08-30 12:30:00-05:00,12307.0,12355.67590113532,12209.648197729364,12273.25,0.693361585770657,100.0,-1,3,TIME,2018-2023
Control,Short,2022-08-30 11:30:00-05:00,,,,2022-08-30 11:30:00-05:00,2022-08-30 12:30:00-05:00,12307.0,12355.67590113532,12209.648197729364,12273.25,0.693361585770657,100.0,-1,3,TIME,2018-2023
BOS,Long,2022-08-30 14:00:00-05:00,2022-08-30 14:00:00-05:00,,,2022-08-30 14:00:00-05:00,2022-08-30 15:00:00-05:00,12326.25,12284.676462215424,12409.397075569152,12350.5,0.5833037382013935,75.0,-1,5,TIME,2018-2023
Control,Long,2022-08-30 14:00:00-05:00,,,,2022-08-30 14:00:00-05:00,2022-08-30 15:00:00-05:00,12326.25,12284.676462215424,12409.397075569152,12350.5,0.5833037382013935,75.0,-1,5,TIME,2018-2023
Retest,Long,2022-08-30 14:00:00-05:00,2022-08-30 14:00:00-05:00,2022-08-30 14:30:00-05:00,,2022-08-30 14:30:00-05:00,2022-08-30 15:30:00-05:00,12323.75,12280.525841869216,12410.198316261569,12366.5,0.9890302518015656,75.0,-1,5,TIME,2018-2023
Confirm,Long,2022-08-30 14:00:00-05:00,2022-08-30 14:00:00-05:00,2022-08-30 14:30:00-05:00,2022-08-30 14:35:00-05:00,2022-08-30 14:35:00-05:00,2022-08-30 15:35:00-05:00,12334.5,12292.4882817357,12418.5234365286,12362.0,0.6545792730255654,75.0,-1,5,TIME,2018-2023
Control,Short,2022-08-31 05:15:00-05:00,,,,2022-08-31 05:15:00-05:00,2022-08-31 05:25:00-05:00,12401.5,12426.428411095743,12351.64317780851,12426.428411095743,-1.0,75.0,-1,1,STOP,2018-2023
BOS,Long,2022-08-31 14:10:00-05:00,2022-08-31 14:10:00-05:00,,,2022-08-31 14:10:00-05:00,2022-08-31 14:55:00-05:00,12339.25,12304.598580332797,12408.552839334408,12304.598580332797,-1.0,100.0,-1,5,STOP,2018-2023
Control,Long,2022-08-31 14:10:00-05:00,,,,2022-08-31 14:10:00-05:00,2022-08-31 14:55:00-05:00,12339.25,12304.598580332797,12408.552839334408,12304.598580332797,-1.0,100.0,-1,5,STOP,2018-2023
Retest,Long,2022-08-31 14:10:00-05:00,2022-08-31 14:10:00-05:00,2022-08-31 14:15:00-05:00,,2022-08-31 14:15:00-05:00,2022-08-31 14:50:00-05:00,12346.75,12311.332610309026,12417.584779381948,12311.332610309026,-1.0,100.0,-1,5,STOP,2018-2023
BOS,Short,2022-08-31 22:35:00-05:00,2022-08-31 22:35:00-05:00,,,2022-08-31 22:35:00-05:00,2022-08-31 23:35:00-05:00,12151.75,12165.88116033608,12123.48767932784,12144.0,0.5484333781290829,90.0,-1,0,TIME,2018-2023
Control,Short,2022-08-31 22:35:00-05:00,,,,2022-08-31 22:35:00-05:00,2022-08-31 23:35:00-05:00,12151.75,12165.88116033608,12123.48767932784,12144.0,0.5484333781290829,90.0,-1,0,TIME,2018-2023
Retest,Short,2022-08-31 22:35:00-05:00,2022-08-31 22:35:00-05:00,2022-08-31 22:40:00-05:00,,2022-08-31 22:40:00-05:00,2022-08-31 23:40:00-05:00,12132.0,12147.666434597788,12100.667130804422,12141.25,-0.5904342779630131,90.0,-1,0,TIME,2018-2023
Confirm,Short,2022-08-31 22:35:00-05:00,2022-08-31 22:35:00-05:00,2022-08-31 22:40:00-05:00,2022-08-31 22:45:00-05:00,2022-08-31 22:45:00-05:00,2022-08-31 23:45:00-05:00,12131.0,12146.91347498366,12099.17305003268,12146.91347498366,-1.0,90.0,-1,0,STOP,2018-2023
Control,Long,2022-09-01 01:05:00-05:00,,,,2022-09-01 01:05:00-05:00,2022-09-01 01:25:00-05:00,12131.75,12115.56778955656,12164.11442088688,12115.56778955656,-1.0,75.0,-1,0,STOP,2018-2023
Control,Short,2022-09-01 01:45:00-05:00,,,,2022-09-01 01:45:00-05:00,2022-09-01 02:15:00-05:00,12153.75,12172.052239821276,12117.14552035745,12172.052239821276,-1.0,75.0,-1,0,STOP,2018-2023
Control,Long,2022-09-01 03:45:00-05:00,,,,2022-09-01 03:45:00-05:00,2022-09-01 04:45:00-05:00,12125.5,12102.682472188284,12171.135055623432,12147.0,0.9422580823572272,75.0,-1,0,TIME,2018-2023
Control,Long,2022-09-01 04:50:00-05:00,,,,2022-09-01 04:50:00-05:00,2022-09-01 05:50:00-05:00,12151.5,12130.41906670752,12193.66186658496,12150.0,-0.0711543449803087,75.0,-1,1,TIME,2018-2023
BOS,Long,2022-09-01 12:10:00-05:00,2022-09-01 12:10:00-05:00,,,2022-09-01 12:10:00-05:00,2022-09-01 13:10:00-05:00,12083.5,12043.70271074681,12163.09457850638,12101.5,0.4522921117939478,85.0,-1,4,TIME,2018-2023
Control,Long,2022-09-01 12:10:00-05:00,,,,2022-09-01 12:10:00-05:00,2022-09-01 13:10:00-05:00,12083.5,12043.70271074681,12163.09457850638,12101.5,0.4522921117939478,85.0,-1,4,TIME,2018-2023
Retest,Long,2022-09-01 12:10:00-05:00,2022-09-01 12:10:00-05:00,2022-09-01 12:15:00-05:00,,2022-09-01 12:15:00-05:00,2022-09-01 13:15:00-05:00,12073.5,12034.69715997918,12151.10568004164,12113.75,1.037295207732321,85.0,-1,4,TIME,2018-2023
Confirm,Long,2022-09-01 12:10:00-05:00,2022-09-01 12:10:00-05:00,2022-09-01 12:15:00-05:00,2022-09-01 12:20:00-05:00,2022-09-01 12:20:00-05:00,2022-09-01 13:20:00-05:00,12096.75,12057.879505694951,12174.490988610094,12151.0,1.3956601522547794,85.0,-1,4,TIME,2018-2023
BOS,Long,2022-09-01 13:20:00-05:00,2022-09-01 13:20:00-05:00,,,2022-09-01 13:20:00-05:00,2022-09-01 14:10:00-05:00,12151.0,12112.65297435298,12227.694051294038,12227.694051294038,2.0,100.0,-1,4,TARGET,2018-2023
Control,Long,2022-09-01 13:20:00-05:00,,,,2022-09-01 13:20:00-05:00,2022-09-01 14:10:00-05:00,12151.0,12112.65297435298,12227.694051294038,12227.694051294038,2.0,100.0,-1,4,TARGET,2018-2023
BOS,Short,2022-09-02 14:30:00-05:00,2022-09-02 14:30:00-05:00,,,2022-09-02 14:30:00-05:00,2022-09-02 15:00:00-05:00,12069.0,12117.654354922402,11971.691290155197,12117.654354922402,-1.0,75.0,-1,5,STOP,2018-2023
Control,Short,2022-09-02 14:30:00-05:00,,,,2022-09-02 14:30:00-05:00,2022-09-02 15:00:00-05:00,12069.0,12117.654354922402,11971.691290155197,12117.654354922402,-1.0,75.0,-1,5,STOP,2018-2023
BOS,Long,2022-09-04 22:30:00-05:00,2022-09-04 22:30:00-05:00,,,2022-09-04 22:30:00-05:00,2022-09-04 23:30:00-05:00,12100.5,12084.588825646417,12132.322348707166,12117.5,1.0684315074563813,90.0,-1,0,TIME,2018-2023
Control,Long,2022-09-04 22:30:00-05:00,,,,2022-09-04 22:30:00-05:00,2022-09-04 23:30:00-05:00,12100.5,12084.588825646417,12132.322348707166,12117.5,1.0684315074563813,90.0,-1,0,TIME,2018-2023
BOS,Short,2022-09-05 00:05:00-05:00,2022-09-05 00:05:00-05:00,,,2022-09-05 00:05:00-05:00,2022-09-05 01:05:00-05:00,12089.0,12102.267778484233,12062.464443031537,12102.267778484233,-1.0,90.0,-1,0,STOP,2018-2023
Control,Short,2022-09-05 00:05:00-05:00,,,,2022-09-05 00:05:00-05:00,2022-09-05 01:05:00-05:00,12089.0,12102.267778484233,12062.464443031537,12102.267778484233,-1.0,90.0,-1,0,STOP,2018-2023
BOS,Long,2022-09-05 01:45:00-05:00,2022-09-05 01:45:00-05:00,,,2022-09-05 01:45:00-05:00,2022-09-05 02:10:00-05:00,12110.5,12093.547534162042,12144.404931675916,12093.547534162042,-1.0,90.0,-1,0,STOP,2018-2023
Control,Long,2022-09-05 01:45:00-05:00,,,,2022-09-05 01:45:00-05:00,2022-09-05 02:10:00-05:00,12110.5,12093.547534162042,12144.404931675916,12093.547534162042,-1.0,90.0,-1,0,STOP,2018-2023
Retest,Long,2022-09-05 01:45:00-05:00,2022-09-05 01:45:00-05:00,2022-09-05 01:50:00-05:00,,2022-09-05 01:50:00-05:00,2022-09-05 02:05:00-05:00,12115.75,12098.642353150468,12149.965293699064,12098.642353150468,-1.0,90.0,-1,0,STOP,2018-2023
Confirm,Long,2022-09-05 01:45:00-05:00,2022-09-05 01:45:00-05:00,2022-09-05 01:50:00-05:00,2022-09-05 02:00:00-05:00,2022-09-05 02:00:00-05:00,2022-09-05 02:05:00-05:00,12116.5,12098.584477971575,12152.331044056846,12098.584477971575,-1.0,90.0,-1,0,STOP,2018-2023
Control,Long,2022-09-05 02:25:00-05:00,,,,2022-09-05 02:25:00-05:00,2022-09-05 02:45:00-05:00,12092.0,12071.305934105769,12133.388131788462,12071.305934105769,-1.0,75.0,-1,0,STOP,2018-2023
Control,Short,2022-09-05 07:45:00-05:00,,,,2022-09-05 07:45:00-05:00,2022-09-05 08:00:00-05:00,12078.5,12094.384641877516,12046.73071624497,12094.384641877516,-1.0,75.0,-1,1,STOP,2018-2023
BOS,Short,2022-09-06 11:15:00-05:00,2022-09-06 11:15:00-05:00,,,2022-09-06 11:15:00-05:00,2022-09-06 12:15:00-05:00,12041.75,12100.90048343447,11923.44903313106,11986.25,0.9382848081281688,100.0,-1,3,TIME,2018-2023
Control,Short,2022-09-06 11:15:00-05:00,,,,2022-09-06 11:15:00-05:00,2022-09-06 12:15:00-05:00,12041.75,12100.90048343447,11923.44903313106,11986.25,0.9382848081281688,100.0,-1,3,TIME,2018-2023
Retest,Short,2022-09-06 11:15:00-05:00,2022-09-06 11:15:00-05:00,2022-09-06 11:20:00-05:00,,2022-09-06 11:20:00-05:00,2022-09-06 12:20:00-05:00,12019.75,12078.452234617722,11902.345530764556,11984.0,0.6090057769147885,100.0,-1,3,TIME,2018-2023
Confirm,Short,2022-09-06 11:15:00-05:00,2022-09-06 11:15:00-05:00,2022-09-06 11:20:00-05:00,2022-09-06 11:30:00-05:00,2022-09-06 11:30:00-05:00,2022-09-06 12:30:00-05:00,12034.0,12089.68011556324,11922.63976887352,11996.25,0.6779799146990745,100.0,-1,3,TIME,2018-2023
Retest,Short,2022-09-06 12:05:00-05:00,2022-09-06 12:05:00-05:00,2022-09-06 12:30:00-05:00,,2022-09-06 12:30:00-05:00,2022-09-06 13:10:00-05:00,11996.25,12044.150392441215,11900.449215117567,12044.150392441215,-1.0,100.0,-1,4,STOP,2018-2023
Confirm,Short,2022-09-06 12:05:00-05:00,2022-09-06 12:05:00-05:00,2022-09-06 12:30:00-05:00,2022-09-06 12:40:00-05:00,2022-09-06 12:40:00-05:00,2022-09-06 13:10:00-05:00,11989.75,12036.516154706967,11896.217690586063,12036.516154706967,-1.0,100.0,-1,4,STOP,2018-2023
BOS,Long,2022-09-06 20:30:00-05:00,2022-09-06 20:30:00-05:00,,,2022-09-06 20:30:00-05:00,2022-09-06 21:30:00-05:00,11951.75,11930.235676470043,11994.778647059911,11967.0,0.7088300953904495,75.0,-1,0,TIME,2018-2023
Control,Long,2022-09-06 20:30:00-05:00,,,,2022-09-06 20:30:00-05:00,2022-09-06 21:30:00-05:00,11951.75,11930.235676470043,11994.778647059911,11967.0,0.7088300953904495,75.0,-1,0,TIME,2018-2023
BOS,Long,2022-09-07 08:30:00-05:00,2022-09-07 08:30:00-05:00,,,2022-09-07 08:30:00-05:00,2022-09-07 09:00:00-05:00,12074.0,12046.576743767477,12128.846512465045,12046.576743767477,-1.0,90.0,-1,1,STOP,2018-2023
Control,Long,2022-09-07 08:30:00-05:00,,,,2022-09-07 08:30:00-05:00,2022-09-07 09:00:00-05:00,12074.0,12046.576743767477,12128.846512465045,12046.576743767477,-1.0,90.0,-1,1,STOP,2018-2023
Retest,Long,2022-09-07 08:30:00-05:00,2022-09-07 08:30:00-05:00,2022-09-07 09:00:00-05:00,,2022-09-07 09:00:00-05:00,2022-09-07 09:10:00-05:00,12079.5,12038.550273002553,12161.399453994893,12038.550273002553,-1.0,90.0,0,1,STOP,2018-2023
Confirm,Long,2022-09-07 08:30:00-05:00,2022-09-07 08:30:00-05:00,2022-09-07 09:00:00-05:00,2022-09-07 09:15:00-05:00,2022-09-07 09:15:00-05:00,2022-09-07 10:10:00-05:00,12055.5,12010.795626744391,12144.908746511215,12144.908746511215,2.0,90.0,0,1,TARGET,2018-2023
Control,Long,2022-09-07 18:25:00-05:00,,,,2022-09-07 18:25:00-05:00,2022-09-07 19:05:00-05:00,12255.5,12243.24388624014,12280.012227519715,12243.24388624014,-1.0,75.0,1,0,STOP,2018-2023
Control,Short,2022-09-07 19:15:00-05:00,,,,2022-09-07 19:15:00-05:00,2022-09-07 20:05:00-05:00,12268.5,12282.787568338656,12239.924863322683,12282.787568338656,-1.0,75.0,1,0,STOP,2018-2023
BOS,Long,2022-09-07 20:05:00-05:00,2022-09-07 20:05:00-05:00,,,2022-09-07 20:05:00-05:00,2022-09-07 20:20:00-05:00,12280.75,12266.944580428732,12308.36083914254,12266.944580428732,-1.0,90.0,1,0,STOP,2018-2023
Control,Long,2022-09-07 21:10:00-05:00,,,,2022-09-07 21:10:00-05:00,2022-09-07 21:40:00-05:00,12267.5,12255.207515728756,12292.08496854249,12255.207515728756,-1.0,75.0,1,0,STOP,2018-2023
Control,Long,2022-09-08 06:35:00-05:00,,,,2022-09-08 06:35:00-05:00,2022-09-08 07:15:00-05:00,12247.0,12229.180643781883,12282.63871243623,12229.180643781883,-1.0,75.0,1,1,STOP,2018-2023
BOS,Long,2022-09-08 14:50:00-05:00,2022-09-08 14:50:00-05:00,,,2022-09-08 14:50:00-05:00,2022-09-08 15:50:00-05:00,12295.0,12253.228224984145,12378.543550031714,12341.0,1.1012220568203646,100.0,1,5,TIME,2018-2023
Control,Long,2022-09-08 14:50:00-05:00,,,,2022-09-08 14:50:00-05:00,2022-09-08 15:50:00-05:00,12295.0,12253.228224984145,12378.543550031714,12341.0,1.1012220568203646,100.0,1,5,TIME,2018-2023
Retest,Long,2022-09-08 14:50:00-05:00,2022-09-08 14:50:00-05:00,2022-09-08 14:55:00-05:00,,2022-09-08 14:55:00-05:00,2022-09-08 15:55:00-05:00,12318.25,12276.113708913846,12402.522582172309,12338.75,0.4865164795374371,100.0,1,5,TIME,2018-2023
Confirm,Long,2022-09-08 14:50:00-05:00,2022-09-08 14:50:00-05:00,2022-09-08 14:55:00-05:00,2022-09-08 15:00:00-05:00,2022-09-08 15:00:00-05:00,2022-09-08 17:00:00-05:00,12329.0,12287.971658277143,12411.056683445711,12329.0,0.0,100.0,1,5,TIME,2018-2023
Control,Short,2022-09-09 02:05:00-05:00,,,,2022-09-09 02:05:00-05:00,2022-09-09 02:10:00-05:00,12397.75,12412.743891611184,12367.762216777632,12412.743891611184,-1.0,75.0,1,0,STOP,2018-2023
BOS,Short,2022-09-09 07:05:00-05:00,2022-09-09 07:05:00-05:00,,,2022-09-09 07:05:00-05:00,2022-09-09 07:15:00-05:00,12423.0,12437.580041171352,12393.839917657297,12437.580041171352,-1.0,90.0,1,1,STOP,2018-2023
Control,Short,2022-09-09 07:05:00-05:00,,,,2022-09-09 07:05:00-05:00,2022-09-09 07:15:00-05:00,12423.0,12437.580041171352,12393.839917657297,12437.580041171352,-1.0,90.0,1,1,STOP,2018-2023
Retest,Short,2022-09-09 07:05:00-05:00,2022-09-09 07:05:00-05:00,2022-09-09 07:10:00-05:00,,2022-09-09 07:10:00-05:00,2022-09-09 07:25:00-05:00,12427.75,12442.36003823054,12398.529923538918,12442.36003823054,-1.0,90.0,1,1,STOP,2018-2023
Control,Short,2022-09-09 08:35:00-05:00,,,,2022-09-09 08:35:00-05:00,2022-09-09 08:45:00-05:00,12455.75,12481.972254843446,12403.30549031311,12481.972254843446,-1.0,75.0,1,1,STOP,2018-2023
BOS,Long,2022-09-09 10:35:00-05:00,2022-09-09 10:35:00-05:00,,,2022-09-09 10:35:00-05:00,2022-09-09 11:00:00-05:00,12567.5,12529.970581718944,12642.558836562112,12529.970581718944,-1.0,75.0,1,3,STOP,2018-2023
Control,Long,2022-09-09 10:35:00-05:00,,,,2022-09-09 10:35:00-05:00,2022-09-09 11:00:00-05:00,12567.5,12529.970581718944,12642.558836562112,12529.970581718944,-1.0,75.0,1,3,STOP,2018-2023
BOS,Short,2022-09-09 11:20:00-05:00,2022-09-09 11:20:00-05:00,,,2022-09-09 11:20:00-05:00,2022-09-09 11:35:00-05:00,12507.75,12542.82296379979,12437.60407240042,12542.82296379979,-1.0,100.0,1,3,STOP,2018-2023
Control,Short,2022-09-09 11:20:00-05:00,,,,2022-09-09 11:20:00-05:00,2022-09-09 11:35:00-05:00,12507.75,12542.82296379979,12437.60407240042,12542.82296379979,-1.0,100.0,1,3,STOP,2018-2023
Control,Short,2022-09-09 12:10:00-05:00,,,,2022-09-09 12:10:00-05:00,2022-09-09 13:10:00-05:00,12578.75,12608.745968001564,12518.758063996873,12579.5,-0.0250033604503416,70.0,1,4,TIME,2018-2023
Control,Long,2022-09-09 13:50:00-05:00,,,,2022-09-09 13:50:00-05:00,2022-09-09 14:50:00-05:00,12557.5,12533.147948979142,12606.204102041716,12595.5,1.560443511203748,85.0,1,4,TIME,2018-2023
BOS,Long,2022-09-09 13:50:00-05:00,2022-09-09 14:10:00-05:00,,,2022-09-09 14:10:00-05:00,2022-09-09 15:05:00-05:00,12592.0,12567.274831991705,12641.450336016593,12567.274831991705,-1.0,85.0,1,5,STOP,2018-2023
Retest,Long,2022-09-09 13:50:00-05:00,2022-09-09 14:10:00-05:00,2022-09-09 14:15:00-05:00,,2022-09-09 14:15:00-05:00,2022-09-09 15:05:00-05:00,12591.25,12567.246272563723,12639.25745487255,12567.246272563723,-1.0,85.0,1,5,STOP,2018-2023
Control,Long,2022-09-11 18:10:00-05:00,,,,2022-09-11 18:10:00-05:00,2022-09-11 19:00:00-05:00,12632.0,12616.362685121563,12663.274629756872,12616.362685121563,-1.0,75.0,1,0,STOP,2018-2023
Control,Short,2022-09-11 23:45:00-05:00,,,,2022-09-11 23:45:00-05:00,2022-09-12 00:25:00-05:00,12581.0,12590.063049471748,12562.873901056504,12590.063049471748,-1.0,75.0,1,0,STOP,2018-2023
Control,Short,2022-09-12 08:30:00-05:00,,,,2022-09-12 08:30:00-05:00,2022-09-12 08:40:00-05:00,12669.25,12688.694817659283,12630.36036468143,12688.694817659283,-1.0,75.0,1,1,STOP,2018-2023
BOS,Short,2022-09-12 10:55:00-05:00,2022-09-12 10:55:00-05:00,,,2022-09-12 10:55:00-05:00,2022-09-12 11:30:00-05:00,12653.75,12688.748803523378,12583.752392953242,12688.748803523378,-1.0,75.0,1,3,STOP,2018-2023
Control,Short,2022-09-12 10:55:00-05:00,,,,2022-09-12 10:55:00-05:00,2022-09-12 11:30:00-05:00,12653.75,12688.748803523378,12583.752392953242,12688.748803523378,-1.0,75.0,1,3,STOP,2018-2023
