model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason,source_window,atr,body,body_sma,normalized_atr,volatility_q33,volatility_q67,volatility_regime,trend_regime,crt_high,crt_low,sweep_above,sweep_below,volume,volume_zscore,direction_name,htf_regime_name,session_name,score_band,date_third,bos_present,retest_present,confirmation_present,stop_distance_points,target_distance_points,stop_distance_atr,stop_distance_pct,body_to_atr,time_since_setup_bars,time_since_bos_bars,time_since_retest_bars,relevant_crt_level,distance_from_crt_points,distance_from_crt_atr,outcome,split,range_atr,body_range_ratio,close_location,upper_wick_ratio,lower_wick_ratio,momentum_3_atr,accel_3,atr_ratio_6_72,body_atr_pct,minutes_from_rth_open,day_of_week,volatility_regime_code,trend_aligned,dist_pdh_atr,dist_pdl_atr,dist_onh_atr,dist_onl_atr,model_code,direction_code,win,large_winner,large_loser,mfe_r,mae_r,bars_to_mfe,bars_to_mae,good_entry,strong_entry,bad_entry,very_bad_entry,bars_in_trade
Control,Long,2026-06-08 20:35:00-05:00,,,,2026-06-08 20:35:00-05:00,2026-06-08 21:35:00-05:00,27119.25,27057.85506163287,27242.03987673426,27109.0,-0.1669518737637118,90.0,-1,0,TIME,2024-2026,40.92995891142017,32.25,20.075,0.0015092585123637331,0.0007381129173541288,0.0011702213438394224,High,Bearish trend,27093.75,27069.5,False,False,1010.0,-0.5632659833799444,Long,Bear,Overnight,90-94,Late third,False,False,False,61.394938367131545,122.78987673425945,1.5000000000000315,0.22638877685456474,0.7879314042262986,0.0,,,27069.5,49.75,1.2154910809382435,Loss,Validation,1.056683201016664,0.7456647398843931,0.9479768786127167,0.05202312138728324,0.2023121387283237,1.0872231779246602,0.0,0.9202347392628493,0.5088784714823495,665,0,2.0,0,5.991943469348829,14.738592855798903,,,0,1,0,0,0,0.8143993842132115,0.6067275412388425,2.0,10.0,True,False,False,False,12
Retest,Long,2026-06-08 20:35:00-05:00,2026-06-08 20:35:00-05:00,2026-06-08 20:40:00-05:00,,2026-06-08 20:40:00-05:00,2026-06-08 21:40:00-05:00,27123.5,27062.392200087663,27245.71559982467,27130.25,0.110460530565386,90.0,-1,0,TIME,2024-2026,40.738533274890166,5.0,18.075,0.0015019644689988447,0.0007381129173541288,0.0011705995245464473,High,Bearish trend,27121.5,27078.25,False,False,1309.0,-0.46699211322588585,Long,Bear,Overnight,90-94,Late third,True,True,False,61.107799912337214,122.21559982467079,1.5000000000000482,0.22529467034983397,0.12273392285042889,1.0,1.0,0.0,27078.25,45.25,1.1107420017963814,Win,Validation,0.9389145098057811,0.13071895424836602,0.49019607843137253,0.5098039215686274,0.35947712418300654,1.1230153940814245,0.04009433962264151,0.9235447028806167,0.0865118261240145,670,0,2.0,0,5.915775081390673,14.91217162632711,,,2,1,1,0,0,0.7486769293875922,0.6791277064390181,1.0,9.0,True,False,False,False,12
Confirm,Long,2026-06-08 20:35:00-05:00,2026-06-08 20:35:00-05:00,2026-06-08 20:40:00-05:00,2026-06-08 20:45:00-05:00,2026-06-08 20:45:00-05:00,2026-06-08 21:25:00-05:00,27149.25,27087.49811436712,27272.753771265765,27087.49811436712,-1.0,90.0,-1,0,STOP,2024-2026,41.16792375525516,26.25,18.675,0.0015163558387526418,0.0007381129173541288,0.0011708823964779252,High,Bearish trend,27143.0,27104.75,False,False,1313.0,-0.46428084364682093,Long,Bear,Overnight,90-94,Late third,True,True,True,61.75188563287884,123.50377126576495,1.4999999999999052,0.22745337581288189,0.6376323507606851,2.0,2.0,1.0,27104.75,44.5,1.080938651765733,Loss,Validation,1.1355928532595059,0.5614973262032086,0.5721925133689839,0.42780748663101603,0.0106951871657754,1.536390330880508,0.44460431654676263,0.9279537381453179,0.41018538248455144,675,0,2.0,0,5.228585276237618,15.382121375969671,,,3,1,0,0,1,0.2226652653450152,1.0890355705056198,1.0,8.0,False,False,True,False,8
BOS,Short,2026-06-09 10:20:00-05:00,2026-06-09 10:20:00-05:00,,,2026-06-09 10:20:00-05:00,2026-06-09 10:55:00-05:00,26639.75,26797.185195963895,26324.87960807221,26324.87960807221,2.0,75.0,-1,2,TARGET,2024-2026,104.95679730926348,145.25,84.6,0.003939856691945813,0.0007388409431083494,0.0011739090830296432,High,Bearish trend,26876.0,26781.5,False,False,11889.0,2.149799356354889,Short,Bear,Open,75-79,Late third,True,False,False,157.43519596389524,314.8703919277905,1.5000000000000002,0.5909785037918721,1.3839027459270639,0.0,0.0,,26876.0,236.25,2.250926153013899,Win,Validation,1.7173732871143081,0.8058252427184466,0.9750346740638003,0.16920943134535368,0.024965325936199722,-2.3890782343629002,50.95,2.2675344288414285,0.818062362383692,50,1,2.0,1,6.905222135013009,1.179056556340614,7.908015691011793,3.3037402901907704,1,0,1,1,0,2.138975328472467,0.10004116235617327,7.0,1.0,True,True,False,False,7
Control,Short,2026-06-09 10:20:00-05:00,,,,2026-06-09 10:20:00-05:00,2026-06-09 10:55:00-05:00,26639.75,26797.185195963895,26324.87960807221,26324.87960807221,2.0,75.0,-1,2,TARGET,2024-2026,104.95679730926348,145.25,84.6,0.003939856691945813,0.0007388409431083494,0.0011739090830296432,High,Bearish trend,26876.0,26781.5,False,False,11889.0,2.149799356354889,Short,Bear,Open,75-79,Late third,False,False,False,157.43519596389524,314.8703919277905,1.5000000000000002,0.5909785037918721,1.3839027459270639,0.0,,,26876.0,236.25,2.250926153013899,Win,Validation,1.7173732871143081,0.8058252427184466,0.9750346740638003,0.16920943134535368,0.024965325936199722,-2.3890782343629002,0.0,2.2675344288414285,0.818062362383692,50,1,2.0,1,6.905222135013009,1.179056556340614,7.908015691011793,3.3037402901907704,0,0,1,1,0,2.138975328472467,0.10004116235617327,7.0,1.0,True,True,False,False,7
BOS,Long,2026-06-09 13:15:00-05:00,2026-06-09 13:15:00-05:00,,,2026-06-09 13:15:00-05:00,2026-06-09 14:15:00-05:00,26558.0,26388.8076348202,26896.3847303596,26485.75,-0.4270287251036402,85.0,-1,4,TIME,2024-2026,112.79491011986741,76.0,52.1,0.004247116127715469,0.0007388409431083494,0.0011751371185279881,High,Bearish trend,26500.0,26440.25,False,False,7302.0,0.7141721840730761,Long,Bear,Midday,85-89,Late third,True,False,False,169.1923651797988,338.38473035960124,1.4999999999999796,0.6370674191573116,0.6737892686756399,0.0,0.0,,26440.25,117.75,1.0439300840336394,Loss,Validation,1.0439300840336394,0.6454352441613588,0.9639065817409767,0.036093418259023353,0.3184713375796178,1.0461464961016516,0.45819710415693604,1.676653390363795,0.43550678315221253,225,1,2.0,0,7.150145331406627,0.3723572274260115,8.083254812039668,3.7989302845725224,1,1,0,0,0,1.241190758086722,0.4994315193253715,10.0,12.0,True,False,False,False,12
Control,Long,2026-06-09 13:15:00-05:00,,,,2026-06-09 13:15:00-05:00,2026-06-09 14:15:00-05:00,26558.0,26388.8076348202,26896.3847303596,26485.75,-0.4270287251036402,85.0,-1,4,TIME,2024-2026,112.79491011986741,76.0,52.1,0.004247116127715469,0.0007388409431083494,0.0011751371185279881,High,Bearish trend,26500.0,26440.25,False,False,7302.0,0.7141721840730761,Long,Bear,Midday,85-89,Late third,False,False,False,169.1923651797988,338.38473035960124,1.4999999999999796,0.6370674191573116,0.6737892686756399,0.0,,,26440.25,117.75,1.0439300840336394,Loss,Validation,1.0439300840336394,0.6454352441613588,0.9639065817409767,0.036093418259023353,0.3184713375796178,1.0461464961016516,0.0,1.676653390363795,0.43550678315221253,225,1,2.0,0,7.150145331406627,0.3723572274260115,8.083254812039668,3.7989302845725224,0,1,0,0,0,1.241190758086722,0.4994315193253715,10.0,12.0,True,False,False,False,12
Retest,Long,2026-06-09 13:15:00-05:00,2026-06-09 13:15:00-05:00,2026-06-09 13:20:00-05:00,,2026-06-09 13:20:00-05:00,2026-06-09 14:20:00-05:00,26592.0,26426.187446618755,26923.625106762487,26512.75,-0.4779493372723398,85.0,-1,4,TIME,2024-2026,110.5417022541626,33.25,49.575,0.004156953303781686,0.0007388409431083494,0.0011751371185279881,High,Bearish trend,26562.25,26444.5,False,False,7560.0,0.762900029391001,Long,Bear,Midday,85-89,Late third,True,True,False,165.81255338124538,331.6251067624871,1.5000000000000133,0.6235429955672585,0.3007914598922139,1.0,1.0,0.0,26444.5,147.5,1.334338055160949,Loss,Validation,0.7350167253005226,0.40923076923076923,0.8830769230769231,0.11692307692307692,0.47384615384615386,0.848096221500603,1.2477064220183487,1.641899304585487,0.19866467788905462,230,1,2.0,0,6.9883128651649695,0.6875233368964889,7.940442223169646,3.5687889000745376,2,1,0,0,0,1.0614395376647454,0.7930642000165569,9.0,12.0,True,False,False,False,12
Confirm,Long,2026-06-09 13:15:00-05:00,2026-06-09 13:15:00-05:00,2026-06-09 13:20:00-05:00,2026-06-09 13:25:00-05:00,2026-06-09 13:25:00-05:00,2026-06-09 14:25:00-05:00,26594.25,26431.92405757456,26918.90188485088,26575.25,-0.1170484502729872,85.0,-1,4,TIME,2024-2026,108.21729495029385,3.5,47.875,0.004069198979113675,0.0007388409431083494,0.0011751371185279881,High,Bearish trend,26601.5,26520.25,False,True,5036.0,0.2619681818240803,Long,Bear,Midday,85-89,Late third,True,True,True,162.32594242543928,324.65188485087856,1.4999999999999862,0.6103798468670456,0.03234233494385175,2.0,2.0,1.0,26520.25,74.0,0.6838093673842941,Loss,Validation,0.7207720358915533,0.04487179487179487,0.9775641025641025,0.022435897435897436,0.9326923076923077,1.028024217858145,0.05831533477321814,1.6068904152976506,0.02762980325307195,235,1,2.0,0,7.117623854429088,0.723082202673257,8.090204069526344,3.6246516804930993,3,1,0,0,0,1.0703772755227225,0.823959485474326,8.0,11.0,True,False,False,False,12
BOS,Long,2026-06-09 19:00:00-05:00,2026-06-09 19:00:00-05:00,,,2026-06-09 19:00:00-05:00,2026-06-09 19:30:00-05:00,26748.5,26680.814078396044,26883.871843207915,26680.814078396044,-1.0,90.0,-1,0,STOP,2024-2026,45.12394773597118,61.25,14.775,0.001686971147390365,0.0007388409431083494,0.0011751371185279881,High,Bearish trend,26693.0,26662.25,False,False,1780.0,-0.36336538590090095,Long,Bear,Overnight,90-94,Late third,True,False,False,67.68592160395565,135.37184320791494,1.4999999999999751,0.25304567210855056,1.357372372612109,0.0,0.0,,26662.25,86.25,1.911401912453786,Loss,Validation,1.6399274379313642,0.8277027027027027,0.8277027027027027,0.17229729729729729,0.0,2.12747343299204,12.76551724137931,0.6633988534386119,0.8074081966048725,570,1,2.0,0,15.983752224432385,19.928442548105124,,,1,1,0,0,1,0.6205130846226886,1.4626379851820517,1.0,6.0,True,False,False,False,6
Control,Long,2026-06-09 19:00:00-05:00,,,,2026-06-09 19:00:00-05:00,2026-06-09 19:30:00-05:00,26748.5,26680.814078396044,26883.871843207915,26680.814078396044,-1.0,90.0,-1,0,STOP,2024-2026,45.12394773597118,61.25,14.775,0.001686971147390365,0.0007388409431083494,0.0011751371185279881,High,Bearish trend,26693.0,26662.25,False,False,1780.0,-0.36336538590090095,Long,Bear,Overnight,90-94,Late third,False,False,False,67.68592160395565,135.37184320791494,1.4999999999999751,0.25304567210855056,1.357372372612109,0.0,,,26662.25,86.25,1.911401912453786,Loss,Validation,1.6399274379313642,0.8277027027027027,0.8277027027027027,0.17229729729729729,0.0,2.12747343299204,0.0,0.6633988534386119,0.8074081966048725,570,1,2.0,0,15.983752224432385,19.928442548105124,,,0,1,0,0,1,0.6205130846226886,1.4626379851820517,1.0,6.0,True,False,False,False,6
Retest,Long,2026-06-09 19:00:00-05:00,2026-06-09 19:00:00-05:00,2026-06-09 19:10:00-05:00,,2026-06-09 19:10:00-05:00,2026-06-09 19:30:00-05:00,26742.25,26671.31609310679,26884.117813786415,26671.31609310679,-1.0,90.0,-1,0,STOP,2024-2026,47.289271262138406,36.0,19.6,0.0017683355462662419,0.0007388409431083494,0.0011751371185279881,High,Bearish trend,26790.5,26739.25,False,True,1522.0,-0.4147979838752609,Long,Bear,Overnight,90-94,Late third,True,True,False,70.9339068932095,141.86781378641535,1.50000000000004,0.26525033193994335,0.7612720399187664,2.0,2.0,0.0,26739.25,3.0,0.06343933665989719,Loss,Validation,1.4749645773426099,0.5161290322580645,0.4551971326164875,0.02867383512544803,0.4551971326164875,1.1894875623730725,0.11980830670926518,0.6671833854125107,0.4928617089281909,580,1,2.0,0,15.38403914002507,18.883775879096067,,,2,1,0,0,1,0.15507393405752234,1.3075552167122908,1.0,4.0,False,False,True,False,4
Confirm,Long,2026-06-09 19:00:00-05:00,2026-06-09 19:00:00-05:00,2026-06-09 19:10:00-05:00,2026-06-09 19:25:00-05:00,2026-06-09 19:25:00-05:00,2026-06-09 19:30:00-05:00,26739.5,26668.88587155817,26880.728256883656,26668.88587155817,-1.0,90.0,-1,0,STOP,2024-2026,47.0760856278856,14.75,20.725,0.001760544723270278,0.0007388409431083494,0.0011751371185279881,High,Bearish trend,26736.5,26704.0,False,True,599.0,-0.5912034085825426,Long,Bear,Overnight,90-94,Late third,True,True,True,70.61412844182996,141.2282568836563,1.5000000000000333,0.2640817084905476,0.31332256714357776,5.0,5.0,3.0,26704.0,35.5,0.7540983819387803,Loss,Validation,0.9771415653291238,0.32065217391304346,0.782608695652174,0.21739130434782608,0.46195652173913043,-0.05841607184032805,0.0514018691588785,0.6793274121581507,0.20612259393422827,595,1,2.0,0,15.51212234959984,18.910875620309834,,,3,1,0,0,1,0.0743477277967795,1.2745324765162203,1.0,1.0,False,False,True,True,1
Control,Long,2026-06-09 19:40:00-05:00,,,,2026-06-09 19:40:00-05:00,2026-06-09 20:40:00-05:00,26620.75,26541.25278236637,26779.744435267272,26647.75,0.3396345281470087,75.0,-1,0,TIME,2024-2026,52.99814508909062,28.75,28.875,0.0019908584502348965,0.0007388409431083494,0.0011752441731580946,High,Bearish trend,26682.5,26614.75,False,True,1086.0,-0.4995230051710062,Long,Bear,Overnight,75-79,Late third,False,False,False,79.4972176336305,158.9944352672719,1.4999999999998974,0.29862876753521406,0.5424718157903612,0.0,,,26614.75,6.0,0.11321150938233623,Win,Validation,1.3066495041211308,0.4151624548736462,0.5667870036101083,0.018050541516245487,0.5667870036101083,-2.2406444565254047,39.583333333333336,0.7157363250127238,0.34533702677746997,610,1,2.0,0,16.01942857760058,14.557113248078736,,,0,1,1,0,0,1.456025801222924,0.10063245278430576,7.0,1.0,True,False,False,False,12
Control,Short,2026-06-10 00:55:00-05:00,,,,2026-06-10 00:55:00-05:00,2026-06-10 01:35:00-05:00,26564.75,26624.2987020327,26445.652595934604,26624.2987020327,-1.0,75.0,-1,0,STOP,2024-2026,39.69913468846526,1.0,20.625,0.001494429071926717,0.0007388409431083494,0.0011816760768717427,High,Bearish trend,26568.0,26528.75,True,False,814.0,-0.5460641697722486,Short,Bear,Overnight,75-79,Late third,False,False,False,59.5487020326982,119.0974040653964,1.500000000000008,0.22416436078900875,0.025189465912730687,0.0,,,26568.0,3.25,0.08186576421637473,Loss,Validation,0.8942260399019394,0.028169014084507043,0.6971830985915493,0.6690140845070423,0.3028169014084507,0.6297366478182672,1.3150684931506849,0.7441556886645914,0.022018609276227005,-515,2,2.0,1,22.796466651021273,18.023062860558806,0.6234392813400845,2.2544571991893965,0,0,0,0,1,0.12594732956365276,1.1881031422171244,1.0,8.0,False,False,True,False,8
BOS,Short,2026-06-10 06:25:00-05:00,2026-06-10 06:25:00-05:00,,,2026-06-10 06:25:00-05:00,2026-06-10 07:25:00-05:00,26293.0,26379.727876955527,26119.544246088943,26375.25,-0.9483686547772388,75.0,-1,1,TIME,2024-2026,57.81858463701868,37.75,33.375,0.002199010559351108,0.0007400035002130966,0.0011888413282126478,High,Bearish trend,26387.5,26309.5,False,False,3231.0,-0.10301233955556711,Short,Bear,Premarket,75-79,Late third,True,False,False,86.72787695552688,173.4557539110574,1.4999999999999802,0.32985158390266184,0.6529042562524152,0.0,0.0,,26387.5,94.5,1.6344225752543904,Loss,Validation,1.5047064978532483,0.4339080459770115,0.46551724137931033,0.031609195402298854,0.5344827586206896,-1.0723195731827746,4.592957746478874,1.0962849171345865,0.419596562255842,-185,2,2.0,1,20.352452544239192,7.674867912900907,5.923700867985489,0.8042396798870809,1,0,0,0,1,0.7091145564595861,0.9627815522662673,3.0,12.0,True,False,False,False,12
Control,Short,2026-06-10 06:25:00-05:00,,,,2026-06-10 06:25:00-05:00,2026-06-10 07:25:00-05:00,26293.0,26379.727876955527,26119.544246088943,26375.25,-0.9483686547772388,75.0,-1,1,TIME,2024-2026,57.81858463701868,37.75,33.375,0.002199010559351108,0.0007400035002130966,0.0011888413282126478,High,Bearish trend,26387.5,26309.5,False,False,3231.0,-0.10301233955556711,Short,Bear,Premarket,75-79,Late third,False,False,False,86.72787695552688,173.4557539110574,1.4999999999999802,0.32985158390266184,0.6529042562524152,0.0,,,26387.5,94.5,1.6344225752543904,Loss,Validation,1.5047064978532483,0.4339080459770115,0.46551724137931033,0.031609195402298854,0.5344827586206896,-1.0723195731827746,0.0,1.0962849171345865,0.419596562255842,-185,2,2.0,1,20.352452544239192,7.674867912900907,5.923700867985489,0.8042396798870809,0,0,0,0,1,0.7091145564595861,0.9627815522662673,3.0,12.0,True,False,False,False,12
Retest,Short,2026-06-10 06:25:00-05:00,2026-06-10 06:25:00-05:00,2026-06-10 06:55:00-05:00,,2026-06-10 06:55:00-05:00,2026-06-10 07:30:00-05:00,26301.0,26384.063784928425,26134.87243014315,26384.063784928425,-1.0,75.0,-1,1,STOP,2024-2026,55.37585661895015,2.25,22.4,0.0021054658233128076,0.0007400035002130966,0.00118923477958296,High,Bearish trend,26314.0,26260.25,True,False,906.0,-0.5544648468979043,Short,Bear,Premarket,75-79,Late third,True,True,False,83.06378492842487,166.12756985684973,1.4999999999999936,0.31581987349691976,0.040631425631617736,6.0,6.0,0.0,26314.0,13.0,0.23475934809379137,Loss,Validation,0.771997087000737,0.05263157894736842,0.5497076023391813,0.5497076023391813,0.39766081871345027,0.8261723211762273,0.07322654462242563,1.1629472128051994,0.03402230272036366,-155,2,2.0,1,21.105768314201438,8.157887346259251,6.040538610567171,1.2550595917321923,2,0,0,0,1,0.26184696518153766,3.7651787751965937,4.0,7.0,False,False,True,False,7
Confirm,Short,2026-06-10 06:25:00-05:00,2026-06-10 06:25:00-05:00,2026-06-10 06:55:00-05:00,2026-06-10 07:00:00-05:00,2026-06-10 07:00:00-05:00,2026-06-10 07:30:00-05:00,26301.0,26380.836014576395,26141.32797084721,26380.836014576395,-1.0,75.0,-1,1,STOP,2024-2026,53.22400971759657,1.25,20.5,0.002023649660377802,0.0007400035002130966,0.00118923477958296,High,Bearish trend,26324.5,26281.75,False,False,1031.0,-0.5308600810757301,Short,Bear,Premarket,75-79,Late third,True,True,True,79.83601457639452,159.67202915278904,1.4999999999999936,0.303547449056669,0.023485641285435382,7.0,7.0,1.0,26324.5,23.5,0.4415300561661852,Loss,Validation,0.4744099539657947,0.04950495049504951,0.48514851485148514,0.43564356435643564,0.5148514851485149,0.7468433928768451,0.0,1.1555326199972973,0.020527026067192273,-150,2,2.0,1,21.959074601882083,8.487710760556347,6.284757607982508,1.3058016554702072,3,0,0,0,1,0.2724334389110516,3.9174049664106385,3.0,6.0,False,False,True,False,6
BOS,Long,2026-06-10 07:30:00-05:00,2026-06-10 07:30:00-05:00,,,2026-06-10 07:30:00-05:00,2026-06-10 08:30:00-05:00,26540.25,26437.77865424822,26745.19269150356,26437.77865424822,-1.0,90.0,-1,1,STOP,2024-2026,68.3142305011866,159.5,34.6,0.0025739859459193715,0.0007400035002130966,0.00118923477958296,High,Bearish trend,26376.5,26313.5,False,False,10607.0,1.30519965197229,Long,Bear,Premarket,90-94,Late third,True,False,False,102.47134575177915,204.9426915035583,1.4999999999999891,0.38609789188790294,2.3347990430373,0.0,0.0,,26313.5,226.75,3.3192205831266945,Loss,Validation,3.710793463385301,0.6291913214990138,0.7100591715976331,0.28994082840236685,0.08086785009861933,3.6998147844995457,89.71875,1.1752568142449153,0.9611122949073088,-120,2,2.0,0,13.606242699079438,10.115022813409244,1.3942922184909268,4.51955614130261,1,1,0,0,1,0.34155889866794603,1.3735547139289546,1.0,12.0,False,False,True,False,12
Control,Long,2026-06-10 07:30:00-05:00,,,,2026-06-10 07:30:00-05:00,2026-06-10 08:30:00-05:00,26540.25,26437.77865424822,26745.19269150356,26437.77865424822,-1.0,90.0,-1,1,STOP,2024-2026,68.3142305011866,159.5,34.6,0.0025739859459193715,0.0007400035002130966,0.00118923477958296,High,Bearish trend,26376.5,26313.5,False,False,10607.0,1.30519965197229,Long,Bear,Premarket,90-94,Late third,False,False,False,102.47134575177915,204.9426915035583,1.4999999999999891,0.38609789188790294,2.3347990430373,0.0,,,26313.5,226.75,3.3192205831266945,Loss,Validation,3.710793463385301,0.6291913214990138,0.7100591715976331,0.28994082840236685,0.08086785009861933,3.6998147844995457,0.0,1.1752568142449153,0.9611122949073088,-120,2,2.0,0,13.606242699079438,10.115022813409244,1.3942922184909268,4.51955614130261,0,1,0,0,1,0.34155889866794603,1.3735547139289546,1.0,12.0,False,False,True,False,12
BOS,Short,2026-06-10 10:10:00-05:00,2026-06-10 10:10:00-05:00,,,2026-06-10 10:10:00-05:00,2026-06-10 11:10:00-05:00,26370.25,26544.89084476197,26020.968310476062,26350.25,0.1145207470065749,85.0,-1,2,TIME,2024-2026,116.42722984131277,76.0,61.4,0.004415097689301875,0.0007400035002130966,0.0011928852794295254,High,Bearish trend,26532.0,26438.5,False,False,9960.0,1.1151215372751044,Short,Bear,Open,85-89,Late third,True,False,False,174.64084476196876,349.28168952393753,1.4999999999999967,0.6622646533952797,0.6527682579374773,0.0,0.0,,26532.0,161.75,1.3892798121235124,Win,Validation,0.8224021144409664,0.793733681462141,0.9608355091383812,0.1671018276762402,0.0391644908616188,-1.301241987862208,2.1316614420062696,1.7344867265471018,0.4193834789402656,40,2,2.0,1,9.443667100029687,4.474898189281917,4.142072268294058,1.1917315235371706,1,0,1,0,0,0.6971450474025266,0.8460220185110744,8.0,10.0,False,False,True,False,12
Control,Short,2026-06-10 10:10:00-05:00,,,,2026-06-10 10:10:00-05:00,2026-06-10 11:10:00-05:00,26370.25,26544.89084476197,26020.968310476062,26350.25,0.1145207470065749,85.0,-1,2,TIME,2024-2026,116.42722984131277,76.0,61.4,0.004415097689301875,0.0007400035002130966,0.0011928852794295254,High,Bearish trend,26532.0,26438.5,False,False,9960.0,1.1151215372751044,Short,Bear,Open,85-89,Late third,False,False,False,174.64084476196876,349.28168952393753,1.4999999999999967,0.6622646533952797,0.6527682579374773,0.0,,,26532.0,161.75,1.3892798121235124,Win,Validation,0.8224021144409664,0.793733681462141,0.9608355091383812,0.1671018276762402,0.0391644908616188,-1.301241987862208,0.0,1.7344867265471018,0.4193834789402656,40,2,2.0,1,9.443667100029687,4.474898189281917,4.142072268294058,1.1917315235371706,0,0,1,0,0,0.6971450474025266,0.8460220185110744,8.0,10.0,False,False,True,False,12
Retest,Short,2026-06-10 10:10:00-05:00,2026-06-10 10:10:00-05:00,2026-06-10 10:15:00-05:00,,2026-06-10 10:15:00-05:00,2026-06-10 11:15:00-05:00,26348.75,26521.550427278973,26003.149145442057,26364.5,-0.0911456079594814,85.0,-1,2,TIME,2024-2026,115.20028485264757,22.5,58.975,0.004372134725656723,0.0007400035002130966,0.0011929566348543427,High,Bearish trend,26462.25,26366.5,False,False,10141.0,1.165350106953269,Short,Bear,Open,85-89,Late third,True,True,False,172.80042727897307,345.6008545579425,1.5000000000000149,0.6558202088485149,0.1953120170560316,1.0,1.0,0.0,26462.25,113.5,0.9852406193715372,Loss,Validation,0.8615430085693838,0.22670025188916876,0.35768261964735515,0.1309823677581864,0.6423173803526449,-1.5060726648542881,0.3794117647058824,1.7232093405964553,0.13168548902620925,45,2,2.0,1,9.730878716436063,4.335926778643901,4.372819048532262,1.017792622214209,2,0,0,0,0,0.5801490284405029,0.9794535966439413,7.0,9.0,False,False,True,False,12
BOS,Long,2026-06-11 12:25:00-05:00,2026-06-11 12:25:00-05:00,,,2026-06-11 12:25:00-05:00,2026-06-11 13:25:00-05:00,26706.75,26555.94749825644,27008.35500348712,26809.75,0.6830125416297829,75.0,-1,4,TIME,2024-2026,100.53500116237463,358.75,68.95,0.0037644041735656578,0.0007440156461844711,0.0012057997073621571,High,Bearish trend,26358.5,26300.0,False,False,11464.0,3.2540639088130643,Long,Bear,Midday,75-79,Late third,True,False,False,150.80250174356115,301.60500348711867,1.4999999999999922,0.5646606260348457,3.5684089705293873,0.0,0.0,,26300.0,406.75,4.04585463069778,Win,Validation,3.6902570817181957,0.9669811320754716,0.9784366576819407,0.0215633423180593,0.011455525606469003,3.3968269364063715,5.608355091383812,1.3483157066944713,0.9934299311030613,175,3,2.0,0,1.6387327606821367,7.5297159322390135,0.35559754897958357,4.453672798758281,1,1,1,0,0,1.438968170229744,0.1110724278863973,3.0,8.0,True,True,False,False,12
Control,Long,2026-06-11 12:25:00-05:00,,,,2026-06-11 12:25:00-05:00,2026-06-11 13:25:00-05:00,26706.75,26555.94749825644,27008.35500348712,26809.75,0.6830125416297829,75.0,-1,4,TIME,2024-2026,100.53500116237463,358.75,68.95,0.0037644041735656578,0.0007440156461844711,0.0012057997073621571,High,Bearish trend,26358.5,26300.0,False,False,11464.0,3.2540639088130643,Long,Bear,Midday,75-79,Late third,False,False,False,150.80250174356115,301.60500348711867,1.4999999999999922,0.5646606260348457,3.5684089705293873,0.0,,,26300.0,406.75,4.04585463069778,Win,Validation,3.6902570817181957,0.9669811320754716,0.9784366576819407,0.0215633423180593,0.011455525606469003,3.3968269364063715,0.0,1.3483157066944713,0.9934299311030613,175,3,2.0,0,1.6387327606821367,7.5297159322390135,0.35559754897958357,4.453672798758281,0,1,1,0,0,1.438968170229744,0.1110724278863973,3.0,8.0,True,True,False,False,12
Control,Long,2026-06-11 20:25:00-05:00,,,,2026-06-11 20:25:00-05:00,2026-06-11 21:25:00-05:00,27105.0,27050.881378941784,27213.237242116433,27134.0,0.5358599209097309,75.0,1,0,TIME,2024-2026,36.07908070547818,26.5,17.4,0.0013310858035594235,0.0007440156461844711,0.0012085472094377776,High,Bullish trend,27158.0,27125.75,False,False,876.0,-0.4762247157021735,Long,Bull,Overnight,75-79,Late third,False,False,False,54.11862105821638,108.23724211643275,1.4999999999999754,0.19966287053391027,0.7344976502124759,0.0,,,27125.75,20.75,0.5751255185625991,Win,Validation,1.1086756984339259,0.6625,0.325,0.0125,0.325,-2.1896345044070036,3.1482213438735176,0.6234731417456556,0.47652532140066767,655,3,2.0,1,2.8548399234673596,33.75224579419783,,,0,1,1,0,0,1.9124655797985537,0.34646115576060754,7.0,2.0,True,False,False,False,12
Control,Short,2026-06-12 00:00:00-05:00,,,,2026-06-12 00:00:00-05:00,2026-06-12 00:45:00-05:00,27149.5,27185.96909619592,27076.56180760816,27076.56180760816,2.0,90.0,1,0,TARGET,2024-2026,24.312730797280572,18.25,10.25,0.0008955130222391047,0.0007454728835189553,0.001210530572903045,Medium,Bullish trend,27167.25,27157.25,True,False,220.0,-0.6471792171180976,Short,Bull,Overnight,90-94,Late third,False,False,False,36.46909619592043,72.93819239184086,1.4999999999999822,0.1343269533358641,0.7506355477781746,0.0,,,27167.25,17.75,0.7300701903048,Win,Validation,1.1002466248255438,0.6822429906542056,1.0,0.3177570093457944,0.0,-0.32904571957399437,0.17652892561983471,0.586821987186256,0.4877477093543576,-570,4,1.0,0,2.406146824384834,51.9172449415343,1.1002466248255438,0.0,0,0,1,1,0,2.838019331325735,0.3633213153629564,9.0,4.0,True,False,False,False,9
