model,month,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses
Retest,2024-01,44,16,28,36.36363636363637,-0.10979471902307698,-4.830967637015387,0.8134929947984897,9.766928824129936,2.0,-1.0,3,7
Retest,2024-02,33,13,20,39.39393939393939,-0.06670821915984959,-2.2013712322750365,0.8859988955338695,8.6989665929662,2.0,-1.0,4,4
Retest,2024-03,33,18,15,54.54545454545455,0.39175982391149783,12.928074189079428,1.9133470483121677,3.681367174448109,2.0,-1.0,4,3
Retest,2024-04,37,16,21,43.24324324324324,-0.1011200116004933,-3.7414404292182524,0.8136577813856556,9.319073027227748,2.0,-1.0,3,5
Retest,2024-05,40,12,28,30.0,-0.17986345470910745,-7.194538188364298,0.6985325493942999,14.99054621133567,2.0,-1.0,3,7
Retest,2024-06,36,13,22,36.111111111111114,-0.06006369374802994,-2.162292974929078,0.8831254548859058,5.071794994893545,2.0,-1.0,2,3
Retest,2024-07,47,14,33,29.78723404255319,-0.16109382346320997,-7.571409702770869,0.7114648026749927,12.04155551234615,2.0,-1.0,3,10
Retest,2024-08,28,11,17,39.285714285714285,-0.08539506143776081,-2.391061720257303,0.8386722187218711,7.664188907222376,2.0,-1.0,5,8
Retest,2024-09,32,12,20,37.5,0.01939307301882759,0.6205783366024828,1.0395814860109553,6.017749163013013,2.0,-1.0,2,4
Retest,2024-10,42,15,27,35.714285714285715,-0.10323804235585643,-4.33599777894597,0.8010647141875564,8.00750123294942,2.0,-1.0,3,8
Retest,2024-11,29,15,14,51.724137931034484,0.016843240510367515,0.4884539748006579,1.0387570662750636,4.294805718863108,2.0,-1.0,4,4
Retest,2024-12,35,13,22,37.142857142857146,-0.10200011653868896,-3.5700040788541134,0.8262651842139901,8.272795573129786,2.0,-1.0,4,7
Retest,2025-01,34,14,20,41.1764705882353,0.1919409463270351,6.525992175119193,1.390153882409831,7.241372934161692,2.0,-1.0,3,5
Retest,2025-02,33,14,18,42.42424242424242,0.06367312508667539,2.1012131278602877,1.1359787334529596,4.340587545287383,2.0,-1.0,3,5
Retest,2025-03,35,13,22,37.142857142857146,-0.047745038201894276,-1.6710763370662998,0.9079971049573881,6.2931419517675105,2.0,-1.0,3,7
Retest,2025-04,35,19,16,54.285714285714285,0.2275443271529836,7.964051450354425,1.585793591614768,3.028640653894694,2.0,-1.0,4,3
Retest,2025-05,37,16,21,43.24324324324324,0.04206432451347603,1.5563800069986131,1.0844422013287924,5.678596373358799,2.0,-1.0,3,5
Retest,2025-06,33,15,18,45.45454545454545,-0.11691892337587072,-3.8583244714037335,0.7501864177091991,8.561691061097886,2.0,-1.0,3,3
Retest,2025-07,26,13,13,50.0,0.18747026619747761,4.874226921134418,1.469330757554301,3.8624203433648088,2.0,-1.0,2,3
Retest,2025-08,35,12,23,34.285714285714285,-0.110149859122786,-3.85524506929751,0.7918049923722336,11.754280896613896,2.0,-1.0,5,9
Retest,2025-09,39,14,25,35.8974358974359,-0.21261432287612522,-8.291958592168884,0.6090644751205494,13.178074312524082,2.0,-1.0,3,8
Retest,2025-10,30,13,17,43.333333333333336,-0.08153337310558131,-2.4460011931674392,0.8488933470091354,8.522938925023334,2.0,-1.0,7,4
Retest,2025-11,32,15,17,46.875,0.041919403971333966,1.341420927082687,1.08365565470553,5.324737770581321,2.0,-1.0,3,4
Retest,2025-12,43,14,29,32.55813953488372,-0.253516286205579,-10.901200306839895,0.5726747641706804,13.672303150186925,2.0,-1.0,2,8
Retest,2026-01,30,14,15,46.666666666666664,0.19464462641896826,5.839338792569048,1.4798179418740507,3.59335066184774,2.0,-1.0,5,4
Retest,2026-02,36,13,23,36.111111111111114,-0.1212426398831828,-4.364735035794581,0.7714825796994171,7.46886202923705,2.0,-1.0,5,5
Retest,2026-03,32,18,14,56.25,0.17687869358605512,5.660118194753764,1.4219714339053422,4.0537808271118365,2.0,-1.0,5,4
Retest,2026-04,47,19,28,40.42553191489362,0.10377261612356083,4.877312957807359,1.199035792386073,6.928006456821253,2.0,-1.0,3,7
Retest,2026-05,35,11,24,31.428571428571427,-0.295489307779514,-10.342125772282989,0.5655386149382371,13.399467918056903,2.0,-1.0,2,9
Retest,2026-06,33,14,19,42.42424242424242,-0.0872459513159708,-2.879116393427036,0.8183408694691585,7.514944441347677,2.0,-1.0,4,7
