signal_ts,entry_ts,setup,direction,entry_price,atr,confluence_count,auction_state,location_type,structure_state,price_response,absorption_proxy,acceptance_state,confirmation_state,dev_vah,dev_val,dev_poc,dev_vwap,in_hvn,in_lvn,delta_norm_60s,buy_vol_60s,sell_vol_60s,known_at,layer_auction,layer_location,layer_structure,layer_order_flow,layer_price_response,layer_acceptance_rejection,layer_confirmation,in_macro,macro_event,macro_subwindow
2024-01-04 09:58:00-06:00,2024-01-04 09:59:00-06:00,O5,SHORT,16521.25,9.625,6,FAILED_DISCOVERY_UP,PRIOR_EXTREME,CONTROLLED_RETRACE_AFTER_UP,NEUTRAL_RESPONSE,NONE,FAILED_ACCEPTANCE_UP,CONFIRMED_SHORT,16530.5,16508.5,16514.5,16497.37458829409,False,False,0.11764705882352941,323.0,255.0,2024-01-04 09:58:00-06:00,True,True,True,True,False,True,True,True,ISM Services,LATE
