model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason
Control,Short,2026-07-29 08:25:00-05:00,,,,2026-07-29 08:25:00-05:00,2026-07-29 08:30:00-05:00,27596.25,27649.196371691483,27490.357256617033,27649.196371691483,-1.0,75.0,-1,1,STOP
BOS,Short,2026-07-29 08:50:00-05:00,2026-07-29 08:50:00-05:00,,,2026-07-29 08:50:00-05:00,2026-07-29 09:25:00-05:00,27435.75,27528.589271879733,27250.071456240534,27250.071456240534,2.0,90.0,-1,1,TARGET
Control,Short,2026-07-29 08:50:00-05:00,,,,2026-07-29 08:50:00-05:00,2026-07-29 09:25:00-05:00,27435.75,27528.589271879733,27250.071456240534,27250.071456240534,2.0,90.0,-1,1,TARGET
BOS,Short,2026-07-29 10:50:00-05:00,2026-07-29 10:50:00-05:00,,,2026-07-29 10:50:00-05:00,2026-07-29 11:50:00-05:00,27174.5,27271.153606248183,26981.192787503634,27245.25,-0.7319954500024636,75.0,-1,3,TIME
Control,Short,2026-07-29 10:50:00-05:00,,,,2026-07-29 10:50:00-05:00,2026-07-29 11:50:00-05:00,27174.5,27271.153606248183,26981.192787503634,27245.25,-0.7319954500024636,75.0,-1,3,TIME
Confirm,Long,2026-07-29 12:00:00-05:00,2026-07-29 12:00:00-05:00,2026-07-29 12:05:00-05:00,2026-07-29 12:10:00-05:00,2026-07-29 12:10:00-05:00,2026-07-29 12:30:00-05:00,27418.75,27330.590597685492,27595.06880462902,27330.590597685492,-1.0,75.0,-1,4,STOP
BOS,Long,2026-07-29 12:00:00-05:00,2026-07-29 12:00:00-05:00,,,2026-07-29 12:00:00-05:00,2026-07-29 13:00:00-05:00,27343.25,27255.26705412045,27519.2158917591,27519.2158917591,2.0,75.0,-1,4,TARGET
Control,Long,2026-07-29 12:00:00-05:00,,,,2026-07-29 12:00:00-05:00,2026-07-29 13:00:00-05:00,27343.25,27255.26705412045,27519.2158917591,27519.2158917591,2.0,75.0,-1,4,TARGET
Retest,Long,2026-07-29 12:00:00-05:00,2026-07-29 12:00:00-05:00,2026-07-29 12:05:00-05:00,,2026-07-29 12:05:00-05:00,2026-07-29 13:00:00-05:00,27335.0,27250.32833596899,27504.343328062023,27504.343328062023,2.0,75.0,-1,4,TARGET
Confirm,Long,2026-07-29 13:00:00-05:00,2026-07-29 13:00:00-05:00,2026-07-29 13:15:00-05:00,2026-07-29 13:25:00-05:00,2026-07-29 13:25:00-05:00,2026-07-29 13:40:00-05:00,27458.75,27360.920715630804,27654.408568738392,27654.408568738392,2.0,75.0,-1,4,TARGET
Retest,Long,2026-07-29 13:00:00-05:00,2026-07-29 13:00:00-05:00,2026-07-29 13:15:00-05:00,,2026-07-29 13:15:00-05:00,2026-07-29 13:40:00-05:00,27446.75,27344.838522270045,27650.57295545991,27650.57295545991,2.0,75.0,-1,4,TARGET
BOS,Long,2026-07-29 13:40:00-05:00,2026-07-29 13:40:00-05:00,,,2026-07-29 13:40:00-05:00,2026-07-29 14:10:00-05:00,27657.75,27539.87575154551,27893.498496908982,27539.87575154551,-1.0,75.0,-1,4,STOP
Control,Long,2026-07-29 13:40:00-05:00,,,,2026-07-29 13:40:00-05:00,2026-07-29 14:10:00-05:00,27657.75,27539.87575154551,27893.498496908982,27539.87575154551,-1.0,75.0,-1,4,STOP
BOS,Long,2026-07-29 18:05:00-05:00,2026-07-29 18:05:00-05:00,,,2026-07-29 18:05:00-05:00,2026-07-29 19:05:00-05:00,27188.5,27097.70807578933,27370.083848421342,27265.75,0.8508465997565171,90.0,-1,0,TIME
Control,Long,2026-07-29 18:05:00-05:00,,,,2026-07-29 18:05:00-05:00,2026-07-29 19:05:00-05:00,27188.5,27097.70807578933,27370.083848421342,27265.75,0.8508465997565171,90.0,-1,0,TIME
Control,Short,2026-07-30 00:45:00-05:00,,,,2026-07-30 00:45:00-05:00,2026-07-30 01:45:00-05:00,27179.25,27239.40550622055,27058.938987558897,27127.5,0.8602703767509807,90.0,-1,0,TIME
BOS,Short,2026-07-30 02:25:00-05:00,2026-07-30 02:25:00-05:00,,,2026-07-30 02:25:00-05:00,2026-07-30 03:20:00-05:00,27090.25,27152.275511555355,26966.198976889293,27152.275511555355,-1.0,75.0,-1,0,STOP
Control,Short,2026-07-30 02:25:00-05:00,,,,2026-07-30 02:25:00-05:00,2026-07-30 03:20:00-05:00,27090.25,27152.275511555355,26966.198976889293,27152.275511555355,-1.0,75.0,-1,0,STOP
Retest,Short,2026-07-30 02:25:00-05:00,2026-07-30 02:25:00-05:00,2026-07-30 02:35:00-05:00,,2026-07-30 02:35:00-05:00,2026-07-30 03:20:00-05:00,27101.0,27165.532201290076,26971.935597419848,27165.532201290076,-1.0,75.0,-1,0,STOP
Control,Short,2026-07-30 03:25:00-05:00,,,,2026-07-30 03:25:00-05:00,2026-07-30 04:20:00-05:00,27188.75,27253.70013604752,27058.849727904966,27253.70013604752,-1.0,75.0,-1,0,STOP
BOS,Long,2026-07-30 15:00:00-05:00,2026-07-30 15:00:00-05:00,,,2026-07-30 15:00:00-05:00,2026-07-30 17:00:00-05:00,28018.5,27953.439220948665,28148.621558102666,28085.0,1.0221211760703097,75.0,1,5,TIME
Control,Long,2026-07-30 15:00:00-05:00,,,,2026-07-30 15:00:00-05:00,2026-07-30 17:00:00-05:00,28018.5,27953.439220948665,28148.621558102666,28085.0,1.0221211760703097,75.0,1,5,TIME
Retest,Long,2026-07-30 15:00:00-05:00,2026-07-30 15:00:00-05:00,2026-07-30 15:05:00-05:00,,2026-07-30 15:05:00-05:00,2026-07-30 17:05:00-05:00,27982.25,27917.657848023762,28111.434303952476,28079.0,1.497859988247352,75.0,1,5,TIME
Confirm,Long,2026-07-30 15:00:00-05:00,2026-07-30 15:00:00-05:00,2026-07-30 15:05:00-05:00,2026-07-30 15:10:00-05:00,2026-07-30 15:10:00-05:00,2026-07-30 17:10:00-05:00,28007.0,27941.878716022064,28137.242567955873,28067.0,0.9213577548675014,75.0,1,5,TIME
BOS,Long,2026-07-31 08:30:00-05:00,2026-07-31 08:30:00-05:00,,,2026-07-31 08:30:00-05:00,2026-07-31 08:35:00-05:00,28364.5,28305.534161229552,28482.431677540895,28305.534161229552,-1.0,90.0,1,1,STOP
Control,Long,2026-07-31 08:30:00-05:00,,,,2026-07-31 08:30:00-05:00,2026-07-31 08:35:00-05:00,28364.5,28305.534161229552,28482.431677540895,28305.534161229552,-1.0,90.0,1,1,STOP
BOS,Short,2026-07-31 08:40:00-05:00,2026-07-31 08:40:00-05:00,,,2026-07-31 08:40:00-05:00,2026-07-31 09:00:00-05:00,28101.25,28186.39210077656,27930.96579844688,27930.96579844688,2.0,90.0,1,1,TARGET
Control,Short,2026-07-31 08:40:00-05:00,,,,2026-07-31 08:40:00-05:00,2026-07-31 09:00:00-05:00,28101.25,28186.39210077656,27930.96579844688,27930.96579844688,2.0,90.0,1,1,TARGET
Confirm,Short,2026-07-31 08:40:00-05:00,2026-07-31 08:40:00-05:00,2026-07-31 08:45:00-05:00,2026-07-31 08:50:00-05:00,2026-07-31 08:50:00-05:00,2026-07-31 09:05:00-05:00,28015.25,28115.885280771625,27813.979438456747,27813.979438456747,2.0,90.0,1,1,TARGET
Retest,Short,2026-07-31 08:40:00-05:00,2026-07-31 08:40:00-05:00,2026-07-31 08:45:00-05:00,,2026-07-31 08:45:00-05:00,2026-07-31 09:05:00-05:00,28042.75,28138.20337929252,27851.84324141496,27851.84324141496,2.0,90.0,1,1,TARGET
BOS,Long,2026-07-31 14:45:00-05:00,2026-07-31 14:45:00-05:00,,,2026-07-31 14:45:00-05:00,2026-07-31 14:55:00-05:00,28191.5,28137.326655072546,28299.84668985491,28137.326655072546,-1.0,75.0,1,5,STOP
Control,Long,2026-07-31 14:45:00-05:00,,,,2026-07-31 14:45:00-05:00,2026-07-31 14:55:00-05:00,28191.5,28137.326655072546,28299.84668985491,28137.326655072546,-1.0,75.0,1,5,STOP
Retest,Long,2026-07-31 14:45:00-05:00,2026-07-31 14:45:00-05:00,2026-07-31 14:50:00-05:00,,2026-07-31 14:50:00-05:00,2026-07-31 14:55:00-05:00,28189.75,28134.062251138792,28301.125497722416,28134.062251138792,-1.0,75.0,1,5,STOP
BOS,Short,2026-07-31 15:55:00-05:00,2026-07-31 15:55:00-05:00,,,2026-07-31 15:55:00-05:00,2026-08-02 17:00:00-05:00,27969.25,28030.89595637863,27845.958087242736,28030.89595637863,-1.0,75.0,1,5,STOP
Control,Short,2026-07-31 15:55:00-05:00,,,,2026-07-31 15:55:00-05:00,2026-08-02 17:00:00-05:00,27969.25,28030.89595637863,27845.958087242736,28030.89595637863,-1.0,75.0,1,5,STOP
BOS,Long,2026-08-02 20:55:00-05:00,2026-08-02 20:55:00-05:00,,,2026-08-02 20:55:00-05:00,2026-08-02 21:55:00-05:00,28326.25,28280.134854601885,28418.48029079623,28342.75,0.3578000211764438,75.0,1,0,TIME
Control,Long,2026-08-02 20:55:00-05:00,,,,2026-08-02 20:55:00-05:00,2026-08-02 21:55:00-05:00,28326.25,28280.134854601885,28418.48029079623,28342.75,0.3578000211764438,75.0,1,0,TIME
Retest,Long,2026-08-02 20:55:00-05:00,2026-08-02 20:55:00-05:00,2026-08-02 21:00:00-05:00,,2026-08-02 21:00:00-05:00,2026-08-02 22:00:00-05:00,28336.25,28289.89307927318,28428.963841453642,28343.75,0.16178814042022444,75.0,1,0,TIME
Confirm,Long,2026-08-02 20:55:00-05:00,2026-08-02 20:55:00-05:00,2026-08-02 21:00:00-05:00,2026-08-02 21:10:00-05:00,2026-08-02 21:10:00-05:00,2026-08-02 22:10:00-05:00,28345.0,28299.279619373305,28436.440761253394,28346.25,0.027340104847467097,75.0,1,0,TIME
BOS,Long,2026-08-03 12:10:00-05:00,2026-08-03 12:10:00-05:00,,,2026-08-03 12:10:00-05:00,2026-08-03 13:00:00-05:00,28539.75,28497.71720289109,28623.81559421782,28623.81559421782,2.0,75.0,1,4,TARGET
Control,Long,2026-08-03 12:10:00-05:00,,,,2026-08-03 12:10:00-05:00,2026-08-03 13:00:00-05:00,28539.75,28497.71720289109,28623.81559421782,28623.81559421782,2.0,75.0,1,4,TARGET
BOS,Short,2026-08-03 19:10:00-05:00,2026-08-03 19:10:00-05:00,,,2026-08-03 19:10:00-05:00,2026-08-03 19:40:00-05:00,28613.0,28642.61158163546,28553.776836729077,28553.776836729077,2.0,90.0,1,0,TARGET
Control,Short,2026-08-03 19:10:00-05:00,,,,2026-08-03 19:10:00-05:00,2026-08-03 19:40:00-05:00,28613.0,28642.61158163546,28553.776836729077,28553.776836729077,2.0,90.0,1,0,TARGET
Confirm,Short,2026-08-03 19:10:00-05:00,2026-08-03 19:10:00-05:00,2026-08-03 19:15:00-05:00,2026-08-03 19:25:00-05:00,2026-08-03 19:25:00-05:00,2026-08-03 20:00:00-05:00,28588.0,28619.190377133058,28525.619245733884,28525.619245733884,2.0,90.0,1,0,TARGET
Retest,Short,2026-08-03 19:10:00-05:00,2026-08-03 19:10:00-05:00,2026-08-03 19:15:00-05:00,,2026-08-03 19:15:00-05:00,2026-08-03 20:00:00-05:00,28596.5,28627.157182947216,28535.18563410557,28535.18563410557,2.0,90.0,1,0,TARGET
BOS,Long,2026-08-03 20:50:00-05:00,2026-08-03 20:50:00-05:00,,,2026-08-03 20:50:00-05:00,2026-08-03 21:05:00-05:00,28721.25,28675.867212412715,28812.01557517457,28675.867212412715,-1.0,90.0,1,0,STOP
Control,Long,2026-08-03 20:50:00-05:00,,,,2026-08-03 20:50:00-05:00,2026-08-03 21:05:00-05:00,28721.25,28675.867212412715,28812.01557517457,28675.867212412715,-1.0,90.0,1,0,STOP
BOS,Long,2026-08-04 02:25:00-05:00,2026-08-04 02:25:00-05:00,,,2026-08-04 02:25:00-05:00,2026-08-04 02:55:00-05:00,28781.25,28747.929941605937,28847.890116788127,28747.929941605937,-1.0,75.0,1,0,STOP
Control,Long,2026-08-04 02:25:00-05:00,,,,2026-08-04 02:25:00-05:00,2026-08-04 02:55:00-05:00,28781.25,28747.929941605937,28847.890116788127,28747.929941605937,-1.0,75.0,1,0,STOP
Retest,Long,2026-08-04 02:25:00-05:00,2026-08-04 02:25:00-05:00,2026-08-04 02:30:00-05:00,,2026-08-04 02:30:00-05:00,2026-08-04 02:55:00-05:00,28786.5,28753.229588634083,28853.04082273183,28753.229588634083,-1.0,75.0,1,0,STOP
BOS,Long,2026-08-04 03:05:00-05:00,2026-08-04 03:05:00-05:00,,,2026-08-04 03:05:00-05:00,2026-08-04 03:30:00-05:00,28802.0,28765.832394706125,28874.335210587746,28765.832394706125,-1.0,75.0,1,0,STOP
Control,Long,2026-08-04 03:05:00-05:00,,,,2026-08-04 03:05:00-05:00,2026-08-04 03:30:00-05:00,28802.0,28765.832394706125,28874.335210587746,28765.832394706125,-1.0,75.0,1,0,STOP
Control,Short,2026-08-04 03:45:00-05:00,,,,2026-08-04 03:45:00-05:00,2026-08-04 04:45:00-05:00,28742.25,28779.35329860861,28668.043402782776,28763.75,-0.5794633039718375,75.0,1,0,TIME
BOS,Long,2026-08-04 14:00:00-05:00,2026-08-04 14:00:00-05:00,,,2026-08-04 14:00:00-05:00,2026-08-04 14:50:00-05:00,29595.75,29553.518737495706,29680.212525008585,29553.518737495706,-1.0,75.0,1,5,STOP
Confirm,Long,2026-08-04 14:00:00-05:00,2026-08-04 14:00:00-05:00,2026-08-04 14:25:00-05:00,2026-08-04 14:30:00-05:00,2026-08-04 14:30:00-05:00,2026-08-04 14:50:00-05:00,29595.25,29553.497615249853,29678.754769500294,29553.497615249853,-1.0,75.0,1,5,STOP
Control,Long,2026-08-04 14:00:00-05:00,,,,2026-08-04 14:00:00-05:00,2026-08-04 14:50:00-05:00,29595.75,29553.518737495706,29680.212525008585,29553.518737495706,-1.0,75.0,1,5,STOP
Retest,Long,2026-08-04 14:00:00-05:00,2026-08-04 14:00:00-05:00,2026-08-04 14:25:00-05:00,,2026-08-04 14:25:00-05:00,2026-08-04 14:55:00-05:00,29582.75,29540.958970269072,29666.332059461856,29540.958970269072,-1.0,75.0,1,5,STOP
BOS,Short,2026-08-04 15:15:00-05:00,2026-08-04 15:15:00-05:00,,,2026-08-04 15:15:00-05:00,2026-08-04 17:15:00-05:00,29462.5,29529.160818829423,29329.178362341154,29517.0,-0.8175717153949091,75.0,1,5,TIME
Control,Short,2026-08-04 15:15:00-05:00,,,,2026-08-04 15:15:00-05:00,2026-08-04 17:15:00-05:00,29462.5,29529.160818829423,29329.178362341154,29517.0,-0.8175717153949091,75.0,1,5,TIME
Retest,Short,2026-08-04 15:15:00-05:00,2026-08-04 15:15:00-05:00,2026-08-04 15:20:00-05:00,,2026-08-04 15:20:00-05:00,2026-08-04 17:20:00-05:00,29483.75,29552.051117484465,29347.147765031074,29504.25,-0.3001415021454539,75.0,1,5,TIME
Confirm,Short,2026-08-04 15:15:00-05:00,2026-08-04 15:15:00-05:00,2026-08-04 15:20:00-05:00,2026-08-04 15:25:00-05:00,2026-08-04 15:25:00-05:00,2026-08-04 17:25:00-05:00,29474.0,29542.083180521287,29337.833638957425,29515.25,-0.6058765128797468,75.0,1,5,TIME
Control,Long,2026-08-04 20:15:00-05:00,,,,2026-08-04 20:15:00-05:00,2026-08-04 21:15:00-05:00,29500.25,29459.37035127406,29582.00929745188,29556.5,1.3759902972039548,75.0,1,0,TIME
BOS,Short,2026-08-05 09:30:00-05:00,2026-08-05 09:30:00-05:00,,,2026-08-05 09:30:00-05:00,2026-08-05 10:30:00-05:00,29567.5,29655.00865041335,29392.482699173295,29501.75,0.7513542911406595,85.0,1,2,TIME
Control,Short,2026-08-05 09:30:00-05:00,,,,2026-08-05 09:30:00-05:00,2026-08-05 10:30:00-05:00,29567.5,29655.00865041335,29392.482699173295,29501.75,0.7513542911406595,85.0,1,2,TIME
Retest,Short,2026-08-05 09:30:00-05:00,2026-08-05 09:30:00-05:00,2026-08-05 09:35:00-05:00,,2026-08-05 09:35:00-05:00,2026-08-05 10:35:00-05:00,29523.0,29612.133032526683,29344.73393494663,29525.5,-0.02804796301810514,85.0,1,2,TIME
Confirm,Short,2026-08-05 09:30:00-05:00,2026-08-05 09:30:00-05:00,2026-08-05 09:35:00-05:00,2026-08-05 09:50:00-05:00,2026-08-05 09:50:00-05:00,2026-08-05 10:50:00-05:00,29504.25,29599.32749543044,29314.09500913912,29460.25,0.46278038562965074,85.0,1,2,TIME
BOS,Short,2026-08-05 10:55:00-05:00,2026-08-05 10:55:00-05:00,,,2026-08-05 10:55:00-05:00,2026-08-05 11:25:00-05:00,29420.5,29502.230741486997,29257.03851702601,29502.230741486997,-1.0,75.0,1,3,STOP
Confirm,Short,2026-08-05 10:55:00-05:00,2026-08-05 10:55:00-05:00,2026-08-05 11:00:00-05:00,2026-08-05 11:05:00-05:00,2026-08-05 11:05:00-05:00,2026-08-05 11:25:00-05:00,29403.25,29485.59563934338,29238.558721313242,29485.59563934338,-1.0,75.0,0,3,STOP
Control,Short,2026-08-05 10:55:00-05:00,,,,2026-08-05 10:55:00-05:00,2026-08-05 11:25:00-05:00,29420.5,29502.230741486997,29257.03851702601,29502.230741486997,-1.0,75.0,1,3,STOP
Retest,Short,2026-08-05 10:55:00-05:00,2026-08-05 10:55:00-05:00,2026-08-05 11:00:00-05:00,,2026-08-05 11:00:00-05:00,2026-08-05 11:30:00-05:00,29439.25,29521.03568852364,29275.67862295272,29521.03568852364,-1.0,75.0,0,3,STOP
Control,Long,2026-08-06 10:40:00-05:00,,,,2026-08-06 10:40:00-05:00,2026-08-06 11:40:00-05:00,29216.25,29128.647427105927,29391.455145788146,29160.5,-0.636396833542903,85.0,1,3,TIME
Control,Short,2026-08-07 10:10:00-05:00,,,,2026-08-07 10:10:00-05:00,2026-08-07 10:30:00-05:00,29442.0,29534.48650885637,29257.02698228726,29534.48650885637,-1.0,85.0,1,2,STOP
BOS,Short,2026-08-07 13:10:00-05:00,2026-08-07 13:10:00-05:00,,,2026-08-07 13:10:00-05:00,2026-08-07 14:00:00-05:00,29403.75,29449.227903520274,29312.794192959453,29449.227903520274,-1.0,75.0,1,4,STOP
Confirm,Short,2026-08-07 13:10:00-05:00,2026-08-07 13:10:00-05:00,2026-08-07 13:15:00-05:00,2026-08-07 13:20:00-05:00,2026-08-07 13:20:00-05:00,2026-08-07 14:00:00-05:00,29400.5,29443.644850484317,29314.210299031365,29443.644850484317,-1.0,75.0,1,4,STOP
Control,Short,2026-08-07 13:10:00-05:00,,,,2026-08-07 13:10:00-05:00,2026-08-07 14:00:00-05:00,29403.75,29449.227903520274,29312.794192959453,29449.227903520274,-1.0,75.0,1,4,STOP
Retest,Short,2026-08-07 13:10:00-05:00,2026-08-07 13:10:00-05:00,2026-08-07 13:15:00-05:00,,2026-08-07 13:15:00-05:00,2026-08-07 14:00:00-05:00,29409.75,29453.93483898311,29321.380322033776,29453.93483898311,-1.0,75.0,1,4,STOP
BOS,Long,2026-08-07 14:05:00-05:00,2026-08-07 14:05:00-05:00,,,2026-08-07 14:05:00-05:00,2026-08-07 15:05:00-05:00,29474.75,29429.713193656233,29564.82361268753,29491.0,0.3608159929450519,75.0,1,5,TIME
Control,Long,2026-08-07 14:05:00-05:00,,,,2026-08-07 14:05:00-05:00,2026-08-07 15:05:00-05:00,29474.75,29429.713193656233,29564.82361268753,29491.0,0.3608159929450519,75.0,1,5,TIME
Retest,Long,2026-08-07 14:05:00-05:00,2026-08-07 14:05:00-05:00,2026-08-07 14:30:00-05:00,,2026-08-07 14:30:00-05:00,2026-08-07 15:30:00-05:00,29461.5,29418.72160676579,29547.05678646842,29499.0,0.8766107645672582,75.0,1,5,TIME
Confirm,Long,2026-08-07 14:05:00-05:00,2026-08-07 14:05:00-05:00,2026-08-07 14:30:00-05:00,2026-08-07 14:35:00-05:00,2026-08-07 14:35:00-05:00,2026-08-07 15:35:00-05:00,29477.25,29434.473634853948,29562.802730292104,29502.25,0.5844348839514956,75.0,1,5,TIME
BOS,Long,2026-08-09 19:10:00-05:00,2026-08-09 19:10:00-05:00,,,2026-08-09 19:10:00-05:00,2026-08-09 19:20:00-05:00,29575.25,29536.351858459453,29653.04628308109,29536.351858459453,-1.0,75.0,1,0,STOP
Control,Long,2026-08-09 19:10:00-05:00,,,,2026-08-09 19:10:00-05:00,2026-08-09 19:20:00-05:00,29575.25,29536.351858459453,29653.04628308109,29536.351858459453,-1.0,75.0,1,0,STOP
Control,Long,2026-08-09 19:55:00-05:00,,,,2026-08-09 19:55:00-05:00,2026-08-09 20:45:00-05:00,29484.25,29443.531202046637,29565.68759590673,29565.68759590673,2.0,75.0,1,0,TARGET
BOS,Long,2026-08-10 00:05:00-05:00,2026-08-10 00:05:00-05:00,,,2026-08-10 00:05:00-05:00,2026-08-10 01:05:00-05:00,29591.25,29568.351956961662,29637.04608607668,29626.0,1.517596937948613,90.0,1,0,TIME
Control,Long,2026-08-10 00:05:00-05:00,,,,2026-08-10 00:05:00-05:00,2026-08-10 01:05:00-05:00,29591.25,29568.351956961662,29637.04608607668,29626.0,1.517596937948613,90.0,1,0,TIME
Retest,Long,2026-08-10 00:05:00-05:00,2026-08-10 00:05:00-05:00,2026-08-10 00:40:00-05:00,,2026-08-10 00:40:00-05:00,2026-08-10 01:05:00-05:00,29587.75,29567.581074733716,29628.087850532567,29628.087850532567,2.0,90.0,1,0,TARGET
Confirm,Long,2026-08-10 00:05:00-05:00,2026-08-10 00:05:00-05:00,2026-08-10 00:40:00-05:00,2026-08-10 00:50:00-05:00,2026-08-10 00:50:00-05:00,2026-08-10 01:50:00-05:00,29606.75,29585.770161377543,29648.709677244915,29596.75,-0.47664808962331123,90.0,1,0,TIME
BOS,Long,2026-08-10 02:35:00-05:00,2026-08-10 02:35:00-05:00,,,2026-08-10 02:35:00-05:00,2026-08-10 02:45:00-05:00,29646.5,29622.763433400087,29693.973133199826,29622.763433400087,-1.0,75.0,1,0,STOP
Control,Long,2026-08-10 02:35:00-05:00,,,,2026-08-10 02:35:00-05:00,2026-08-10 02:45:00-05:00,29646.5,29622.763433400087,29693.973133199826,29622.763433400087,-1.0,75.0,1,0,STOP
Retest,Long,2026-08-10 02:35:00-05:00,2026-08-10 02:35:00-05:00,2026-08-10 02:40:00-05:00,,2026-08-10 02:40:00-05:00,2026-08-10 02:45:00-05:00,29647.75,29624.503545300082,29694.24290939984,29624.503545300082,-1.0,75.0,1,0,STOP
BOS,Short,2026-08-11 00:25:00-05:00,2026-08-11 00:25:00-05:00,,,2026-08-11 00:25:00-05:00,2026-08-11 01:25:00-05:00,29496.0,29514.535917428613,29458.928165142774,29458.928165142774,2.0,75.0,1,0,TARGET
Control,Short,2026-08-11 00:25:00-05:00,,,,2026-08-11 00:25:00-05:00,2026-08-11 01:25:00-05:00,29496.0,29514.535917428613,29458.928165142774,29458.928165142774,2.0,75.0,1,0,TARGET
BOS,Long,2026-08-11 14:35:00-05:00,2026-08-11 14:35:00-05:00,,,2026-08-11 14:35:00-05:00,2026-08-11 14:45:00-05:00,29341.75,29306.52087006886,29412.20825986228,29306.52087006886,-1.0,75.0,-1,5,STOP
Control,Long,2026-08-11 14:35:00-05:00,,,,2026-08-11 14:35:00-05:00,2026-08-11 14:45:00-05:00,29341.75,29306.52087006886,29412.20825986228,29306.52087006886,-1.0,75.0,-1,5,STOP
Retest,Long,2026-08-11 14:35:00-05:00,2026-08-11 14:35:00-05:00,2026-08-11 14:40:00-05:00,,2026-08-11 14:40:00-05:00,2026-08-11 15:40:00-05:00,29322.0,29286.822950778227,29392.354098443546,29352.25,0.8599356873082096,75.0,-1,5,TIME
BOS,Short,2026-08-11 19:05:00-05:00,2026-08-11 19:05:00-05:00,,,2026-08-11 19:05:00-05:00,2026-08-11 19:15:00-05:00,29316.0,29339.176341446382,29269.647317107236,29339.176341446382,-1.0,75.0,-1,0,STOP
Control,Short,2026-08-11 19:05:00-05:00,,,,2026-08-11 19:05:00-05:00,2026-08-11 19:15:00-05:00,29316.0,29339.176341446382,29269.647317107236,29339.176341446382,-1.0,75.0,-1,0,STOP
Confirm,Long,2026-08-11 19:15:00-05:00,2026-08-11 19:15:00-05:00,2026-08-11 19:20:00-05:00,2026-08-11 19:30:00-05:00,2026-08-11 19:30:00-05:00,2026-08-11 20:20:00-05:00,29349.75,29324.259972417276,29400.730055165448,29324.259972417276,-1.0,90.0,-1,0,STOP
Retest,Long,2026-08-11 19:15:00-05:00,2026-08-11 19:15:00-05:00,2026-08-11 19:20:00-05:00,,2026-08-11 19:20:00-05:00,2026-08-11 20:20:00-05:00,29355.5,29329.776358543113,29406.947282913774,29329.776358543113,-1.0,90.0,-1,0,STOP
BOS,Long,2026-08-11 23:45:00-05:00,2026-08-11 23:45:00-05:00,,,2026-08-11 23:45:00-05:00,2026-08-12 00:05:00-05:00,29394.5,29377.488612763456,29428.522774473087,29377.488612763456,-1.0,90.0,-1,0,STOP
Confirm,Long,2026-08-11 23:45:00-05:00,2026-08-11 23:45:00-05:00,2026-08-11 23:50:00-05:00,2026-08-11 23:55:00-05:00,2026-08-11 23:55:00-05:00,2026-08-12 00:05:00-05:00,29395.25,29379.55076814808,29426.648463703837,29379.55076814808,-1.0,90.0,-1,0,STOP
Control,Long,2026-08-11 23:45:00-05:00,,,,2026-08-11 23:45:00-05:00,2026-08-12 00:05:00-05:00,29394.5,29377.488612763456,29428.522774473087,29377.488612763456,-1.0,90.0,-1,0,STOP
Retest,Long,2026-08-11 23:45:00-05:00,2026-08-11 23:45:00-05:00,2026-08-11 23:50:00-05:00,,2026-08-11 23:50:00-05:00,2026-08-12 00:05:00-05:00,29394.0,29377.64121185178,29426.71757629644,29377.64121185178,-1.0,90.0,-1,0,STOP
BOS,Long,2026-08-12 07:30:00-05:00,2026-08-12 08:15:00-05:00,,,2026-08-12 08:15:00-05:00,2026-08-12 08:30:00-05:00,29643.75,29600.42226790801,29730.40546418398,29600.42226790801,-1.0,75.0,1,1,STOP
Confirm,Long,2026-08-12 07:30:00-05:00,2026-08-12 08:15:00-05:00,2026-08-12 08:20:00-05:00,2026-08-12 08:25:00-05:00,2026-08-12 08:25:00-05:00,2026-08-12 08:30:00-05:00,29673.5,29630.515884063538,29759.46823187292,29630.515884063538,-1.0,75.0,1,1,STOP
Control,Long,2026-08-12 07:30:00-05:00,,,,2026-08-12 07:30:00-05:00,2026-08-12 08:30:00-05:00,29580.25,29527.17555735309,29686.39888529382,29560.75,-0.3674084743523076,75.0,1,1,TIME
Retest,Long,2026-08-12 07:30:00-05:00,2026-08-12 08:15:00-05:00,2026-08-12 08:20:00-05:00,,2026-08-12 08:20:00-05:00,2026-08-12 08:30:00-05:00,29652.25,29609.76710591458,29737.215788170837,29609.76710591458,-1.0,75.0,1,1,STOP
BOS,Short,2026-08-12 10:30:00-05:00,2026-08-12 10:30:00-05:00,,,2026-08-12 10:30:00-05:00,2026-08-12 11:30:00-05:00,29514.5,29582.681366070443,29378.137267859114,29534.25,-0.2896685874494643,75.0,1,3,TIME
Control,Short,2026-08-12 10:30:00-05:00,,,,2026-08-12 10:30:00-05:00,2026-08-12 11:30:00-05:00,29514.5,29582.681366070443,29378.137267859114,29534.25,-0.2896685874494643,75.0,1,3,TIME
Retest,Short,2026-08-12 10:30:00-05:00,2026-08-12 10:30:00-05:00,2026-08-12 10:35:00-05:00,,2026-08-12 10:35:00-05:00,2026-08-12 11:35:00-05:00,29515.0,29581.338054208267,29382.323891583463,29567.25,-0.7876323872262084,75.0,1,3,TIME
