note,python_sample_signals,trace_command
MANUAL_CHART_PARITY: record TV values in phase72b/diagnostics/manual_tv_observations.csv (source=TV_MANUAL_REFERENCE),"[{'timestamp_chicago': '2026-08-28T06:46:00-05:00', 'bar_index': 3136392, 'signal_long': False, 'signal_short': True}, {'timestamp_chicago': '2026-08-28T07:06:00-05:00', 'bar_index': 3136412, 'signal_long': True, 'signal_short': False}, {'timestamp_chicago': '2026-08-28T08:45:00-05:00', 'bar_index': 3136511, 'signal_long': True, 'signal_short': False}, {'timestamp_chicago': '2026-08-28T09:13:00-05:00', 'bar_index': 3136539, 'signal_long': False, 'signal_short': True}, {'timestamp_chicago': '2026-08-28T09:21:00-05:00', 'bar_index': 3136547, 'signal_long': True, 'signal_short': False}, {'timestamp_chicago': '2026-08-28T10:24:00-05:00', 'bar_index': 3136610, 'signal_long': True, 'signal_short': False}, {'timestamp_chicago': '2026-08-28T11:41:00-05:00', 'bar_index': 3136687, 'signal_long': False, 'signal_short': True}, {'timestamp_chicago': '2026-08-28T12:20:00-05:00', 'bar_index': 3136726, 'signal_long': False, 'signal_short': True}, {'timestamp_chicago': '2026-08-28T13:04:00-05:00', 'bar_index': 3136770, 'signal_long': False, 'signal_short': True}, {'timestamp_chicago': '2026-08-28T13:43:00-05:00', 'bar_index': 3136809, 'signal_long': False, 'signal_short': True}, {'timestamp_chicago': '2026-08-28T14:17:00-05:00', 'bar_index': 3136843, 'signal_long': False, 'signal_short': True}, {'timestamp_chicago': '2026-08-28T14:49:00-05:00', 'bar_index': 3136875, 'signal_long': False, 'signal_short': True}, {'timestamp_chicago': '2026-08-28T14:56:00-05:00', 'bar_index': 3136882, 'signal_long': True, 'signal_short': False}]","python3 phase72b/tools/trace_timestamp.py --timestamp ""YYYY-MM-DD HH:MM:SS"" --timezone America/Chicago --before 10 --after 10"
