first_sweep_report_type,n,pct
CAUSAL_SWING_HIGH,2696,39.49604453559918
CAUSAL_SWING_LOW,28,0.4101963082332259
CURRENT_SESSION_PREWINDOW_HIGH,204,2.9885731028420746
CURRENT_SESSION_PREWINDOW_LOW,158,2.314679167887489
OVERNIGHT_HIGH,207,3.0325227072956342
OVERNIGHT_LOW,260,3.8089657193085262
PREVIOUS_SESSION_HIGH,2002,29.329036038675653
PREVIOUS_SESSION_LOW,1271,18.61998242015822
