group,n,real_plus1,random_plus1,flip_plus1,pass,gross_avg_r,mfe_15m,mae_15m
EXTERNAL_MAJOR,255,0.4745098039215686,0.49949019607843137,0.5176470588235295,False,-0.03137254901960784,21.526470588235295,21.451960784313727
INTERNAL_SHORT_TERM,1229,0.48331977217249794,0.4964361269324654,0.5061025223759154,False,-0.0838079739625712,20.359031733116353,19.370423108218063
