event_id,direction,opportunity_time,take_time,entry_time,marker_time,causal_known_time,delta_bars,signal_entry_delta,pass_fail
P60-016589,LONG,1446131,1446131,1446132,1446132,1446132,0,1,PASS
P60-016590,LONG,1446162,1446162,1446163,1446163,1446163,0,1,PASS
P60-016591,LONG,1446190,1446190,1446191,1446191,1446191,0,1,PASS
P60-016592,LONG,1446216,1446216,1446217,1446217,1446217,0,1,PASS
P60-016593,SHORT,1446229,1446229,1446230,1446230,1446230,0,1,PASS
P60-016594,SHORT,1446268,1446268,1446269,1446269,1446269,0,1,PASS
P60-016595,SHORT,1446352,1446352,1446353,1446353,1446353,0,1,PASS
P60-016596,LONG,1446363,1446363,1446364,1446364,1446364,0,1,PASS
P60-016597,SHORT,1446423,1446423,1446424,1446424,1446424,0,1,PASS
P60-016598,SHORT,1446480,1446480,1446481,1446481,1446481,0,1,PASS
P60-016599,LONG,1446488,1446488,1446489,1446489,1446489,0,1,PASS
P60-016600,LONG,1446601,1446601,1446602,1446602,1446602,0,1,PASS
P60-016601,SHORT,1446611,1446611,1446612,1446612,1446612,0,1,PASS
P60-016602,LONG,1446660,1446660,1446661,1446661,1446661,0,1,PASS
P60-016603,SHORT,1446673,1446673,1446674,1446674,1446674,0,1,PASS
P60-016604,LONG,1446717,1446717,1446718,1446718,1446718,0,1,PASS
P60-016605,LONG,1446791,1446791,1446792,1446792,1446792,0,1,PASS
P60-016606,LONG,1446973,1446973,1446974,1446974,1446974,0,1,PASS
P60-016607,LONG,1446991,1446991,1446992,1446992,1446992,0,1,PASS
P60-016608,LONG,1447041,1447041,1447042,1447042,1447042,0,1,PASS
P60-016609,LONG,1447119,1447119,1447120,1447120,1447120,0,1,PASS
P60-016610,LONG,1447144,1447144,1447145,1447145,1447145,0,1,PASS
P60-016611,LONG,1447182,1447182,1447183,1447183,1447183,0,1,PASS
P60-016612,SHORT,1447302,1447302,1447303,1447303,1447303,0,1,PASS
P60-016613,SHORT,1447373,1447373,1447374,1447374,1447374,0,1,PASS
P60-016614,SHORT,1447561,1447561,1447562,1447562,1447562,0,1,PASS
P60-016615,LONG,1447587,1447587,1447588,1447588,1447588,0,1,PASS
P60-016616,SHORT,1447597,1447597,1447598,1447598,1447598,0,1,PASS
P60-016617,LONG,1447667,1447667,1447668,1447668,1447668,0,1,PASS
P60-016618,LONG,1447700,1447700,1447701,1447701,1447701,0,1,PASS
P60-016619,SHORT,1447842,1447842,1447843,1447843,1447843,0,1,PASS
P60-016620,LONG,1447887,1447887,1447888,1447888,1447888,0,1,PASS
P60-016621,LONG,1447937,1447937,1447938,1447938,1447938,0,1,PASS
P60-016622,LONG,1448032,1448032,1448033,1448033,1448033,0,1,PASS
P60-016623,LONG,1448085,1448085,1448086,1448086,1448086,0,1,PASS
P60-016624,SHORT,1448144,1448144,1448145,1448145,1448145,0,1,PASS
P60-016625,LONG,1448215,1448215,1448216,1448216,1448216,0,1,PASS
P60-016626,LONG,1448251,1448251,1448252,1448252,1448252,0,1,PASS
P60-016627,LONG,1448291,1448291,1448292,1448292,1448292,0,1,PASS
P60-016628,LONG,1448395,1448395,1448396,1448396,1448396,0,1,PASS
P60-016629,LONG,1448464,1448464,1448465,1448465,1448465,0,1,PASS
P60-016630,LONG,1448491,1448491,1448492,1448492,1448492,0,1,PASS
P60-016631,SHORT,1448606,1448606,1448607,1448607,1448607,0,1,PASS
P60-016632,SHORT,1448654,1448654,1448655,1448655,1448655,0,1,PASS
P60-016633,LONG,1448714,1448714,1448715,1448715,1448715,0,1,PASS
P60-016634,LONG,1448775,1448775,1448776,1448776,1448776,0,1,PASS
P60-016635,LONG,1448808,1448808,1448809,1448809,1448809,0,1,PASS
P60-016636,LONG,1448881,1448881,1448882,1448882,1448882,0,1,PASS
P60-016637,SHORT,1449011,1449011,1449012,1449012,1449012,0,1,PASS
P60-016638,SHORT,1449345,1449345,1449346,1449346,1449346,0,1,PASS
P60-016639,SHORT,1449382,1449382,1449383,1449383,1449383,0,1,PASS
P60-016640,SHORT,1449437,1449437,1449438,1449438,1449438,0,1,PASS
P60-016641,LONG,1449446,1449446,1449447,1449447,1449447,0,1,PASS
P60-016642,SHORT,1449564,1449564,1449565,1449565,1449565,0,1,PASS
P60-016643,SHORT,1449629,1449629,1449630,1449630,1449630,0,1,PASS
P60-016644,SHORT,1449702,1449702,1449703,1449703,1449703,0,1,PASS
P60-016645,LONG,1449710,1449710,1449711,1449711,1449711,0,1,PASS
P60-016646,SHORT,1449758,1449758,1449759,1449759,1449759,0,1,PASS
P60-016647,SHORT,1449883,1449883,1449884,1449884,1449884,0,1,PASS
P60-016648,LONG,1449940,1449940,1449941,1449941,1449941,0,1,PASS
P60-016649,SHORT,1450030,1450030,1450031,1450031,1450031,0,1,PASS
P60-016650,SHORT,1450076,1450076,1450077,1450077,1450077,0,1,PASS
P60-016651,LONG,1450213,1450213,1450214,1450214,1450214,0,1,PASS
P60-016652,LONG,1450341,1450341,1450342,1450342,1450342,0,1,PASS
P60-016653,SHORT,1450523,1450523,1450524,1450524,1450524,0,1,PASS
P60-016654,SHORT,1450669,1450669,1450670,1450670,1450670,0,1,PASS
P60-016655,SHORT,1450731,1450731,1450732,1450732,1450732,0,1,PASS
P60-016656,SHORT,1450818,1450818,1450819,1450819,1450819,0,1,PASS
P60-016657,LONG,1450940,1450940,1450941,1450941,1450941,0,1,PASS
P60-016658,SHORT,1451073,1451073,1451074,1451074,1451074,0,1,PASS
P60-016659,LONG,1451097,1451097,1451098,1451098,1451098,0,1,PASS
P60-016660,SHORT,1451207,1451207,1451208,1451208,1451208,0,1,PASS
P60-016661,SHORT,1451252,1451252,1451253,1451253,1451253,0,1,PASS
P60-016662,SHORT,1451276,1451276,1451277,1451277,1451277,0,1,PASS
P60-016663,LONG,1451507,1451507,1451508,1451508,1451508,0,1,PASS
P60-016664,SHORT,1451519,1451519,1451520,1451520,1451520,0,1,PASS
P60-016665,SHORT,1451570,1451570,1451571,1451571,1451571,0,1,PASS
P60-016666,SHORT,1451661,1451661,1451662,1451662,1451662,0,1,PASS
P60-016667,SHORT,1451813,1451813,1451814,1451814,1451814,0,1,PASS
P60-016668,LONG,1451941,1451941,1451942,1451942,1451942,0,1,PASS
P60-016669,LONG,1452007,1452007,1452008,1452008,1452008,0,1,PASS
P60-016670,LONG,1452090,1452090,1452091,1452091,1452091,0,1,PASS
P60-016671,LONG,1452138,1452138,1452139,1452139,1452139,0,1,PASS
P60-016672,LONG,1452325,1452325,1452326,1452326,1452326,0,1,PASS
P60-016673,LONG,1452356,1452356,1452357,1452357,1452357,0,1,PASS
P60-016674,LONG,1452487,1452487,1452488,1452488,1452488,0,1,PASS
P60-016675,LONG,1452563,1452563,1452564,1452564,1452564,0,1,PASS
P60-016676,SHORT,1452573,1452573,1452574,1452574,1452574,0,1,PASS
P60-016677,LONG,1452589,1452589,1452590,1452590,1452590,0,1,PASS
P60-016678,LONG,1452894,1452894,1452895,1452895,1452895,0,1,PASS
P60-016679,LONG,1452941,1452941,1452942,1452942,1452942,0,1,PASS
P60-016680,LONG,1453006,1453006,1453007,1453007,1453007,0,1,PASS
P60-016681,SHORT,1453014,1453014,1453015,1453015,1453015,0,1,PASS
P60-016682,SHORT,1453035,1453035,1453036,1453036,1453036,0,1,PASS
P60-016683,SHORT,1453073,1453073,1453074,1453074,1453074,0,1,PASS
P60-016684,SHORT,1453186,1453186,1453187,1453187,1453187,0,1,PASS
P60-016685,LONG,1453197,1453197,1453198,1453198,1453198,0,1,PASS
P60-016686,SHORT,1453211,1453211,1453212,1453212,1453212,0,1,PASS
P60-016687,LONG,1453226,1453226,1453227,1453227,1453227,0,1,PASS
P60-016688,SHORT,1453238,1453238,1453239,1453239,1453239,0,1,PASS
P60-016689,LONG,1453349,1453349,1453350,1453350,1453350,0,1,PASS
P60-016690,LONG,1453400,1453400,1453401,1453401,1453401,0,1,PASS
P60-016691,SHORT,1453516,1453516,1453517,1453517,1453517,0,1,PASS
P60-016692,SHORT,1453686,1453686,1453687,1453687,1453687,0,1,PASS
P60-016693,SHORT,1453851,1453851,1453852,1453852,1453852,0,1,PASS
P60-016694,LONG,1453934,1453934,1453935,1453935,1453935,0,1,PASS
P60-016695,SHORT,1453944,1453944,1453945,1453945,1453945,0,1,PASS
P60-016696,SHORT,1453973,1453973,1453974,1453974,1453974,0,1,PASS
P60-016697,SHORT,1454021,1454021,1454022,1454022,1454022,0,1,PASS
P60-016698,SHORT,1454103,1454103,1454104,1454104,1454104,0,1,PASS
P60-016699,LONG,1454278,1454278,1454279,1454279,1454279,0,1,PASS
P60-016700,SHORT,1454434,1454434,1454435,1454435,1454435,0,1,PASS
P60-016701,LONG,1454449,1454449,1454450,1454450,1454450,0,1,PASS
P60-016702,SHORT,1454457,1454457,1454458,1454458,1454458,0,1,PASS
P60-016703,SHORT,1454495,1454495,1454496,1454496,1454496,0,1,PASS
P60-016704,SHORT,1454562,1454562,1454563,1454563,1454563,0,1,PASS
P60-016705,SHORT,1454619,1454619,1454620,1454620,1454620,0,1,PASS
P60-016706,LONG,1454696,1454696,1454697,1454697,1454697,0,1,PASS
P60-016707,LONG,1454774,1454774,1454775,1454775,1454775,0,1,PASS
P60-016708,LONG,1454800,1454800,1454801,1454801,1454801,0,1,PASS
P60-016709,LONG,1454914,1454914,1454915,1454915,1454915,0,1,PASS
P60-016710,LONG,1454952,1454952,1454953,1454953,1454953,0,1,PASS
P60-016711,SHORT,1455079,1455079,1455080,1455080,1455080,0,1,PASS
P60-016712,LONG,1455161,1455161,1455162,1455162,1455162,0,1,PASS
P60-016713,SHORT,1455184,1455184,1455185,1455185,1455185,0,1,PASS
P60-016714,SHORT,1455200,1455200,1455201,1455201,1455201,0,1,PASS
P60-016715,SHORT,1455276,1455276,1455277,1455277,1455277,0,1,PASS
P60-016716,SHORT,1455515,1455515,1455516,1455516,1455516,0,1,PASS
P60-016717,LONG,1455524,1455524,1455525,1455525,1455525,0,1,PASS
P60-016718,LONG,1455588,1455588,1455589,1455589,1455589,0,1,PASS
P60-016719,LONG,1455818,1455818,1455819,1455819,1455819,0,1,PASS
P60-016720,LONG,1455845,1455845,1455846,1455846,1455846,0,1,PASS
P60-016721,LONG,1455940,1455940,1455941,1455941,1455941,0,1,PASS
P60-016722,LONG,1456031,1456031,1456032,1456032,1456032,0,1,PASS
P60-016723,SHORT,1456207,1456207,1456208,1456208,1456208,0,1,PASS
P60-016724,SHORT,1456285,1456285,1456286,1456286,1456286,0,1,PASS
P60-016725,SHORT,1456349,1456349,1456350,1456350,1456350,0,1,PASS
P60-016726,SHORT,1456394,1456394,1456395,1456395,1456395,0,1,PASS
P60-016727,SHORT,1456518,1456518,1456519,1456519,1456519,0,1,PASS
P60-016728,SHORT,1456536,1456536,1456537,1456537,1456537,0,1,PASS
P60-016729,SHORT,1456588,1456588,1456589,1456589,1456589,0,1,PASS
P60-016730,LONG,1456596,1456596,1456597,1456597,1456597,0,1,PASS
P60-016731,SHORT,1456614,1456614,1456615,1456615,1456615,0,1,PASS
P60-016732,LONG,1456739,1456739,1456740,1456740,1456740,0,1,PASS
P60-016733,SHORT,1456766,1456766,1456767,1456767,1456767,0,1,PASS
P60-016734,LONG,1456775,1456775,1456776,1456776,1456776,0,1,PASS
P60-016735,LONG,1456832,1456832,1456833,1456833,1456833,0,1,PASS
P60-016736,LONG,1456857,1456857,1456858,1456858,1456858,0,1,PASS
P60-016737,SHORT,1456866,1456866,1456867,1456867,1456867,0,1,PASS
P60-016738,LONG,1456876,1456876,1456877,1456877,1456877,0,1,PASS
P60-016739,SHORT,1456893,1456893,1456894,1456894,1456894,0,1,PASS
P60-016740,LONG,1456978,1456978,1456979,1456979,1456979,0,1,PASS
P60-016741,SHORT,1457180,1457180,1457181,1457181,1457181,0,1,PASS
P60-016742,SHORT,1457321,1457321,1457322,1457322,1457322,0,1,PASS
P60-016743,LONG,1457349,1457349,1457350,1457350,1457350,0,1,PASS
P60-016744,LONG,1457411,1457411,1457412,1457412,1457412,0,1,PASS
P60-016745,SHORT,1457482,1457482,1457483,1457483,1457483,0,1,PASS
P60-016746,SHORT,1457528,1457528,1457529,1457529,1457529,0,1,PASS
P60-016747,LONG,1457705,1457705,1457706,1457706,1457706,0,1,PASS
P60-016748,LONG,1457803,1457803,1457804,1457804,1457804,0,1,PASS
P60-016749,LONG,1457829,1457829,1457830,1457830,1457830,0,1,PASS
P60-016750,LONG,1457919,1457919,1457920,1457920,1457920,0,1,PASS
P60-016751,LONG,1458122,1458122,1458123,1458123,1458123,0,1,PASS
P60-016752,SHORT,1458140,1458140,1458141,1458141,1458141,0,1,PASS
P60-016753,SHORT,1458327,1458327,1458328,1458328,1458328,0,1,PASS
P60-016754,LONG,1458502,1458502,1458503,1458503,1458503,0,1,PASS
P60-016755,SHORT,1458514,1458514,1458515,1458515,1458515,0,1,PASS
P60-016756,SHORT,1458594,1458594,1458595,1458595,1458595,0,1,PASS
P60-016757,SHORT,1458614,1458614,1458615,1458615,1458615,0,1,PASS
P60-016758,SHORT,1458643,1458643,1458644,1458644,1458644,0,1,PASS
P60-016759,SHORT,1458665,1458665,1458666,1458666,1458666,0,1,PASS
P60-016760,SHORT,1458717,1458717,1458718,1458718,1458718,0,1,PASS
P60-016761,LONG,1459015,1459015,1459016,1459016,1459016,0,1,PASS
P60-016762,SHORT,1459095,1459095,1459096,1459096,1459096,0,1,PASS
P60-016763,SHORT,1459148,1459148,1459149,1459149,1459149,0,1,PASS
P60-016764,SHORT,1459259,1459259,1459260,1459260,1459260,0,1,PASS
P60-016765,LONG,1459270,1459270,1459271,1459271,1459271,0,1,PASS
P60-016766,SHORT,1459359,1459359,1459360,1459360,1459360,0,1,PASS
P60-016767,SHORT,1459457,1459457,1459458,1459458,1459458,0,1,PASS
P60-016768,SHORT,1459506,1459506,1459507,1459507,1459507,0,1,PASS
P60-016769,SHORT,1459546,1459546,1459547,1459547,1459547,0,1,PASS
P60-016770,SHORT,1459693,1459693,1459694,1459694,1459694,0,1,PASS
P60-016771,SHORT,1459806,1459806,1459807,1459807,1459807,0,1,PASS
P60-016772,LONG,1459869,1459869,1459870,1459870,1459870,0,1,PASS
P60-016773,LONG,1459914,1459914,1459915,1459915,1459915,0,1,PASS
P60-016774,LONG,1460026,1460026,1460027,1460027,1460027,0,1,PASS
P60-016775,SHORT,1460144,1460144,1460145,1460145,1460145,0,1,PASS
P60-016776,LONG,1460153,1460153,1460154,1460154,1460154,0,1,PASS
P60-016777,SHORT,1460181,1460181,1460182,1460182,1460182,0,1,PASS
P60-016778,SHORT,1460290,1460290,1460291,1460291,1460291,0,1,PASS
P60-016779,SHORT,1460317,1460317,1460318,1460318,1460318,0,1,PASS
P60-016780,LONG,1460513,1460513,1460514,1460514,1460514,0,1,PASS
P60-016781,SHORT,1460848,1460848,1460849,1460849,1460849,0,1,PASS
P60-016782,LONG,1461084,1461084,1461085,1461085,1461085,0,1,PASS
P60-016783,SHORT,1461240,1461240,1461241,1461241,1461241,0,1,PASS
P60-016784,SHORT,1461339,1461339,1461340,1461340,1461340,0,1,PASS
P60-016785,SHORT,1461398,1461398,1461399,1461399,1461399,0,1,PASS
P60-016786,LONG,1461412,1461412,1461413,1461413,1461413,0,1,PASS
P60-016787,SHORT,1461423,1461423,1461424,1461424,1461424,0,1,PASS
P60-016788,LONG,1461432,1461432,1461433,1461433,1461433,0,1,PASS
P60-016789,SHORT,1461442,1461442,1461443,1461443,1461443,0,1,PASS
P60-016790,SHORT,1461473,1461473,1461474,1461474,1461474,0,1,PASS
P60-016791,LONG,1461483,1461483,1461484,1461484,1461484,0,1,PASS
P60-016792,LONG,1461561,1461561,1461562,1461562,1461562,0,1,PASS
P60-016793,LONG,1461583,1461583,1461584,1461584,1461584,0,1,PASS
P60-016794,LONG,1461690,1461690,1461691,1461691,1461691,0,1,PASS
P60-016795,LONG,1461733,1461733,1461734,1461734,1461734,0,1,PASS
P60-016796,LONG,1461779,1461779,1461780,1461780,1461780,0,1,PASS
P60-016797,SHORT,1461819,1461819,1461820,1461820,1461820,0,1,PASS
P60-016798,LONG,1461915,1461915,1461916,1461916,1461916,0,1,PASS
P60-016799,LONG,1461956,1461956,1461957,1461957,1461957,0,1,PASS
P60-016800,LONG,1461982,1461982,1461983,1461983,1461983,0,1,PASS
P60-016801,LONG,1462124,1462124,1462125,1462125,1462125,0,1,PASS
P60-016802,LONG,1462153,1462153,1462154,1462154,1462154,0,1,PASS
P60-016803,SHORT,1462343,1462343,1462344,1462344,1462344,0,1,PASS
P60-016804,LONG,1462442,1462442,1462443,1462443,1462443,0,1,PASS
P60-016805,LONG,1462600,1462600,1462601,1462601,1462601,0,1,PASS
P60-016806,LONG,1462628,1462628,1462629,1462629,1462629,0,1,PASS
P60-016807,LONG,1462724,1462724,1462725,1462725,1462725,0,1,PASS
P60-016808,LONG,1462827,1462827,1462828,1462828,1462828,0,1,PASS
P60-016809,SHORT,1462942,1462942,1462943,1462943,1462943,0,1,PASS
P60-016810,LONG,1462985,1462985,1462986,1462986,1462986,0,1,PASS
P60-016811,SHORT,1463002,1463002,1463003,1463003,1463003,0,1,PASS
P60-016812,LONG,1463086,1463086,1463087,1463087,1463087,0,1,PASS
P60-016813,SHORT,1463119,1463119,1463120,1463120,1463120,0,1,PASS
P60-016814,LONG,1463150,1463150,1463151,1463151,1463151,0,1,PASS
P60-016815,SHORT,1463159,1463159,1463160,1463160,1463160,0,1,PASS
P60-016816,LONG,1463298,1463298,1463299,1463299,1463299,0,1,PASS
P60-016817,LONG,1463381,1463381,1463382,1463382,1463382,0,1,PASS
P60-016818,LONG,1463411,1463411,1463412,1463412,1463412,0,1,PASS
P60-016819,LONG,1463569,1463569,1463570,1463570,1463570,0,1,PASS
P60-016820,LONG,1463726,1463726,1463727,1463727,1463727,0,1,PASS
P60-016821,LONG,1463772,1463772,1463773,1463773,1463773,0,1,PASS
P60-016822,LONG,1463955,1463955,1463956,1463956,1463956,0,1,PASS
P60-016823,LONG,1464010,1464010,1464011,1464011,1464011,0,1,PASS
P60-016824,LONG,1464091,1464091,1464092,1464092,1464092,0,1,PASS
P60-016825,LONG,1464183,1464183,1464184,1464184,1464184,0,1,PASS
P60-016826,SHORT,1464199,1464199,1464200,1464200,1464200,0,1,PASS
P60-016827,LONG,1464296,1464296,1464297,1464297,1464297,0,1,PASS
P60-016828,LONG,1464399,1464399,1464400,1464400,1464400,0,1,PASS
P60-016829,LONG,1464597,1464597,1464598,1464598,1464598,0,1,PASS
P60-016830,SHORT,1464752,1464752,1464753,1464753,1464753,0,1,PASS
P60-016831,SHORT,1464788,1464788,1464789,1464789,1464789,0,1,PASS
P60-016832,SHORT,1464829,1464829,1464830,1464830,1464830,0,1,PASS
P60-016833,SHORT,1464855,1464855,1464856,1464856,1464856,0,1,PASS
P60-016834,LONG,1464904,1464904,1464905,1464905,1464905,0,1,PASS
P60-016835,SHORT,1465000,1465000,1465001,1465001,1465001,0,1,PASS
P60-016836,SHORT,1465135,1465135,1465136,1465136,1465136,0,1,PASS
P60-016837,LONG,1465158,1465158,1465159,1465159,1465159,0,1,PASS
P60-016838,SHORT,1465166,1465166,1465167,1465167,1465167,0,1,PASS
P60-016839,SHORT,1465227,1465227,1465228,1465228,1465228,0,1,PASS
P60-016840,SHORT,1465245,1465245,1465246,1465246,1465246,0,1,PASS
P60-016841,SHORT,1465263,1465263,1465264,1465264,1465264,0,1,PASS
P60-016842,SHORT,1465278,1465278,1465279,1465279,1465279,0,1,PASS
P60-016843,SHORT,1465311,1465311,1465312,1465312,1465312,0,1,PASS
P60-016844,SHORT,1465362,1465362,1465363,1465363,1465363,0,1,PASS
P60-016845,LONG,1465375,1465375,1465376,1465376,1465376,0,1,PASS
P60-016846,LONG,1465471,1465471,1465472,1465472,1465472,0,1,PASS
P60-016847,LONG,1465539,1465539,1465540,1465540,1465540,0,1,PASS
P60-016848,LONG,1465703,1465703,1465704,1465704,1465704,0,1,PASS
P60-016849,LONG,1465882,1465882,1465883,1465883,1465883,0,1,PASS
P60-016850,SHORT,1466103,1466103,1466104,1466104,1466104,0,1,PASS
P60-016851,LONG,1466132,1466132,1466133,1466133,1466133,0,1,PASS
P60-016852,SHORT,1466280,1466280,1466281,1466281,1466281,0,1,PASS
P60-016853,SHORT,1466344,1466344,1466345,1466345,1466345,0,1,PASS
P60-016854,SHORT,1466414,1466414,1466415,1466415,1466415,0,1,PASS
P60-016855,SHORT,1466450,1466450,1466451,1466451,1466451,0,1,PASS
P60-016856,LONG,1466572,1466572,1466573,1466573,1466573,0,1,PASS
P60-016857,LONG,1466620,1466620,1466621,1466621,1466621,0,1,PASS
P60-016858,SHORT,1466707,1466707,1466708,1466708,1466708,0,1,PASS
P60-016859,LONG,1466735,1466735,1466736,1466736,1466736,0,1,PASS
P60-016860,SHORT,1466750,1466750,1466751,1466751,1466751,0,1,PASS
P60-016861,SHORT,1466932,1466932,1466933,1466933,1466933,0,1,PASS
P60-016862,SHORT,1467001,1467001,1467002,1467002,1467002,0,1,PASS
P60-016863,LONG,1467213,1467213,1467214,1467214,1467214,0,1,PASS
P60-016864,LONG,1467337,1467337,1467338,1467338,1467338,0,1,PASS
P60-016865,SHORT,1467345,1467345,1467346,1467346,1467346,0,1,PASS
P60-016866,SHORT,1467399,1467399,1467400,1467400,1467400,0,1,PASS
P60-016867,SHORT,1467421,1467421,1467422,1467422,1467422,0,1,PASS
P60-016868,SHORT,1467559,1467559,1467560,1467560,1467560,0,1,PASS
P60-016869,LONG,1467641,1467641,1467642,1467642,1467642,0,1,PASS
P60-016870,LONG,1467683,1467683,1467684,1467684,1467684,0,1,PASS
P60-016871,LONG,1467771,1467771,1467772,1467772,1467772,0,1,PASS
P60-016872,LONG,1467806,1467806,1467807,1467807,1467807,0,1,PASS
P60-016873,SHORT,1467929,1467929,1467930,1467930,1467930,0,1,PASS
P60-016874,SHORT,1468118,1468118,1468119,1468119,1468119,0,1,PASS
P60-016875,SHORT,1468179,1468179,1468180,1468180,1468180,0,1,PASS
P60-016876,LONG,1468257,1468257,1468258,1468258,1468258,0,1,PASS
P60-016877,SHORT,1468298,1468298,1468299,1468299,1468299,0,1,PASS
P60-016878,SHORT,1468338,1468338,1468339,1468339,1468339,0,1,PASS
P60-016879,LONG,1468462,1468462,1468463,1468463,1468463,0,1,PASS
P60-016880,LONG,1468494,1468494,1468495,1468495,1468495,0,1,PASS
P60-016881,SHORT,1468694,1468694,1468695,1468695,1468695,0,1,PASS
P60-016882,SHORT,1468787,1468787,1468788,1468788,1468788,0,1,PASS
P60-016883,LONG,1468794,1468794,1468795,1468795,1468795,0,1,PASS
P60-016884,SHORT,1468834,1468834,1468835,1468835,1468835,0,1,PASS
P60-016885,SHORT,1468871,1468871,1468872,1468872,1468872,0,1,PASS
P60-016886,SHORT,1468979,1468979,1468980,1468980,1468980,0,1,PASS
P60-016887,SHORT,1469042,1469042,1469043,1469043,1469043,0,1,PASS
P60-016888,LONG,1469173,1469173,1469174,1469174,1469174,0,1,PASS
P60-016889,SHORT,1469209,1469209,1469210,1469210,1469210,0,1,PASS
P60-016890,LONG,1469219,1469219,1469220,1469220,1469220,0,1,PASS
P60-016891,SHORT,1469231,1469231,1469232,1469232,1469232,0,1,PASS
P60-016892,SHORT,1469270,1469270,1469271,1469271,1469271,0,1,PASS
P60-016893,SHORT,1469344,1469344,1469345,1469345,1469345,0,1,PASS
P60-016894,SHORT,1469433,1469433,1469434,1469434,1469434,0,1,PASS
P60-016895,LONG,1469587,1469587,1469588,1469588,1469588,0,1,PASS
P60-016896,SHORT,1469595,1469595,1469596,1469596,1469596,0,1,PASS
P60-016897,LONG,1469705,1469705,1469706,1469706,1469706,0,1,PASS
P60-016898,LONG,1469742,1469742,1469743,1469743,1469743,0,1,PASS
P60-016899,SHORT,1469753,1469753,1469754,1469754,1469754,0,1,PASS
P60-016900,SHORT,1469853,1469853,1469854,1469854,1469854,0,1,PASS
P60-016901,LONG,1469895,1469895,1469896,1469896,1469896,0,1,PASS
P60-016902,LONG,1469950,1469950,1469951,1469951,1469951,0,1,PASS
P60-016903,LONG,1469978,1469978,1469979,1469979,1469979,0,1,PASS
P60-016904,SHORT,1470058,1470058,1470059,1470059,1470059,0,1,PASS
P60-016905,LONG,1470116,1470116,1470117,1470117,1470117,0,1,PASS
P60-016906,SHORT,1470151,1470151,1470152,1470152,1470152,0,1,PASS
P60-016907,LONG,1470174,1470174,1470175,1470175,1470175,0,1,PASS
P60-016908,LONG,1470242,1470242,1470243,1470243,1470243,0,1,PASS
P60-016909,SHORT,1470250,1470250,1470251,1470251,1470251,0,1,PASS
P60-016910,LONG,1470285,1470285,1470286,1470286,1470286,0,1,PASS
P60-016911,SHORT,1470296,1470296,1470297,1470297,1470297,0,1,PASS
P60-016912,LONG,1470309,1470309,1470310,1470310,1470310,0,1,PASS
P60-016913,SHORT,1470453,1470453,1470454,1470454,1470454,0,1,PASS
P60-016914,SHORT,1470535,1470535,1470536,1470536,1470536,0,1,PASS
P60-016915,SHORT,1470584,1470584,1470585,1470585,1470585,0,1,PASS
P60-016916,LONG,1470656,1470656,1470657,1470657,1470657,0,1,PASS
P60-016917,SHORT,1470698,1470698,1470699,1470699,1470699,0,1,PASS
P60-016918,SHORT,1470734,1470734,1470735,1470735,1470735,0,1,PASS
P60-016919,SHORT,1470821,1470821,1470822,1470822,1470822,0,1,PASS
P60-016920,SHORT,1470900,1470900,1470901,1470901,1470901,0,1,PASS
P60-016921,SHORT,1470948,1470948,1470949,1470949,1470949,0,1,PASS
P60-016922,SHORT,1470987,1470987,1470988,1470988,1470988,0,1,PASS
P60-016923,LONG,1471135,1471135,1471136,1471136,1471136,0,1,PASS
P60-016924,LONG,1471210,1471210,1471211,1471211,1471211,0,1,PASS
P60-016925,SHORT,1471233,1471233,1471234,1471234,1471234,0,1,PASS
P60-016926,LONG,1471264,1471264,1471265,1471265,1471265,0,1,PASS
P60-016927,LONG,1471315,1471315,1471316,1471316,1471316,0,1,PASS
P60-016928,LONG,1471486,1471486,1471487,1471487,1471487,0,1,PASS
P60-016929,LONG,1471538,1471538,1471539,1471539,1471539,0,1,PASS
P60-016930,LONG,1471581,1471581,1471582,1471582,1471582,0,1,PASS
P60-016931,SHORT,1471590,1471590,1471591,1471591,1471591,0,1,PASS
P60-016932,LONG,1471602,1471602,1471603,1471603,1471603,0,1,PASS
P60-016933,SHORT,1471822,1471822,1471823,1471823,1471823,0,1,PASS
P60-016934,SHORT,1471866,1471866,1471867,1471867,1471867,0,1,PASS
P60-016935,SHORT,1472138,1472138,1472139,1472139,1472139,0,1,PASS
P60-016936,SHORT,1472329,1472329,1472330,1472330,1472330,0,1,PASS
P60-016937,SHORT,1472348,1472348,1472349,1472349,1472349,0,1,PASS
P60-016938,LONG,1472523,1472523,1472524,1472524,1472524,0,1,PASS
P60-016939,LONG,1472589,1472589,1472590,1472590,1472590,0,1,PASS
P60-016940,LONG,1472693,1472693,1472694,1472694,1472694,0,1,PASS
P60-016941,SHORT,1472806,1472806,1472807,1472807,1472807,0,1,PASS
P60-016942,SHORT,1472834,1472834,1472835,1472835,1472835,0,1,PASS
P60-016943,SHORT,1472857,1472857,1472858,1472858,1472858,0,1,PASS
P60-016944,LONG,1472989,1472989,1472990,1472990,1472990,0,1,PASS
P60-016945,LONG,1473066,1473066,1473067,1473067,1473067,0,1,PASS
P60-016946,SHORT,1473267,1473267,1473268,1473268,1473268,0,1,PASS
P60-016947,LONG,1473276,1473276,1473277,1473277,1473277,0,1,PASS
P60-016948,LONG,1473407,1473407,1473408,1473408,1473408,0,1,PASS
P60-016949,SHORT,1473414,1473414,1473415,1473415,1473415,0,1,PASS
P60-016950,SHORT,1473463,1473463,1473464,1473464,1473464,0,1,PASS
