top_fraction,N,target_hit_rate,win_rate,Avg_MFE,Avg_MAE,median_MFE,median_MAE,MFE_MAE,gross_AvgR,net_AvgR,net_TotalR,net_PF,MaxDD,signals_per_year,false_signal_rate
1.0,387444,0.3334365740597351,0.3351452080816841,0.7517779732508874,0.7101082117852129,0.5820608971460645,0.6206420796333567,6.206186335359574,0.0038525032171692706,-0.12662125029903207,-49058.643700858185,0.8314564119812402,49062.39720151696,,
0.5,193722,0.34029692032913145,0.3418197210435573,0.7430522539250823,0.6905803994546325,0.5779544758158873,0.6122134563037249,6.1814315707435155,0.024014318113257018,-0.14140491595463997,-27393.24312856476,0.8156987956516172,27403.443208522767,35396.178339169586,0.6597030796708685
0.3,116233,0.3436201423003794,0.34521177290442473,0.7506515303581766,0.6897904356385884,0.5872269029124366,0.6099831882666719,6.61786093192712,0.03410688417212431,-0.14822315487218235,-17228.421960258373,0.8086686451606547,17238.30760176562,21237.670460230114,0.6563798576996206
0.2,77488,0.34746025190997315,0.34915083625851745,0.7595954468901996,0.6860181974041334,0.5973305993590414,0.6079081627249496,7.0657941238469775,0.04578034667280776,-0.1482325451923154,-11486.243461862136,0.80944693867499,11488.743611840906,14158.325162581292,0.6525397480900268
0.1,38744,0.35406772661573405,0.35631323559776995,0.7733465896769344,0.6862199710651439,0.6172370236128781,0.6026630645737121,7.972228711850125,0.06643810263402466,-0.14571069030486877,-5645.414985171836,0.8135927791826721,5650.484473894518,7079.162581290646,0.645932273384266
0.05,19372,0.3607268222176337,0.36361759240140407,0.7791601481429284,0.6745237362653697,0.6370494240419455,0.5948171736265573,9.082255260996039,0.0873843085466885,-0.1409968204198164,-2731.390405172683,0.8201343697856732,2733.8905551515304,3539.581290645323,0.6392731777823664
0.02,7748,0.3624161073825503,0.36719153329891585,0.7881575424041801,0.6693980326629837,0.642436914313891,0.5839479884496572,8.834124973858888,0.09555195462105884,-0.15288741799292682,-1184.571714609197,0.8071613650513207,1193.1812170080266,1415.6863431715858,0.6375838926174497
0.01,3874,0.35983479607640684,0.367320598864223,0.7898570012216761,0.6770425975540864,0.642969365134092,0.5847509610880887,9.747211322592932,0.09207221734461252,-0.1681085479350548,-651.2525147004023,0.7902183307291053,658.9728731292354,707.8431715857929,0.6401652039235932
