trade_id,signal_time,entry_time,entry_price,direction,initial_atr,stop_price,target_price,t5_time_c,mfe_at_t5_r_c,t5_result,exit_time,exit_bar,exit_price,exit_reason,gross_r_c,net_r,hold_minutes,entry_i,gross_r_i,mfe_at_t5_r_i,t5_time_i
P60-001981,,2018-04-02 14:59:00-05:00,6398.0,LONG,11.732142857142858,6386.267857142857,6427.330357142857,172351.0,0.3622526636225266,FAIL,172351,172351,6394.75,T5_NO_PROGRESS,-0.2770167427701674,-0.27713026760442394,15,172336,-0.2770167427701674,0.3622526636225266,172351.0
P60-001996,,2018-04-03 14:56:00-05:00,6466.0,LONG,9.392857142857142,6456.607142857143,6489.482142857143,173713.0,0.55893536121673,FAIL,173713,173713,6465.0,T5_NO_PROGRESS,-0.1064638783269962,-0.10657616640399374,15,173698,-0.1064638783269962,0.55893536121673,173713.0
P60-002030,,2018-04-05 15:04:00-05:00,6607.25,SHORT,5.464285714285714,6612.714285714285,6593.589285714285,176450.0,0.5490196078431372,FAIL,176450,176450,6606.75,T5_NO_PROGRESS,0.0915032679738562,0.09139344920187892,15,176435,0.0915032679738562,0.5490196078431372,176450.0
P60-002042,,2018-04-06 04:26:00-05:00,6547.75,LONG,2.8035714285714284,6544.946428571428,6554.758928571428,177177.0,0.980891719745223,FAIL,177177,177177,6550.5,T5_NO_PROGRESS,0.980891719745223,0.9807809472571802,15,177162,0.980891719745223,0.980891719745223,177177.0
P60-002139,,2018-04-15 19:18:00-05:00,6680.75,SHORT,2.107142857142857,6682.857142857143,6675.482142857143,184816.0,0.5932203389830508,FAIL,184816,184816,6681.0,T5_NO_PROGRESS,-0.11864406779661017,-0.11875262278532688,15,184801,-0.11864406779661017,0.5932203389830508,184816.0
P60-002212,,2018-04-22 17:40:00-05:00,6696.25,SHORT,3.0,6699.25,6688.75,191530.0,0.75,FAIL,191530,191530,6695.5,T5_NO_PROGRESS,0.25,0.24989168191835057,15,191515,0.25,0.75,191530.0
P60-002228,,2018-04-23 15:36:00-05:00,6662.75,SHORT,3.9642857142857144,6666.714285714285,6652.839285714285,192831.0,0.44144144144144143,FAIL,192831,192831,6662.75,T5_NO_PROGRESS,-0.0,-0.0001088787101895455,15,192816,-0.0,0.44144144144144143,192831.0
P60-002305,,2018-05-01 17:07:00-05:00,6719.0,LONG,2.25,6716.75,6724.625,201006.0,0.8888888888888888,FAIL,201006,201006,6720.0,T5_NO_PROGRESS,0.4444444444444444,0.44433650533698915,15,200991,0.4444444444444444,0.8888888888888888,201006.0
P60-002372,,2018-05-08 02:33:00-05:00,6826.0,SHORT,1.9464285714285714,6827.946428571428,6821.133928571428,207023.0,0.6422018348623854,FAIL,207023,207023,6826.75,T5_NO_PROGRESS,-0.3853211009174312,-0.38542734275630475,15,207008,-0.3853211009174312,0.6422018348623854,207023.0
P60-002396,,2018-05-09 07:36:00-05:00,6836.5,SHORT,1.7321428571428572,6838.232142857143,6832.169642857143,208687.0,0.5773195876288659,FAIL,208687,208687,6835.5,T5_NO_PROGRESS,0.5773195876288659,0.5772135123363098,15,208672,0.5773195876288659,0.5773195876288659,208687.0
P60-002453,,2018-05-15 13:58:00-05:00,6874.75,SHORT,4.607142857142857,6879.357142857143,6863.232142857143,214506.0,0.3798449612403101,FAIL,214506,214506,6871.5,T5_NO_PROGRESS,0.7054263565891473,0.7053208274880681,15,214491,0.7054263565891473,0.3798449612403101,214506.0
P60-002472,,2018-05-17 10:51:00-05:00,6938.75,SHORT,3.2142857142857144,6941.964285714285,6930.714285714285,217036.0,0.7,FAIL,217036,217036,6933.5,T5_NO_PROGRESS,1.6333333333333333,1.6332287992310135,15,217021,1.6333333333333333,0.7,217036.0
