trade_id,signal_time,entry_time,entry_price,direction,initial_atr,stop_price,target_price,t5_time_c,mfe_at_t5_r_c,t5_result,exit_time,exit_bar,exit_price,exit_reason,gross_r_c,net_r,hold_minutes,entry_i,gross_r_i,mfe_at_t5_r_i,t5_time_i
P60-012148,,2020-10-22 15:36:00-05:00,11650.5,LONG,4.625,11645.875,11662.0625,1068126.0,0.8108108108108109,FAIL,1068126,1068126,11654.25,T5_NO_PROGRESS,0.8108108108108109,0.8107485570084989,15,1068111,0.8108108108108109,0.8108108108108109,1068126.0
P60-012172,,2020-10-26 03:30:00-05:00,11563.0,SHORT,4.785714285714286,11567.785714285714,11551.035714285714,1070145.0,0.6268656716417911,FAIL,1070145,1070145,11565.0,T5_NO_PROGRESS,-0.417910447761194,-0.4179731737136706,15,1070130,-0.417910447761194,0.6268656716417911,1070145.0
P60-012316,,2020-11-05 17:03:00-06:00,12075.5,SHORT,6.821428571428571,12082.32142857143,12058.44642857143,1081801.0,0.5130890052356021,FAIL,1081801,1081801,12074.75,T5_NO_PROGRESS,0.1099476439790576,0.10988757112222335,15,1081786,0.1099476439790576,0.5130890052356021,1081801.0
P60-012333,,2020-11-09 03:34:00-06:00,12285.5,SHORT,10.785714285714286,12296.285714285714,12258.535714285714,1083797.0,0.11589403973509933,FAIL,1083797,1083797,12289.0,T5_NO_PROGRESS,-0.32450331125827814,-0.32456237576952657,15,1083782,-0.32450331125827814,0.11589403973509933,1083797.0
P60-012359,,2020-11-10 22:13:00-06:00,11660.75,SHORT,6.678571428571429,11667.42857142857,11644.05357142857,1086205.0,0.6737967914438503,FAIL,1086205,1086205,11656.5,T5_NO_PROGRESS,0.6363636363636364,0.6363014263450653,15,1086190,0.6363636363636364,0.6737967914438503,1086205.0
P60-012433,,2020-11-16 17:10:00-06:00,12069.75,LONG,6.660714285714286,12063.089285714286,12086.401785714286,1091362.0,0.6380697050938338,FAIL,1091362,1091362,12071.75,T5_NO_PROGRESS,0.3002680965147453,0.3002079958238834,15,1091347,0.3002680965147453,0.6380697050938338,1091362.0
P60-012465,,2020-11-18 18:09:00-06:00,11881.25,SHORT,5.357142857142857,11886.607142857143,11867.857142857143,1094151.0,0.3266666666666667,FAIL,1094151,1094151,11881.75,T5_NO_PROGRESS,-0.09333333333333334,-0.09339438137483398,15,1094136,-0.09333333333333334,0.3266666666666667,1094151.0
P60-012485,,2020-11-19 17:36:00-06:00,11935.0,SHORT,5.892857142857143,11940.892857142857,11920.267857142857,1095483.0,0.4242424242424242,FAIL,1095483,1095483,11936.0,T5_NO_PROGRESS,-0.16969696969696968,-0.16975774541063524,15,1095468,-0.16969696969696968,0.4242424242424242,1095483.0
P60-012558,,2020-11-26 00:18:00-06:00,12193.25,SHORT,2.3214285714285716,12195.57142857143,12187.44642857143,1101345.0,0.8615384615384615,FAIL,1101345,1101345,12192.5,T5_NO_PROGRESS,0.32307692307692304,0.32301745262758425,15,1101330,0.32307692307692304,0.8615384615384615,1101345.0
P60-012637,,2020-12-03 18:28:00-06:00,12492.0,LONG,2.9107142857142856,12489.089285714286,12499.276785714286,1108750.0,0.6871165644171779,FAIL,1108750,1108750,12493.0,T5_NO_PROGRESS,0.34355828220858897,0.34350023153864706,15,1108735,0.34355828220858897,0.6871165644171779,1108750.0
P60-012646,,2020-12-04 04:02:00-06:00,12503.0,SHORT,2.7857142857142856,12505.785714285714,12496.035714285714,1109324.0,0.6282051282051282,FAIL,1109324,1109324,12501.75,T5_NO_PROGRESS,0.44871794871794873,0.4486599497122174,15,1109309,0.44871794871794873,0.6282051282051282,1109324.0
P60-012754,,2020-12-14 23:14:00-06:00,12446.75,LONG,3.8214285714285716,12442.92857142857,12456.30357142857,1118591.0,0.7850467289719626,FAIL,1118591,1118591,12448.5,T5_NO_PROGRESS,0.45794392523364486,0.4578856592076174,15,1118576,0.45794392523364486,0.7850467289719626,1118591.0
P60-012795,,2020-12-17 17:24:00-06:00,12749.75,LONG,2.5892857142857144,12747.160714285714,12756.223214285714,1122333.0,0.8689655172413793,FAIL,1122333,1122333,12751.5,T5_NO_PROGRESS,0.6758620689655173,0.6758051935548866,15,1122318,0.6758620689655173,0.8689655172413793,1122333.0
P60-012818,,2020-12-21 15:10:00-06:00,12687.0,LONG,8.232142857142858,12678.767857142857,12707.580357142857,1125004.0,0.36442516268980474,FAIL,1125004,1125004,12688.5,T5_NO_PROGRESS,0.18221258134490237,0.18215539913223242,15,1124989,0.18221258134490237,0.36442516268980474,1125004.0
P60-012826,,2020-12-22 02:11:00-06:00,12697.5,LONG,6.375,12691.125,12713.4375,1125590.0,0.7058823529411765,FAIL,1125590,1125590,12691.5,T5_NO_PROGRESS,-0.9411764705882353,-0.941233597123511,15,1125575,-0.9411764705882353,0.7058823529411765,1125590.0
P60-012837,,2020-12-22 15:07:00-06:00,12710.75,LONG,5.767857142857143,12704.982142857143,12725.169642857143,1126366.0,0.8668730650154798,FAIL,1126366,1126366,12706.5,T5_NO_PROGRESS,-0.7368421052631579,-0.736899169491336,15,1126351,-0.7368421052631579,0.8668730650154798,1126366.0
P60-012846,,2020-12-23 05:11:00-06:00,12729.5,SHORT,2.3035714285714284,12731.80357142857,12723.74107142857,1127135.0,0.7596899224806202,FAIL,1127135,1127135,12729.0,T5_NO_PROGRESS,0.2170542635658915,0.21699729893868008,15,1127120,0.2170542635658915,0.7596899224806202,1127135.0
P60-012884,,2020-12-28 14:58:00-06:00,12834.75,SHORT,5.392857142857143,12840.142857142857,12821.267857142857,1130242.0,0.6026490066225165,FAIL,1130242,1130242,12835.25,T5_NO_PROGRESS,-0.09271523178807946,-0.09277174280355178,15,1130227,-0.09271523178807946,0.6026490066225165,1130242.0
P60-012944,,2021-01-04 07:04:00-06:00,12948.75,SHORT,2.3392857142857144,12951.089285714286,12942.901785714286,1135228.0,0.5343511450381679,FAIL,1135228,1135228,12949.0,T5_NO_PROGRESS,-0.10687022900763359,-0.10692622908487508,15,1135213,-0.10687022900763359,0.5343511450381679,1135228.0
P60-013020,,2021-01-10 21:07:00-06:00,13043.0,SHORT,5.232142857142857,13048.232142857143,13029.919642857143,1141456.0,0.621160409556314,FAIL,1141456,1141456,13042.5,T5_NO_PROGRESS,0.09556313993174062,0.09550753225349815,15,1141441,0.09556313993174062,0.621160409556314,1141456.0
P60-013124,,2021-01-19 07:26:00-06:00,12902.0,SHORT,3.232142857142857,12905.232142857143,12893.919642857143,1150040.0,0.8508287292817679,FAIL,1150040,1150040,12901.25,T5_NO_PROGRESS,0.23204419889502761,0.23198799197603895,15,1150025,0.23204419889502761,0.8508287292817679,1150040.0
P60-013151,,2021-01-21 03:08:00-06:00,13354.0,SHORT,3.9464285714285716,13357.94642857143,13344.13392857143,1152512.0,0.6334841628959276,FAIL,1152512,1152512,13351.25,T5_NO_PROGRESS,0.6968325791855203,0.6967782722873405,15,1152497,0.6968325791855203,0.6334841628959276,1152512.0
P60-013168,,2021-01-22 03:14:00-06:00,13334.75,SHORT,3.6785714285714284,13338.42857142857,13325.55357142857,1153883.0,0.47572815533980584,FAIL,1153883,1153883,13333.0,T5_NO_PROGRESS,0.47572815533980584,0.47567377111391035,15,1153868,0.47572815533980584,0.47572815533980584,1153883.0
P60-013170,,2021-01-22 07:13:00-06:00,13313.75,SHORT,4.75,13318.5,13301.875,1154122.0,0.15789473684210525,FAIL,1154122,1154122,13315.25,T5_NO_PROGRESS,-0.3157894736842105,-0.31584394810001937,15,1154107,-0.3157894736842105,0.15789473684210525,1154122.0
P60-013297,,2021-02-03 06:08:00-06:00,13531.5,SHORT,5.339285714285714,13536.839285714286,13518.151785714286,1164976.0,0.7023411371237458,FAIL,1164976,1164976,13526.5,T5_NO_PROGRESS,0.9364548494983277,0.9364012496620316,15,1164961,0.9364548494983277,0.7023411371237458,1164976.0
P60-013308,,2021-02-03 22:32:00-06:00,13373.25,SHORT,4.107142857142857,13377.357142857143,13362.982142857143,1165885.0,0.30434782608695654,FAIL,1165885,1165885,13371.5,T5_NO_PROGRESS,0.42608695652173917,0.4260327271662938,15,1165870,0.42608695652173917,0.30434782608695654,1165885.0
P60-013323,,2021-02-04 18:42:00-06:00,13539.75,SHORT,3.0714285714285716,13542.82142857143,13532.07142857143,1167020.0,0.8953488372093023,FAIL,1167020,1167020,13541.0,T5_NO_PROGRESS,-0.4069767441860465,-0.4070303023758325,15,1167005,-0.4069767441860465,0.8953488372093023,1167020.0
P60-013346,,2021-02-07 22:24:00-06:00,13671.75,SHORT,1.7142857142857142,13673.464285714286,13667.464285714286,1168607.0,0.7291666666666667,FAIL,1168607,1168607,13670.5,T5_NO_PROGRESS,0.7291666666666667,0.7291136309603121,15,1168592,0.7291666666666667,0.7291666666666667,1168607.0
P60-013358,,2021-02-08 18:06:00-06:00,13672.75,SHORT,3.3214285714285716,13676.07142857143,13664.44642857143,1169714.0,0.3763440860215054,FAIL,1169714,1169714,13670.5,T5_NO_PROGRESS,0.6774193548387096,0.6773663167767152,15,1169699,0.6774193548387096,0.3763440860215054,1169714.0
P60-013456,,2021-02-17 02:06:00-06:00,13740.75,SHORT,5.321428571428571,13746.07142857143,13727.44642857143,1178157.0,0.9395973154362417,FAIL,1178157,1178157,13744.0,T5_NO_PROGRESS,-0.610738255033557,-0.6107910382427761,15,1178142,-0.610738255033557,0.9395973154362417,1178157.0
P60-013498,,2021-02-23 06:15:00-06:00,13039.25,LONG,9.25,13030.0,13062.375,1183866.0,0.918918918918919,FAIL,1183866,1183866,13039.75,T5_NO_PROGRESS,0.05405405405405406,0.05399841322519757,15,1183851,0.05405405405405406,0.918918918918919,1183866.0
P60-013526,,2021-02-25 08:03:00-06:00,13181.75,SHORT,9.857142857142858,13191.607142857143,13157.107142857143,1186704.0,0.9891304347826086,FAIL,1186704,1186704,13168.0,T5_NO_PROGRESS,1.394927536231884,1.394872494788117,15,1186689,1.394927536231884,0.9891304347826086,1186704.0
P60-013566,,2021-03-02 00:11:00-06:00,13258.25,LONG,8.017857142857142,13250.232142857143,13278.294642857143,1190327.0,0.8418708240534521,FAIL,1190327,1190327,13257.0,T5_NO_PROGRESS,-0.155902004454343,-0.15595672047683856,15,1190312,-0.155902004454343,0.8418708240534521,1190327.0
P60-013568,,2021-03-02 01:07:00-06:00,13222.75,SHORT,6.821428571428571,13229.57142857143,13205.69642857143,1190383.0,0.36649214659685864,FAIL,1190383,1190383,13227.0,T5_NO_PROGRESS,-0.6230366492146597,-0.6230915072593353,15,1190368,-0.6230366492146597,0.36649214659685864,1190383.0
P60-013569,,2021-03-02 01:49:00-06:00,13200.25,SHORT,6.982142857142857,13207.232142857143,13182.794642857143,1190425.0,0.7877237851662404,FAIL,1190425,1190425,13195.0,T5_NO_PROGRESS,0.751918158567775,0.751863206299099,15,1190410,0.751918158567775,0.7877237851662404,1190425.0
P60-013578,,2021-03-02 10:22:00-06:00,13139.75,SHORT,16.178571428571427,13155.92857142857,13099.30357142857,1190938.0,0.9426048565121413,FAIL,1190938,1190938,13121.0,T5_NO_PROGRESS,1.1589403973509935,1.1588851532427913,15,1190923,1.1589403973509935,0.9426048565121413,1190938.0
P60-013602,,2021-03-03 15:02:00-06:00,12679.0,SHORT,19.053571428571427,12698.05357142857,12631.36607142857,1192583.0,0.3280224929709466,FAIL,1192583,1192583,12679.5,T5_NO_PROGRESS,-0.02624179943767573,-0.026299066662627314,15,1192568,-0.02624179943767573,0.3280224929709466,1192583.0
P60-013694,,2021-03-12 02:55:00-06:00,12846.0,SHORT,11.232142857142858,12857.232142857143,12817.919642857143,1201411.0,0.712241653418124,FAIL,1201411,1201411,12841.25,T5_NO_PROGRESS,0.42289348171701113,0.4228369945247168,15,1201396,0.42289348171701113,0.712241653418124,1201411.0
P60-013712,,2021-03-15 18:30:00-05:00,13074.75,SHORT,3.0357142857142856,13077.785714285714,13067.160714285714,1203636.0,0.823529411764706,FAIL,1203636,1203636,13071.0,T5_NO_PROGRESS,1.2352941176470589,1.2352386543784963,15,1203621,1.2352941176470589,0.823529411764706,1203636.0
P60-013734,,2021-03-16 22:51:00-05:00,13122.0,SHORT,3.142857142857143,13125.142857142857,13114.142857142857,1205255.0,0.5568181818181819,FAIL,1205255,1205255,13122.75,T5_NO_PROGRESS,-0.23863636363636365,-0.23869162759663892,15,1205240,-0.23863636363636365,0.5568181818181819,1205255.0
P60-013754,,2021-03-17 21:05:00-05:00,13230.75,SHORT,3.892857142857143,13234.642857142857,13221.017857142857,1206514.0,0.44954128440366975,FAIL,1206514,1206514,13229.75,T5_NO_PROGRESS,0.25688073394495414,0.2568259212262433,15,1206499,0.25688073394495414,0.44954128440366975,1206514.0
P60-013775,,2021-03-19 01:06:00-05:00,12730.75,SHORT,9.660714285714286,12740.410714285714,12706.598214285714,1208120.0,0.9833641404805914,FAIL,1208120,1208120,12732.75,T5_NO_PROGRESS,-0.20702402957486135,-0.20708102154966135,15,1208105,-0.20702402957486135,0.9833641404805914,1208120.0
P60-013832,,2021-03-25 01:41:00-05:00,12817.25,LONG,4.839285714285714,12812.410714285714,12829.348214285714,1213614.0,0.8782287822878229,FAIL,1213614,1213614,12819.0,T5_NO_PROGRESS,0.36162361623616235,0.3615670304759828,15,1213599,0.36162361623616235,0.8782287822878229,1213614.0
P60-013894,,2021-03-31 00:44:00-05:00,12875.0,SHORT,3.607142857142857,12878.607142857143,12865.982142857143,1219016.0,0.3465346534653465,FAIL,1219016,1219016,12873.75,T5_NO_PROGRESS,0.3465346534653465,0.34647832700495124,15,1219001,0.3465346534653465,0.3465346534653465,1219016.0
P60-013953,,2021-04-05 21:05:00-05:00,13580.25,SHORT,2.732142857142857,13582.982142857143,13573.419642857143,1223802.0,0.5490196078431372,FAIL,1223802,1223802,13581.5,T5_NO_PROGRESS,-0.45751633986928103,-0.4575697369634796,15,1223787,-0.45751633986928103,0.5490196078431372,1223802.0
P60-013985,,2021-04-07 15:05:00-05:00,13618.25,LONG,7.267857142857143,13610.982142857143,13636.419642857143,1226247.0,0.34398034398034394,FAIL,1226247,1226247,13618.75,T5_NO_PROGRESS,0.0687960687960688,0.06874280298524114,15,1226232,0.0687960687960688,0.34398034398034394,1226247.0
P60-014067,,2021-04-14 15:30:00-05:00,13823.25,LONG,4.053571428571429,13819.19642857143,13833.38392857143,1233082.0,0.8017621145374448,FAIL,1233082,1233082,13823.5,T5_NO_PROGRESS,0.06167400881057268,0.061621545557463325,15,1233067,0.06167400881057268,0.8017621145374448,1233082.0
P60-014070,,2021-04-14 19:21:00-05:00,13816.75,SHORT,3.1607142857142856,13819.910714285714,13808.848214285714,1233253.0,0.8700564971751413,FAIL,1233253,1233253,13818.5,T5_NO_PROGRESS,-0.5536723163841808,-0.5537248009329107,15,1233238,-0.5536723163841808,0.8700564971751413,1233253.0
P60-014104,,2021-04-18 17:07:00-05:00,13988.5,SHORT,5.053571428571429,13993.55357142857,13975.86607142857,1235849.0,0.7915194346289752,FAIL,1235849,1235849,13989.25,T5_NO_PROGRESS,-0.14840989399293286,-0.14846174101102697,15,1235834,-0.14840989399293286,0.7915194346289752,1235849.0
P60-014105,,2021-04-18 17:46:00-05:00,13994.5,SHORT,1.8214285714285714,13996.32142857143,13989.94642857143,1235888.0,0.6862745098039216,FAIL,1235888,1235888,13994.0,T5_NO_PROGRESS,0.27450980392156865,0.274457991111298,15,1235873,0.27450980392156865,0.6862745098039216,1235888.0
P60-014133,,2021-04-20 06:03:00-05:00,13850.5,SHORT,6.428571428571429,13856.92857142857,13834.42857142857,1237990.0,0.9333333333333333,FAIL,1237990,1237990,13843.0,T5_NO_PROGRESS,1.1666666666666665,1.166614297679426,15,1237975,1.1666666666666665,0.9333333333333333,1237990.0
P60-014135,,2021-04-20 06:41:00-05:00,13861.25,LONG,5.375,13855.875,13874.6875,1238028.0,0.7906976744186046,FAIL,1238028,1238028,13859.5,T5_NO_PROGRESS,-0.32558139534883723,-0.3256337197238767,15,1238013,-0.32558139534883723,0.7906976744186046,1238028.0
P60-014194,,2021-04-25 20:52:00-05:00,13938.25,LONG,3.767857142857143,13934.482142857143,13947.669642857143,1242899.0,0.7298578199052133,FAIL,1242899,1242899,13940.25,T5_NO_PROGRESS,0.5308056872037915,0.5307536580007994,15,1242884,0.5308056872037915,0.7298578199052133,1242899.0
P60-014208,,2021-04-26 15:10:00-05:00,14011.75,SHORT,14.25,14026.0,13976.125,1243997.0,0.2631578947368421,FAIL,1243997,1243997,14007.25,T5_NO_PROGRESS,0.3157894736842105,0.3157376787208242,15,1243982,0.3157894736842105,0.2631578947368421,1243997.0
P60-014213,,2021-04-26 20:59:00-05:00,14022.0,LONG,2.5535714285714284,14019.44642857143,14028.38392857143,1244271.0,0.6853146853146853,FAIL,1244271,1244271,14023.0,T5_NO_PROGRESS,0.3916083916083916,0.39155667772627123,15,1244256,0.3916083916083916,0.6853146853146853,1244271.0
P60-014256,,2021-04-29 20:43:00-05:00,13897.75,SHORT,3.232142857142857,13900.982142857143,13889.669642857143,1248350.0,0.46408839779005523,FAIL,1248350,1248350,13895.25,T5_NO_PROGRESS,0.7734806629834254,0.773428484130769,15,1248335,0.7734806629834254,0.46408839779005523,1248350.0
P60-014301,,2021-05-04 09:49:00-05:00,13488.0,SHORT,13.571428571428571,13501.57142857143,13454.07142857143,1251866.0,0.5894736842105264,FAIL,1251866,1251866,13485.75,T5_NO_PROGRESS,0.16578947368421054,0.1657356680629809,15,1251851,0.16578947368421054,0.5894736842105264,1251866.0
P60-014307,,2021-05-04 17:18:00-05:00,13519.25,LONG,3.75,13515.5,13528.625,1252240.0,0.6,FAIL,1252240,1252240,13520.0,T5_NO_PROGRESS,0.2,0.19994635788539086,15,1252225,0.2,0.6,1252240.0
P60-014375,,2021-05-10 09:29:00-05:00,13516.0,SHORT,12.571428571428571,13528.57142857143,13484.57142857143,1257305.0,0.9346590909090909,FAIL,1257305,1257305,13510.5,T5_NO_PROGRESS,0.4375,0.43744630993186917,15,1257290,0.4375,0.9346590909090909,1257305.0
P60-014377,,2021-05-10 12:36:00-05:00,13482.25,SHORT,7.732142857142857,13489.982142857143,13462.919642857143,1257492.0,0.8729792147806005,FAIL,1257492,1257492,13474.25,T5_NO_PROGRESS,1.0346420323325636,1.0345882270678641,15,1257477,1.0346420323325636,0.8729792147806005,1257492.0
P60-014392,,2021-05-11 17:37:00-05:00,13331.5,LONG,3.5535714285714284,13327.94642857143,13340.38392857143,1259083.0,0.7738693467336684,FAIL,1259083,1259083,13331.75,T5_NO_PROGRESS,0.07035175879396985,0.07029736181661962,15,1259068,0.07035175879396985,0.7738693467336684,1259083.0
P60-014464,,2021-05-18 06:37:00-05:00,13376.5,SHORT,5.803571428571429,13382.30357142857,13361.99107142857,1265322.0,0.0,FAIL,1265322,1265322,13377.25,T5_NO_PROGRESS,-0.12923076923076923,-0.12928499228518328,15,1265307,-0.12923076923076923,0.0,1265322.0
P60-014466,,2021-05-18 07:45:00-05:00,13366.0,SHORT,5.75,13371.75,13351.625,1265390.0,0.4782608695652174,FAIL,1265390,1265390,13361.75,T5_NO_PROGRESS,0.7391304347826086,0.7390761693309891,15,1265375,0.7391304347826086,0.4782608695652174,1265390.0
P60-014468,,2021-05-18 10:41:00-05:00,13344.0,SHORT,7.642857142857143,13351.642857142857,13324.892857142857,1265566.0,0.9813084112149533,FAIL,1265566,1265566,13341.5,T5_NO_PROGRESS,0.32710280373831774,0.327048441066995,15,1265551,0.32710280373831774,0.9813084112149533,1265566.0
P60-014513,,2021-05-21 05:37:00-05:00,13516.25,SHORT,2.7857142857142856,13519.035714285714,13509.285714285714,1269357.0,0.44871794871794873,FAIL,1269357,1269357,13515.5,T5_NO_PROGRESS,0.2692307692307692,0.2691771190353292,15,1269342,0.2692307692307692,0.44871794871794873,1269357.0
P60-014553,,2021-05-25 15:00:00-05:00,13656.75,LONG,8.767857142857142,13647.982142857143,13678.669642857143,1272650.0,0.14256619144602853,FAIL,1272650,1272650,13657.0,T5_NO_PROGRESS,0.028513238289205704,0.028460116883241713,15,1272635,0.028513238289205704,0.14256619144602853,1272650.0
P60-014562,,2021-05-26 04:49:00-05:00,13691.25,SHORT,3.2857142857142856,13694.535714285714,13683.035714285714,1273404.0,0.6847826086956522,FAIL,1273404,1273404,13690.25,T5_NO_PROGRESS,0.30434782608695654,0.30429485984706384,15,1273389,0.30434782608695654,0.6847826086956522,1273404.0
P60-014565,,2021-05-26 08:42:00-05:00,13687.75,SHORT,14.517857142857142,13702.267857142857,13651.455357142857,1273637.0,0.998769987699877,FAIL,1273637,1273637,13679.5,T5_NO_PROGRESS,0.5682656826568266,0.568212659348773,15,1273622,0.5682656826568266,0.998769987699877,1273637.0
P60-014585,,2021-05-27 12:40:00-05:00,13693.75,SHORT,5.928571428571429,13699.67857142857,13678.92857142857,1275240.0,0.7590361445783133,FAIL,1275240,1275240,13686.5,T5_NO_PROGRESS,1.2228915662650601,1.222838599472369,15,1275225,1.2228915662650601,0.7590361445783133,1275240.0
P60-014639,,2021-06-02 03:25:00-05:00,13631.25,SHORT,3.0714285714285716,13634.32142857143,13623.57142857143,1279916.0,0.813953488372093,FAIL,1279916,1279916,13628.75,T5_NO_PROGRESS,0.813953488372093,0.813900289773601,15,1279901,0.813953488372093,0.813953488372093,1279916.0
P60-014690,,2021-06-07 05:34:00-05:00,13719.5,LONG,3.6607142857142856,13715.839285714286,13728.651785714286,1284139.0,0.9560975609756098,FAIL,1284139,1284139,13718.5,T5_NO_PROGRESS,-0.2731707317073171,-0.27322359030276266,15,1284124,-0.2731707317073171,0.9560975609756098,1284139.0
P60-014782,,2021-06-15 09:04:00-05:00,14091.0,SHORT,9.357142857142858,14100.357142857143,14067.607142857143,1292526.0,0.42748091603053434,FAIL,1292526,1292526,14084.25,T5_NO_PROGRESS,0.7213740458015266,0.7213225603315886,15,1292511,0.7213740458015266,0.42748091603053434,1292526.0
P60-014792,,2021-06-16 03:09:00-05:00,14033.0,SHORT,3.142857142857143,14036.142857142857,14025.142857142857,1293519.0,0.1590909090909091,FAIL,1293519,1293519,14031.0,T5_NO_PROGRESS,0.6363636363636364,0.6363119608552817,15,1293504,0.6363636363636364,0.1590909090909091,1293519.0
P60-014829,,2021-06-18 03:10:00-05:00,14180.5,SHORT,4.089285714285714,14184.589285714286,14170.276785714286,1296250.0,0.1222707423580786,FAIL,1296250,1296250,14180.0,T5_NO_PROGRESS,0.1222707423580786,0.12221960106324652,15,1296235,0.1222707423580786,0.1222707423580786,1296250.0
P60-014848,,2021-06-20 22:36:00-05:00,13997.75,SHORT,5.375,14003.125,13984.3125,1297341.0,0.13953488372093023,FAIL,1297341,1297341,13996.25,T5_NO_PROGRESS,0.27906976744186046,0.2790179535074855,15,1297326,0.27906976744186046,0.13953488372093023,1297341.0
P60-014849,,2021-06-20 23:49:00-05:00,13999.75,SHORT,3.375,14003.125,13991.3125,1297414.0,0.5925925925925926,FAIL,1297414,1297414,14000.25,T5_NO_PROGRESS,-0.14814814814814814,-0.1481999472747077,15,1297399,-0.14814814814814814,0.5925925925925926,1297414.0
P60-014981,,2021-06-30 15:04:00-05:00,14547.25,SHORT,8.732142857142858,14555.982142857143,14525.419642857143,1307913.0,0.0,FAIL,1307913,1307913,14551.5,T5_NO_PROGRESS,-0.4867075664621677,-0.48675743399385996,15,1307898,-0.4867075664621677,0.0,1307913.0
P60-015004,,2021-07-02 07:45:00-05:00,14629.25,LONG,10.75,14618.5,14656.125,1310234.0,0.32558139534883723,FAIL,1310234,1310234,14629.75,T5_NO_PROGRESS,0.046511627906976744,0.046462033215318915,15,1310219,0.046511627906976744,0.32558139534883723,1310234.0
P60-015013,,2021-07-04 19:42:00-05:00,14708.0,SHORT,1.875,14709.875,14703.3125,1310891.0,0.0,FAIL,1310891,1310891,14708.0,T5_NO_PROGRESS,-0.0,-4.9299186563421704e-05,15,1310876,-0.0,0.0,1310891.0
P60-015049,,2021-07-06 19:16:00-05:00,14759.25,SHORT,3.125,14762.375,14751.4375,1313385.0,0.72,FAIL,1313385,1313385,14757.75,T5_NO_PROGRESS,0.48,0.47995086785995644,15,1313370,0.48,0.72,1313385.0
P60-015054,,2021-07-07 00:17:00-05:00,14781.75,SHORT,2.5535714285714284,14784.30357142857,14775.36607142857,1313686.0,0.8811188811188811,FAIL,1313686,1313686,14782.5,T5_NO_PROGRESS,-0.29370629370629375,-0.29375534914740004,15,1313671,-0.29370629370629375,0.8811188811188811,1313686.0
P60-015073,,2021-07-08 03:29:00-05:00,14651.0,SHORT,9.696428571428571,14660.69642857143,14626.75892857143,1315258.0,0.30939226519337015,FAIL,1315258,1315258,14650.5,T5_NO_PROGRESS,0.05156537753222836,0.05151586008342587,15,1315243,0.05156537753222836,0.30939226519337015,1315258.0
P60-015119,,2021-07-13 14:10:00-05:00,14879.0,SHORT,7.107142857142857,14886.107142857143,14861.232142857143,1320038.0,0.49246231155778897,FAIL,1320038,1320038,14877.0,T5_NO_PROGRESS,0.2814070351758794,0.2813582854970749,15,1320023,0.2814070351758794,0.49246231155778897,1320038.0
P60-015271,,2021-07-27 02:09:00-05:00,15076.25,SHORT,5.589285714285714,15081.839285714286,15062.276785714286,1333114.0,0.17891373801916932,FAIL,1333114,1333114,15068.25,T5_NO_PROGRESS,1.4313099041533546,1.4312617974370172,15,1333099,1.4313099041533546,0.17891373801916932,1333114.0
P60-015302,,2021-07-29 04:17:00-05:00,14998.0,SHORT,2.25,15000.25,14992.375,1336002.0,0.7777777777777778,FAIL,1336002,1336002,14996.25,T5_NO_PROGRESS,0.7777777777777778,0.7777294307461188,15,1335987,0.7777777777777778,0.7777777777777778,1336002.0
P60-015313,,2021-07-29 15:11:00-05:00,14978.0,SHORT,12.839285714285714,14990.839285714286,14945.901785714286,1336656.0,0.19471488178025037,FAIL,1336656,1336656,14968.0,T5_NO_PROGRESS,0.7788595271210015,0.7788110812664035,15,1336641,0.7788595271210015,0.19471488178025037,1336656.0
P60-015319,,2021-07-30 01:37:00-05:00,14835.0,SHORT,4.446428571428571,14839.44642857143,14823.88392857143,1337222.0,0.8995983935742973,FAIL,1337222,1337222,14833.0,T5_NO_PROGRESS,0.44979919678714864,0.44975031122151493,15,1337207,0.44979919678714864,0.8995983935742973,1337222.0
P60-015371,,2021-08-04 07:33:00-05:00,15030.25,SHORT,8.214285714285714,15038.464285714286,15009.714285714286,1341718.0,0.21304347826086958,FAIL,1341718,1341718,15031.75,T5_NO_PROGRESS,-0.18260869565217394,-0.1826569580856942,15,1341703,-0.18260869565217394,0.21304347826086958,1341718.0
P60-015437,,2021-08-10 15:08:00-05:00,15041.0,SHORT,4.053571428571429,15045.05357142857,15030.86607142857,1347693.0,0.12334801762114536,FAIL,1347693,1347693,15043.25,T5_NO_PROGRESS,-0.5550660792951542,-0.5551142938713943,15,1347678,-0.5550660792951542,0.12334801762114536,1347693.0
P60-015473,,2021-08-12 18:50:00-05:00,15067.75,SHORT,1.1785714285714286,15068.92857142857,15064.80357142857,1350614.0,0.0,FAIL,1350614,1350614,15066.75,T5_NO_PROGRESS,0.8484848484848485,0.8484367287116514,15,1350599,0.8484848484848485,0.0,1350614.0
P60-015611,,2021-08-26 04:43:00-05:00,15327.0,SHORT,2.75,15329.75,15320.125,1363627.0,0.7272727272727273,FAIL,1363627,1363627,15326.5,T5_NO_PROGRESS,0.18181818181818182,0.18177087118307733,15,1363612,0.18181818181818182,0.7272727272727273,1363627.0
P60-015617,,2021-08-26 14:59:00-05:00,15276.25,SHORT,7.75,15284.0,15256.875,1364243.0,0.967741935483871,FAIL,1364243,1364243,15271.75,T5_NO_PROGRESS,0.5806451612903226,0.5805976779095059,15,1364228,0.5806451612903226,0.967741935483871,1364243.0
