trade_id,direction,entry_ts,net_R_m0,exit_reason_m0,market_state,15m_state,5m_state,total_evidence,reason_codes,bar_regime,efficiency,atr_ratio,overlap_ratio
LW-063176,LONG,2026-08-27T21:52:00-05:00,2.335959595959538,TARGET,PULLBACK,NEUTRAL,,4,CONF_ACTIVE_OPPOSED|CONF_STRUCTURE_ALIGNED|FALSE_REVERSAL_HIGH|CONF_REVERSAL_SUPPORT_MODERATE|COUNTERTREND_WEAK|DOMINANT,UNCERTAIN,0.13444108761329304,0.9181692094313453,0.5333333333333333
LW-063177,SHORT,2026-08-27T22:36:00-05:00,2.2957232704403414,TARGET,UNCERTAIN,BEARISH,,6,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHEN,UNCERTAIN,0.008,0.8788368336025847,0.5666666666666667
LW-063178,SHORT,2026-08-27T23:07:00-05:00,-1.160157790927003,STOP,UNCERTAIN,BEARISH,,6,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHEN,CHOP,0.16686819830713423,1.0606531881804044,0.6333333333333333
LW-063179,SHORT,2026-08-27T23:30:00-05:00,2.278142076502838,TARGET,REVERSAL_TRANSITION,BEARISH,,5,CONF_ACTIVE_OPPOSED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|CONF_COUNTERTREND_STRONG|CONF_REVERSAL_SUPPORT_STRONG|PRIOR_,CHOP,0.04636785162287481,0.7741935483870968,0.8333333333333334
LW-063180,SHORT,2026-08-28T00:42:00-05:00,-1.166053169734112,STOP,UNCERTAIN,BEARISH,,7,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|COUNTERTREND_STRONG,CHOP,0.09232954545454546,1.1107382550335572,0.7666666666666667
LW-063182,LONG,2026-08-28T02:21:00-05:00,-1.118195050946163,STOP,REVERSAL_TRANSITION,NEUTRAL,,4,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|PRIOR_MOVE_WEAKENING|OPPOSITE_STRENGTHENING|COUNTERTREND_STRONG|FALSE_REVERSA,CHOP,0.08491508491508491,1.225296442687747,0.6666666666666666
LW-063183,SHORT,2026-08-28T02:32:00-05:00,2.3639865996650316,TARGET,REVERSAL_TRANSITION,BEARISH,,7,CONF_ACTIVE_OPPOSED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|CONF_COUNTERTREND_STRONG|CONF_REVERSAL_SUPPORT_STRONG|COUNTE,CHOP,0.10153846153846154,0.9938650306748466,0.6666666666666666
LW-063184,LONG,2026-08-28T03:31:00-05:00,2.3830813534916913,TARGET,UNCERTAIN,BULLISH,,7,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHEN,CHOP,0.07679324894514768,1.0437636761487963,0.7333333333333333
LW-063186,LONG,2026-08-28T04:24:00-05:00,-1.1611111111111112,STOP,PULLBACK,BULLISH,,7,CONF_ACTIVE_OPPOSED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|FALSE_REVERSAL_HIGH|CONF_REVERSAL_SUPPORT_MODERATE|PULLBACK_,CHOP,0.015665796344647518,0.7855530474040633,0.5333333333333333
LW-063187,SHORT,2026-08-28T04:59:00-05:00,2.315244596132042,TARGET,UNCERTAIN,BEARISH,,7,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|COUNTERTREND_STRONG,CHOP,0.06570512820512821,0.7779237844940866,0.6666666666666666
LW-063188,LONG,2026-08-28T05:28:00-05:00,2.2925925925926234,TARGET,UNCERTAIN,BULLISH,,7,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|COUNTERTREND_STRONG,CHOP,0.028400597907324365,0.8118518518518519,0.4666666666666667
LW-063189,SHORT,2026-08-28T06:36:00-05:00,-1.1645390070921986,STOP,UNCERTAIN,NEUTRAL,,5,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_,CHOP,0.03866666666666667,1.0182926829268293,0.7333333333333333
LW-063190,SHORT,2026-08-28T06:55:00-05:00,2.345773979107262,TARGET,CONTINUATION,BEARISH,,8,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|CONF_COUNTERTREND_WEAK|ACTIVE_ALIGNED|STRUCTURE_INTACT|COUNT,CHOP,0.13592233009708737,1.0398818316100442,0.8666666666666667
LW-063191,LONG,2026-08-28T07:10:00-05:00,-1.1475022706630649,STOP,UNCERTAIN,BULLISH,,7,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHEN,CHOP,0.033623910336239106,1.0833333333333335,0.8333333333333334
LW-063192,LONG,2026-08-28T08:39:00-05:00,2.462769371847775,TARGET,UNCERTAIN,BULLISH,,6,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHEN,CHOP,0.00631246712256707,3.185104052573932,0.8333333333333334
LW-063193,LONG,2026-08-28T09:25:00-05:00,-1.0293883460007258,STOP,UNCERTAIN,TRANSITION,,5,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING,UNCERTAIN,0.0064995357474466105,1.5275590551181102,0.5666666666666667
LW-063194,SHORT,2026-08-28T10:39:00-05:00,2.4265490728177332,TARGET,UNCERTAIN,BEARISH,,6,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|CONF_HTF_SUPPORT|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHEN,CHOP,0.08797032326444092,0.6208930075821398,0.6666666666666666
LW-063195,SHORT,2026-08-28T11:57:00-05:00,-1.049167423554343,STOP,PULLBACK,TRANSITION,,4,CONF_ACTIVE_OPPOSED|CONF_STRUCTURE_ALIGNED|FALSE_REVERSAL_HIGH|COUNTERTREND_WEAK|DOMINANT_MOVE_INTact|PULLBACK_AGAINST_D,CHOP,0.03176517893043828,0.8943948009748172,0.7
LW-063196,SHORT,2026-08-28T13:15:00-05:00,-1.073351400180676,STOP,UNCERTAIN,NEUTRAL,,5,CONF_ACTIVE_ALIGNED|CONF_STRUCTURE_ALIGNED|INSUFFICIENT_EVIDENCE|FALSE_REVERSAL_LOW|OPPOSITE_STRENGTHENING|COUNTERTREND_,CHOP,0.013548387096774193,0.7728459530026109,0.6666666666666666
