mode,slice,N,AvgR,PF,TotalR,WinRate,MaxDD,LONG,SHORT
original,dir_LONG,31434,0.5196339233549095,1.922077497953498,16334.172746738228,0.43592924858433546,18.00368390050744,31434,0
original,dir_SHORT,29901,0.5417808721726722,1.9709939721331042,16199.789858835073,0.4414568074646333,32.013283180690905,0,29901
causal_a,dir_LONG,18400,0.020292844318501504,1.0287358328562017,373.38833546042764,0.2931521739130435,292.89048077018356,18400,0
causal_a,dir_SHORT,16291,0.022927641916024796,1.0324674751653053,373.51421445395994,0.2932907740470198,199.00331116088637,0,16291
causal_b,dir_LONG,33141,0.18549705102279435,1.28152063766593,6147.557767946428,0.34042424791044323,48.0216100499473,33141,0
causal_b,dir_SHORT,31361,0.17791151285521772,1.2687382242514265,5579.482954652483,0.33739357801090525,42.00524501802511,0,31361
