mode,slice,N,AvgR,PF,TotalR,WinRate,MaxDD,LONG,SHORT,window_start,window_end
causal_a,roll_12m_2021-01,3972,-0.010023961255027185,0.9859912285279089,-39.81517410496798,0.2837361530715005,134.753421646927,2156,1816,2021-01-01 00:00:00-06:00,2022-01-01 00:00:00-06:00
causal_a,roll_12m_2021-04,3981,-0.020282112398955162,0.9717361856283526,-80.7430894602405,0.2813363476513439,92.23909302120602,2124,1857,2021-04-01 00:00:00-05:00,2022-04-01 00:00:00-05:00
causal_a,roll_12m_2021-07,3913,-0.018250194438407207,0.974539313420919,-71.4130108374874,0.2823920265780731,127.2124020177501,2033,1880,2021-07-01 00:00:00-05:00,2022-07-01 00:00:00-05:00
causal_a,roll_12m_2021-10,3877,-0.02802158387892823,0.9610529182713063,-108.63968069860475,0.27985555842145987,155.1144159056562,1988,1889,2021-10-01 00:00:00-05:00,2022-10-01 00:00:00-05:00
causal_a,roll_12m_2022-01,3864,-0.04094155289102702,0.9433993330196193,-158.1981603709284,0.275879917184265,185.13250456727698,1942,1922,2022-01-01 00:00:00-06:00,2023-01-01 00:00:00-06:00
causal_a,roll_12m_2022-04,3857,-0.030314767700248477,0.9579458368154464,-116.92405901985838,0.2781954887218045,163.8448035186209,1953,1904,2022-04-01 00:00:00-05:00,2023-04-01 00:00:00-05:00
causal_a,roll_12m_2022-07,3924,0.0009050471492732112,1.0012709379204725,3.551405013748081,0.2869520897043833,128.7193048454027,1996,1928,2022-07-01 00:00:00-05:00,2023-07-01 00:00:00-05:00
causal_a,roll_12m_2022-10,3930,0.0007664139731827391,1.0010762363243229,3.0120069146081647,0.2872773536895674,73.80944680367455,2034,1896,2022-10-01 00:00:00-05:00,2023-10-01 00:00:00-05:00
causal_a,roll_12m_2023-01,3895,0.04351888242552231,1.0622128130039952,169.5060470474094,0.2998716302952503,79.42661147222547,2038,1857,2023-01-01 00:00:00-06:00,2024-01-01 00:00:00-06:00
causal_a,roll_12m_2023-04,3888,0.07199679733156136,1.1041256523421001,279.92354802511056,0.30838477366255146,79.42661147222549,2041,1847,2023-04-01 00:00:00-05:00,2024-04-01 00:00:00-05:00
causal_a,roll_12m_2023-07,3893,0.07740402589850799,1.1121819035989036,301.33387282289164,0.30978679681479576,79.42661147222547,2066,1827,2023-07-01 00:00:00-05:00,2024-07-01 00:00:00-05:00
causal_a,roll_12m_2023-10,3877,0.08769876119615139,1.1276733046399186,340.0080971574789,0.31287077637348465,55.024238569329725,2060,1817,2023-10-01 00:00:00-05:00,2024-10-01 00:00:00-05:00
causal_a,roll_12m_2024-01,3920,0.04795249035066941,1.0686395130626747,187.97376217462408,0.3012755102040816,56.28815388754964,2078,1842,2024-01-01 00:00:00-06:00,2025-01-01 00:00:00-06:00
causal_a,roll_12m_2024-04,3874,0.038636976037465104,1.0550717588625278,149.6796451691398,0.29839958699019103,57.29638190228458,2056,1818,2024-04-01 00:00:00-05:00,2025-04-01 00:00:00-05:00
causal_a,roll_12m_2024-07,3869,0.01089779723113149,1.0153539986940208,42.163577487247736,0.29025588007237013,58.01638246368199,2036,1833,2024-07-01 00:00:00-05:00,2025-07-01 00:00:00-05:00
causal_a,roll_12m_2024-10,3887,0.022633654680255407,1.0320254940655635,87.97701574215277,0.293285310007718,58.01638246368199,2030,1857,2024-10-01 00:00:00-05:00,2025-10-01 00:00:00-05:00
causal_a,roll_12m_2025-01,3886,0.04067921391936141,1.0580044388171164,158.07942529063845,0.29850746268656714,58.01638246368197,2064,1822,2025-01-01 00:00:00-06:00,2026-01-01 00:00:00-06:00
causal_a,roll_12m_2025-04,3949,0.06232724763168194,1.0896657099402123,246.13030089751197,0.30463408457837426,55.00543056716762,2096,1853,2025-04-01 00:00:00-05:00,2026-04-01 00:00:00-05:00
causal_a,roll_12m_2025-07,3856,0.07313438832751173,1.1057763386815729,282.0062013908852,0.30809128630705396,50.00600267237138,2086,1770,2025-07-01 00:00:00-05:00,2026-07-01 00:00:00-05:00
causal_a,roll_6m_2017-10,2002,0.030335105702039993,1.043062877099032,60.730881615484066,0.2952047952047952,46.836117835819095,1105,897,2017-10-01 00:00:00-05:00,2018-04-01 00:00:00-05:00
causal_a,roll_6m_2018-01,1946,0.04352042256208553,1.0621231655249168,84.69074230581843,0.29907502569373073,47.510392543814426,1067,879,2018-01-01 00:00:00-06:00,2018-07-01 00:00:00-05:00
causal_a,roll_6m_2018-04,1989,0.0483922123886554,1.069281889635469,96.2521104410356,0.3011563599798894,65.21891154784868,1056,933,2018-04-01 00:00:00-05:00,2018-10-01 00:00:00-05:00
causal_a,roll_6m_2018-07,1908,-0.004709807285060098,0.9933940703486234,-8.986312299894667,0.2861635220125786,59.21254366342956,997,911,2018-07-01 00:00:00-05:00,2019-01-01 00:00:00-06:00
causal_a,roll_6m_2018-10,1914,0.028550489338538366,1.0405578172754806,54.64563659396243,0.29519331243469177,78.73835174276874,991,923,2018-10-01 00:00:00-05:00,2019-04-01 00:00:00-05:00
causal_a,roll_6m_2019-01,1966,0.02240074504833664,1.0317452864895396,44.03986476502983,0.29399796541200407,46.336886739844694,1055,911,2019-01-01 00:00:00-06:00,2019-07-01 00:00:00-05:00
causal_a,roll_6m_2019-04,1899,-0.01140807745388592,0.9840631655253447,-21.66393908492936,0.2838335966298052,91.52955579511145,1015,884,2019-04-01 00:00:00-05:00,2019-10-01 00:00:00-05:00
causal_a,roll_6m_2019-07,1970,0.047345401060531984,1.0677793608673556,93.27044008924801,0.29949238578680204,59.5199143531483,1038,932,2019-07-01 00:00:00-05:00,2020-01-01 00:00:00-06:00
causal_a,roll_6m_2019-10,1882,0.10495249199671917,1.1538513032148112,197.5205899378255,0.3161530286928799,32.38006550146756,1026,856,2019-10-01 00:00:00-05:00,2020-04-01 00:00:00-05:00
causal_a,roll_6m_2020-01,1806,0.023531565475197903,1.0333029373943374,42.498007248207415,0.29346622369878184,112.6824769278744,990,816,2020-01-01 00:00:00-06:00,2020-07-01 00:00:00-05:00
causal_a,roll_6m_2020-04,1931,-0.05510256290397156,0.9243622945692161,-106.40304896756908,0.2703262558259969,133.6791791808989,1042,889,2020-04-01 00:00:00-05:00,2020-10-01 00:00:00-05:00
causal_a,roll_6m_2020-07,1980,-0.05307087292204745,0.9269999464684193,-105.08032838565396,0.27121212121212124,162.84300832397275,1065,915,2020-07-01 00:00:00-05:00,2021-01-01 00:00:00-06:00
causal_a,roll_6m_2020-10,1965,-0.04837017580019998,0.9333843737450059,-95.04739544739296,0.2732824427480916,106.44388552325222,1063,902,2020-10-01 00:00:00-05:00,2021-04-01 00:00:00-05:00
causal_a,roll_6m_2021-01,1973,-0.034274418625860135,0.9525785136593643,-67.62342794882204,0.2767359351241764,123.24416917743466,1082,891,2021-01-01 00:00:00-06:00,2021-07-01 00:00:00-05:00
causal_a,roll_6m_2021-04,2015,-0.020403728958641648,0.9715888300969712,-41.11351385166292,0.2803970223325062,79.09076497774602,1095,920,2021-04-01 00:00:00-05:00,2021-10-01 00:00:00-05:00
causal_a,roll_6m_2021-07,1999,0.013911082463158628,1.019636487988051,27.808253843854096,0.29064532266133064,68.01270949552938,1074,925,2021-07-01 00:00:00-05:00,2022-01-01 00:00:00-06:00
causal_a,roll_6m_2021-10,1966,-0.020157464704261226,0.9718874521110296,-39.62957560857757,0.2822990844354018,88.60363913005517,1029,937,2021-10-01 00:00:00-05:00,2022-04-01 00:00:00-05:00
causal_a,roll_6m_2022-01,1914,-0.05183974121282209,0.9285500638774823,-99.22126468134148,0.27377220480668757,117.21103319836661,959,955,2022-01-01 00:00:00-06:00,2022-07-01 00:00:00-05:00
causal_a,roll_6m_2022-04,1911,-0.036112038247005325,0.9499833280009512,-69.01010509002718,0.2773417059131345,107.43367939159891,959,952,2022-04-01 00:00:00-05:00,2022-10-01 00:00:00-05:00
causal_a,roll_6m_2022-07,1950,-0.03024456189209586,0.9580625210215323,-58.976895689586925,0.27794871794871795,112.32763819938526,983,967,2022-07-01 00:00:00-05:00,2023-01-01 00:00:00-06:00
causal_a,roll_6m_2022-10,1946,-0.02462176460936855,0.9657898863792967,-47.913953929831195,0.2790339157245632,73.80944680367455,994,952,2022-10-01 00:00:00-05:00,2023-04-01 00:00:00-05:00
causal_a,roll_6m_2023-01,1974,0.03167593753968342,1.045048785475291,62.52830070333506,0.29584599797365757,73.80944680367455,1013,961,2023-01-01 00:00:00-06:00,2023-07-01 00:00:00-05:00
causal_a,roll_6m_2023-04,1984,0.02566832703852789,1.0364259116046457,50.92596084443934,0.29536290322580644,72.15964964575568,1040,944,2023-04-01 00:00:00-05:00,2023-10-01 00:00:00-05:00
causal_a,roll_6m_2023-07,1921,0.0556885717564156,1.0800370194996944,106.97774634407438,0.30400832899531494,79.42661147222547,1025,896,2023-07-01 00:00:00-05:00,2024-01-01 00:00:00-06:00
causal_a,roll_6m_2023-10,1904,0.12027184200665507,1.1774824363068728,228.99758718067125,0.32195378151260506,41.5038337009363,1001,903,2023-10-01 00:00:00-05:00,2024-04-01 00:00:00-05:00
causal_a,roll_6m_2024-01,1972,0.09855787346796006,1.14401923573649,194.35612647881726,0.3154158215010142,45.63185242815155,1041,931,2024-01-01 00:00:00-06:00,2024-07-01 00:00:00-05:00
causal_a,roll_6m_2024-04,1973,0.0562648301960505,1.0808610352985106,111.01050997680763,0.30410542321338063,55.02423856933031,1059,914,2024-04-01 00:00:00-05:00,2024-10-01 00:00:00-05:00
causal_a,roll_6m_2024-07,1948,-0.0032763677126248568,0.9954052302353973,-6.382364304193221,0.28696098562628336,56.28815388754932,1037,911,2024-07-01 00:00:00-05:00,2025-01-01 00:00:00-06:00
causal_a,roll_6m_2024-10,1901,0.020341470379974847,1.0287492899591935,38.669135192332185,0.29247764334560755,57.29638190228423,997,904,2024-10-01 00:00:00-05:00,2025-04-01 00:00:00-05:00
causal_a,roll_6m_2025-01,1921,0.025271182608766752,1.035773203733043,48.54594179144093,0.29359708485163977,58.01638246368197,999,922,2025-01-01 00:00:00-06:00,2025-07-01 00:00:00-05:00
causal_a,roll_6m_2025-04,1986,0.024827734415821045,1.0351685047346333,49.307880549820595,0.2940584088620342,55.00543056716762,1033,953,2025-04-01 00:00:00-05:00,2025-10-01 00:00:00-05:00
causal_a,roll_6m_2025-07,1965,0.05574223078839568,1.0800536407032963,109.53348349919752,0.30330788804071246,32.0043803449735,1065,900,2025-07-01 00:00:00-05:00,2026-01-01 00:00:00-06:00
causal_a,roll_6m_2025-10,1963,0.10026613364630228,1.1465618989260824,196.82242034769138,0.315333672949567,32.0043803449736,1063,900,2025-10-01 00:00:00-05:00,2026-04-01 00:00:00-05:00
causal_a,roll_6m_2026-01,1891,0.09120714854134729,1.1328951818234883,172.47271789168772,0.3130618720253834,50.006002672371764,1021,870,2026-01-01 00:00:00-06:00,2026-07-01 00:00:00-05:00
causal_b,roll_12m_2017-10,7054,0.198738432500247,1.3032199437328986,1401.9009028567423,0.3440601077402892,49.93389344052116,3696,3358,2017-10-01 00:00:00-05:00,2018-10-01 00:00:00-05:00
causal_b,roll_12m_2018-01,7159,0.1931384707318965,1.2938011081980858,1382.678311969647,0.3422265679564185,49.93389344052207,3731,3428,2018-01-01 00:00:00-06:00,2019-01-01 00:00:00-06:00
causal_b,roll_12m_2018-04,7192,0.1667994087682443,1.2508532448550802,1199.621347861213,0.33453837597330366,49.93389344052207,3745,3447,2018-04-01 00:00:00-05:00,2019-04-01 00:00:00-05:00
causal_b,roll_12m_2018-07,7117,0.14946894498505633,1.2230775092257224,1063.770481458646,0.329492763804974,49.93389344052194,3696,3421,2018-07-01 00:00:00-05:00,2019-07-01 00:00:00-05:00
causal_b,roll_12m_2018-10,7110,0.15738028664661624,1.2356495906366445,1118.9738380574415,0.33178621659634316,47.22584864345521,3677,3433,2018-10-01 00:00:00-05:00,2019-10-01 00:00:00-05:00
causal_b,roll_12m_2019-01,7123,0.15889531442666444,1.2382406456887813,1131.8113246611308,0.33244419486171556,47.225848643455464,3698,3425,2019-01-01 00:00:00-06:00,2020-01-01 00:00:00-06:00
