mode,slice,N,AvgR,PF,TotalR,WinRate,MaxDD,LONG,SHORT,window_start,window_end
original,roll_12m_2017-10,6692,0.5652065819575172,2.0254201547870188,3782.362446459705,0.448744769874477,15.001814193707988,3517,3175,2017-10-01 00:00:00-05:00,2018-10-01 00:00:00-05:00
original,roll_12m_2018-01,6694,0.5594124513352121,2.0115422634898286,3744.7069492379096,0.4469674335225575,14.003436320023866,3475,3219,2018-01-01 00:00:00-06:00,2019-01-01 00:00:00-06:00
original,roll_12m_2018-04,6761,0.5377380401303353,1.9618154460640422,3635.6468893211972,0.44091110782428633,17.506046788626918,3480,3281,2018-04-01 00:00:00-05:00,2019-04-01 00:00:00-05:00
original,roll_12m_2018-07,6751,0.5087828644925272,1.8968174013211982,3434.7931181890513,0.43252851429417866,17.50604678862669,3482,3269,2018-07-01 00:00:00-05:00,2019-07-01 00:00:00-05:00
original,roll_12m_2018-10,6720,0.5091999307145882,1.8975960943920758,3421.8235344020327,0.4324404761904762,17.50604678862669,3440,3280,2018-10-01 00:00:00-05:00,2019-10-01 00:00:00-05:00
original,roll_12m_2019-01,6802,0.49937460121548,1.8767283377833002,3396.746037467695,0.4298735665980594,17.506046788626378,3530,3272,2019-01-01 00:00:00-06:00,2020-01-01 00:00:00-06:00
original,roll_12m_2019-04,6738,0.4903387104331904,1.8570252621981056,3303.902230898837,0.42727812407242505,15.501600819293344,3512,3226,2019-04-01 00:00:00-05:00,2020-04-01 00:00:00-05:00
original,roll_12m_2019-07,6699,0.49327399821023593,1.8625392211844458,3304.4425140103704,0.4276757725033587,15.502728902218223,3483,3216,2019-07-01 00:00:00-05:00,2020-07-01 00:00:00-05:00
original,roll_12m_2019-10,6662,0.4853734683443963,1.8455799363738539,3233.558046110368,0.42524767337135994,19.00205594126919,3488,3174,2019-10-01 00:00:00-05:00,2020-10-01 00:00:00-05:00
original,roll_12m_2020-01,6703,0.4952358447588371,1.8665086137316125,3319.565867418485,0.42786811875279723,19.00205594126919,3486,3217,2020-01-01 00:00:00-06:00,2021-01-01 00:00:00-06:00
original,roll_12m_2020-04,6757,0.5155445989147034,1.9111617462701689,3483.534854866651,0.4336243895219772,19.002055941270555,3487,3270,2020-04-01 00:00:00-05:00,2021-04-01 00:00:00-05:00
original,roll_12m_2020-07,6859,0.5310976514760317,1.9475152130932385,3642.7987914741016,0.4386936871264033,19.002055941269816,3512,3347,2020-07-01 00:00:00-05:00,2021-07-01 00:00:00-05:00
original,roll_12m_2020-10,7006,0.5429757483832593,1.9748368833829109,3804.0880931731153,0.44219240650870684,14.500935987502999,3570,3436,2020-10-01 00:00:00-05:00,2021-10-01 00:00:00-05:00
original,roll_12m_2021-01,6988,0.5335568068830563,1.9536749559961142,3728.4949664987976,0.4398969662278191,16.000715730344382,3580,3408,2021-01-01 00:00:00-06:00,2022-01-01 00:00:00-06:00
original,roll_12m_2021-04,7039,0.5184760096159684,1.9202987038181438,3649.5526316868013,0.43585736610313963,16.000715730344382,3596,3443,2021-04-01 00:00:00-05:00,2022-04-01 00:00:00-05:00
original,roll_12m_2021-07,6899,0.5172659086266699,1.9171265945051732,3568.6175036153954,0.43513552688795476,17.001717256868687,3522,3377,2021-07-01 00:00:00-05:00,2022-07-01 00:00:00-05:00
original,roll_12m_2021-10,6897,0.5110534887956227,1.9031238620523396,3524.73591222341,0.43323183993040454,17.001717256868915,3500,3397,2021-10-01 00:00:00-05:00,2022-10-01 00:00:00-05:00
original,roll_12m_2022-01,6946,0.5135684237145068,1.9088652813031675,3567.2462711209646,0.4337748344370861,21.627986015887927,3477,3469,2022-01-01 00:00:00-06:00,2023-01-01 00:00:00-06:00
original,roll_12m_2022-04,6874,0.5253966832339549,1.9348786573360428,3611.576800550206,0.43686354378818737,21.627986015887927,3450,3424,2022-04-01 00:00:00-05:00,2023-04-01 00:00:00-05:00
original,roll_12m_2022-07,6987,0.5261845587332745,1.9368531829486626,3676.4515118693894,0.43752683555173894,21.62798601588952,3483,3504,2022-07-01 00:00:00-05:00,2023-07-01 00:00:00-05:00
original,roll_12m_2022-10,6872,0.5400535381436411,1.9681032468784267,3711.2479141231015,0.4417927823050058,21.62798601588952,3441,3431,2022-10-01 00:00:00-05:00,2023-10-01 00:00:00-05:00
original,roll_12m_2023-01,6822,0.5513058392913569,1.993762106359397,3761.008435645637,0.4448841981823512,17.501949991397396,3442,3380,2023-01-01 00:00:00-06:00,2024-01-01 00:00:00-06:00
original,roll_12m_2023-04,6894,0.5514674316851124,1.9944106538447994,3801.8164740371644,0.44502465912387584,17.50194999139717,3481,3413,2023-04-01 00:00:00-05:00,2024-04-01 00:00:00-05:00
original,roll_12m_2023-07,6894,0.5436488876360712,1.9764423904075719,3747.915431363075,0.4424136930664346,17.501949991396742,3528,3366,2023-07-01 00:00:00-05:00,2024-07-01 00:00:00-05:00
original,roll_12m_2023-10,6935,0.5360636430171678,1.9590520167273158,3717.6013643240585,0.4402307137707282,15.500765188372725,3565,3370,2023-10-01 00:00:00-05:00,2024-10-01 00:00:00-05:00
original,roll_12m_2024-01,7059,0.538612096435132,1.9644740963588867,3802.0627887355963,0.44099730840062334,15.500765188372498,3614,3445,2024-01-01 00:00:00-06:00,2025-01-01 00:00:00-06:00
original,roll_12m_2024-04,6989,0.5362102959148457,1.9596632165139451,3747.5737581488565,0.44069251681213334,15.50096471542065,3603,3386,2024-04-01 00:00:00-05:00,2025-04-01 00:00:00-05:00
original,roll_12m_2024-07,7046,0.5416206093689593,1.971305832859047,3816.2588136136874,0.4418109565711042,15.50096471542065,3596,3450,2024-07-01 00:00:00-05:00,2025-07-01 00:00:00-05:00
original,roll_12m_2024-10,7099,0.5304452496508327,1.9456647503154034,3765.6308272712618,0.43851246654458376,15.500964715419514,3625,3474,2024-10-01 00:00:00-05:00,2025-10-01 00:00:00-05:00
original,roll_12m_2025-01,7052,0.5191889584449261,1.9208582353446697,3661.3205349536183,0.4356211003970505,22.001035169433635,3609,3443,2025-01-01 00:00:00-06:00,2026-01-01 00:00:00-06:00
original,roll_12m_2025-04,7145,0.5362912766206944,1.958748198559665,3831.8011714548616,0.44016794961511546,22.001035169434317,3614,3531,2025-04-01 00:00:00-05:00,2026-04-01 00:00:00-05:00
original,roll_12m_2025-07,7092,0.5449997969531324,1.97867603011251,3865.1385599916152,0.44289340101522845,22.001035169434317,3647,3445,2025-07-01 00:00:00-05:00,2026-07-01 00:00:00-05:00
original,roll_6m_2017-10,3232,0.5871491147920187,2.076138594993037,1897.6659390078046,0.4542079207920792,15.001814193707988,1708,1524,2017-10-01 00:00:00-05:00,2018-04-01 00:00:00-05:00
original,roll_6m_2018-01,3330,0.5915880499792434,2.08767507592436,1969.9882064308804,0.4561561561561562,12.001247933826676,1746,1584,2018-01-01 00:00:00-06:00,2018-07-01 00:00:00-05:00
original,roll_6m_2018-04,3460,0.5447099732519943,1.978964053131994,1884.6965074519003,0.4436416184971098,14.003436320022502,1809,1651,2018-04-01 00:00:00-05:00,2018-10-01 00:00:00-05:00
original,roll_6m_2018-07,3364,0.5275620519640396,1.938614320666099,1774.7187428070292,0.43787158145065397,14.003436320022672,1729,1635,2018-07-01 00:00:00-05:00,2019-01-01 00:00:00-06:00
original,roll_6m_2018-10,3301,0.5304302883578603,1.9440158970614971,1750.950381869297,0.4380490760375644,17.50604678862669,1671,1630,2018-10-01 00:00:00-05:00,2019-04-01 00:00:00-05:00
original,roll_6m_2019-01,3387,0.4901312002899386,1.8560638692320925,1660.074375382022,0.4272217301446708,17.506046788626378,1753,1634,2019-01-01 00:00:00-06:00,2019-07-01 00:00:00-05:00
original,roll_6m_2019-04,3419,0.48870229673376303,1.8536101509418863,1670.8731525327357,0.4270254460368529,14.001385508270005,1769,1650,2019-04-01 00:00:00-05:00,2019-10-01 00:00:00-05:00
original,roll_6m_2019-07,3415,0.50854221437355,1.8974360154116685,1736.6716620856732,0.43250366032210835,15.501600819292662,1777,1638,2019-07-01 00:00:00-05:00,2020-01-01 00:00:00-06:00
original,roll_6m_2019-10,3319,0.4920244285526066,1.8605479155255944,1633.0290783661012,0.4275384151852968,15.501600819292776,1743,1576,2019-10-01 00:00:00-05:00,2020-04-01 00:00:00-05:00
original,roll_6m_2020-01,3284,0.4773967271390674,1.826920295109541,1567.7708519246974,0.4226552984165652,15.502728902216859,1706,1578,2020-01-01 00:00:00-06:00,2020-07-01 00:00:00-05:00
original,roll_6m_2020-04,3343,0.47877025657920036,1.8308353211656776,1600.5289677442668,0.4229733772061023,19.002055941270555,1745,1598,2020-04-01 00:00:00-05:00,2020-10-01 00:00:00-05:00
original,roll_6m_2020-07,3419,0.5123705807235412,1.9052962605021617,1751.7950154937876,0.4328751096811933,19.002055941269816,1780,1639,2020-07-01 00:00:00-05:00,2021-01-01 00:00:00-06:00
original,roll_6m_2020-10,3414,0.5515541555718758,1.9927433698669648,1883.0058871223841,0.4440538957234915,12.001183720666575,1742,1672,2020-10-01 00:00:00-05:00,2021-04-01 00:00:00-05:00
original,roll_6m_2021-01,3440,0.5497103999942773,1.9902984580654468,1891.003775980314,0.4444767441860465,14.500935987503567,1732,1708,2021-01-01 00:00:00-06:00,2021-07-01 00:00:00-05:00
original,roll_6m_2021-04,3592,0.534822440437286,1.9579013109738859,1921.0822060507312,0.44042316258351893,14.50093598750334,1828,1764,2021-04-01 00:00:00-05:00,2021-10-01 00:00:00-05:00
original,roll_6m_2021-07,3548,0.5178949240469232,1.918709507043044,1837.4911905184836,0.435456595264938,16.000715730344382,1848,1700,2021-07-01 00:00:00-05:00,2022-01-01 00:00:00-06:00
original,roll_6m_2021-10,3447,0.501441956958535,1.8818250343028886,1728.47042563607,0.43109950681752246,16.000715730343927,1768,1679,2021-10-01 00:00:00-05:00,2022-04-01 00:00:00-05:00
original,roll_6m_2022-01,3351,0.5165999143828445,1.9154523804840549,1731.1263130969116,0.43479558340793795,17.001717256868915,1674,1677,2022-01-01 00:00:00-06:00,2022-07-01 00:00:00-05:00
original,roll_6m_2022-04,3450,0.5206566627789391,1.9246132890811904,1796.2654865873399,0.4353623188405797,17.001717256869085,1732,1718,2022-04-01 00:00:00-05:00,2022-10-01 00:00:00-05:00
original,roll_6m_2022-07,3595,0.510742686515731,1.9027410814150092,1836.1199580240527,0.43282336578581365,21.62798601588952,1803,1792,2022-07-01 00:00:00-05:00,2023-01-01 00:00:00-06:00
original,roll_6m_2022-10,3424,0.5301726968349493,1.945263180402421,1815.3113139628663,0.4383761682242991,21.62798601588952,1718,1706,2022-10-01 00:00:00-05:00,2023-04-01 00:00:00-05:00
original,roll_6m_2023-01,3392,0.5425505760157242,1.9735570351461345,1840.3315538453367,0.4425117924528302,14.712571498118109,1680,1712,2023-01-01 00:00:00-06:00,2023-07-01 00:00:00-05:00
original,roll_6m_2023-04,3448,0.5498656032947318,1.9910308740094054,1895.936600160235,0.44518561484918795,17.50194999139717,1723,1725,2023-04-01 00:00:00-05:00,2023-10-01 00:00:00-05:00
original,roll_6m_2023-07,3430,0.5599641054811371,2.013924702606985,1920.6768818003002,0.4472303206997085,17.501949991396742,1762,1668,2023-07-01 00:00:00-05:00,2024-01-01 00:00:00-06:00
original,roll_6m_2023-10,3446,0.5530701897495441,1.9977957511957385,1905.8798738769292,0.4448636099825885,15.500765188372725,1758,1688,2023-10-01 00:00:00-05:00,2024-04-01 00:00:00-05:00
original,roll_6m_2024-01,3464,0.5274938076105009,1.9399190750618671,1827.238549562775,0.4376443418013857,15.500765188372498,1766,1698,2024-01-01 00:00:00-06:00,2024-07-01 00:00:00-05:00
original,roll_6m_2024-04,3489,0.5192666925901775,1.921414666683522,1811.7214904471293,0.4356549154485526,14.001621858592898,1807,1682,2024-04-01 00:00:00-05:00,2024-10-01 00:00:00-05:00
original,roll_6m_2024-07,3595,0.5493252403818698,1.9883650807670359,1974.8242391728218,0.4442280945757997,14.001621858593182,1848,1747,2024-07-01 00:00:00-05:00,2025-01-01 00:00:00-06:00
original,roll_6m_2024-10,3500,0.5531006479147793,1.9984520101544188,1935.8522677017274,0.44571428571428573,15.500964715419514,1796,1704,2024-10-01 00:00:00-05:00,2025-04-01 00:00:00-05:00
original,roll_6m_2025-01,3451,0.5335944869431659,1.9536533746024376,1841.4345744408656,0.4392929585627354,15.500964715419741,1748,1703,2025-01-01 00:00:00-06:00,2025-07-01 00:00:00-05:00
original,roll_6m_2025-04,3599,0.5084130479493011,1.8955718656539242,1829.7785595695345,0.4315087524312309,13.000615875560015,1829,1770,2025-04-01 00:00:00-05:00,2025-10-01 00:00:00-05:00
original,roll_6m_2025-07,3601,0.5053834936164268,1.8898933821722488,1819.8859605127527,0.43210219383504583,22.001035169434317,1861,1740,2025-07-01 00:00:00-05:00,2026-01-01 00:00:00-06:00
original,roll_6m_2025-10,3546,0.5645861849648413,2.024822434838657,2002.022611885327,0.44895657078398193,22.001035169433834,1785,1761,2025-10-01 00:00:00-05:00,2026-04-01 00:00:00-05:00
original,roll_6m_2026-01,3491,0.585864394007122,2.074021560184552,2045.2525994788627,0.45402463477513605,16.00045007070139,1786,1705,2026-01-01 00:00:00-06:00,2026-07-01 00:00:00-05:00
causal_a,roll_12m_2017-10,3991,0.039334250076802725,1.0560740399203916,156.98299205651966,0.2981708844901027,65.21891154784883,2161,1830,2017-10-01 00:00:00-05:00,2018-10-01 00:00:00-05:00
causal_a,roll_12m_2018-01,3854,0.01964307991850642,1.0277956019812717,75.70443000592374,0.2926829268292683,65.21891154784862,2064,1790,2018-01-01 00:00:00-06:00,2019-01-01 00:00:00-06:00
causal_a,roll_12m_2018-04,3903,0.03866199001665333,1.0551399095533318,150.89774703499796,0.2982321291314374,78.7383517427688,2047,1856,2018-04-01 00:00:00-05:00,2019-04-01 00:00:00-05:00
causal_a,roll_12m_2018-07,3874,0.00904841312987485,1.0127577476866958,35.05355246513517,0.29013939081053175,78.73835174276873,2052,1822,2018-07-01 00:00:00-05:00,2019-07-01 00:00:00-05:00
causal_a,roll_12m_2018-10,3813,0.008649802651201962,1.0121851419498042,32.98169750903308,0.2895357985837923,91.5295557951114,2006,1807,2018-10-01 00:00:00-05:00,2019-10-01 00:00:00-05:00
causal_a,roll_12m_2019-01,3936,0.03488574818452181,1.0496893056274075,137.31030485427783,0.2967479674796748,91.52955579511143,2093,1843,2019-01-01 00:00:00-06:00,2020-01-01 00:00:00-06:00
causal_a,roll_12m_2019-04,3781,0.04651061910946737,1.066531632368068,175.8566508528961,0.29992065591113465,91.52955579511145,2041,1740,2019-04-01 00:00:00-05:00,2020-04-01 00:00:00-05:00
causal_a,roll_12m_2019-07,3776,0.035955626943182065,1.051191013867123,135.76844733745548,0.2966101694915254,112.68247692787445,2028,1748,2019-07-01 00:00:00-05:00,2020-07-01 00:00:00-05:00
causal_a,roll_12m_2019-10,3813,0.023896548903817583,1.0338653020287534,91.11754097025644,0.2929451875163913,137.39639223194422,2068,1745,2019-10-01 00:00:00-05:00,2020-10-01 00:00:00-05:00
causal_a,roll_12m_2020-01,3786,-0.016529931626372573,0.9769541694015197,-62.582321137446556,0.28182778658214475,199.76260474352165,2055,1731,2020-01-01 00:00:00-06:00,2021-01-01 00:00:00-06:00
causal_a,roll_12m_2020-04,3896,-0.05170699291965145,0.928905265387169,-201.45044441496205,0.2718172484599589,206.7361053172993,2105,1791,2020-04-01 00:00:00-05:00,2021-04-01 00:00:00-05:00
causal_a,roll_12m_2020-07,3953,-0.04368928822020642,0.9397292113591338,-172.703756334476,0.27396913736402734,234.61847360275408,2147,1806,2020-07-01 00:00:00-05:00,2021-07-01 00:00:00-05:00
causal_a,roll_12m_2020-10,3980,-0.03421128374348139,0.9526214423977702,-136.16090929905593,0.27688442211055275,179.03788964670312,2158,1822,2020-10-01 00:00:00-05:00,2021-10-01 00:00:00-05:00
