time,open,high,low,close,GLD_armed_long,GLD_armed_short,GLD_evidence_threshold_long,GLD_evidence_threshold_short,GLD_decide_e_long,GLD_decide_e_short,GLD_p4_keep_long,GLD_p4_keep_short,GLD_h1_keep_long,GLD_h1_keep_short,GLD_gate_open,GLD_not_in_cooldown,GLD_take_long,GLD_take_short,GLD_bar_time_utc_ms,GLD_htf_warmup_ready,GLD_arm_total_long,GLD_arm_total_short,GLD_arm_total_long_prov,GLD_arm_total_short_prov,GLD_pass_reason_code
1782880800000,30439.75,30457.0,30438.0,30455.0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1782880800000,1,5.0,6.0,1,2,0
1782880860000,30456.5,30459.0,30454.5,30455.5,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1782880860000,1,3.0,6.0,1,2,0
1782880920000,30455.75,30460.75,30455.25,30459.25,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1782880920000,1,4.0,6.0,1,2,0
1782880980000,30458.0,30460.5,30456.5,30457.5,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1782880980000,1,2.0,6.0,1,2,0
1782881040000,30457.5,30457.5,30451.25,30451.25,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1782881040000,1,4.0,6.0,1,2,0
1782881100000,30454.25,30466.0,30454.25,30466.0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1782881100000,1,5.0,6.0,1,2,0
1782881160000,30463.75,30467.75,30462.75,30463.75,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1782881160000,1,3.0,6.0,1,2,0
1782881220000,30463.25,30467.5,30462.0,30463.5,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1782881220000,1,3.0,6.0,1,2,0
1782881280000,30464.75,30469.75,30464.75,30468.5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1782881280000,1,3.0,6.0,2,2,0
1782881340000,30467.5,30468.0,30463.75,30466.25,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1782881340000,1,3.0,6.0,1,2,0
1782881400000,30467.0,30469.0,30464.0,30468.0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1782881400000,1,3.0,6.0,1,2,0
1782881460000,30467.75,30474.5,30465.25,30471.75,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1782881460000,1,4.0,6.0,1,2,0
1782881520000,30471.0,30471.0,30465.5,30466.5,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1782881520000,1,4.0,6.0,1,2,0
1782881580000,30467.5,30470.0,30466.0,30468.5,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1782881580000,1,2.0,6.0,1,2,0
1782881640000,30469.5,30470.75,30467.75,30470.75,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1782881640000,1,4.0,6.0,1,2,0
1782881700000,30470.0,30472.75,30465.0,30465.5,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1782881700000,1,3.0,6.0,1,2,0
1782881760000,30463.0,30463.0,30456.75,30459.5,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1782881760000,1,4.0,6.0,1,2,0
1782881820000,30459.25,30459.25,30449.5,30449.5,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1782881820000,1,4.0,6.0,1,2,0
1782881880000,30448.25,30451.75,30446.0,30451.75,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1782881880000,1,4.0,6.0,1,2,0
