time,open,high,low,close,GLD_armed_long,GLD_armed_short,GLD_evidence_threshold_long,GLD_evidence_threshold_short,GLD_decide_e_long,GLD_decide_e_short,GLD_p4_keep_long,GLD_p4_keep_short,GLD_h1_keep_long,GLD_h1_keep_short,GLD_gate_open,GLD_not_in_cooldown,GLD_take_long,GLD_take_short,GLD_bar_time_utc_ms,GLD_htf_warmup_ready,GLD_arm_total_long,GLD_arm_total_short,GLD_arm_total_long_prov,GLD_arm_total_short_prov,GLD_pass_reason_code
1787933940000,29494.25,29519.25,29492.75,29510.25,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787933940000,1,3.0,4.0,2,1,0
1787934000000,29511.25,29523.75,29492.75,29497.0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1787934000000,1,3.0,3.0,2,1,0
1787934060000,29496.75,29506.5,29478.0,29504.5,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787934060000,1,3.0,4.0,2,1,0
1787934120000,29504.75,29505.25,29487.0,29493.75,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787934120000,1,3.0,4.0,2,1,0
1787934180000,29494.5,29498.0,29482.5,29490.0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1787934180000,1,3.0,3.0,2,1,0
1787934240000,29490.75,29494.5,29464.5,29486.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787934240000,1,3.0,5.0,2,1,0
1787934300000,29485.5,29495.75,29476.75,29493.75,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787934300000,1,3.0,4.0,2,1,0
1787934360000,29494.0,29504.5,29483.75,29488.5,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787934360000,1,3.0,5.0,2,1,0
1787934420000,29489.0,29499.0,29484.5,29497.5,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787934420000,1,3.0,4.0,2,1,0
1787934480000,29497.75,29503.75,29487.25,29487.75,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787934480000,1,3.0,6.0,2,1,0
1787934540000,29488.5,29495.0,29482.75,29489.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787934540000,1,3.0,4.0,2,1,0
1787934600000,29488.5,29508.75,29485.25,29500.75,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787934600000,1,3.0,4.0,2,1,0
1787934660000,29500.75,29513.25,29493.25,29505.25,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787934660000,1,3.0,4.0,2,1,0
1787934720000,29505.0,29526.0,29500.5,29517.5,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787934720000,1,3.0,5.0,2,1,0
1787934780000,29519.0,29522.0,29502.5,29509.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787934780000,1,3.0,5.0,2,1,0
1787934840000,29509.25,29510.25,29476.0,29476.75,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1787934840000,1,3.0,5.0,2,2,0
1787934900000,29476.75,29512.0,29475.75,29510.75,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787934900000,1,7.0,5.0,1,2,0
1787934960000,29510.5,29518.75,29504.75,29511.5,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787934960000,1,5.0,5.0,1,2,0
1787935020000,29512.0,29526.25,29502.75,29521.5,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787935020000,1,6.0,5.0,1,2,0
1787935080000,29521.25,29529.25,29515.0,29521.0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1787935080000,1,3.0,5.0,1,2,0
1787935140000,29520.75,29522.5,29494.0,29512.0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1787935140000,1,4.0,5.0,1,2,0
1787935200000,29511.5,29512.25,29485.0,29492.5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1787935200000,1,4.0,5.0,2,2,0
1787935260000,29492.5,29499.75,29478.0,29485.75,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1787935260000,1,4.0,5.0,2,2,0
1787935320000,29486.0,29496.5,29480.0,29487.0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1787935320000,1,4.0,5.0,2,2,0
1787935380000,29487.25,29488.0,29475.0,29482.5,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1787935380000,1,4.0,5.0,2,2,0
1787935440000,29482.0,29484.75,29477.0,29483.75,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1787935440000,1,4.0,5.0,2,2,0
1787935500000,29483.5,29527.25,29483.0,29525.5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1787935500000,1,4.0,5.0,2,2,0
1787935560000,29524.75,29537.0,29518.5,29524.75,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1787935560000,1,4.0,5.0,2,2,0
1787935620000,29524.0,29539.0,29522.0,29533.25,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1787935620000,1,4.0,5.0,2,2,0
1787935680000,29534.25,29541.5,29526.25,29538.75,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1787935680000,1,4.0,5.0,2,2,0
1787935740000,29539.25,29545.5,29528.25,29537.5,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1787935740000,1,4.0,5.0,2,2,0
1787935800000,29536.5,29538.75,29518.25,29523.5,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787935800000,1,4.0,7.0,2,1,0
1787935860000,29524.0,29542.0,29521.0,29537.75,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787935860000,1,4.0,4.0,2,1,0
1787935920000,29539.0,29549.0,29531.5,29548.75,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1787935920000,1,4.0,4.0,2,2,0
1787935980000,29547.5,29548.75,29521.25,29523.25,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787935980000,1,4.0,6.0,2,1,0
1787936040000,29523.25,29535.5,29507.5,29513.0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787936040000,1,4.0,6.0,2,1,0
1787936100000,29513.0,29516.5,29505.75,29513.75,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1787936100000,1,4.0,3.0,2,1,0
1787936160000,29514.5,29515.75,29499.75,29506.25,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787936160000,1,4.0,5.0,2,1,0
1787936220000,29506.25,29518.0,29504.0,29517.25,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1787936220000,1,4.0,3.0,2,1,0
1787936280000,29517.25,29524.0,29510.0,29515.0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1787936280000,1,4.0,3.0,2,1,0
1787936340000,29514.25,29516.0,29501.25,29501.25,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787936340000,1,4.0,6.0,2,1,0
1787936400000,29502.0,29503.0,29451.75,29456.75,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1787936400000,1,4.0,6.0,2,2,0
1787936460000,29458.0,29463.25,29450.0,29455.5,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1787936460000,1,4.0,3.0,2,1,0
1787936520000,29455.25,29472.25,29446.0,29468.5,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1787936520000,1,4.0,4.0,2,1,0
