model,dimension,bucket,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses
Retest,direction,Long,657,275,379,41.856925418569254,-0.019392152160746513,-12.740643969610458,0.9615093694386214,43.321454321280996,2.0,-1.0,8,12
Retest,direction,Short,612,242,369,39.54248366013072,-0.021294949265460363,-13.032508950461741,0.9598300271773559,44.607824460986905,2.0,-1.0,7,10
Retest,month,2021-01,27,15,12,55.55555555555556,0.3202453798662442,8.646625256388592,1.7445917047372776,3.6125726372945235,2.0,-1.0,4,4
Retest,month,2021-02,28,16,12,57.142857142857146,0.2671405012775705,7.479934035771974,1.698241570925804,4.934177939665425,2.0,-1.0,6,3
Retest,month,2021-03,33,16,17,48.484848484848484,0.20045104244361403,6.614884400639263,1.4354847261914208,7.862286908794479,2.0,-1.0,4,6
Retest,month,2021-04,39,14,24,35.8974358974359,-0.0023495419224918157,-0.09163213497718081,0.995834178257809,10.522522647144362,2.0,-1.0,2,7
Retest,month,2021-05,31,18,13,58.064516129032256,0.4108529138722462,12.736440330039633,2.136862241790502,7.288154839468483,2.0,-1.0,7,8
Retest,month,2021-06,34,11,23,32.35294117647059,-0.24209581156603904,-8.231257593245328,0.5756318489261092,10.663390657912883,2.0,-1.0,2,6
Retest,month,2021-07,32,13,19,40.625,-0.015922950724860274,-0.5095344231955288,0.9650220337648394,6.318589931354108,2.0,-1.0,3,6
Retest,month,2021-08,40,18,22,45.0,0.24662032489119454,9.864812995647782,1.5650037564725638,4.0610889733267985,2.0,-1.0,5,3
Retest,month,2021-09,46,21,25,45.65217391304348,0.04177605148391108,1.9216983682599098,1.090288122624013,7.274840732575436,2.0,-1.0,3,3
Retest,month,2021-10,31,9,22,29.032258064516128,-0.30370091480750727,-9.414728359032726,0.5387524336043649,11.541128184418872,2.0,-1.0,2,8
Retest,month,2021-11,37,13,24,35.13513513513514,-0.1389897883779388,-5.142622169983735,0.769723433351398,10.742718090547218,2.0,-1.0,4,6
