model,dimension,bucket,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses
Retest,month,2021-12,40,12,28,30.0,-0.25226073148579464,-10.090429259431787,0.6055925545136219,12.051374706307625,2.0,-1.0,3,6
Retest,month,2022-01,30,11,19,36.666666666666664,-0.24134057710270787,-7.240217313081236,0.6017598107847751,9.403741797870396,2.0,-1.0,3,6
Retest,month,2022-02,35,13,22,37.142857142857146,0.05693190177796302,1.9926165622287058,1.1360159702178263,5.999947370478299,2.0,-1.0,3,5
Retest,month,2022-03,30,14,16,46.666666666666664,0.16615402512816804,4.984620753845041,1.3298377471788663,5.739885891829054,2.0,-1.0,2,5
Retest,month,2022-04,43,10,33,23.25581395348837,-0.4264392494813038,-18.336887727696062,0.386185785660448,18.336887727696062,2.0,-1.0,1,8
Retest,month,2022-05,26,11,15,42.30769230769231,-0.0749063747690329,-1.9475657439948555,0.8575930688866923,3.839613465020255,2.0,-1.0,2,3
Retest,month,2022-06,28,12,16,42.857142857142854,-0.008332841562186158,-0.23331956374121243,0.9838730453146831,7.6878439907656455,2.0,-1.0,3,6
Retest,month,2022-07,41,16,25,39.02439024390244,-0.12286292630250234,-5.037379978402596,0.7962006716330526,10.75442535204062,2.0,-1.0,2,5
Retest,month,2022-08,36,17,19,47.22222222222222,0.21056169906605257,7.580221166377893,1.5319913298461303,5.106133812436264,2.0,-1.0,4,7
Retest,month,2022-09,33,12,21,36.36363636363637,-0.16550837755659437,-5.461776459367614,0.7085873148157854,12.12419904157543,2.0,-1.0,3,6
Retest,month,2022-10,39,13,26,33.333333333333336,-0.3581619480755195,-13.968315974945261,0.352856046847081,15.91831559878641,2.0,-1.0,2,5
Retest,month,2022-11,33,16,17,48.484848484848484,0.1180667451630972,3.8962025903822077,1.2650424067038657,3.6613753388640173,2.0,-1.0,3,4
Retest,month,2022-12,33,11,21,33.333333333333336,-0.14101102107567365,-4.65336369549723,0.720692916871824,7.2540665168956595,2.0,-1.0,2,4
Retest,month,2023-01,38,16,22,42.10526315789474,0.015200193895729072,0.5776073680377047,1.0306360578069917,4.0,2.0,-1.0,3,4
Retest,month,2023-02,29,13,16,44.827586206896555,0.034428740554278456,0.9984334760740752,1.0731843993443066,6.899142272694265,2.0,-1.0,4,5
Retest,month,2023-03,46,20,26,43.47826086956522,0.19455482984870237,8.94952217304031,1.3840679593429355,8.103777420856943,2.0,-1.0,4,6
Retest,month,2023-04,23,9,14,39.130434782608695,-0.10483638281603903,-2.411236804768898,0.8128604901039785,5.659595332061026,2.0,-1.0,2,4
Retest,month,2023-05,37,21,16,56.75675675675676,0.37856714629824334,14.006984413035003,2.1203206384008113,2.820401766922114,2.0,-1.0,6,3
Retest,month,2023-06,32,16,16,50.0,0.08047508590575857,2.575202748984274,1.184748677021841,4.969682298068345,2.0,-1.0,4,3
Retest,month,2023-07,34,12,22,35.294117647058826,-0.09552321019377893,-3.2477891465884836,0.8355647398299506,6.646270482593794,2.0,-1.0,2,5
Retest,month,2023-08,57,20,36,35.08771929824562,-0.2569192064817058,-14.64439476945723,0.5494215096969197,19.286592323143104,2.0,-1.0,5,5
Retest,month,2023-09,36,12,23,33.333333333333336,-0.04234716343036336,-1.5244978834930811,0.9192089283403296,8.782012068181851,2.0,-1.0,2,5
Retest,month,2023-10,42,16,26,38.095238095238095,-0.10565333562826572,-4.43744009638716,0.8111652723431895,11.236469034402802,2.0,-1.0,8,7
Retest,month,2023-11,39,14,25,35.8974358974359,-0.20630973116849333,-8.04607951557124,0.6487111537349809,12.470792144971266,2.0,-1.0,3,6
Retest,month,2023-12,31,16,15,51.61290322580645,0.1958551307752865,6.071509054033881,1.420849410594332,3.747391484098052,2.0,-1.0,4,3
Retest,quarter,2021Q1,88,47,41,53.40909090909091,0.258425496509089,22.741443692799834,1.606199126944318,7.862286908794481,2.0,-1.0,8,6
Retest,quarter,2021Q2,104,43,60,41.34615384615385,0.04243798655593386,4.413550601817121,1.083914464329519,13.330233165656889,2.0,-1.0,7,8
Retest,quarter,2021Q3,118,52,66,44.067796610169495,0.09556760119247593,11.27697694071216,1.2115315275092267,7.274840732575436,2.0,-1.0,5,6
Retest,quarter,2021Q4,108,34,74,31.48148148148148,-0.22822018322637264,-24.647779788448243,0.6392704412798131,28.73512506071023,2.0,-1.0,4,9
Retest,quarter,2022Q1,95,38,57,40.0,-0.002768210494815698,-0.2629799970074913,0.9945147068861742,11.679228014745217,2.0,-1.0,3,6
Retest,quarter,2022Q2,97,33,64,34.02061855670103,-0.21152343335497048,-20.517773035432135,0.6463514714353941,23.290988279433847,2.0,-1.0,3,8
Retest,quarter,2022Q3,110,45,65,40.90909090909091,-0.026535775194475607,-2.918935271392317,0.9494193471281749,13.482498315995274,2.0,-1.0,4,7
Retest,quarter,2022Q4,105,40,64,38.095238095238095,-0.14024263885771698,-14.725477080060283,0.7218734583569194,18.05600834012165,2.0,-1.0,3,5
Retest,quarter,2023Q1,113,49,64,43.36283185840708,0.0931465753730273,10.525563017152084,1.1886353211682041,8.103777420856943,2.0,-1.0,4,6
Retest,quarter,2023Q2,92,46,46,50.0,0.1540320691005476,14.170950357250378,1.3603427445705205,7.371748152696423,2.0,-1.0,6,4
Retest,quarter,2023Q3,127,44,81,34.645669291338585,-0.15288725826408495,-19.41668179953879,0.7269951895188586,28.297079283441036,2.0,-1.0,5,5
Retest,quarter,2023Q4,112,46,66,41.07142857142857,-0.0572500942671832,-6.412010557924519,0.894591865207756,13.80661520074304,2.0,-1.0,8,7
Retest,score_band,70-74,1,1,0,100.0,1.1623947596020097,1.1623947596020097,99.9,0.0,1.1623947596020097,1.1623947596020097,1,0
Retest,score_band,75-79,567,241,323,42.504409171075835,0.030246552643431027,17.149795348825393,1.0629378703811458,27.348543812893784,2.0,-1.0,7,10
Retest,score_band,85-89,79,33,46,41.77215189873418,-0.021729525883815486,-1.7166325448214232,0.956469036504207,10.46838677299823,2.0,-1.0,4,10
Retest,score_band,90-94,495,187,307,37.77777777777778,-0.08131461261494236,-40.250733244396464,0.8597611063361563,59.58070055162017,2.0,-1.0,5,8
Retest,score_band,95+,127,55,72,43.30708661417323,-0.016676986136076533,-2.1179772392817195,0.9625153675113272,12.840325383481474,2.0,-1.0,4,11
Retest,session,After-hours,5,4,1,80.0,0.40147691606716024,2.0073845803358012,6.158290375803043,0.38915695590775884,2.0,-0.38915695590775884,3,1
Retest,session,Afternoon,158,70,88,44.30379746835443,0.05093810819146329,8.0482210942512,1.1210236547518089,8.263899214885402,2.0,-1.0,5,5
Retest,session,Midday,201,74,126,36.81592039800995,-0.11243477039957016,-22.599388850313602,0.7845624991136869,32.74890867541096,2.0,-1.0,6,12
Retest,session,Morning,101,54,47,53.46534653465346,0.20360479476684715,20.564084271451563,1.5333228269092962,5.9671092935143,2.0,-1.0,6,4
Retest,session,Opening,65,31,34,47.69230769230769,0.04024348883218584,2.6158267740920795,1.0912505821400924,5.979548451760883,2.0,-1.0,6,5
Retest,session,Overnight,447,175,272,39.14988814317673,-0.07394682337348207,-33.05423004794649,0.8654109597936985,53.939018251554636,2.0,-1.0,6,15
Retest,session,Premarket,292,109,180,37.32876712328767,-0.011489899801173806,-3.355050741942751,0.9803604692524712,34.88579045412187,2.0,-1.0,5,10
Retest,HTF_regime,Bear,587,232,352,39.522998296422486,-0.032195939106794455,-18.899016255688345,0.937667786185389,51.391636462007654,2.0,-1.0,10,8
Retest,HTF_regime,Bull,650,271,378,41.69230769230769,-0.011027149795016225,-7.167647366760546,0.9786671708744408,44.89605710264934,2.0,-1.0,6,15
Retest,HTF_regime,Neutral,32,14,18,43.75,0.009172209449271648,0.29351070237669274,1.01806126343007,4.099827603207687,2.0,-1.0,3,5
