segment,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
L,1015,0.5615763546798029,0.4554212269586161,462.2525453629953,2.14413467066941,12.040065420169213,38.392859941495125
S,943,0.5090137857900318,0.5714094373300368,538.8390994022247,2.257392935006432,13.097339872515022,41.14110992362558
RL,158,0.7531645569620253,1.0133859801085308,160.11498485714787,6.165577543934358,2.860547939290875,55.9735366283846
RS,159,0.6855345911949685,0.8284374342987427,131.7215520535001,4.247099941049648,4.951247216300118,26.603711408280414
continuation,1958,0.5362614913176711,0.5112827603499591,1001.09164476522,2.202431438067414,13.199057984822957,75.84568882994023
reversal,317,0.7192429022082019,0.92061999025441,291.83653691064796,5.078068711677058,4.573251411503094,63.813796935937496
ALL,2275,0.5617582417582417,0.5683200798575244,1292.928181675868,2.430042753194928,15.563767849085934,83.07295471204309
