N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD,bucket,wrong_direction_rate
759,0.4189723320158103,-0.016081297852059473,-12.20570506971314,0.9700220739044558,37.374512047194905,-0.3265783123616519,bottom_20,0.3188405797101449
2273,0.49362076550813905,0.29120429694583155,661.9073669578752,1.630557884513147,15.203344174038364,43.53695867045922,middle_20_80,0.19181698196216454
759,0.616600790513834,0.8482295473018964,643.8062264021394,3.465438763792813,11.137283834190669,57.80639480747542,top_20,0.08168642951251646
380,0.6368421052631579,0.9298270660193012,353.3342850873345,3.824396483293832,12.083155816084997,29.24188767118097,top_10,0.06842105263157895
