candidate_id,direction,timestamp,bar_index,event,state_before,state_after,open,high,low,close,atr,setup_score,same_bar_setup_bos,bos_level,bos_condition,retest_level,tolerance,band_lower,band_upper,touch_condition,invalid_condition,opposite_bos,directional_candle,close_beyond_bos_level,confirmed,failed_conditions,risk_points
9,Short,2026-06-30 07:00:00-05:00,5892,SETUP_ACCEPTED,IDLE,SHORT_WAIT_BOS,29821.25,29825.0,29776.25,29785.0,23.87625817009704,90.0,,,,,,,,,,,,,,,
9,Short,2026-06-30 07:00:00-05:00,5892,BOS_ACCEPTED,SHORT_WAIT_BOS,SHORT_WAIT_RETEST,29821.25,29825.0,29776.25,29785.0,23.87625817009704,,True,29796.5,bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=29785.0; level=29796.5,,,,,,,,,,,,
9,Short,2026-06-30 07:05:00-05:00,5893,RETEST_EVALUATION,SHORT_WAIT_RETEST,SHORT_WAIT_RETEST,29784.0,29792.75,29772.0,29782.5,23.652954015090106,,,,,29796.5,2.3652954015090106,29794.13470459849,29798.86529540151,False,False,False,,,,,
9,Short,2026-06-30 07:10:00-05:00,5894,RETEST_EVALUATION,SHORT_WAIT_RETEST,SHORT_WAIT_RETEST,29782.75,29806.75,29766.0,29772.25,24.874171585440813,,,,,29796.5,2.4874171585440816,29794.012582841457,29798.987417158543,True,False,False,,,,,
9,Short,2026-06-30 07:10:00-05:00,5894,RETEST_ACCEPTED,SHORT_WAIT_RETEST,SHORT_WAIT_CONFIRM,29782.75,29806.75,29766.0,29772.25,24.874171585440813,,,,,29796.5,2.4874171585440816,,,,,,,,,,
9,Short,2026-06-30 07:15:00-05:00,5895,CONFIRM_EVALUATION,SHORT_WAIT_CONFIRM,SHORT_WAIT_CONFIRM,29772.75,29778.25,29761.0,29766.25,24.329587900766466,,,29796.5,,,,,,,False,False,True,True,True,[],
9,Short,2026-06-30 07:15:00-05:00,5895,CONFIRM_ENTRY,SHORT_WAIT_CONFIRM,IDLE,29772.75,29778.25,29761.0,29766.25,24.329587900766466,,,,,,,,,,,,,,,,36.4943818511497
12,Long,2026-06-30 10:50:00-05:00,5938,SETUP_ACCEPTED,IDLE,LONG_WAIT_BOS,30114.5,30152.75,30112.0,30149.75,45.71005144602033,75.0,,,,,,,,,,,,,,,
12,Long,2026-06-30 10:50:00-05:00,5938,BOS_ACCEPTED,LONG_WAIT_BOS,LONG_WAIT_RETEST,30114.5,30152.75,30112.0,30149.75,45.71005144602033,,True,30124.75,bullBreakEvent=true; Close-mode close > activeStrHigh[1]; close=30149.75; level=30124.75,,,,,,,,,,,,
12,Long,2026-06-30 10:55:00-05:00,5939,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,30149.5,30164.25,30141.5,30142.0,44.070047771304594,,,,,30124.75,4.407004777130459,30120.34299522287,30129.15700477713,False,False,False,,,,,
12,Long,2026-06-30 11:00:00-05:00,5940,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,30142.75,30170.0,30134.75,30165.75,43.44004435906855,,,,,30124.75,4.3440044359068555,30120.40599556409,30129.09400443591,False,False,False,,,,,
