candidate_id,direction,timestamp,bar_index,event,state_before,state_after,open,high,low,close,atr,setup_score,same_bar_setup_bos,bos_level,bos_condition,retest_level,tolerance,band_lower,band_upper,touch_condition,invalid_condition,opposite_bos,directional_candle,close_beyond_bos_level,confirmed,failed_conditions,risk_points
12,Long,2026-06-30 11:05:00-05:00,5941,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,30165.75,30178.25,30162.0,30166.25,41.49789833342079,,,,,30124.75,4.149789833342079,30120.600210166656,30128.899789833344,False,False,False,,,,,
12,Long,2026-06-30 11:10:00-05:00,5942,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,30166.0,30171.75,30156.5,30170.0,39.623048452462164,,,,,30124.75,3.9623048452462166,30120.787695154755,30128.712304845245,False,False,False,,,,,
12,Long,2026-06-30 11:15:00-05:00,5943,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,30170.0,30190.5,30164.5,30183.75,38.64997356300058,,,,,30124.75,3.864997356300058,30120.8850026437,30128.6149973563,False,False,False,,,,,
12,Long,2026-06-30 11:20:00-05:00,5944,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,30183.0,30186.5,30169.0,30179.75,37.1392611656434,,,,,30124.75,3.71392611656434,30121.036073883435,30128.463926116565,False,False,False,,,,,
12,Long,2026-06-30 11:25:00-05:00,5945,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,30178.75,30191.25,30169.0,30176.5,36.07574251095458,,,,,30124.75,3.6075742510954587,30121.142425748905,30128.357574251095,False,False,False,,,,,
12,Long,2026-06-30 11:30:00-05:00,5946,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,30177.25,30184.0,30159.75,30168.0,35.231046617314966,,,,,30124.75,3.5231046617314967,30121.22689533827,30128.27310466173,False,False,False,,,,,
12,Long,2026-06-30 11:35:00-05:00,5947,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,30168.25,30182.75,30167.25,30182.25,33.82168614464961,,,,,30124.75,3.382168614464961,30121.367831385534,30128.132168614466,False,False,False,,,,,
13,Long,2026-06-30 15:15:00-05:00,5991,SETUP_ACCEPTED,IDLE,LONG_WAIT_BOS,30187.75,30195.5,30177.75,30185.25,27.635593559180304,85.0,,,,,,,,,,,,,,,
13,Long,2026-06-30 15:35:00-05:00,5995,OPPOSITE_BOS_INVALIDATION,LONG_WAIT_BOS,IDLE,30182.75,30184.25,30174.0,30178.25,23.181524303512823,,,,,,,,,,,,,,,,
14,Short,2026-06-30 18:05:00-05:00,6013,SETUP_ACCEPTED,IDLE,SHORT_WAIT_BOS,30201.75,30222.5,30197.5,30217.5,17.230118518405796,75.0,,,,,,,,,,,,,,,
14,Short,2026-06-30 18:30:00-05:00,6018,OPPOSITE_BOS_INVALIDATION,SHORT_WAIT_BOS,IDLE,30207.5,30225.75,30204.25,30223.5,17.006037095879773,,,,,,,,,,,,,,,,
15,Short,2026-06-30 20:05:00-05:00,6037,SETUP_ACCEPTED,IDLE,SHORT_WAIT_BOS,30192.0,30200.75,30178.5,30183.75,18.97396925807008,75.0,,,,,,,,,,,,,,,
15,Short,2026-06-30 20:05:00-05:00,6037,BOS_ACCEPTED,SHORT_WAIT_BOS,SHORT_WAIT_RETEST,30192.0,30200.75,30178.5,30183.75,18.97396925807008,,True,30189.25,bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=30183.75; level=30189.25,,,,,,,,,,,,
15,Short,2026-06-30 20:10:00-05:00,6038,RETEST_EVALUATION,SHORT_WAIT_RETEST,SHORT_WAIT_RETEST,30184.0,30184.25,30154.0,30179.5,19.77940002535079,,,,,30189.25,1.977940002535079,30187.272059997464,30191.227940002536,False,False,False,,,,,
15,Short,2026-06-30 20:15:00-05:00,6039,RETEST_EVALUATION,SHORT_WAIT_RETEST,SHORT_WAIT_RETEST,30182.25,30189.0,30149.0,30167.0,21.223728594968588,,,,,30189.25,2.122372859496859,30187.127627140504,30191.372372859496,True,False,False,,,,,
15,Short,2026-06-30 20:15:00-05:00,6039,RETEST_ACCEPTED,SHORT_WAIT_RETEST,SHORT_WAIT_CONFIRM,30182.25,30189.0,30149.0,30167.0,21.223728594968588,,,,,30189.25,2.122372859496859,,,,,,,,,,
15,Short,2026-06-30 20:20:00-05:00,6040,CONFIRM_EVALUATION,SHORT_WAIT_CONFIRM,SHORT_WAIT_CONFIRM,30165.75,30180.25,30158.25,30168.0,21.27917655247083,,,30189.25,,,,,,,False,False,False,True,False,['bearish_candle=false'],
15,Short,2026-06-30 20:25:00-05:00,6041,CONFIRM_EVALUATION,SHORT_WAIT_CONFIRM,SHORT_WAIT_CONFIRM,30167.25,30177.5,30160.75,30168.25,20.95566394158006,,,30189.25,,,,,,,False,False,False,True,False,['bearish_candle=false'],
15,Short,2026-06-30 20:30:00-05:00,6042,CONFIRM_EVALUATION,SHORT_WAIT_CONFIRM,SHORT_WAIT_CONFIRM,30168.75,30186.25,30153.0,30158.5,21.83383080289577,,,30189.25,,,,,,,False,False,True,True,True,[],
15,Short,2026-06-30 20:30:00-05:00,6042,CONFIRM_ENTRY,SHORT_WAIT_CONFIRM,IDLE,30168.75,30186.25,30153.0,30158.5,21.83383080289577,,,,,,,,,,,,,,,,32.750746204343656
23,Short,2026-07-02 05:00:00-05:00,6420,SETUP_ACCEPTED,IDLE,SHORT_WAIT_BOS,29641.75,29642.0,29602.25,29609.25,33.04865922440129,90.0,,,,,,,,,,,,,,,
23,Short,2026-07-02 05:00:00-05:00,6420,BOS_ACCEPTED,SHORT_WAIT_BOS,SHORT_WAIT_RETEST,29641.75,29642.0,29602.25,29609.25,33.04865922440129,,True,29625.75,bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=29609.25; level=29625.75,,,,,,,,,,,,
23,Short,2026-07-02 05:05:00-05:00,6421,RETEST_EVALUATION,SHORT_WAIT_RETEST,SHORT_WAIT_RETEST,29609.0,29639.0,29606.25,29623.75,33.02732642265834,,,,,29625.75,3.302732642265834,29622.447267357733,29629.052732642267,True,False,False,,,,,
23,Short,2026-07-02 05:05:00-05:00,6421,RETEST_ACCEPTED,SHORT_WAIT_RETEST,SHORT_WAIT_CONFIRM,29609.0,29639.0,29606.25,29623.75,33.02732642265834,,,,,29625.75,3.302732642265834,,,,,,,,,,
23,Short,2026-07-02 05:10:00-05:00,6422,CONFIRM_EVALUATION,SHORT_WAIT_CONFIRM,SHORT_WAIT_CONFIRM,29622.0,29631.75,29614.0,29616.75,31.936088821039885,,,29625.75,,,,,,,False,False,True,True,True,[],
23,Short,2026-07-02 05:10:00-05:00,6422,CONFIRM_ENTRY,SHORT_WAIT_CONFIRM,IDLE,29622.0,29631.75,29614.0,29616.75,31.936088821039885,,,,,,,,,,,,,,,,47.904133231559825
24,Short,2026-07-02 06:00:00-05:00,6432,SETUP_ACCEPTED,IDLE,SHORT_WAIT_BOS,29687.5,29703.75,29660.75,29663.5,30.189931512339278,90.0,,,,,,,,,,,,,,,
24,Short,2026-07-02 06:35:00-05:00,6439,OPPOSITE_BOS_INVALIDATION,SHORT_WAIT_BOS,IDLE,29675.75,29719.0,29675.0,29718.5,29.924486977786614,,,,,,,,,,,,,,,,
25,Short,2026-07-02 12:35:00-05:00,6511,SETUP_ACCEPTED,IDLE,SHORT_WAIT_BOS,29109.5,29120.25,29055.0,29062.5,66.07422831808631,75.0,,,,,,,,,,,,,,,
25,Short,2026-07-02 12:35:00-05:00,6511,BOS_ACCEPTED,SHORT_WAIT_BOS,SHORT_WAIT_RETEST,29109.5,29120.25,29055.0,29062.5,66.07422831808631,,True,29069.75,bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=29062.5; level=29069.75,,,,,,,,,,,,
25,Short,2026-07-02 12:40:00-05:00,6512,RETEST_EVALUATION,SHORT_WAIT_RETEST,SHORT_WAIT_RETEST,29061.75,29100.75,29038.0,29087.0,65.83678343822301,,,,,29069.75,6.583678343822301,29063.16632165618,29076.33367834382,True,True,False,,,,,
26,Long,2026-07-02 14:50:00-05:00,6538,SETUP_ACCEPTED,IDLE,LONG_WAIT_BOS,29133.5,29217.25,29133.5,29215.75,56.80804115888486,75.0,,,,,,,,,,,,,,,
26,Long,2026-07-02 14:50:00-05:00,6538,BOS_ACCEPTED,LONG_WAIT_BOS,LONG_WAIT_RETEST,29133.5,29217.25,29133.5,29215.75,56.80804115888486,,True,29210.25,bullBreakEvent=true; Close-mode close > activeStrHigh[1]; close=29215.75; level=29210.25,,,,,,,,,,,,
26,Long,2026-07-02 14:55:00-05:00,6539,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29215.5,29270.25,29190.75,29220.5,58.42889536182166,,,,,29210.25,5.842889536182167,29204.407110463817,29216.092889536183,True,False,False,,,,,
26,Long,2026-07-02 14:55:00-05:00,6539,RETEST_ACCEPTED,LONG_WAIT_RETEST,LONG_WAIT_CONFIRM,29215.5,29270.25,29190.75,29220.5,58.42889536182166,,,,,29210.25,5.842889536182167,,,,,,,,,,
26,Long,2026-07-02 15:00:00-05:00,6540,CONFIRM_EVALUATION,LONG_WAIT_CONFIRM,LONG_WAIT_CONFIRM,29220.25,29235.25,29207.0,29215.25,56.273259978834396,,,29210.25,,,,,,,False,False,False,True,False,['bullish_candle=false'],
26,Long,2026-07-02 15:05:00-05:00,6541,CONFIRM_EVALUATION,LONG_WAIT_CONFIRM,LONG_WAIT_CONFIRM,29215.75,29231.0,29196.25,29223.25,54.73588426606051,,,29210.25,,,,,,,False,False,True,True,True,[],
26,Long,2026-07-02 15:05:00-05:00,6541,CONFIRM_ENTRY,LONG_WAIT_CONFIRM,IDLE,29215.75,29231.0,29196.25,29223.25,54.73588426606051,,,,,,,,,,,,,,,,82.10382639909076
27,Short,2026-07-02 19:30:00-05:00,6582,SETUP_ACCEPTED,IDLE,SHORT_WAIT_BOS,29243.5,29246.25,29216.25,29223.25,35.79057374375192,75.0,,,,,,,,,,,,,,,
27,Short,2026-07-02 19:30:00-05:00,6582,BOS_ACCEPTED,SHORT_WAIT_BOS,SHORT_WAIT_RETEST,29243.5,29246.25,29216.25,29223.25,35.79057374375192,,True,29234.25,bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=29223.25; level=29234.25,,,,,,,,,,,,
27,Short,2026-07-02 19:35:00-05:00,6583,RETEST_EVALUATION,SHORT_WAIT_RETEST,SHORT_WAIT_RETEST,29218.5,29283.75,29217.0,29253.75,38.00196133348392,,,,,29234.25,3.800196133348392,29230.449803866653,29238.050196133347,True,True,False,,,,,
28,Long,2026-07-02 20:05:00-05:00,6589,SETUP_ACCEPTED,IDLE,LONG_WAIT_BOS,29304.75,29379.75,29299.25,29369.0,43.837304447725884,90.0,,,,,,,,,,,,,,,
28,Long,2026-07-02 20:05:00-05:00,6589,BOS_ACCEPTED,LONG_WAIT_BOS,LONG_WAIT_RETEST,29304.75,29379.75,29299.25,29369.0,43.837304447725884,,True,29321.0,bullBreakEvent=true; Close-mode close > activeStrHigh[1]; close=29369.0; level=29321.0,,,,,,,,,,,,
28,Long,2026-07-02 20:10:00-05:00,6590,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29368.0,29368.25,29339.25,29355.25,42.83106841574546,,,,,29321.0,4.283106841574546,29316.716893158424,29325.283106841576,False,False,False,,,,,
28,Long,2026-07-02 20:15:00-05:00,6591,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29355.75,29362.25,29328.75,29342.25,42.164563528906505,,,,,29321.0,4.216456352890651,29316.78354364711,29325.21645635289,False,False,False,,,,,
28,Long,2026-07-02 20:20:00-05:00,6592,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29344.25,29362.75,29340.25,29354.25,40.759951848270326,,,,,29321.0,4.075995184827033,29316.924004815173,29325.075995184827,False,False,False,,,,,
28,Long,2026-07-02 20:25:00-05:00,6593,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29348.5,29354.25,29334.5,29337.25,39.2592410019653,,,,,29321.0,3.9259241001965304,29317.074075899804,29324.925924100196,False,False,False,,,,,
28,Long,2026-07-02 20:30:00-05:00,6594,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29337.25,29353.0,29325.5,29347.0,38.41929521611064,,,,,29321.0,3.841929521611064,29317.15807047839,29324.84192952161,False,False,False,,,,,
28,Long,2026-07-02 20:35:00-05:00,6595,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29348.5,29355.25,29329.75,29344.75,37.49648841495988,,,,,29321.0,3.749648841495988,29317.250351158506,29324.749648841494,False,False,False,,,,,
28,Long,2026-07-02 20:40:00-05:00,6596,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29346.25,29365.5,29343.25,29357.25,36.40745352817703,,,,,29321.0,3.640745352817703,29317.35925464718,29324.64074535282,False,False,False,,,,,
28,Long,2026-07-02 20:45:00-05:00,6597,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29358.0,29372.75,29342.0,29366.25,36.00334970473581,,,,,29321.0,3.600334970473581,29317.399665029527,29324.600334970473,False,False,False,,,,,
28,Long,2026-07-02 20:50:00-05:00,6598,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29368.25,29377.5,29349.0,29377.5,35.46739615439754,,,,,29321.0,3.5467396154397544,29317.453260384562,29324.546739615438,False,False,False,,,,,
29,Long,2026-07-02 21:05:00-05:00,6601,SETUP_ACCEPTED,IDLE,LONG_WAIT_BOS,29367.5,29398.75,29367.25,29397.25,32.90346915131611,90.0,,,,,,,,,,,,,,,
29,Long,2026-07-02 21:05:00-05:00,6601,BOS_ACCEPTED,LONG_WAIT_BOS,LONG_WAIT_RETEST,29367.5,29398.75,29367.25,29397.25,32.90346915131611,,True,29379.75,bullBreakEvent=true; Close-mode close > activeStrHigh[1]; close=29397.25; level=29379.75,,,,,,,,,,,,
29,Long,2026-07-02 21:10:00-05:00,6602,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29396.5,29398.0,29371.0,29377.25,32.48179278336496,,,,,29379.75,3.248179278336496,29376.501820721664,29382.998179278336,True,False,False,,,,,
29,Long,2026-07-02 21:10:00-05:00,6602,RETEST_ACCEPTED,LONG_WAIT_RETEST,LONG_WAIT_CONFIRM,29396.5,29398.0,29371.0,29377.25,32.48179278336496,,,,,29379.75,3.248179278336496,,,,,,,,,,
29,Long,2026-07-02 21:15:00-05:00,6603,CONFIRM_EVALUATION,LONG_WAIT_CONFIRM,LONG_WAIT_CONFIRM,29377.75,29396.25,29375.75,29386.0,31.625950441696034,,,29379.75,,,,,,,False,False,True,True,True,[],
29,Long,2026-07-02 21:15:00-05:00,6603,CONFIRM_ENTRY,LONG_WAIT_CONFIRM,IDLE,29377.75,29396.25,29375.75,29386.0,31.625950441696034,,,,,,,,,,,,,,,,47.43892566254405
38,Long,2026-07-07 08:25:00-05:00,7241,SETUP_ACCEPTED,IDLE,LONG_WAIT_BOS,29290.5,29290.5,29262.25,29274.5,30.201807491641926,75.0,,,,,,,,,,,,,,,
38,Long,2026-07-07 08:30:00-05:00,7242,OPPOSITE_BOS_INVALIDATION,LONG_WAIT_BOS,IDLE,29275.25,29368.0,29197.5,29214.75,40.223106956524646,,,,,,,,,,,,,,,,
40,Long,2026-07-07 10:50:00-05:00,7270,SETUP_ACCEPTED,IDLE,LONG_WAIT_BOS,29015.0,29062.25,29015.0,29051.0,54.152557156086594,85.0,,,,,,,,,,,,,,,
40,Long,2026-07-07 10:50:00-05:00,7270,BOS_ACCEPTED,LONG_WAIT_BOS,LONG_WAIT_RETEST,29015.0,29062.25,29015.0,29051.0,54.152557156086594,,True,29040.25,bullBreakEvent=true; Close-mode close > activeStrHigh[1]; close=29051.0; level=29040.25,,,,,,,,,,,,
40,Long,2026-07-07 10:55:00-05:00,7271,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29051.0,29071.5,29029.25,29069.0,53.302374502080404,,,,,29040.25,5.330237450208041,29034.91976254979,29045.58023745021,True,False,False,,,,,
40,Long,2026-07-07 10:55:00-05:00,7271,RETEST_ACCEPTED,LONG_WAIT_RETEST,LONG_WAIT_CONFIRM,29051.0,29071.5,29029.25,29069.0,53.302374502080404,,,,,29040.25,5.330237450208041,,,,,,,,,,
40,Long,2026-07-07 11:00:00-05:00,7272,CONFIRM_EVALUATION,LONG_WAIT_CONFIRM,LONG_WAIT_CONFIRM,29070.25,29114.25,29059.25,29102.75,53.42363346621752,,,29040.25,,,,,,,False,False,True,True,True,[],
40,Long,2026-07-07 11:00:00-05:00,7272,CONFIRM_ENTRY,LONG_WAIT_CONFIRM,IDLE,29070.25,29114.25,29059.25,29102.75,53.42363346621752,,,,,,,,,,,,,,,,80.13545019932627
41,Long,2026-07-07 18:50:00-05:00,7354,SETUP_ACCEPTED,IDLE,LONG_WAIT_BOS,29020.25,29026.75,28993.5,29002.75,25.234655915422795,75.0,,,,,,,,,,,,,,,
41,Long,2026-07-07 18:55:00-05:00,7355,OPPOSITE_BOS_INVALIDATION,LONG_WAIT_BOS,IDLE,29004.0,29005.0,28974.75,28982.75,25.59289477860688,,,,,,,,,,,,,,,,
42,Short,2026-07-07 19:05:00-05:00,7357,SETUP_ACCEPTED,IDLE,SHORT_WAIT_BOS,29016.5,29092.75,29014.75,29082.5,32.347955191757976,75.0,,,,,,,,,,,,,,,
42,Short,2026-07-07 19:10:00-05:00,7358,OPPOSITE_BOS_INVALIDATION,SHORT_WAIT_BOS,IDLE,29082.25,29108.75,29057.5,29096.75,33.69810124948955,,,,,,,,,,,,,,,,
52,Long,2026-07-09 09:20:00-05:00,7804,SETUP_ACCEPTED,IDLE,LONG_WAIT_BOS,29373.75,29396.5,29296.75,29392.5,56.73658557873547,75.0,,,,,,,,,,,,,,,
52,Long,2026-07-09 10:05:00-05:00,7813,BOS_EXPIRED,LONG_WAIT_BOS,IDLE,29504.0,29545.75,29501.25,29540.5,58.95741708655486,,,,,,,,,,,,,,,,
53,Long,2026-07-09 12:05:00-05:00,7837,SETUP_ACCEPTED,IDLE,LONG_WAIT_BOS,29600.25,29631.25,29593.75,29624.5,31.326786551033404,75.0,,,,,,,,,,,,,,,
53,Long,2026-07-09 12:05:00-05:00,7837,BOS_ACCEPTED,LONG_WAIT_BOS,LONG_WAIT_RETEST,29600.25,29631.25,29593.75,29624.5,31.326786551033404,,True,29606.5,bullBreakEvent=true; Close-mode close > activeStrHigh[1]; close=29624.5; level=29606.5,,,,,,,,,,,,
53,Long,2026-07-09 12:10:00-05:00,7838,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29624.0,29651.75,29623.75,29636.5,31.089158940245305,,,,,29606.5,3.1089158940245305,29603.391084105977,29609.608915894023,False,False,False,,,,,
53,Long,2026-07-09 12:15:00-05:00,7839,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29636.5,29665.25,29636.25,29663.5,30.939933301656357,,,,,29606.5,3.093993330165636,29603.406006669833,29609.593993330167,False,False,False,,,,,
53,Long,2026-07-09 12:20:00-05:00,7840,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29663.75,29671.5,29652.5,29661.5,30.087080922966617,,,,,29606.5,3.008708092296662,29603.491291907703,29609.508708092297,False,False,False,,,,,
53,Long,2026-07-09 12:25:00-05:00,7841,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29660.5,29673.25,29657.25,29670.25,29.080860857040427,,,,,29606.5,2.908086085704043,29603.591913914297,29609.408086085703,False,False,False,,,,,
53,Long,2026-07-09 12:30:00-05:00,7842,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29671.0,29675.75,29646.0,29648.25,29.12865651010897,,,,,29606.5,2.9128656510108972,29603.58713434899,29609.41286565101,False,False,False,,,,,
53,Long,2026-07-09 12:35:00-05:00,7843,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29647.75,29668.0,29644.25,29656.75,28.744466759386903,,,,,29606.5,2.8744466759386906,29603.625553324062,29609.374446675938,False,False,False,,,,,
53,Long,2026-07-09 12:40:00-05:00,7844,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29657.75,29661.75,29647.0,29656.75,27.744861990859267,,,,,29606.5,2.774486199085927,29603.725513800913,29609.274486199087,False,False,False,,,,,
53,Long,2026-07-09 12:45:00-05:00,7845,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29657.0,29674.5,29655.25,29663.75,27.13808613436932,,,,,29606.5,2.713808613436932,29603.786191386564,29609.213808613436,False,False,False,,,,,
53,Long,2026-07-09 12:50:00-05:00,7846,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29664.25,29668.5,29657.75,29661.75,25.96750855334294,,,,,29606.5,2.596750855334294,29603.903249144667,29609.096750855333,False,False,False,,,,,
54,Short,2026-07-09 14:50:00-05:00,7870,SETUP_ACCEPTED,IDLE,SHORT_WAIT_BOS,29621.0,29621.25,29579.0,29580.0,24.222550755756313,75.0,,,,,,,,,,,,,,,
54,Short,2026-07-09 14:50:00-05:00,7870,BOS_ACCEPTED,SHORT_WAIT_BOS,SHORT_WAIT_RETEST,29621.0,29621.25,29579.0,29580.0,24.222550755756313,,True,29585.0,bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=29580.0; level=29585.0,,,,,,,,,,,,
54,Short,2026-07-09 14:55:00-05:00,7871,RETEST_EVALUATION,SHORT_WAIT_RETEST,SHORT_WAIT_RETEST,29579.75,29637.0,29579.5,29631.0,26.599511416059435,,,,,29585.0,2.659951141605944,29582.340048858394,29587.659951141606,True,True,False,,,,,
55,Short,2026-07-09 19:05:00-05:00,7909,SETUP_ACCEPTED,IDLE,SHORT_WAIT_BOS,29592.5,29599.0,29550.25,29575.25,22.661441355780614,75.0,,,,,,,,,,,,,,,
55,Short,2026-07-09 19:05:00-05:00,7909,BOS_ACCEPTED,SHORT_WAIT_BOS,SHORT_WAIT_RETEST,29592.5,29599.0,29550.25,29575.25,22.661441355780614,,True,29586.25,bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=29575.25; level=29586.25,,,,,,,,,,,,
55,Short,2026-07-09 19:10:00-05:00,7910,RETEST_EVALUATION,SHORT_WAIT_RETEST,SHORT_WAIT_RETEST,29575.0,29582.0,29540.25,29576.25,24.02490983036771,,,,,29586.25,2.4024909830367713,29583.847509016963,29588.652490983037,False,False,False,,,,,
55,Short,2026-07-09 19:15:00-05:00,7911,RETEST_EVALUATION,SHORT_WAIT_RETEST,SHORT_WAIT_RETEST,29577.5,29585.75,29544.75,29561.0,25.237416271055732,,,,,29586.25,2.5237416271055735,29583.726258372895,29588.773741627105,True,False,False,,,,,
55,Short,2026-07-09 19:15:00-05:00,7911,RETEST_ACCEPTED,SHORT_WAIT_RETEST,SHORT_WAIT_CONFIRM,29577.5,29585.75,29544.75,29561.0,25.237416271055732,,,,,29586.25,2.5237416271055735,,,,,,,,,,
55,Short,2026-07-09 19:20:00-05:00,7912,CONFIRM_EVALUATION,SHORT_WAIT_CONFIRM,SHORT_WAIT_CONFIRM,29561.25,29572.75,29516.0,29518.5,27.488315108837465,,,29586.25,,,,,,,False,False,True,True,True,[],
55,Short,2026-07-09 19:20:00-05:00,7912,CONFIRM_ENTRY,SHORT_WAIT_CONFIRM,IDLE,29561.25,29572.75,29516.0,29518.5,27.488315108837465,,,,,,,,,,,,,,,,41.232472663256196
57,Short,2026-07-10 06:35:00-05:00,8047,SETUP_ACCEPTED,IDLE,SHORT_WAIT_BOS,29519.0,29522.5,29493.75,29500.75,20.57766533572396,75.0,,,,,,,,,,,,,,,
57,Short,2026-07-10 06:35:00-05:00,8047,BOS_ACCEPTED,SHORT_WAIT_BOS,SHORT_WAIT_RETEST,29519.0,29522.5,29493.75,29500.75,20.57766533572396,,True,29517.0,bearBreakEvent=true; Close-mode close < activeStrLow[1]; close=29500.75; level=29517.0,,,,,,,,,,,,
57,Short,2026-07-10 06:40:00-05:00,8048,RETEST_EVALUATION,SHORT_WAIT_RETEST,SHORT_WAIT_RETEST,29501.75,29523.25,29499.75,29518.5,20.786403526029392,,,,,29517.0,2.0786403526029393,29514.921359647396,29519.078640352604,True,False,False,,,,,
57,Short,2026-07-10 06:40:00-05:00,8048,RETEST_ACCEPTED,SHORT_WAIT_RETEST,SHORT_WAIT_CONFIRM,29501.75,29523.25,29499.75,29518.5,20.786403526029392,,,,,29517.0,2.0786403526029393,,,,,,,,,,
57,Short,2026-07-10 06:45:00-05:00,8049,CONFIRM_EVALUATION,SHORT_WAIT_CONFIRM,SHORT_WAIT_CONFIRM,29519.5,29525.25,29505.25,29508.25,20.730231845598723,,,29517.0,,,,,,,False,False,True,True,True,[],
57,Short,2026-07-10 06:45:00-05:00,8049,CONFIRM_ENTRY,SHORT_WAIT_CONFIRM,IDLE,29519.5,29525.25,29505.25,29508.25,20.730231845598723,,,,,,,,,,,,,,,,31.095347768398085
58,Long,2026-07-10 09:30:00-05:00,8082,SETUP_ACCEPTED,IDLE,LONG_WAIT_BOS,29589.75,29639.5,29357.25,29532.25,66.61998905209417,85.0,,,,,,,,,,,,,,,
58,Long,2026-07-10 10:15:00-05:00,8091,BOS_EXPIRED,LONG_WAIT_BOS,IDLE,29556.25,29639.25,29555.0,29612.25,63.28836293914514,,,,,,,,,,,,,,,,
60,Long,2026-07-10 12:25:00-05:00,8117,SETUP_ACCEPTED,IDLE,LONG_WAIT_BOS,29718.25,29733.75,29716.25,29732.0,33.16257150011601,75.0,,,,,,,,,,,,,,,
60,Long,2026-07-10 12:25:00-05:00,8117,BOS_ACCEPTED,LONG_WAIT_BOS,LONG_WAIT_RETEST,29718.25,29733.75,29716.25,29732.0,33.16257150011601,,True,29725.5,bullBreakEvent=true; Close-mode close > activeStrHigh[1]; close=29732.0; level=29725.5,,,,,,,,,,,,
60,Long,2026-07-10 12:30:00-05:00,8118,RETEST_EVALUATION,LONG_WAIT_RETEST,LONG_WAIT_RETEST,29732.0,29740.5,29720.25,29728.25,32.24024496439343,,,,,29725.5,3.2240244964393434,29722.275975503562,29728.724024496438,True,False,False,,,,,
60,Long,2026-07-10 12:30:00-05:00,8118,RETEST_ACCEPTED,LONG_WAIT_RETEST,LONG_WAIT_CONFIRM,29732.0,29740.5,29720.25,29728.25,32.24024496439343,,,,,29725.5,3.2240244964393434,,,,,,,,,,
60,Long,2026-07-10 12:35:00-05:00,8119,CONFIRM_EVALUATION,LONG_WAIT_CONFIRM,LONG_WAIT_CONFIRM,29728.25,29753.25,29723.5,29746.0,32.062370324079616,,,29725.5,,,,,,,False,False,True,True,True,[],
60,Long,2026-07-10 12:35:00-05:00,8119,CONFIRM_ENTRY,LONG_WAIT_CONFIRM,IDLE,29728.25,29753.25,29723.5,29746.0,32.062370324079616,,,,,,,,,,,,,,,,48.09355548611943
61,Long,2026-07-10 15:55:00-05:00,8159,SETUP_ACCEPTED,IDLE,LONG_WAIT_BOS,29745.75,29756.0,29743.25,29750.75,14.621521749976939,100.0,,,,,,,,,,,,,,,
61,Long,2026-07-10 15:55:00-05:00,8159,BOS_ACCEPTED,LONG_WAIT_BOS,LONG_WAIT_RETEST,29745.75,29756.0,29743.25,29750.75,14.621521749976939,,True,29750.25,bullBreakEvent=true; Close-mode close > activeStrHigh[1]; close=29750.75; level=29750.25,,,,,,,,,,,,
