feature_a,feature_b,correlation
phase44_active,core_authorized,0.0038242725072844892
mom_10,dow,-0.003795980464681006
m15_range_pos_20,mtf_1m_5m_align,0.0037760519061238564
m5_range_pos_12,dow,-0.0037542302530516576
mom_5,phase44_active,-0.0036842814000223115
min_since_core_entry,is_reversal,0.0036118908010091154
close_loc,atr_ratio,-0.0035003558850361318
m5_range_pos_8,dow,-0.003466383717245836
mom_3,phase44_active,-0.003461352504159396
dist_swing_low_atr,min_since_core_entry,-0.0034527408132732675
m5_range_pos_4,dow,-0.0034028309232469385
mom_5,dow,-0.003376129688466217
break_dist_atr,m15_mom_4,-0.003327876913563005
break_dist_atr,min_since_core_entry,0.003188102173077742
min_since_p44,is_reversal,0.0031423675642022306
atr,mtf_1m_5m_align,0.0031092258797092666
mtf_1m_15m_align,session_minute,-0.0030496974222323932
mom_1,countertrend_15m,0.003020386593646872
close_loc,ext_30min_atr,0.003003009292595198
mom_10,min_since_prev_event,0.0029964326994481056
m15_mom_4,phase44_active,-0.0029819184157985506
mom_10,phase44_active,-0.0029784603109895
m5_range_pos_12,mtf_1m_15m_align,0.002898580624281144
swing_high,mtf_1m_15m_align,-0.0028394743645322484
swing_low,mtf_1m_15m_align,-0.002816277917841516
break_dist_atr,close_loc,-0.0027302523934212303
phase44_active,core_b1_active,0.00268965422055887
m5_range_pos_8,mtf_1m_15m_align,0.002684775388160988
mtf_1m_15m_align,dow,0.0026671360306924023
ext_60min_atr,phase44_active,-0.002649506492687786
mom_3,dow,-0.002623784672988189
swing_high,mtf_1m_5m_align,0.0026232594328007065
swing_low,mtf_1m_5m_align,0.0026222212480251027
min_since_p44,mtf_1m_15m_align,0.00258773842605312
close_loc,min_since_prev_event,0.0025874490251429757
dist_swing_low_atr,dow,0.0025469872575237576
core_authorized,min_since_prev_event,-0.002533968835067025
core_b1_active,min_since_prev_event,-0.002532259310106501
m5_mom,phase44_active,-0.0025109660052977383
break_dist_atr,min_since_p44,0.0025043994381836843
m5_range_pos_4,mtf_1m_15m_align,0.0024909009012665075
min_since_core_entry,mtf_1m_15m_align,0.002439441826739815
m15_range_pos_20,countertrend_15m,-0.0024314680727864748
m5_range_pos_4,session_minute,0.002413843677121441
core_b1_active,m15_range_pos_20,0.002405844743346482
core_b1_active,m15_range_pos_8,0.0023816514226092872
dist_swing_high_atr,core_authorized,0.0023385689081909166
break_dist_atr,m5_range_pos_12,-0.002303102227992762
swing_low,countertrend_15m,0.002262415138616102
swing_high,countertrend_15m,0.0022580596828263026
m5_range_pos_8,session_minute,0.002248048638331489
core_b1_active,m15_range_pos_12,0.0022314029603724968
swing_low,mom_5,0.0021825070569123466
m5_range_pos_12,session_minute,0.0021813871971728127
swing_high,mom_5,0.0021574108704253067
core_b1_active,dow,-0.0021469926852767844
phase44_active,m5_range_pos_4,-0.002111096596873509
core_authorized,mtf_1m_15m_align,0.0020604481467270588
m5_mom,min_since_core_entry,0.0020043040637951477
mom_1,phase44_active,-0.001961185893688114
mom_10,min_since_p44,0.00192327491908935
phase44_active,m5_range_pos_8,-0.00191296182803358
mom_5,min_since_core_entry,0.0018877366463705295
mom_3,countertrend_15m,0.0018464257569956286
dist_swing_low_atr,core_authorized,-0.0017769729922139687
m15_mom_4,ext_60min_atr,0.00175548161450066
phase44_active,m5_range_pos_12,-0.0017463775821210626
dow,is_reversal,0.0017411769050074968
m15_mom_4,session_minute,-0.0017125208592136234
mom_10,core_authorized,-0.0016944756017671348
phase44_active,is_reversal,-0.001689800912302553
mom_5,core_authorized,-0.001648344316569354
dist_swing_high_atr,phase44_active,-0.0016375671769159705
close_loc,min_since_p44,0.0016143221250851621
min_since_core_entry,mtf_1m_5m_align,0.0015948132022191943
mom_3,core_authorized,-0.0015901631855166924
break_dist_atr,m5_range_pos_8,-0.0015488727336372082
m15_mom_4,mtf_1m_5m_align,0.0015342192306869072
ext_60min_atr,mtf_1m_15m_align,0.0015264709424030335
mom_5,countertrend_15m,0.0014797975292214361
mom_10,core_b1_active,0.0014708536835623884
m15_mom_4,core_authorized,-0.0014213400311595794
mom_3,min_since_core_entry,0.0013981528237612293
m5_mom,core_b1_active,0.001359732890753634
phase44_active,mtf_1m_5m_align,0.0012744009861317153
dist_swing_low_atr,min_since_p44,-0.0012588329073486048
close_loc,atr,0.001205581388512099
break_dist_atr,atr_ratio,-0.0011619773634577676
mtf_1m_5m_align,dow,-0.00113193150798229
m5_mom,core_authorized,-0.0011282255124680325
core_b1_active,mtf_1m_5m_align,0.0011044463645884781
dist_swing_low_atr,countertrend_15m,0.0010802667843497734
m15_mom_4,dow,-0.0010754938824149472
core_b1_active,m15_range_pos_4,0.001057688497325946
dist_swing_high_atr,countertrend_15m,0.0010313578235178608
m15_range_pos_12,session_minute,0.0009999283584430291
mtf_1m_5m_align,session_minute,0.000993782171698922
phase44_active,countertrend_15m,-0.0009890733119389532
close_loc,dow,-0.0009852638549659686
core_authorized,dow,-0.0009817986814474905
m15_range_pos_20,min_since_prev_event,0.0009663988545003001
m15_range_pos_4,min_since_prev_event,0.0009572912881471153
m15_mom_4,ext_30min_atr,-0.0009374430690343746
m15_range_pos_20,session_minute,0.0009367490667841651
min_since_p44,mtf_1m_5m_align,0.0009270153714331133
atr,countertrend_15m,0.0009126058140256005
ext_60min_atr,mtf_1m_5m_align,0.0009058510677504962
m15_range_pos_8,min_since_prev_event,0.0008837192164402876
mom_1,dow,-0.0008820365694674202
core_authorized,mtf_1m_5m_align,0.000878495471959917
body_atr,m15_mom_4,-0.0008754358223180639
m15_range_pos_12,min_since_prev_event,0.0008461083245952299
mom_3,min_since_p44,0.0008305448162938024
m5_mom,countertrend_15m,0.0008141219221364939
m15_range_pos_8,session_minute,0.0007994004300805542
min_since_p44,countertrend_15m,0.0007525139182573473
close_loc,phase44_active,0.0007493499334077894
m15_mom_4,core_b1_active,-0.0007427034681267236
mom_5,min_since_p44,0.0006736823957779803
swing_low,mom_3,0.0006717082134107214
swing_high,mom_3,0.0006529086519031663
m15_mom_4,min_since_core_entry,-0.0006078271126828079
mom_5,core_b1_active,0.000581261946985461
m15_body_atr,phase44_active,-0.0005633083715459565
swing_low,mom_1,0.0005450953717835408
swing_high,mom_1,0.000534472771065774
m15_mom_4,min_since_p44,0.0005313097934494703
m5_mom,dow,-0.0004618417104625673
close_loc,session_minute,0.0004214155090615553
m15_range_pos_4,session_minute,0.00041794565350920955
swing_low,session_minute,0.00040039994580190534
mom_1,core_authorized,-0.0004003965391845999
core_authorized,m15_range_pos_8,0.0003952867408780462
swing_high,dow,0.00039295867063922883
phase44_active,mtf_1m_15m_align,0.00035486155626381256
swing_low,dow,0.0003378674570846589
break_dist_atr,m5_range_pos_4,0.0003363862004068851
phase44_active,m15_range_pos_4,0.0003308170997619966
close_loc,core_authorized,0.0003051496150373872
m15_mom_4,is_reversal,-0.0002804152703293837
swing_low,m5_mom,0.0002775141602556862
swing_high,m5_mom,0.0002625528672853662
mom_1,min_since_core_entry,0.0002513909559328319
core_authorized,m15_range_pos_20,0.00022379460512124817
phase44_active,m15_range_pos_8,0.00020109391472714798
swing_high,session_minute,0.00019168522295376404
min_since_core_entry,countertrend_15m,0.00018905136678584337
core_authorized,m15_range_pos_4,-0.00018601529286314735
body_vs_avg,m15_mom_4,0.00016232085046579943
core_authorized,m5_range_pos_12,0.00015780306533061048
range_atr,m15_mom_4,-0.00012708042498973338
m15_mom_4,countertrend_15m,-0.0001255971923617411
swing_high,is_reversal,-0.00012474140742839077
mom_1,core_b1_active,0.00012437523680427687
countertrend_15m,dow,-0.00012143061816923362
core_authorized,m5_range_pos_4,0.00011404990189174592
close_loc,min_since_core_entry,0.00010603883703284785
dist_swing_low_atr,min_since_prev_event,0.00010361362747960175
core_authorized,m5_range_pos_8,-9.858909139075633e-05
swing_low,is_reversal,-9.383041632910312e-05
mom_10,countertrend_15m,8.369126016865208e-05
m5_mom,min_since_p44,-8.160253329166367e-05
core_authorized,m15_range_pos_12,7.870301842774268e-05
phase44_active,m15_range_pos_20,7.506932415410461e-05
close_loc,core_b1_active,7.442235596734982e-05
phase44_active,m15_range_pos_12,6.395587008440388e-05
m5_range_pos_4,min_since_prev_event,4.8372949794726684e-05
mom_3,core_b1_active,3.678627374668571e-05
atr_ratio,countertrend_15m,-3.2128993932497275e-05
m5_range_pos_8,min_since_prev_event,-3.164843972424225e-05
m5_range_pos_12,min_since_prev_event,-2.014785972965723e-05
phase44_active,min_since_prev_event,1.6393923869105415e-05
mom_1,min_since_p44,-6.800649509432744e-06
phase44_active,min_since_p44,
phase44_active,min_since_core_entry,
