type,N,trades_per_day,AvgR,median_R,PF,TotalR,MaxDD,win_rate,MAE,MFE
reversal,288528,90.47601128880527,-0.347732552809406,-1.1451295799822157,0.638730399582123,-100330.5779969923,100383.31731005882,0.28321688016414354,1.2936734580772815,1.4823585109163835
continuation,636956,199.73534023204766,-0.35218248001000196,-1.1384484228476563,0.6330683220304805,-224324.7437372508,224394.5898211944,0.2780223437725683,1.2803786820274203,1.4789787428329082
