feature,bin_lo,bin_hi,N,AvgR,PF,win_rate,MFE,MAE,opp_rate
ext_30min_atr,3.424795791222487,4.141336840012416,75233,-0.3939424831614072,0.601280089562403,0.2769662249278907,1.4692028778001964,1.275772473576813,0.10984541358180586
ext_30min_atr,4.141336840012416,5.010526315789474,73403,-0.42368988004454977,0.5780365376841562,0.27041129109164475,1.4580642748914174,1.2858344099237828,0.10747517131452393
ext_30min_atr,5.010526315789474,6.275862068965517,71283,-0.4198855375971562,0.582229159721025,0.2738100248306048,1.4573050619612637,1.2970877355110015,0.10675757193159659
ext_30min_atr,6.275862068965517,87.68421052631578,67810,-0.5003457185123996,0.5313989940145402,0.26823477363220766,1.5121894343390097,1.3212228450207322,0.10535319274443297
ext_60min_atr,0.0,0.6741208929019314,77498,-0.3675387602272661,0.6226352298417777,0.2815298459315079,1.474120314938252,1.271095537171768,0.1148545768923069
ext_60min_atr,0.6741208929019314,1.3658536585365855,77152,-0.3661452722362547,0.6245962191847507,0.2826239112401493,1.4741403138580644,1.2690597681913909,0.11593996267109083
ext_60min_atr,1.3658536585365855,2.1,78687,-0.37377435208930454,0.6178116532251168,0.280478350934716,1.4700804480280374,1.2710745061659074,0.11480930776367125
ext_60min_atr,2.1,2.8666666666666667,78302,-0.37180972542325696,0.6197802144470461,0.28169139996424103,1.471127882792956,1.2734153438194111,0.11298561977982682
ext_60min_atr,2.8666666666666667,3.7,77711,-0.36599214620627657,0.6246202646698892,0.28276563163516105,1.4844290880139812,1.2720873560374355,0.11742224395516722
ext_60min_atr,3.7,4.624145785876993,76762,-0.37782845651659314,0.613693545922666,0.27950027357286156,1.4676173600362046,1.2713976604271333,0.11067976342461114
ext_60min_atr,4.624145785876993,5.666666666666667,74146,-0.39373996401011935,0.603072354614046,0.27861246729425726,1.4800903027615473,1.27531956419186,0.11142880263264371
ext_60min_atr,5.666666666666667,7.0,75924,-0.4070426563791144,0.5915986196223483,0.2757757757757758,1.4628336732658784,1.2813942058499077,0.1097544913334387
ext_60min_atr,7.0,8.936170212765957,72423,-0.4238966616647513,0.5788894667347712,0.27317288706626347,1.4664922866022367,1.295011350767422,0.10716208939149165
ext_60min_atr,8.936170212765957,343.77777777777777,69479,-0.4976322685228481,0.5337063060638241,0.2714201413376704,1.547187475553805,1.370186796715138,0.10295197109918104
min_since_p44,1.0,109.0,43563,-0.15437128113719198,0.8096426835102065,0.27750614053210293,1.418698369934783,1.239635616466541,0.12478479443564493
min_since_p44,109.0,292.0,46716,-0.19814701694743764,0.7684200433833184,0.28831663669834745,1.4862535130157484,1.2795397868206664,0.12443274252932614
min_since_p44,292.0,527.0,45042,-0.3510982713683876,0.6351298964887605,0.28424581501709517,1.5335403897150368,1.293320659474277,0.11074108609742019
min_since_p44,527.0,747.0,46831,-0.3611001415406364,0.6270899013160807,0.28182187012876087,1.4868174025818701,1.2603963946531072,0.1057632764621725
min_since_p44,747.0,958.0,48038,-0.2813290046537273,0.6914764118133826,0.2828177692659978,1.459213708664169,1.2485320306870549,0.10525001040842666
min_since_p44,958.0,1158.0,47704,-0.20854075226288435,0.7569180434465483,0.28190508133489856,1.4741753907417972,1.2750031983374424,0.10296830454469227
min_since_p44,1158.0,1473.0,54335,-0.138406292372307,0.8294782527305864,0.28497285359344804,1.4696030406083866,1.2515031227152793,0.12016195822214043
min_since_p44,1473.0,3120.0,66050,-0.30136963910668263,0.673053015524073,0.2794549583648751,1.4795147926515366,1.2951655244984694,0.11232399697199091
min_since_p44,3120.0,4286.5999999999985,68310,-0.289491479598913,0.6825787104740615,0.2778948909383692,1.4930993741422607,1.2743570554863952,0.11080368906455863
min_since_p44,4286.5999999999985,8640.0,67567,-0.3358730522546672,0.6461841007084702,0.28043275563514736,1.4793214872420026,1.2596900735600896,0.1140349578936463
min_since_core_entry,1.0,244.0,54248,-0.16574545408114974,0.7989383879109077,0.28209334906355993,1.443216574192816,1.2564044272985946,0.12210588408789264
min_since_core_entry,244.0,599.0,51251,-0.34321852781830636,0.6396719332545169,0.28059940293847924,1.496944705482495,1.2928976301822654,0.11279779906733527
min_since_core_entry,599.0,926.0,53002,-0.31023526511259025,0.6671713246330389,0.2827440473944379,1.474675526563039,1.2524608582897243,0.10324138711746726
min_since_core_entry,926.0,1246.0,55251,-0.1949994082626112,0.7704423048913925,0.2826193191073465,1.4644377415804464,1.2698744529703998,0.10797994606432462
min_since_core_entry,1246.0,1983.0,59558,-0.19031573034977847,0.7755700881969437,0.28461331811007756,1.4826342986250367,1.280541624410557,0.11958091272373149
min_since_core_entry,1983.0,3647.0,78371,-0.3091130706965209,0.666355812630712,0.27867450970384455,1.5011738655685005,1.2760598731811421,0.11152084316902935
min_since_core_entry,3647.0,5068.799999999999,64460,-0.2737628347237772,0.6972739099661475,0.2812441824387217,1.4750007472907076,1.2670852778865613,0.11070431275209432
min_since_core_entry,5068.799999999999,6625.200000000001,49548,-0.29268852128813133,0.6814125301048339,0.2813029789295229,1.479058777657681,1.260661091073857,0.11556470493259062
min_since_core_entry,6625.200000000001,8576.199999999997,36862,-0.2773715985154164,0.6951436530593521,0.28359828549726007,1.4820404594863437,1.2508828948461963,0.11374857576908469
min_since_core_entry,8576.199999999997,13234.0,32139,-0.32070930008173637,0.6599356197712215,0.28438968231743367,1.4873935092175545,1.2619732982737852,0.11904539655869815
