type,N,trades_per_day,AvgR,median_R,PF,TotalR,MaxDD,win_rate,MAE,MFE
continuation,636956,199.73534023204766,-0.35218248001000196,-1.1384484228476563,0.6330683220304805,-224324.7437372508,224394.5898211944,0.2780223437725683,1.2803786820274203,1.4789787428329082
