MODEL,FEATURES,N,TRADES/DAY,AVGR,PF,TOTALR,MAXDD,LONG AVGR,SHORT AVGR,CORE-UNAUTH AVGR
P53-WF-OOS,"m15_body_atr,countertrend_15m,mtf_1m_5m_align,mtf_1m_15m_align,atr,atr_ratio,m5_range_pos_8,m5_range_pos_4",542462,297.2394520547945,-0.26795348097966215,0.7024600854420363,-145354.5811991895,145382.350390984,-0.25468720708823794,-0.28196580771705365,-0.27024976763392194
P53-top50,score>=P50,271231,148.61972602739726,0.1634694464103357,1.2220310149371358,44337.98141932176,1326.1426774082647,0.16486015163184214,0.1617654879411228,0.16144758185859573
