portfolio,N,trades_per_day,AvgR,median_R,PF,TotalR,MaxDD,win_rate,MAE,MFE
CORE,1135,0.4807285048708175,1.6483731365801972,0.999676610832694,17.77573512839063,1870.9035100185238,8.38599731970504,0.866079295154185,,
P53-high-score,108493,59.44821917808219,0.6134566303895433,1.9260606060606105,2.071768910931429,66555.75020085272,1137.2238453694808,0.5151115740186003,0.9502275904919123,2.125152426286607
