threshold_quantile,N,trades_per_day,AvgR,median_R,PF,TotalR,MaxDD,win_rate,MAE,MFE
0.5,271231,148.61972602739726,0.1634694464103357,-1.083410374935744,1.2220310149371358,44337.98141932176,1326.1426774082647,0.3973808303623111,1.0929383191822537,1.8126146754126289
0.6,216985,118.8958904109589,0.29084504070194883,-1.0686971235195502,1.422417328677151,63109.01115671237,1322.133200523349,0.4309560568702906,1.049377245020986,1.9029608945721468
0.7,162739,89.17205479452055,0.43954986313279787,-1.0495272949068826,1.693076951806056,71531.9051763684,1299.2613094901972,0.4699242345104738,1.0005803146211727,2.005548130705192
0.8,108493,59.44821917808219,0.6134566303895433,1.9260606060606105,2.071768910931429,66555.75020085272,1137.2238453694808,0.5151115740186003,0.9502275904919123,2.125152426286607
0.9,54247,29.740679824561404,0.8139497113561064,2.1815686274510533,2.616489055453697,44154.329991934705,312.53491822561773,0.5668147547329806,0.8967319340904415,2.2976554897697947
