model,N,AvgR,PF,trades_per_day,median_R,TotalR,MaxDD,win_rate,MAE,MFE
CORE,1135,1.648,17.78,,,,,,,
all_events,925484,-0.3507951749941039,0.6348369723706385,290.21135152085293,-1.1406060606060606,-324655.32173424325,324752.3913609906,0.27964178743230567,1.2845234485972523,1.4800324160737073
wf_scored_all,542462,-0.26795348097966215,0.7024600854420363,297.2394520547945,-1.1326797385621739,-145354.5811991895,145382.350390984,0.2818722786112207,1.268519923404118,1.4794339397777587
high_score,108493,0.6134566303895433,2.071768910931429,59.44821917808219,1.9260606060606105,66555.75020085272,1137.2238453694808,0.5151115740186003,0.9502275904919123,2.125152426286607
high_score_unauth,106018,0.6097446953269624,2.0625242566263493,58.09205479452055,1.917921146953648,64643.9131091739,1129.0748902374326,0.5146390235620366,0.9516818827822751,2.1271569244899506
