timestamp,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2026-07-19 22:00:00+00:00,33,1,42004177,28747.75,28810.5,28742.5,28810.25,879,NQ.v.0
2026-07-19 22:01:00+00:00,33,1,42004177,28807.75,28813.25,28793.0,28807.0,345,NQ.v.0
2026-07-19 22:02:00+00:00,33,1,42004177,28807.75,28809.25,28753.0,28768.0,373,NQ.v.0
2026-07-19 22:03:00+00:00,33,1,42004177,28770.5,28790.5,28737.5,28739.5,382,NQ.v.0
2026-07-19 22:04:00+00:00,33,1,42004177,28743.75,28749.5,28733.0,28745.75,292,NQ.v.0
2026-07-19 22:05:00+00:00,33,1,42004177,28742.5,28747.5,28730.25,28737.5,206,NQ.v.0
2026-07-19 22:06:00+00:00,33,1,42004177,28737.75,28748.75,28725.0,28728.5,300,NQ.v.0
2026-07-19 22:07:00+00:00,33,1,42004177,28731.25,28739.5,28722.5,28731.5,188,NQ.v.0
2026-07-19 22:08:00+00:00,33,1,42004177,28731.75,28738.25,28721.0,28735.25,203,NQ.v.0
2026-07-19 22:09:00+00:00,33,1,42004177,28735.5,28750.0,28727.0,28739.5,244,NQ.v.0
2026-07-19 22:10:00+00:00,33,1,42004177,28733.75,28737.75,28717.25,28721.75,115,NQ.v.0
2026-07-19 22:11:00+00:00,33,1,42004177,28720.0,28732.0,28716.5,28722.0,162,NQ.v.0
2026-07-19 22:12:00+00:00,33,1,42004177,28722.0,28724.25,28717.25,28720.25,141,NQ.v.0
2026-07-19 22:13:00+00:00,33,1,42004177,28723.0,28723.5,28713.0,28714.0,147,NQ.v.0
2026-07-19 22:14:00+00:00,33,1,42004177,28714.0,28719.25,28709.75,28715.75,178,NQ.v.0
2026-07-19 22:15:00+00:00,33,1,42004177,28715.25,28753.0,28714.25,28745.5,413,NQ.v.0
2026-07-19 22:16:00+00:00,33,1,42004177,28744.25,28756.5,28741.75,28753.0,171,NQ.v.0
2026-07-19 22:17:00+00:00,33,1,42004177,28752.5,28767.25,28748.5,28764.0,177,NQ.v.0
2026-07-19 22:18:00+00:00,33,1,42004177,28764.0,28771.5,28757.5,28765.75,132,NQ.v.0
2026-07-19 22:19:00+00:00,33,1,42004177,28767.75,28790.0,28764.0,28781.5,322,NQ.v.0
2026-07-19 22:20:00+00:00,33,1,42004177,28781.75,28809.0,28781.75,28806.5,268,NQ.v.0
2026-07-19 22:21:00+00:00,33,1,42004177,28808.5,28818.75,28804.0,28810.0,220,NQ.v.0
2026-07-19 22:22:00+00:00,33,1,42004177,28808.0,28813.0,28786.25,28797.75,298,NQ.v.0
2026-07-19 22:23:00+00:00,33,1,42004177,28799.25,28810.0,28796.25,28803.25,158,NQ.v.0
2026-07-19 22:24:00+00:00,33,1,42004177,28801.0,28809.25,28781.0,28784.0,177,NQ.v.0
2026-07-19 22:25:00+00:00,33,1,42004177,28781.0,28783.0,28765.5,28769.75,190,NQ.v.0
2026-07-19 22:26:00+00:00,33,1,42004177,28767.5,28774.0,28762.0,28764.5,140,NQ.v.0
2026-07-19 22:27:00+00:00,33,1,42004177,28763.25,28788.5,28761.5,28765.5,258,NQ.v.0
2026-07-19 22:28:00+00:00,33,1,42004177,28765.5,28781.0,28764.25,28766.0,154,NQ.v.0
2026-07-19 22:29:00+00:00,33,1,42004177,28766.75,28769.25,28761.5,28766.5,96,NQ.v.0
2026-07-19 22:30:00+00:00,33,1,42004177,28763.75,28780.25,28759.0,28768.5,190,NQ.v.0
2026-07-19 22:31:00+00:00,33,1,42004177,28769.5,28781.0,28765.5,28766.25,112,NQ.v.0
2026-07-19 22:32:00+00:00,33,1,42004177,28766.25,28791.5,28757.75,28791.5,284,NQ.v.0
2026-07-19 22:33:00+00:00,33,1,42004177,28790.75,28830.0,28790.75,28820.25,454,NQ.v.0
2026-07-19 22:34:00+00:00,33,1,42004177,28817.5,28829.75,28817.5,28827.5,177,NQ.v.0
2026-07-19 22:35:00+00:00,33,1,42004177,28827.5,28837.75,28820.0,28825.25,171,NQ.v.0
2026-07-19 22:36:00+00:00,33,1,42004177,28822.0,28824.0,28813.0,28821.5,117,NQ.v.0
2026-07-19 22:37:00+00:00,33,1,42004177,28816.0,28819.25,28804.5,28809.5,101,NQ.v.0
2026-07-19 22:38:00+00:00,33,1,42004177,28807.0,28818.25,28801.75,28811.0,93,NQ.v.0
