model_id,components,feature_cols,roles,logic_type,threshold,retention,N,AvgR,PF,TotalR,DD,WinRate,LONG_AvgR,SHORT_AvgR,DeltaAvgR,DeltaTotalR,kept_AvgR,rejected_AvgR,random_control_result,year_stability,causal_pass,complexity,status,partition,N_validation,AvgR_validation,PF_validation,TotalR_validation,DD_validation,DeltaAvgR_validation,validation_pass
PAIR_AND_F_HTF_LTF_AGREE_F_M5_TRENDING,P58F_HTF_LTF_AGREE+P75_M5_TRENDING,F_HTF_LTF_AGREE+F_M5_TRENDING,CONFLICT+CONTEXT,AND,,0.28819572429045337,6255,0.025778175873307163,1.0366047003869845,161.2424900875363,88.82969131347718,0.29480415667466026,0.019563659138804482,0.033596800717979325,0.018506946396011928,3.4277255123205066,0.025778175873307163,-0.00022187361721279922,0.004821503909318969,0.7142857142857143,True,2,CANDIDATE,train,,,,,,,
PAIR_VETO_F_M5_TRENDING_NOT_F_HTF_LTF_AGREE,P58F_HTF_LTF_AGREE+P75_M5_TRENDING,F_M5_TRENDING+F_HTF_LTF_AGREE,CONFLICT+CONTEXT,VETO,,0.03303538518245485,717,0.01237588391862666,1.017431862232718,8.873508769655315,44.07829001841782,0.2900976290097629,0.0782511474508166,-0.06316371468265701,0.005104654441331424,-148.9412558055605,0.01237588391862666,0.00709683403085531,0.02490710482647687,0.5,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_HTF_LTF_AGREE_F_M5_DIRECTION_ALIGN,P58F_HTF_LTF_AGREE+P60_DEV_HTF_5M,F_HTF_LTF_AGREE+F_M5_DIRECTION_ALIGN,CONFLICT+CONTEXT,AND,,0.25405455215628453,5514,0.032486169326387315,1.0462548230971442,179.12873766569965,87.03890701717374,0.2966993108451215,0.02209168170956552,0.04608297711314667,0.02521493984909208,21.31397309048384,0.032486169326387315,-0.0013164899994122252,0.04125764555978373,0.7142857142857143,True,2,CANDIDATE,train,,,,,,,
PAIR_VETO_F_M5_DIRECTION_ALIGN_NOT_F_HTF_LTF_AGREE,P58F_HTF_LTF_AGREE+P60_DEV_HTF_5M,F_M5_DIRECTION_ALIGN+F_HTF_LTF_AGREE,CONFLICT+CONTEXT,VETO,,0.018752303722816072,407,0.05257415960968988,1.0753380968250257,21.39768296114378,34.075770740368185,0.3022113022113022,0.10929739225315119,-0.016857556850066048,0.04530293013239464,-136.41708161407203,0.05257415960968988,0.0064054599997216514,0.13759213759213762,0.8,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_HTF_LTF_AGREE_F_MARKET_REVERSAL,P58E_MARKET_STATE_REV+P58F_HTF_LTF_AGREE,F_HTF_LTF_AGREE+F_MARKET_REVERSAL,CONFLICT+CONTEXT,AND,,0.21558238112790268,4679,0.044336498129187024,1.0633800585837032,207.45047474646609,62.872662453638924,0.29985039538362895,0.04802174631552421,0.040275440716300626,0.03706526865189179,49.63571017125028,0.044336498129187024,-0.002915460215638785,0.023250539171461287,0.7142857142857143,True,2,CANDIDATE,train,,,,,,,
PAIR_VETO_F_MARKET_REVERSAL_NOT_F_HTF_LTF_AGREE,P58E_MARKET_STATE_REV+P58F_HTF_LTF_AGREE,F_MARKET_REVERSAL+F_HTF_LTF_AGREE,CONFLICT+CONTEXT,VETO,,0.09201068927386657,1997,-0.07333236751085727,0.9002495985175718,-146.44473791918196,189.13856529463865,0.26489734601902853,-0.018312071884681792,-0.1353254162568569,-0.0806035969881525,-304.2595024943978,-0.07333236751085727,0.015439158801156837,-0.023034551827741605,0.42857142857142855,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_HTF_LTF_AGREE_F_CONF_HIGH,P58F_CONF_HIGH+P58F_HTF_LTF_AGREE,F_HTF_LTF_AGREE+F_CONF_HIGH,CONFLICT+CONTEXT,AND,,0.6635643199410247,14402,0.00939579821866039,1.0132452828998775,135.31828594514695,111.52329587832541,0.28995972781558116,0.021375776976348286,-0.004853419446306175,0.0021245687413651545,-22.49647863006885,0.00939579821866039,0.003080865328686498,0.0010215376381742924,0.42857142857142855,True,2,CANDIDATE,train,,,,,,,
PAIR_VETO_F_CONF_HIGH_NOT_F_HTF_LTF_AGREE,P58F_CONF_HIGH+P58F_HTF_LTF_AGREE,F_CONF_HIGH+F_HTF_LTF_AGREE,CONFLICT+CONTEXT,VETO,,0.08528381865093992,1851,-0.0677808012443805,0.9074602625224043,-125.4622631033483,156.1544116306141,0.26742301458670986,0.03229671372015209,-0.18563679239673006,-0.07505203072167574,-283.2770276785641,-0.0677808012443805,0.014268726523878712,-0.07224838121159767,0.2857142857142857,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_HTF_LTF_AGREE_F_SB_WINDOW,P58F_HTF_LTF_AGREE+P78_SB_WINDOW,F_HTF_LTF_AGREE+F_SB_WINDOW,CONFLICT+TIMING,AND,,0.10546443051971986,2289,0.008746059642301485,1.0122994853768439,20.019730521228098,64.89697585055532,0.28833551769331583,-0.00433344228552295,0.02437123644198436,0.001474830165006249,-137.7950340539877,0.008746059642301485,0.007097349165799005,0.002129970296213343,0.7142857142857143,True,2,CANDIDATE,train,,,,,,,
PAIR_VETO_F_SB_WINDOW_NOT_F_HTF_LTF_AGREE,P58F_HTF_LTF_AGREE+P78_SB_WINDOW,F_SB_WINDOW+F_HTF_LTF_AGREE,CONFLICT+TIMING,VETO,,0.02105602653888684,457,0.032104604053358424,1.0455610813526226,14.6718040523848,23.009238430021416,0.29540481400437635,0.1027511023054258,-0.053217253738993504,0.02483337457606319,-143.142960522831,0.032104604053358424,0.00673709043737144,0.039387308533916865,0.4,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_HTF_LTF_AGREE_F_RTH,P58F_HTF_LTF_AGREE+P78_RTH,F_HTF_LTF_AGREE+F_RTH,CONFLICT+TIMING,AND,,0.22926649465536306,4976,0.033147519523364505,1.0471804428875344,164.94205714826177,101.5152221271142,0.2966237942122186,0.054415748075534925,0.007794292006988669,0.02587629004606927,7.127292573045963,0.033147519523364505,-0.0004260696181878313,0.025226515451125028,0.7142857142857143,True,2,CANDIDATE,train,,,,,,,
PAIR_VETO_F_RTH_NOT_F_HTF_LTF_AGREE,P58F_HTF_LTF_AGREE+P78_RTH,F_RTH+F_HTF_LTF_AGREE,CONFLICT+TIMING,VETO,,0.043586435680058974,946,-0.02110265029412646,0.9706585524663484,-19.963107178243632,65.35154845643933,0.28012684989429176,-0.01878222373499119,-0.023996293865494733,-0.028373879771421695,-177.77787175345944,-0.02110265029412646,0.008564306376021746,-0.031480326754099425,0.5714285714285714,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_CT_LOW_F_M15_NOT_NEUTRAL,P58F_CT_LOW+P75_M15_NOT_NEUTRAL,F_CT_LOW+F_M15_NOT_NEUTRAL,CONFLICT+CONTEXT,AND,,0.7275156653151493,15790,0.0030382811423577127,1.0042689297652259,47.974459237828285,217.34802438772184,0.28790373654211526,0.02393556286199143,-0.021886972668214977,-0.004232948334937523,-109.84030533738752,0.0030382811423577127,0.01857292954639625,0.020611962540957002,0.2857142857142857,True,2,CANDIDATE,train,,,,,,,
PAIR_VETO_F_M15_NOT_NEUTRAL_NOT_F_CT_LOW,P58F_CT_LOW+P75_M15_NOT_NEUTRAL,F_M15_NOT_NEUTRAL+F_CT_LOW,CONFLICT+CONTEXT,VETO,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007271229477295236,-157.8147645752158,0.0,0.007271229477295236,0.0,0.0,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_CT_LOW_F_M5_TRENDING,P58F_CT_LOW+P75_M5_TRENDING,F_CT_LOW+F_M5_TRENDING,CONFLICT+CONTEXT,AND,,0.3212311094729082,6972,0.02439988509139295,1.0346185950291584,170.11599885719164,100.33784060308797,0.2943201376936317,0.025374752216234836,0.023185070001544857,0.017128655614097713,12.301234281975837,0.02439988509139295,-0.0008350009694526129,0.0030828632463247366,0.7142857142857143,True,2,CANDIDATE,train,,,,,,,
PAIR_VETO_F_M5_TRENDING_NOT_F_CT_LOW,P58F_CT_LOW+P75_M5_TRENDING,F_M5_TRENDING+F_CT_LOW,CONFLICT+CONTEXT,VETO,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007271229477295236,-157.8147645752158,0.0,0.007271229477295236,0.0,0.0,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_CT_LOW_F_M5_DIRECTION_ALIGN,P58F_CT_LOW+P60_DEV_HTF_5M,F_CT_LOW+F_M5_DIRECTION_ALIGN,CONFLICT+CONTEXT,AND,,0.27280685587910064,5921,0.033866985412403884,1.0482420599699434,200.52642062684342,81.80879084771621,0.29707819625063336,0.027924491253239214,0.04160470428450439,0.02659575593510865,42.711656051627614,0.033866985412403884,-0.0027061810841809315,0.026255837176418623,0.7142857142857143,True,2,CANDIDATE,train,,,,,,,
PAIR_VETO_F_M5_DIRECTION_ALIGN_NOT_F_CT_LOW,P58F_CT_LOW+P60_DEV_HTF_5M,F_M5_DIRECTION_ALIGN+F_CT_LOW,CONFLICT+CONTEXT,VETO,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007271229477295236,-157.8147645752158,0.0,0.007271229477295236,0.0,0.0,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_CT_LOW_F_MARKET_REVERSAL,P58E_MARKET_STATE_REV+P58F_CT_LOW,F_CT_LOW+F_MARKET_REVERSAL,CONFLICT+CONTEXT,AND,,0.30759307040176925,6676,0.00913806722997065,1.012867067582559,61.00573682728406,110.94308533429876,0.2893948472139005,0.028032803092562668,-0.011822254290901548,0.0018668377526754138,-96.80902774793174,0.00913806722997065,0.006441910283998641,0.0236568783196123,0.42857142857142855,True,2,CANDIDATE,train,,,,,,,
PAIR_VETO_F_MARKET_REVERSAL_NOT_F_CT_LOW,P58E_MARKET_STATE_REV+P58F_CT_LOW,F_MARKET_REVERSAL+F_CT_LOW,CONFLICT+CONTEXT,VETO,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007271229477295236,-157.8147645752158,0.0,0.007271229477295236,0.0,0.0,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_CT_LOW_F_CONF_HIGH,P58F_CONF_HIGH+P58F_CT_LOW,F_CT_LOW+F_CONF_HIGH,CONFLICT+CONTEXT,AND,,0.7488481385919646,16253,0.0006064125294898571,1.0008517053254171,9.856022841798648,108.05763416372221,0.2873930966590783,0.02261451439057464,-0.025540800572835566,-0.006664816947805379,-147.95874173341716,0.0006064125294898571,0.0271434125359415,0.006468228234926638,0.14285714285714285,True,2,CANDIDATE,train,,,,,,,
PAIR_VETO_F_CONF_HIGH_NOT_F_CT_LOW,P58F_CONF_HIGH+P58F_CT_LOW,F_CONF_HIGH+F_CT_LOW,CONFLICT+CONTEXT,VETO,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007271229477295236,-157.8147645752158,0.0,0.007271229477295236,0.0,0.0,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_CT_LOW_F_SB_WINDOW,P58F_CT_LOW+P78_SB_WINDOW,F_CT_LOW+F_SB_WINDOW,CONFLICT+TIMING,AND,,0.1265204570586067,2746,0.01263347945142494,1.0177931456930167,34.691534573612884,52.75554891052659,0.28951201747997085,0.013561702198258599,0.011522582468014434,0.005362249974129704,-123.12323000160292,0.01263347945142494,0.006494526321426462,0.040422432629278957,0.5714285714285714,True,2,CANDIDATE,train,,,,,,,
PAIR_VETO_F_SB_WINDOW_NOT_F_CT_LOW,P58F_CT_LOW+P78_SB_WINDOW,F_SB_WINDOW+F_CT_LOW,CONFLICT+TIMING,VETO,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007271229477295236,-157.8147645752158,0.0,0.007271229477295236,0.0,0.0,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_CT_LOW_F_RTH,P58F_CT_LOW+P78_RTH,F_CT_LOW+F_RTH,CONFLICT+TIMING,AND,,0.272852930335422,5922,0.024481416746034802,1.0347142228035322,144.9789499700181,144.85992246798915,0.2939885173927727,0.04252192721495733,0.002820736952244887,0.017210187268739567,-12.835814605197697,0.024481416746034802,0.0008133198964134863,0.043547794512166865,0.7142857142857143,True,2,CANDIDATE,train,,,,,,,
PAIR_VETO_F_RTH_NOT_F_CT_LOW,P58F_CT_LOW+P78_RTH,F_RTH+F_CT_LOW,CONFLICT+TIMING,VETO,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007271229477295236,-157.8147645752158,0.0,0.007271229477295236,0.0,0.0,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_M15_NOT_NEUTRAL_F_M5_TRENDING,P75_M15_NOT_NEUTRAL+P75_M5_TRENDING,F_M15_NOT_NEUTRAL+F_M5_TRENDING,CONTEXT,AND,,0.22617950608182824,4909,0.005547625269523715,1.0078062021793257,27.233292448091916,107.88827593179724,0.2890609085353432,0.0032810330025134747,0.008396757801940283,-0.0017236042077715215,-130.5814721271239,0.005547625269523715,0.00777502066848013,0.06508004620766877,0.5714285714285714,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_M15_NOT_NEUTRAL_F_M5_DIRECTION_ALIGN,P60_DEV_HTF_5M+P75_M15_NOT_NEUTRAL,F_M15_NOT_NEUTRAL+F_M5_DIRECTION_ALIGN,CONTEXT,AND,,0.18766126059712496,4073,0.016853081752677863,1.0238230620231619,68.64260197865694,88.28867961686893,0.29241345445617484,0.004692021928325697,0.032819220488567814,0.009581852275382628,-89.17216259655886,0.016853081752677863,0.00505769171326407,0.046880066070180554,0.5714285714285714,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_M15_NOT_NEUTRAL_F_MARKET_REVERSAL,P58E_MARKET_STATE_REV+P75_M15_NOT_NEUTRAL,F_M15_NOT_NEUTRAL+F_MARKET_REVERSAL,CONTEXT,AND,,0.24976962771839292,5421,0.007750894795691666,1.0109034686091343,42.01760068744452,107.28432111328009,0.28869212322449733,0.0281484056196027,-0.014910358467788948,0.00047966531839642966,-115.79716388777129,0.007750894795691666,0.007111537424784822,0.024525669193065175,0.42857142857142855,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_M15_NOT_NEUTRAL_F_CONF_HIGH,P58F_CONF_HIGH+P75_M15_NOT_NEUTRAL,F_M15_NOT_NEUTRAL+F_CONF_HIGH,CONTEXT,AND,,0.51009030593439,11071,-0.01365193046859628,0.9809440582443599,-151.1405222178294,228.77078652471207,0.28335290398338,0.015321252796789172,-0.048921108895796914,-0.020923159945891515,-308.9552867930452,-0.01365193046859628,0.029056266979502036,0.003202983495482755,0.2857142857142857,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_M15_NOT_NEUTRAL_F_SB_WINDOW,P75_M15_NOT_NEUTRAL+P78_SB_WINDOW,F_M15_NOT_NEUTRAL+F_SB_WINDOW,CONTEXT+TIMING,AND,,0.09694065610025801,2104,0.041969491154592135,1.0598217985601175,88.30380938926186,43.25523026072453,0.2980038022813688,0.0469729304309153,0.035972683578894465,0.0346982616772969,-69.51095518595395,0.041969491154592135,0.0035464773054058106,-0.018567893220123664,0.7142857142857143,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_M15_NOT_NEUTRAL_F_RTH,P75_M15_NOT_NEUTRAL+P78_RTH,F_M15_NOT_NEUTRAL+F_RTH,CONTEXT+TIMING,AND,,0.21129745669001107,4586,0.01747259010525299,1.0247046063702827,80.12929822269021,171.82746193107667,0.2919755778456171,0.03448606336583052,-0.003444801181086628,0.010201360627957755,-77.6854663525256,0.01747259010525299,0.004538232641227099,0.0503371688557897,0.5714285714285714,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_M5_TRENDING_F_M5_DIRECTION_ALIGN,P60_DEV_HTF_5M+P75_M5_TRENDING,F_M5_TRENDING+F_M5_DIRECTION_ALIGN,CONTEXT,AND,,0.27280685587910064,5921,0.033866985412403884,1.0482420599699434,200.52642062684342,81.80879084771621,0.29707819625063336,0.027924491253239214,0.04160470428450439,0.02659575593510865,42.711656051627614,0.033866985412403884,-0.0027061810841809315,0.026255837176418623,0.7142857142857143,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_M5_TRENDING_F_MARKET_REVERSAL,P58E_MARKET_STATE_REV+P75_M5_TRENDING,F_M5_TRENDING+F_MARKET_REVERSAL,CONTEXT,AND,,0.0604036122373756,1311,0.08881580211733393,1.1290781090585564,116.43751657582479,51.38759139024979,0.3119755911517925,0.09757859513275692,0.07976770886419948,0.0815445726400387,-41.37724799939102,0.08881580211733393,0.0020289926935414594,0.10602593440122043,0.8571428571428571,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_M5_TRENDING_F_CONF_HIGH,P58F_CONF_HIGH+P75_M5_TRENDING,F_M5_TRENDING+F_CONF_HIGH,CONTEXT,AND,,0.2751566531514928,5972,0.020470350124464347,1.029003642715977,122.24893094330108,120.87318546774137,0.29320160750167445,0.013006736704366285,0.03004523033770941,0.013199120647169112,-35.56583363191473,0.020470350124464347,0.0022607318606607378,0.01656478640226626,0.7142857142857143,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_M5_TRENDING_F_SB_WINDOW,P75_M5_TRENDING+P78_SB_WINDOW,F_M5_TRENDING+F_SB_WINDOW,CONTEXT+TIMING,AND,,0.038656468853667525,839,0.14294939246403418,1.2122570506258774,119.93454027732469,32.00647951692089,0.3265792610250298,0.14400716228968555,0.14163425083588485,0.13567816298673893,-37.88022429789112,0.14294939246403418,0.0018154912196449062,0.01907032181168053,0.8333333333333334,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_M5_TRENDING_F_RTH,P75_M5_TRENDING+P78_RTH,F_M5_TRENDING+F_RTH,CONTEXT+TIMING,AND,,0.08505344636933285,1846,0.04065237868823277,1.0581093460675568,75.0442910584777,57.10696605974796,0.29956663055254606,0.043660235869856893,0.036938075631021354,0.03338114921093754,-82.77047351673811,0.04065237868823277,0.0041681173087288765,0.09112653872774112,0.7142857142857143,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_M5_DIRECTION_ALIGN_F_MARKET_REVERSAL,P58E_MARKET_STATE_REV+P60_DEV_HTF_5M,F_M5_DIRECTION_ALIGN+F_MARKET_REVERSAL,CONTEXT,AND,,0.03824179874677479,830,0.18009013527595086,1.272246282193208,149.4748122790392,31.379100118821512,0.3385542168674699,0.16285680187637766,0.19916052452014865,0.1728189057986556,-8.339952296176591,0.18009013527595086,0.0003995378124066545,0.15180722891566262,0.8333333333333334,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_M5_DIRECTION_ALIGN_F_CONF_HIGH,P58F_CONF_HIGH+P60_DEV_HTF_5M,F_M5_DIRECTION_ALIGN+F_CONF_HIGH,CONTEXT,AND,,0.2443328418724659,5303,0.023407327390917276,1.0332016701988926,124.12905715403431,97.79877788569158,0.29398453705449745,0.01654712131824574,0.03249612298566231,0.01613609791362204,-33.68570742118149,0.023407327390917276,0.002053881313406586,0.013266886215755789,0.7142857142857143,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_M5_DIRECTION_ALIGN_F_SB_WINDOW,P60_DEV_HTF_5M+P78_SB_WINDOW,F_M5_DIRECTION_ALIGN+F_SB_WINDOW,CONTEXT+TIMING,AND,,0.03215997051234795,698,0.1482026206932701,1.220548846479222,103.44542924390252,21.50540917691331,0.32808022922636104,0.16658744355358657,0.12451332435194433,0.14093139121597484,-54.36933533131328,0.1482026206932701,0.0025882764605975974,0.2349570200573066,0.8333333333333334,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_M5_DIRECTION_ALIGN_F_RTH,P60_DEV_HTF_5M+P78_RTH,F_M5_DIRECTION_ALIGN+F_RTH,CONTEXT+TIMING,AND,,0.07044784371544416,1529,0.0227856813684005,1.032335992263533,34.83930681228436,52.11269160178486,0.2943100065402224,0.029775990122991737,0.013630699963218324,0.015514451891105265,-122.97545776293144,0.0227856813684005,0.006095437807332409,-0.038107857620936686,0.5714285714285714,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_MARKET_REVERSAL_F_CONF_HIGH,P58E_MARKET_STATE_REV+P58F_CONF_HIGH,F_MARKET_REVERSAL+F_CONF_HIGH,CONTEXT,AND,,0.1307132325838555,2837,-0.02613962315837935,0.9637140924337669,-74.15811090032221,114.1959082629836,0.2795206203736341,0.026692145975991323,-0.085328578264823,-0.03341085263567459,-231.97287547553802,-0.02613962315837935,0.012295164863281808,-0.03645401074027724,0.42857142857142855,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_MARKET_REVERSAL_F_SB_WINDOW,P58E_MARKET_STATE_REV+P78_SB_WINDOW,F_MARKET_REVERSAL+F_SB_WINDOW,CONTEXT+TIMING,AND,,0.04271102100995208,927,-0.0026193343085531445,0.9963300018459026,-2.428122904028765,60.082856721319146,0.284789644012945,-0.0007939920385206501,-0.004729090374148833,-0.009890563785848381,-160.24288747924456,-0.0026193343085531445,0.0077125132347906095,0.09861341331859906,0.5,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_MARKET_REVERSAL_F_RTH,P58E_MARKET_STATE_REV+P78_RTH,F_MARKET_REVERSAL+F_RTH,CONTEXT+TIMING,AND,,0.0912274235164025,1980,0.02487714551328378,1.0352553023607862,49.256748116301885,83.86939160266587,0.29343434343434344,0.06245029085885115,-0.01823824252967746,0.017605916035988545,-108.55801645891393,0.02487714551328378,0.005503854008259675,0.03530801512807872,0.7142857142857143,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_CONF_HIGH_F_SB_WINDOW,P58F_CONF_HIGH+P78_SB_WINDOW,F_CONF_HIGH+F_SB_WINDOW,CONTEXT+TIMING,AND,,0.09551234795429414,2073,0.0015648415799094152,1.0021937967913261,3.2439165951522178,44.074334646244615,0.2865412445730825,0.018454614932450333,-0.018595649786933056,-0.00570638789738582,-154.57084798006358,0.0015648415799094152,0.00787381427232762,-0.0028943560057887066,0.5714285714285714,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_CONF_HIGH_F_RTH,P58F_CONF_HIGH+P78_RTH,F_CONF_HIGH+F_RTH,CONTEXT+TIMING,AND,,0.2039255436785846,4426,0.013826685741332225,1.0195169621140552,61.19691109113643,140.24225988009817,0.2912336195210122,0.02070809761408607,0.005494746490805069,0.006555456264036989,-96.61785348407938,0.013826685741332225,0.005591958182896128,-0.005896004485880671,0.7142857142857143,True,2,CANDIDATE,train,,,,,,,
PAIR_AND_F_SB_WINDOW_F_RTH,P78_RTH+P78_SB_WINDOW,F_SB_WINDOW+F_RTH,TIMING,AND,,0.08173608551419093,1774,0.003450752650049559,1.004842688275678,6.121635201187917,66.75140811591551,0.28692220969560317,0.02552633544656216,-0.02300164953610619,-0.003820476827245677,-151.69312937402788,0.003450752650049559,0.007611296004717904,0.029312288613303282,0.5714285714285714,True,2,CANDIDATE,train,,,,,,,
TRIPLE_AND_F_LOCATION_SCORE_F_REACTION_SCORE_F_TOTAL_EVIDENCE,P58D_LOCATION_SCORE+P58D_REACTION_SCORE+P58D_TOTAL_EVIDENCE,F_LOCATION_SCORE+F_REACTION_SCORE+F_TOTAL_EVIDENCE,CONTEXT+LOCATION+REACTION,AND,,0.2473737559896793,5369,0.022405699825731512,1.0317292633578525,120.2962023643525,79.56610643132282,0.29316446265598806,0.024935654029495342,0.019402731781019575,0.015134470348436277,-37.51856221086331,0.022405699825731512,0.002296820459801855,0.014938609868538498,0.5714285714285714,True,3,CANDIDATE,train,,,,,,,
TRIPLE_AND_F_LOCATION_SCORE_F_REACTION_SCORE_F_ALIGNED_ACTIVE,P58D_LOCATION_SCORE+P58D_REACTION_SCORE+P58E_ALIGNED_ACTIVE,F_LOCATION_SCORE+F_REACTION_SCORE+F_ALIGNED_ACTIVE,CONTEXT+LOCATION+REACTION,AND,,0.27110210099520826,5884,0.010527574106908685,1.0148461811203022,61.944246045050704,116.69264456285306,0.2899388171312033,0.02619157684385321,-0.007202260875053163,0.0032563446296134486,-95.8705185301651,0.010527574106908685,0.006060083345775288,0.01273998453508029,0.2857142857142857,True,3,CANDIDATE,train,,,,,,,
TRIPLE_AND_F_LOCATION_SCORE_F_REACTION_SCORE_F_HTF_SUPPORT,P58D_LOCATION_SCORE+P58D_REACTION_SCORE+P58F_HTF_SUPPORT,F_LOCATION_SCORE+F_REACTION_SCORE+F_HTF_SUPPORT,CONTEXT+LOCATION+REACTION,AND,,0.18853667526723183,4092,-0.01629043075559435,0.9772873337386102,-66.66044265189208,93.71495334375217,0.28225806451612906,0.02073466246713423,-0.059512520513483026,-0.023561660232889584,-224.4752072271079,-0.01629043075559435,0.012745582967698602,0.010609454656758752,0.2857142857142857,True,3,CANDIDATE,train,,,,,,,
TRIPLE_AND_F_LOCATION_SCORE_F_REACTION_SCORE_F_M15_NOT_NEUTRAL,P58D_LOCATION_SCORE+P58D_REACTION_SCORE+P75_M15_NOT_NEUTRAL,F_LOCATION_SCORE+F_REACTION_SCORE+F_M15_NOT_NEUTRAL,CONTEXT+LOCATION+REACTION,AND,,0.36251382233689644,7868,0.005258605758537588,1.007395957553695,41.374710108173744,148.57675170684877,0.28825622775800713,0.030973952129766728,-0.024534510215591554,-0.002012623718757648,-116.44005446704206,0.005258605758537588,0.008415731025371645,-0.005577971568179215,0.2857142857142857,True,3,CANDIDATE,train,,,,,,,
TRIPLE_AND_F_LOCATION_SCORE_F_REACTION_SCORE_F_M5_TRENDING,P58D_LOCATION_SCORE+P58D_REACTION_SCORE+P75_M5_TRENDING,F_LOCATION_SCORE+F_REACTION_SCORE+F_M5_TRENDING,CONTEXT+LOCATION+REACTION,AND,,0.1474382602285293,3200,0.03788320474855111,1.054068565318364,121.22625519536354,49.54570737060291,0.298125,0.04809420351494272,0.02580552953646171,0.03061197527125587,-36.58850937985227,0.03788320474855111,0.0019773297330227123,0.08820872713965251,0.5714285714285714,True,3,CANDIDATE,train,,,,,,,
TRIPLE_AND_F_LOCATION_SCORE_F_REACTION_SCORE_F_M5_DIRECTION_ALIGN,P58D_LOCATION_SCORE+P58D_REACTION_SCORE+P60_DEV_HTF_5M,F_LOCATION_SCORE+F_REACTION_SCORE+F_M5_DIRECTION_ALIGN,CONTEXT+LOCATION+REACTION,AND,,0.1151400663472171,2499,0.04955531775962133,1.0710993788739192,123.83873908129371,54.52241071135355,0.3017206882753101,0.042516025826581066,0.05850801722718802,0.0422840882823261,-33.976025493922094,0.04955531775962133,0.0017691239517793303,0.04421809410027109,0.7142857142857143,True,3,CANDIDATE,train,,,,,,,
TRIPLE_AND_F_LOCATION_SCORE_F_REACTION_SCORE_F_MARKET_REVERSAL,P58D_LOCATION_SCORE+P58D_REACTION_SCORE+P58E_MARKET_STATE_REV,F_LOCATION_SCORE+F_REACTION_SCORE+F_MARKET_REVERSAL,CONTEXT+LOCATION+REACTION,AND,,0.18130298562476962,3935,0.02377996161343222,1.0336777485976205,93.5741489488558,64.49722047560769,0.29326556543837357,0.07806972441644144,-0.035021973111267035,0.016508732136136985,-64.24061562636001,0.02377996161343222,0.0036153196930812045,0.005279114977565471,0.7142857142857143,True,3,CANDIDATE,train,,,,,,,
TRIPLE_AND_F_LOCATION_SCORE_F_REACTION_SCORE_F_CONF_HIGH,P58D_LOCATION_SCORE+P58D_REACTION_SCORE+P58F_CONF_HIGH,F_LOCATION_SCORE+F_REACTION_SCORE+F_CONF_HIGH,CONTEXT+LOCATION+REACTION,AND,,0.34260965720604497,7436,0.0060888716883791116,1.008567880597736,45.276849874787075,112.72017290024927,0.28859601936525014,0.036521048649657835,-0.027986838432459783,-0.0011823577889161245,-112.53791470042873,0.0060888716883791116,0.007887434447745208,-0.018532874079678137,0.42857142857142855,True,3,CANDIDATE,train,,,,,,,
