level,event_type,regime_dimension,regime_value,N,mean_forward_atr,era1_mean,era2_mean,era3_mean
PDL,BREAK_FAILURE,overnight_gap_direction,1,254,-0.020008335351071074,-0.01351879077446156,0.04347849727622571,-0.12404222981294258
PDL,APPROACH,overnight_gap_direction,1,500,-0.05073930058214685,0.2569410133323445,-0.23642322745911123,-0.1584371436806852
ONL,BREAK_HOLD,overnight_gap_direction,1,473,-0.09577808998108593,-0.17188150454559958,-0.022579310309269043,-0.07186984312232485
ONH,SWEEP,overnight_gap_direction,1,1399,0.12407824039437293,0.09424003058137947,0.15985981770821248,0.12277872058708089
ORH,TOUCH,overnight_gap_direction,1,1836,0.07037359737278027,0.1382040624241611,0.134296102427025,-0.07879845628999137
ORL,TOUCH,overnight_gap_direction,1,1796,0.013903194505216631,0.021484648881602234,-0.022397409231433574,0.04384188426721709
ORH,APPROACH,overnight_gap_direction,1,970,0.055190938378565986,0.2115827522487912,0.026691372351905655,-0.09459368475737288
ONH,BREAK,overnight_gap_direction,1,1081,-0.1322031587966459,-0.15851483392882904,-0.2045485997395017,0.0014946206862939996
ONH,BREAK_HOLD,overnight_gap_direction,1,561,-0.08358389982665647,-0.2091338148353001,0.08471397719369313,-0.11857321963079778
ORH,SWEEP,overnight_gap_direction,1,2043,0.06105224688678098,0.13595647205146838,0.12404632533555487,-0.08870494182636628
ORH,BREAK,overnight_gap_direction,1,1468,-0.08623768046695969,0.08772688534141485,-0.17462169007275355,-0.17427126288342767
ORH,BREAK_HOLD,overnight_gap_direction,1,742,-0.02667612812134343,0.04191090611359835,-0.13763588221502834,0.021424323093234623
SESSION_OPEN,BREAK_FAILURE,overnight_gap_direction,1,756,-0.20384972478299362,-0.171534077018846,-0.4171890029818032,0.120241324680259
PDH,BREAK_FAILURE,overnight_gap_direction,1,416,0.18784088930434317,0.12076949271653727,0.22549333913400507,0.21291833013963576
PRIOR_RTH_CLOSE,TOUCH,overnight_gap_direction,1,2454,0.027316505078268504,0.15750775544080667,-0.10095086327832736,0.029805628938366958
PRIOR_RTH_CLOSE,SWEEP,overnight_gap_direction,1,4959,-0.03432396883012555,-0.04723650341213632,-0.08335425556909916,0.03781113663283812
PRIOR_RTH_CLOSE,BREAK,overnight_gap_direction,1,3265,-0.18441259547484473,-0.06451981216716085,-0.35188497680452135,-0.05276374055179844
PRIOR_RTH_CLOSE,BREAK_HOLD,overnight_gap_direction,1,1162,-0.04426913565834881,-0.1548890077009534,-0.03824797520834356,0.07271677062030106
PRIOR_RTH_CLOSE,APPROACH,overnight_gap_direction,1,914,0.061278115332623846,0.08475102019298596,0.0785606800860541,0.00992503870132454
ORL,APPROACH,overnight_gap_direction,1,883,-0.023328560154188858,-0.03775185742857058,0.04577978926866562,-0.08611461687466104
ORL,SWEEP,overnight_gap_direction,1,1849,0.0717884370951011,0.21709825239042405,-0.02729836851654008,0.024522420631867766
ORL,BREAK,overnight_gap_direction,1,1189,-0.027796960412547447,0.13517753244128355,-0.07054774730702605,-0.1695090735268103
ORL,BREAK_HOLD,overnight_gap_direction,1,634,0.028414901750782318,0.1330552440564484,-0.02527113382944287,-0.04144333916271688
ORL,BREAK_FAILURE,overnight_gap_direction,1,286,-0.10485089533126052,0.05083439327005987,-0.12894200801231534,-0.23870154400448068
SESSION_OPEN,SWEEP,overnight_gap_direction,-1,5418,-0.0040407917288285715,0.02934595334150206,-0.008341830900712072,-0.035000824730335826
SESSION_OPEN,BREAK,overnight_gap_direction,-1,3477,-0.07757674878303235,-0.006193871118694356,-0.21728674439350773,0.06515097533636072
SESSION_OPEN,BREAK_HOLD,overnight_gap_direction,-1,1288,-0.05417356848730518,-0.1906738364681391,0.0009157843765547126,0.024812494165464733
PRIOR_RTH_CLOSE,TOUCH,overnight_gap_direction,-1,2381,0.10742882780986336,0.09526807691425837,0.17100651670637526,0.03199950501973297
PRIOR_RTH_CLOSE,SWEEP,overnight_gap_direction,-1,4558,0.039830534402994076,-0.0649086429963927,0.10439063216003802,0.06230579300283242
PRIOR_RTH_CLOSE,BREAK,overnight_gap_direction,-1,2966,-0.06652298680674294,0.08649234936903412,-0.20437010573230294,-0.005387830614970139
PRIOR_RTH_CLOSE,BREAK_HOLD,overnight_gap_direction,-1,1137,-0.02683922608567535,-0.04489857605199921,0.07384737217276373,-0.1424170648142236
SESSION_OPEN,APPROACH,overnight_gap_direction,-1,955,0.015888716227745476,0.061020770324656685,-0.08510974837563412,0.09905248527614474
SESSION_OPEN,TOUCH,overnight_gap_direction,-1,2623,-0.0021767801224289707,0.10740286360463017,-0.07168247807162385,-0.029856824253938784
PRIOR_RTH_CLOSE,APPROACH,overnight_gap_direction,-1,872,-0.0003304467207746617,-0.2773549125420395,0.1173651390625665,0.15337793192379656
ONH,APPROACH,overnight_gap_direction,-1,949,0.0008975916462685035,0.08051979940824774,-0.15728954470554218,0.10856804273385769
ONH,TOUCH,overnight_gap_direction,-1,4735,0.07340008025533086,0.11655187734861165,0.049314652491077964,0.05571859361942703
ONH,BREAK,overnight_gap_direction,-1,897,0.040347915349927016,0.10580453247566177,0.04664766755233221,-0.04775934917543109
ONL,TOUCH,overnight_gap_direction,-1,4540,0.053595629830463266,-0.041587408101158636,0.027507561020006392,0.18279240173844105
ONH,BREAK_HOLD,overnight_gap_direction,-1,513,0.017896255299408456,-0.11965404332351261,0.16704893752004504,0.018041700273010483
ONL,APPROACH,overnight_gap_direction,-1,929,0.11371797927217754,-0.048977927025768274,0.020985696994084396,0.4221268765722357
ONL,BREAK,overnight_gap_direction,-1,792,0.10232115568672392,0.15661500811476853,-0.03984225514356505,0.2904976635808879
ONL,BREAK_HOLD,overnight_gap_direction,-1,440,0.13915640543922728,0.025351381818484793,-0.02891592293531906,0.5507600884287058
PDH,APPROACH,overnight_gap_direction,-1,556,-0.03245826169482768,-0.13536955315285346,0.11796086526145302,-0.10179820349137593
PDH,TOUCH,overnight_gap_direction,-1,1243,-0.10090522396293027,-0.21884308480091738,-0.023135250408338873,-0.06003900207798984
PDH,SWEEP,overnight_gap_direction,-1,2337,0.012384051696864417,0.047982558290050895,0.027576098849610188,-0.04946232252522739
PDH,BREAK,overnight_gap_direction,-1,1604,-0.18507090956012934,-0.004075858437423966,-0.3135678604707957,-0.1789702498200709
PDH,BREAK_FAILURE,overnight_gap_direction,-1,331,-0.05950770935836016,-0.14796471230434202,0.010241509547673925,-0.059471407471436546
PDH,BREAK_HOLD,overnight_gap_direction,-1,660,-0.06954594327308761,0.18213260097341494,0.04124550975772827,-0.5177441313866561
ORH,TOUCH,overnight_gap_direction,-1,1691,0.06331324815677751,0.06607246091141247,0.0530426685605631,0.07306697285778056
ONH,SWEEP,overnight_gap_direction,-1,1230,0.11294055665004289,0.08072797536860962,0.17752481358234262,0.07738522128132776
ORH,SWEEP,overnight_gap_direction,-1,1802,0.12570921538951296,0.17906444279740086,0.12936304294175144,0.06051593256660242
ORH,BREAK,overnight_gap_direction,-1,1178,0.09744903118444666,0.14954948672586485,0.1571026713762763,-0.03793640169347103
ORH,APPROACH,overnight_gap_direction,-1,853,0.10665217154028203,0.14725035236681083,0.09537642828407353,0.07483417123636872
ORH,BREAK_FAILURE,overnight_gap_direction,-1,287,0.23316948858526879,0.18924174435485192,0.6395163737220722,-0.18428638032650702
PDH,TOUCH,overnight_gap_direction,0,102,0.002036847413843507,-0.11669936917143074,0.051914684275250755,0.09261230981376634
PDH,SWEEP,overnight_gap_direction,0,138,-0.0030921306423574873,-0.010701756769119764,0.0047293395788629514,-0.012596733236352131
PDH,BREAK,overnight_gap_direction,0,114,0.09000374899468806,0.3584295493251385,-0.15098228813720718,0.03262969867043602
PDH,BREAK_HOLD,overnight_gap_direction,0,93,0.08929544206431303,0.32808351289069143,-0.025219093357388808,-0.1405688379745649
PDL,BREAK_HOLD,overnight_gap_direction,1,562,-0.009912197233700376,0.2990719455836302,-0.10345107094677307,-0.2782498256053441
PRIOR_RTH_CLOSE,BREAK_FAILURE,overnight_gap_direction,1,676,0.05755778500618835,0.0660824661004209,-0.0765620270358664,0.2577912360132818
ONH,BREAK_FAILURE,overnight_gap_direction,1,235,0.19119340688803008,0.14312367116628638,0.25290724454419894,0.17455017633917605
ORH,BREAK_FAILURE,overnight_gap_direction,1,321,0.12304459308709459,0.09185974214630133,0.4678542026665835,-0.20442525906620404
SESSION_OPEN,BREAK_FAILURE,overnight_gap_direction,-1,648,-0.14495983143710234,0.0835048898288365,-0.12194510942406132,-0.46930639600558804
ONL,SWEEP,overnight_gap_direction,-1,1130,0.1442470966913158,0.19659705538170086,0.13411701520118038,0.09401178227011668
ORL,APPROACH,overnight_gap_direction,-1,819,-0.02193353855776341,-0.06488746690377538,0.0007837943982914943,-0.0001458745180770606
ORL,TOUCH,overnight_gap_direction,-1,1633,0.024665646597510082,0.01548549955849782,0.05291476224510446,-0.0030692608882002623
ONL,BREAK_FAILURE,overnight_gap_direction,-1,176,0.2590618891605778,0.40802142511793177,0.23907142987644517,0.03735713645241081
PRIOR_RTH_CLOSE,BREAK_FAILURE,overnight_gap_direction,-1,558,-0.08855201609386942,0.13884813443044172,-0.32802702959324986,0.10370974198153103
ORL,BREAK,overnight_gap_direction,-1,1109,0.10599146042248926,0.2690312820589904,-0.13662411442959732,0.31010421360978646
ORL,BREAK_HOLD,overnight_gap_direction,-1,569,0.15308649132271943,0.28687876727808154,-0.0011148361434726742,0.21705242285010584
ORH,BREAK_HOLD,overnight_gap_direction,-1,647,0.1631098791768448,0.15050666208414293,0.08630921408319019,0.27685911593100265
ONH,BREAK_FAILURE,overnight_gap_direction,-1,185,0.4026153266488199,0.6702763065487534,0.3556071547527671,0.16251830456381364
ORL,SWEEP,overnight_gap_direction,-1,1660,0.09650906611524729,0.201135244681145,-0.02183692578628201,0.14347892208533325
PDL,TOUCH,overnight_gap_direction,-1,1139,0.18264324731680745,0.08900480369755769,0.06852582718905219,0.4155745432054639
PDL,SWEEP,overnight_gap_direction,-1,2287,0.08577725780072398,0.021924661069655117,0.004589540296340258,0.24563117318646058
PDL,BREAK,overnight_gap_direction,-1,1381,0.0809726864852059,0.21588422256769635,-0.08193709811814787,0.19652515107845767
PDL,BREAK_HOLD,overnight_gap_direction,-1,585,-0.0007147481565069975,0.19270429554093746,-0.1285166697618841,-0.016175058413083962
PRIOR_RTH_CLOSE,SWEEP,overnight_gap_direction,0,89,0.0941764468973081,1.795620929067459,-0.06162539709334724,-0.16078604650515937
SESSION_OPEN,APPROACH,overnight_gap_direction,0,200,0.2718571350742765,0.27733798412924726,0.33674491562757364,0.18638702432188836
ONL,TOUCH,overnight_gap_direction,0,76,-0.6172764277885842,-1.3643585302853023,-0.5766225280548657,-0.019082563577646372
PDL,SWEEP,overnight_gap_direction,0,76,-0.43080259225034934,-0.707952306218083,0.1035432780000782,-1.1966250031552013
ONL,SWEEP,overnight_gap_direction,1,1262,0.12570353169003784,0.08464541538065695,0.11521620639998693,0.17562304880733676
ONL,BREAK_FAILURE,overnight_gap_direction,1,206,0.12983123786747824,-0.099973623314242,-0.0868801109875833,0.625185158377033
PDL,APPROACH,overnight_gap_direction,-1,512,0.18688693293643083,0.26577956571328876,0.06380880350407361,0.26943641358509246
PDL,BREAK_FAILURE,overnight_gap_direction,-1,281,0.2899061566215364,0.08545331121036655,0.42563798479284565,0.2593946787539427
ORL,BREAK_FAILURE,overnight_gap_direction,-1,274,0.21865303485324974,0.26469699642947875,0.06187391769741576,0.3918940634027674
