level,event_type,direction,time_bucket,displacement_quantile,horizon,N,sample_tier,mean_forward_atr,median_forward_atr,positive_return_rate,mfe_atr,mae_atr,effect_size,standard_error,ci95_low,ci95_high,raw_p_value,era1_avg_atr,era2_avg_atr,era3_avg_atr,same_sign_across_eras,replicated,fdr_q_value,fdr_survivor_5pct
PDL,TOUCH,continuation,OVERNIGHT,Q3,1,229,WEAK_SAMPLE,0.08878691895123925,-0.0413008306728828,0.48034934497816595,0.7265298745559239,0.5308910008197398,0.08878691895123925,0.05412697475829432,-0.0029330304330002013,0.19363143221394885,0.10093342896977214,0.16187492192335906,0.0776233470603914,0.034659061784243335,True,False,1.0,False
PDL,SWEEP,continuation,OVERNIGHT,Q3,1,376,ANALYZABLE,0.014528432451298118,-0.04367071435392525,0.46808510638297873,0.590215312626425,0.5324468918458025,0.014528432451298118,0.03742337071497456,-0.05680295418503265,0.08815988074707944,0.6978545887470695,0.02247441288969065,0.032472489988220346,-0.023638136816151407,False,False,1.0,False
ONL,TOUCH,continuation,OVERNIGHT,Q4,1,1191,ANALYZABLE,-0.0012967045714646166,-0.0687804887738471,0.4550797649034425,0.7754240526970919,0.6947457824946404,-0.0012967045714646166,0.02789317360183437,-0.05375093680309625,0.055636454383423926,1.0,0.011962530384821262,-0.009649914329207943,-0.004445344490238867,False,False,1.0,False
PDL,SWEEP,continuation,OVERNIGHT,Q4,1,420,ANALYZABLE,0.08130282774339789,-0.0425670695800091,0.4666666666666667,0.857454125719756,0.6683688136780426,0.08130282774339789,0.0510467070891777,-0.018808241845828036,0.1782158022743309,0.11122426556330546,0.14255447495771098,0.10894389125441531,-0.026460015391542035,False,False,1.0,False
PDL,BREAK,continuation,OVERNIGHT,Q4,1,249,WEAK_SAMPLE,0.1665989746604753,0.0,0.4899598393574297,0.9936973927419762,0.6870094204278113,0.1665989746604753,0.07272073056663785,0.022770752500754655,0.30970494193382375,0.02196676941910371,0.1546124939103493,0.15543546780830508,0.19789409682515416,True,False,0.8402279953602667,False
ONL,BREAK,continuation,OVERNIGHT,Q3,1,47,INSUFFICIENT,-0.13220552571715524,0.0335582847972098,0.5106382978723404,0.4932378514202442,0.6290784090976366,-0.13220552571715524,0.11610507741903443,-0.3730222251895216,0.08432194997054301,1.0,-0.1436128369760663,-0.17557246154297698,-0.04497955926441796,True,False,1.0,False
PDL,BREAK_FAILURE,continuation,OVERNIGHT,Q4,1,42,INSUFFICIENT,0.12794622480103257,0.1344323078154675,0.6666666666666666,0.6556409555380084,0.5096166339731275,0.12794622480103257,0.1249053175724335,-0.10619331014745391,0.3709887446949683,0.3056720202596394,0.13084430614159773,0.5243147878712651,-0.47153335808327695,False,False,1.0,False
PDL,APPROACH,continuation,OVERNIGHT,Q2,1,130,WEAK_SAMPLE,-0.05431953653655145,-0.06585619839521856,0.45384615384615384,0.4775278038030471,0.49098106253911955,-0.05431953653655145,0.04857727550791841,-0.14836468008972753,0.03817949429857636,1.0,0.09599213284016603,-0.13475811810032023,-0.1675392979671917,False,False,1.0,False
ONL,BREAK_HOLD,continuation,OVERNIGHT,Q3,1,49,INSUFFICIENT,-0.2618518591482537,-0.1389290162517208,0.3673469387755102,0.4018550299851197,0.6284182888883607,-0.2618518591482537,0.10463331452633262,-0.4623126170899047,-0.06204913606053538,1.0,-0.3604480348171106,-0.30217787342560026,0.004591087754965856,False,False,1.0,False
PDL,TOUCH,continuation,PREMARKET,Q4,1,235,WEAK_SAMPLE,0.06732288035740014,-0.0539973680513323,0.4723404255319149,1.044484277279046,0.8929948571528525,0.06732288035740014,0.09166103489056696,-0.11168104246088573,0.22981625643062092,0.46265834917711757,0.25814094156925044,0.008436840766430372,-0.013771739583528467,False,False,1.0,False
SESSION_OPEN,TOUCH,continuation,PREMARKET,Q3,1,319,ANALYZABLE,-0.030587023801899794,0.0,0.49216300940438873,0.6441729937903453,0.6939119069055787,-0.030587023801899794,0.05981195615192255,-0.14602644820325666,0.07968621230861643,1.0,0.056277907929395354,-0.14153398365859854,0.037945709722701955,False,False,1.0,False
PDH,TOUCH,continuation,PREMARKET,Q3,1,220,WEAK_SAMPLE,0.028548575946125757,0.0,0.4863636363636364,0.631967224203074,0.5871078345222711,0.028548575946125757,0.0495207864178642,-0.060633097573749836,0.12737168933213763,0.5642794179599824,0.03248071891976217,0.1402703276730301,-0.11349220653349083,False,False,1.0,False
PDH,SWEEP,continuation,PREMARKET,Q3,1,436,ANALYZABLE,-0.033205751974307376,-0.0628861713153223,0.463302752293578,0.6432285130920823,0.6771565026697497,-0.033205751974307376,0.0446088249179782,-0.11528601732372146,0.05135588887600147,1.0,0.04096396986474287,-0.044470895232103305,-0.08982777418878281,False,False,1.0,False
PDH,BREAK,continuation,PREMARKET,Q3,1,297,WEAK_SAMPLE,0.053152854166471745,0.0339661671875197,0.5117845117845118,0.6662240282717302,0.6171758719361545,0.053152854166471745,0.05106894658958288,-0.05120237155594931,0.1566168143856485,0.2979657026150211,0.015191549349740766,-0.04416816186896174,0.18894742960878338,False,False,1.0,False
ONH,TOUCH,continuation,PREMARKET,Q3,1,871,ANALYZABLE,0.008219203164114704,0.034921849736103,0.5143513203214696,0.6611761194942796,0.6377349855604645,0.008219203164114704,0.030679948260392085,-0.04983030321481972,0.06878340513132043,0.7887751640168126,0.0883959708296833,-0.08084522165945514,0.016692206383599216,False,False,1.0,False
ONH,TOUCH,continuation,PREMARKET,Q1,1,738,ANALYZABLE,0.04974406942352749,0.03012230840573145,0.505420054200542,0.6582506984334641,0.5834393996087198,0.04974406942352749,0.031374915727225935,-0.011857418109709467,0.10556962151674026,0.1128589960072784,0.010024164312025992,0.10639434352338505,0.028260982901195913,True,False,1.0,False
ONH,TOUCH,continuation,PREMARKET,Q4,1,1094,ANALYZABLE,0.05818380101367145,0.02996426083845075,0.5073126142595978,0.8541838927520655,0.7643743711888498,0.05818380101367145,0.03455157328871943,-0.007253018081895366,0.12366092559124707,0.09218753300685116,-0.0036423608174209446,0.098494216784477,0.08575968158288934,False,False,1.0,False
ONH,SWEEP,continuation,RTH_OPEN,Q1,1,260,WEAK_SAMPLE,-0.01204735309685708,0.00414661280938765,0.5,0.40696786716616756,0.4665214720275706,-0.01204735309685708,0.0365115445875873,-0.08152371110131927,0.05632856225741777,1.0,0.06718149602913999,-0.10424733778013003,0.005283443948288726,False,False,1.0,False
ORH,TOUCH,continuation,RTH_OPEN,Q1,1,632,ANALYZABLE,-0.040202292516674856,0.005145519174737901,0.5015822784810127,0.46277539585728317,0.54339494489061,-0.040202292516674856,0.02846239462775288,-0.09538043922733612,0.016940181503449,1.0,-0.004472394992677983,-0.08973375566392224,-0.02650859250684341,True,False,1.0,False
ORL,TOUCH,continuation,RTH_OPEN,Q2,1,624,ANALYZABLE,0.013472498476237518,0.03773447765612635,0.5224358974358975,0.5541308114388978,0.5180517616439781,0.013472498476237518,0.026882714028099424,-0.03866003133604984,0.06774747860314316,0.6162596350801255,0.056095359883995964,-0.013536082194067139,-0.003904416960197422,False,False,1.0,False
ORH,APPROACH,continuation,RTH_OPEN,Q1,1,355,ANALYZABLE,-0.06981641884799727,-0.0206198606057365,0.476056338028169,0.39010662731926377,0.5336482832286399,-0.06981641884799727,0.03940414024892992,-0.14910640427170202,0.0047803404769061475,1.0,-0.022428475978423484,-0.2911215850720087,0.10409689887339199,False,False,1.0,False
