level,event_type,direction,horizon,N,full_mean_atr,era1_mean_atr,era2_mean_atr,era3_mean_atr,same_sign_across_eras,replicated,failure_reasons
ONH,BREAK_HOLD,reversal,1,1080,0.013382413305040794,0.0022521478561308116,0.03636842518376041,0.00015855508071043424,True,False,effect_too_small
ORH,SWEEP,reversal,1,3864,0.00104680952320497,-0.0022779889200900596,-0.003624088242809477,0.010130596079240438,False,False,not_same_sign
ORH,BREAK,reversal,1,2661,0.056879052777697385,0.019793277649240833,0.11583913502084763,0.02310924164903802,True,False,single_era_dominance
ORH,BREAK_HOLD,reversal,1,1396,-2.7215884651548495e-05,-0.021541590937866305,0.014701994758986104,0.006912942423886677,False,False,not_same_sign
SESSION_OPEN,BREAK_FAILURE,reversal,1,1465,0.10611057939074224,-0.029774051265731658,0.25730783044292455,0.007568717395741135,False,False,not_same_sign
PDH,BREAK_FAILURE,reversal,1,756,-0.06833282905417883,-0.010961318399619386,-0.16539144134721906,0.014350977941455192,False,False,not_same_sign
PRIOR_RTH_CLOSE,TOUCH,reversal,1,4876,-0.015595084348776581,-0.05016126454159946,0.005503390934113447,-0.003890917336140416,False,False,not_same_sign
PRIOR_RTH_CLOSE,SWEEP,reversal,1,9606,0.0011171136278669144,0.008636354011458713,-0.0003552237733382267,-0.005002724222330537,False,False,not_same_sign
PRIOR_RTH_CLOSE,BREAK,reversal,1,6285,0.08351739013021113,-0.04440626591272661,0.23062450612500163,-0.017612362192391186,False,False,not_same_sign
PRIOR_RTH_CLOSE,BREAK_HOLD,reversal,1,2324,-0.0048336581369506255,-0.028615836314808105,0.01554103483508767,-0.00430215413194514,False,False,not_same_sign
PRIOR_RTH_CLOSE,APPROACH,reversal,1,1799,0.03896684216658512,0.026759967898250768,0.04223712026418862,0.049383655765543315,True,False,effect_too_small
ORL,APPROACH,reversal,1,1713,0.024232053020025814,0.022942565451364486,0.023271830587279017,0.026994556595319224,True,False,effect_too_small
ORL,SWEEP,reversal,1,3528,0.015836867500609083,-0.018326840081923083,0.03578138700234423,0.028138952760255458,False,False,not_same_sign
ORL,BREAK,reversal,1,2308,0.04394084378612053,-0.020856692300459147,0.08593991524709592,0.05991765671345621,False,False,not_same_sign
ORL,BREAK_HOLD,reversal,1,1210,0.005769510866197362,-0.0201072908781941,0.028712129766809407,0.008676943779340592,False,False,not_same_sign
ORL,BREAK_FAILURE,reversal,1,562,-0.03580935950906246,-0.01404140340280316,-0.08221358382950247,0.00601717723701333,False,False,not_same_sign
