review_group,review_number,trade_id,instrument,direction,entry_price,atr_at_entry,m0_stop_price,m0_target_price,m0_exit_reason,m0_exit_time,m0_net_r,m1_stop_price,m1_target_price,m1_exit_reason,m1_exit_time,m1_net_r,delta_r_m1_minus_m0,phase58d_decision,p4_status,h1_status,15m_context,5m_context,m0_risk_points,m1_risk_points,visual_diagnostic_label,review_status,visual_entry_location,visual_m1_stop_quality,visual_thesis_intact_at_m0_stop,visual_m1_rescue_quality,notes,entry_time,entry_time_utc,entry_time_exchange,exchange_timezone,unix_ms,tradingview_jump_time
C — Normal M1 winner,11,E-061935,NQ,SHORT,29362.5,16.660714285714285,29374.995535714286,29331.261160714286,TARGET,2026-06-26T00:42:00-05:00,2.4419792783136858,29379.160714285714,29320.848214285714,TARGET,2026-06-26T00:42:00-05:00,2.4999752946237814,0.057996016310095655,TAKE,KEEP,KEEP,TRANSITION,NEUTRAL,12.495535714286234,16.660714285713766,VISUAL_DIAGNOSTIC_ONLY,NOT_REVIEWED,,,,,,2026-06-26T00:40:00-05:00,2026-06-26T05:40:00+00:00,2026-06-26 00:40:00,America/Chicago,1782452400000,2026-06-26 00:40:00 America/Chicago
A — M0 STOP → M1 TARGET,12,E-061938,NQ,LONG,29366.75,16.660714285714285,29354.254464285714,29397.988839285714,STOP,2026-06-26T01:28:00-05:00,-1.0580207216863142,29350.089285714286,29408.401785714286,TARGET,2026-06-26T01:32:00-05:00,2.49997529820121,3.5579960198875242,TAKE,KEEP,KEEP,BULLISH,BULLISH,12.495535714286234,16.660714285713766,VISUAL_DIAGNOSTIC_ONLY,NOT_REVIEWED,,,,,,2026-06-26T01:24:00-05:00,2026-06-26T06:24:00+00:00,2026-06-26 01:24:00,America/Chicago,1782455040000,2026-06-26 01:24:00 America/Chicago
C — Normal M1 winner,13,E-061940,NQ,SHORT,29472.5,13.803571428571429,29482.852678571428,29446.618303571428,TARGET,2026-06-26T03:44:00-05:00,2.429969814575241,29486.303571428572,29437.991071428572,TARGET,2026-06-26T03:46:00-05:00,2.499975389270813,0.07000557469557211,TAKE,KEEP,KEEP,BEARISH,NEUTRAL,10.352678571427532,13.803571428572468,VISUAL_DIAGNOSTIC_ONLY,NOT_REVIEWED,,,,,,2026-06-26T03:43:00-05:00,2026-06-26T08:43:00+00:00,2026-06-26 03:43:00,America/Chicago,1782463380000,2026-06-26 03:43:00 America/Chicago
A — M0 STOP → M1 TARGET,14,E-061941,NQ,SHORT,29370.75,12.785714285714286,29380.339285714286,29346.776785714286,STOP,2026-06-26T04:59:00-05:00,-1.0756052141526962,29383.535714285714,29338.785714285714,TARGET,2026-06-26T05:01:00-05:00,2.4999753048272373,3.5755805189799332,TAKE,KEEP,KEEP,NEUTRAL,NEUTRAL,9.589285714286234,12.785714285713766,VISUAL_DIAGNOSTIC_ONLY,NOT_REVIEWED,,,,,,2026-06-26T04:58:00-05:00,2026-06-26T09:58:00+00:00,2026-06-26 04:58:00,America/Chicago,1782467880000,2026-06-26 04:58:00 America/Chicago
B — M1 worse than M0,15,E-061942,NQ,LONG,29393.75,14.696428571428571,29382.727678571428,29421.305803571428,TARGET,2026-06-26T06:12:00-05:00,2.4342243823410348,29379.053571428572,29430.491071428572,STOP,2026-06-26T06:15:00-05:00,-1.0000246774457264,-3.434249059786761,TAKE,KEEP,KEEP,BULLISH,NEUTRAL,11.022321428572468,14.696428571427532,VISUAL_DIAGNOSTIC_ONLY,NOT_REVIEWED,,,,,,2026-06-26T06:07:00-05:00,2026-06-26T11:07:00+00:00,2026-06-26 06:07:00,America/Chicago,1782472020000,2026-06-26 06:07:00 America/Chicago
D — M1 loser,16,E-061945,NQ,SHORT,29509.0,40.232142857142854,29539.17410714286,29433.56473214286,STOP,2026-06-26T09:42:00-05:00,-1.0240272229619753,29549.23214285714,29408.41964285714,STOP,2026-06-26T09:42:00-05:00,-1.0000246023180717,0.024002620643903683,TAKE,KEEP,KEEP,NEUTRAL,NEUTRAL,30.174107142858702,40.2321428571413,VISUAL_DIAGNOSTIC_ONLY,NOT_REVIEWED,,,,,,2026-06-26T09:38:00-05:00,2026-06-26T14:38:00+00:00,2026-06-26 09:38:00,America/Chicago,1782484680000,2026-06-26 09:38:00 America/Chicago
C — Normal M1 winner,17,E-061946,NQ,LONG,29514.0,36.17857142857143,29486.866071428572,29581.834821428572,TARGET,2026-06-26T10:26:00-05:00,2.4732806844356685,29477.821428571428,29604.446428571428,TARGET,2026-06-26T10:30:00-05:00,2.4999754052380787,0.0266947208024102,TAKE,KEEP,KEEP,NEUTRAL,BULLISH,27.133928571427532,36.17857142857247,VISUAL_DIAGNOSTIC_ONLY,NOT_REVIEWED,,,,,,2026-06-26T10:23:00-05:00,2026-06-26T15:23:00+00:00,2026-06-26 10:23:00,America/Chicago,1782487380000,2026-06-26 10:23:00 America/Chicago
D — M1 loser,18,E-061947,NQ,LONG,29635.0,37.857142857142854,29606.60714285714,29705.98214285714,STOP,2026-06-26T10:59:00-05:00,-1.0255345911949671,29597.14285714286,29729.64285714286,STOP,2026-06-26T11:00:00-05:00,-1.0000244956076842,0.0255100955872829,TAKE,KEEP,KEEP,NEUTRAL,NEUTRAL,28.392857142858702,37.8571428571413,VISUAL_DIAGNOSTIC_ONLY,NOT_REVIEWED,,,,,,2026-06-26T10:58:00-05:00,2026-06-26T15:58:00+00:00,2026-06-26 10:58:00,America/Chicago,1782489480000,2026-06-26 10:58:00 America/Chicago
C — Normal M1 winner,19,E-061948,NQ,SHORT,29579.25,30.642857142857142,29602.23214285714,29521.79464285714,TARGET,2026-06-26T11:12:00-05:00,2.468453768453766,29609.89285714286,29502.64285714286,TARGET,2026-06-26T11:21:00-05:00,2.499975464156517,0.03152169570275065,TAKE,KEEP,KEEP,NEUTRAL,NEUTRAL,22.982142857141298,30.642857142858702,VISUAL_DIAGNOSTIC_ONLY,NOT_REVIEWED,,,,,,2026-06-26T11:08:00-05:00,2026-06-26T16:08:00+00:00,2026-06-26 11:08:00,America/Chicago,1782490080000,2026-06-26 11:08:00 America/Chicago
D — M1 loser,20,E-061949,NQ,LONG,29634.75,27.571428571428573,29614.071428571428,29686.446428571428,STOP,2026-06-26T11:36:00-05:00,-1.0350604490500845,29607.178571428572,29703.678571428572,STOP,2026-06-26T11:36:00-05:00,-1.0000244873045991,0.0350359617454854,TAKE,KEEP,KEEP,NEUTRAL,NEUTRAL,20.678571428572468,27.571428571427532,VISUAL_DIAGNOSTIC_ONLY,NOT_REVIEWED,,,,,,2026-06-26T11:35:00-05:00,2026-06-26T16:35:00+00:00,2026-06-26 11:35:00,America/Chicago,1782491700000,2026-06-26 11:35:00 America/Chicago
A — M0 STOP → M1 TARGET,21,E-061950,NQ,SHORT,29587.25,25.553571428571427,29606.415178571428,29539.337053571428,STOP,2026-06-26T12:43:00-05:00,-1.037829023992548,29612.803571428572,29523.366071428572,TARGET,2026-06-26T13:16:00-05:00,2.4999754750204626,3.537804499013011,TAKE,KEEP,KEEP,NEUTRAL,NEUTRAL,19.165178571427532,25.553571428572468,VISUAL_DIAGNOSTIC_ONLY,NOT_REVIEWED,,,,,,2026-06-26T12:39:00-05:00,2026-06-26T17:39:00+00:00,2026-06-26 12:39:00,America/Chicago,1782495540000,2026-06-26 12:39:00 America/Chicago
D — M1 loser,22,E-061951,NQ,LONG,29501.5,24.642857142857142,29483.01785714286,29547.70535714286,STOP,2026-06-26T14:16:00-05:00,-1.0392270531401,29476.85714285714,29563.10714285714,STOP,2026-06-26T14:16:00-05:00,-1.0000245955664977,0.0392024575736023,TAKE,KEEP,KEEP,BULLISH,NEUTRAL,18.482142857141298,24.642857142858702,VISUAL_DIAGNOSTIC_ONLY,NOT_REVIEWED,,,,,,2026-06-26T14:15:00-05:00,2026-06-26T19:15:00+00:00,2026-06-26 14:15:00,America/Chicago,1782501300000,2026-06-26 14:15:00 America/Chicago
B — M1 worse than M0,23,E-061952,NQ,SHORT,29473.25,22.946428571428573,29490.459821428572,29430.225446428572,TARGET,2026-06-26T14:23:00-05:00,2.457872892347603,29496.196428571428,29415.883928571428,STOP,2026-06-26T14:34:00-05:00,-1.000024617742844,-3.457897510090447,TAKE,KEEP,KEEP,NEUTRAL,NEUTRAL,17.209821428572468,22.946428571427532,VISUAL_DIAGNOSTIC_ONLY,NOT_REVIEWED,,,,,,2026-06-26T14:22:00-05:00,2026-06-26T19:22:00+00:00,2026-06-26 14:22:00,America/Chicago,1782501720000,2026-06-26 14:22:00 America/Chicago
D — M1 loser,24,E-061952,NQ,SHORT,29473.25,22.946428571428573,29490.459821428572,29430.225446428572,TARGET,2026-06-26T14:23:00-05:00,2.457872892347603,29496.196428571428,29415.883928571428,STOP,2026-06-26T14:34:00-05:00,-1.000024617742844,-3.457897510090447,TAKE,KEEP,KEEP,NEUTRAL,NEUTRAL,17.209821428572468,22.946428571427532,VISUAL_DIAGNOSTIC_ONLY,NOT_REVIEWED,,,,,,2026-06-26T14:22:00-05:00,2026-06-26T19:22:00+00:00,2026-06-26 14:22:00,America/Chicago,1782501720000,2026-06-26 14:22:00 America/Chicago
C — Normal M1 winner,25,E-061953,NQ,LONG,29476.5,23.357142857142858,29458.98214285714,29520.29464285714,TARGET,2026-06-26T14:42:00-05:00,2.4586136595310943,29453.14285714286,29534.89285714286,TARGET,2026-06-26T14:44:00-05:00,2.4999753846303086,0.04136172509921421,TAKE,KEEP,KEEP,BULLISH,NEUTRAL,17.517857142858702,23.357142857141298,VISUAL_DIAGNOSTIC_ONLY,NOT_REVIEWED,,,,,,2026-06-26T14:41:00-05:00,2026-06-26T19:41:00+00:00,2026-06-26 14:41:00,America/Chicago,1782502860000,2026-06-26 14:41:00 America/Chicago
