model,trades,AvgR,PF,TotalR,MaxDD,WinRate,stop_rate,target_rate,time_exit_rate,median_hold,mfe_capture,avg_giveback,delta_vs_m0
M0,60118,0.19264500000052012,1.252428635496481,11581.432110031268,2866.9139051904626,0.44567350876609335,0.5506337536178848,0.4484014770950464,0.0009647692870687648,2.0,0.4050939849624334,1.733221309782284,0.0
M1_1.0,60118,0.5287758530800839,1.942071495801329,31788.946735468486,26.502162355242035,0.4381549619082471,0.5610133404304867,0.4348448052164077,0.004141854353105559,4.0,0.503561757375889,1.3102098805576508,20207.514625437216
M1_1.25,60118,0.4839729844611521,1.849464240131388,29095.487879835542,25.453057913051452,0.4285405369440101,0.5689144682125153,0.41681359992015704,0.01427193186732759,7.0,-0.40555681305272806,1.306841816105088,17514.055769804276
M2,60118,0.9795066102549606,3.5589552405987117,58885.97839530772,54.74093931836251,0.5855484214378389,0.3436242057287335,0.5301573571975116,0.12621843707375494,4.0,1.1681415573399592,0.296781526403715,47304.546285276454
M3A,60118,0.3107099336482289,1.8745705590373982,18679.259791064225,29.008125191110594,0.2665258325293589,0.7334408995641905,0.26632622509065507,0.00023287534515452942,2.0,-2.974428396660046e-05,1.3052568394302768,7097.827681032957
M3B,60118,0.288699791990297,1.6696219568378952,17356.054094872674,24.505863658680028,0.5688479323996141,0.7820619448418111,0.21768854585980904,0.00024950929837985297,2.0,0.25249299366867595,1.3758058135187277,5774.621984841406
M3C,60118,0.5693470590545189,2.045948630068679,34228.00649623956,25.837515714916663,0.4494327821950165,0.5582188362886323,0.44148175255331185,0.00029941115805582355,2.0,0.5423866437197742,1.3492023144100531,22646.574386208296
M4,60118,0.5710365919447661,2.0367986804706426,34329.57783453545,28.502841385419742,0.4491666389434113,0.5506836554775608,0.44855118267407434,0.0007651618483648823,2.0,0.5583973132959065,1.3549639044538475,22748.145724504182
