mfe_threshold,count,avg_realized_r,avg_giveback,pct_stopped_after
0.5,44151,0.7658544024092206,1.824598979665327,38.81225793300265
1.0,38760,1.0603290169412705,1.7869939455801884,30.309597523219818
1.5,34192,1.3834885467837252,1.678163096017298,21.016612072999532
2.0,30332,1.7318558001698823,1.4977756908529283,11.018066728207833
