population,m0_avg_r,m1_avg_r,m0_total_r,m1_total_r
canonical_retained,0.19264500000052012,0.5710636277414282,11581.432110031268,1713.1908832242843
p4_rejected,-0.553878416350425,-0.20259554888672204,-43.75639489168358,-16.005048362051042
h1_rejected,-0.3317256248601296,-0.05358849141952214,-582.5101972543875,-94.10139093268089
