model,mfe_capture,avg_giveback
M0,0.4050939849624334,1.733221309782284
M1_1.0,0.503561757375889,1.3102098805576508
M1_1.25,-0.40555681305272806,1.306841816105088
M2,1.1681415573399592,0.296781526403715
M3A,-2.974428396660046e-05,1.3052568394302768
M3B,0.25249299366867595,1.3758058135187277
M3C,0.5423866437197742,1.3492023144100531
M4,0.5583973132959065,1.3549639044538475
