model,avg_giveback
M0,1.733221309782284
M1_1.0,1.3102098805576508
M1_1.25,1.306841816105088
M2,0.296781526403715
M3A,1.3052568394302768
M3B,1.3758058135187277
M3C,1.3492023144100531
M4,1.3549639044538475
