model,direction,setup_timestamp,bos_timestamp,retest_timestamp,confirm_timestamp,entry_timestamp,exit_timestamp,entry_price,stop_price,target_price,exit_price,result_R,score,htf_regime,session_bucket,exit_reason,direction_name,session_name,score_band,stop_distance_points
C1,Short,2021-03-01 08:00:00-06:00,,,,2021-03-01 08:00:00-06:00,2021-03-01 08:05:00-06:00,13074.0,13096.879111745897,13028.241776508206,13096.879111745897,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,22.879111745896807
C1,Short,2021-03-03 05:45:00-06:00,,,,2021-03-03 05:45:00-06:00,2021-03-03 06:25:00-06:00,13147.75,13163.987581029183,13115.274837941632,13115.274837941632,2.0,75.0,1,1,TARGET,Short,Premarket,75-79,16.237581029183275
C1,Short,2021-03-04 08:45:00-06:00,,,,2021-03-04 08:45:00-06:00,2021-03-04 09:35:00-06:00,12611.0,12664.066973549849,12504.866052900305,12664.066973549849,-1.0,90.0,-1,1,STOP,Short,Premarket,90-94,53.066973549848626
C1,Short,2021-03-08 05:00:00-06:00,,,,2021-03-08 05:00:00-06:00,2021-03-08 06:00:00-06:00,12467.0,12501.88387091703,12397.23225816594,12475.25,-0.236498983143878,75.0,-1,1,TIME,Short,Premarket,75-79,34.883870917030436
C1,Short,2021-03-10 05:00:00-06:00,,,,2021-03-10 05:00:00-06:00,2021-03-10 05:25:00-06:00,12750.75,12771.858184790835,12708.533630418327,12708.533630418327,2.0,75.0,1,1,TARGET,Short,Premarket,75-79,21.108184790835367
C1,Short,2021-03-10 09:20:00-06:00,,,,2021-03-10 09:20:00-06:00,2021-03-10 10:20:00-06:00,12843.25,12905.530619795112,12718.688760409776,12801.25,0.6743670846271249,90.0,1,1,TIME,Short,Premarket,90-94,62.280619795112216
C1,Short,2021-03-16 05:00:00-05:00,,,,2021-03-16 05:00:00-05:00,2021-03-16 05:35:00-05:00,13128.25,13141.626045500492,13101.497908999016,13141.626045500492,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,13.376045500492182
C1,Short,2021-03-19 06:40:00-05:00,,,,2021-03-19 06:40:00-05:00,2021-03-19 07:20:00-05:00,12861.25,12883.00504912177,12817.739901756458,12883.00504912177,-1.0,75.0,-1,1,STOP,Short,Premarket,75-79,21.755049121769844
C1,Short,2021-03-19 08:00:00-05:00,,,,2021-03-19 08:00:00-05:00,2021-03-19 08:40:00-05:00,12820.5,12852.709645273646,12756.080709452708,12756.080709452708,2.0,90.0,-1,1,TARGET,Short,Premarket,90-94,32.20964527364595
C1,Short,2021-04-01 06:55:00-05:00,,,,2021-04-01 06:55:00-05:00,2021-04-01 07:00:00-05:00,13226.0,13239.031329185216,13199.937341629566,13239.031329185216,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,13.031329185216237
C1,Short,2021-04-02 07:00:00-05:00,,,,2021-04-02 07:00:00-05:00,2021-04-02 07:05:00-05:00,13366.25,13372.60667610211,13353.53664779578,13372.60667610211,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,6.356676102110214
C1,Short,2021-04-05 05:45:00-05:00,,,,2021-04-05 05:45:00-05:00,2021-04-05 06:15:00-05:00,13373.0,13381.804500420358,13355.390999159285,13381.804500420358,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,8.804500420357726
C1,Short,2021-04-06 09:00:00-05:00,,,,2021-04-06 09:00:00-05:00,2021-04-06 10:00:00-05:00,13611.5,13636.398530977474,13561.702938045051,13608.25,0.1305297892048457,75.0,1,1,TIME,Short,Premarket,75-79,24.898530977474365
C1,Short,2021-04-08 07:00:00-05:00,,,,2021-04-08 07:00:00-05:00,2021-04-08 07:30:00-05:00,13722.5,13733.356297576527,13700.787404846942,13733.356297576527,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,10.85629757652714
C1,Short,2021-04-08 08:25:00-05:00,,,,2021-04-08 08:25:00-05:00,2021-04-08 08:35:00-05:00,13733.5,13748.69979943308,13703.100401133835,13748.69979943308,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,15.199799433079534
C1,Short,2021-04-12 07:50:00-05:00,,,,2021-04-12 07:50:00-05:00,2021-04-12 08:30:00-05:00,13809.0,13820.77659969788,13785.446800604235,13785.446800604235,2.0,75.0,1,1,TARGET,Short,Premarket,75-79,11.776599697879647
C1,Short,2021-04-12 08:45:00-05:00,,,,2021-04-12 08:45:00-05:00,2021-04-12 09:00:00-05:00,13770.25,13791.307202093038,13728.135595813928,13791.307202093038,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,21.05720209303763
C1,Short,2021-04-13 05:25:00-05:00,,,,2021-04-13 05:25:00-05:00,2021-04-13 06:00:00-05:00,13803.25,13813.049811830932,13783.650376338132,13783.650376338132,2.0,90.0,1,1,TARGET,Short,Premarket,90-94,9.799811830931503
C1,Short,2021-04-20 04:15:00-05:00,,,,2021-04-20 04:15:00-05:00,2021-04-20 04:30:00-05:00,13910.25,13925.875714170546,13878.998571658904,13878.998571658904,2.0,90.0,-1,1,TARGET,Short,Premarket,90-94,15.625714170546416
C1,Short,2021-04-21 08:30:00-05:00,,,,2021-04-21 08:30:00-05:00,2021-04-21 08:40:00-05:00,13749.0,13767.200824142392,13712.598351715214,13712.598351715214,2.0,75.0,-1,1,TARGET,Short,Premarket,75-79,18.200824142391866
C1,Short,2021-04-27 04:20:00-05:00,,,,2021-04-27 04:20:00-05:00,2021-04-27 04:50:00-05:00,14042.0,14050.222896112256,14025.554207775487,14025.554207775487,2.0,75.0,1,1,TARGET,Short,Premarket,75-79,8.222896112256421
C1,Short,2021-04-27 08:30:00-05:00,,,,2021-04-27 08:30:00-05:00,2021-04-27 08:40:00-05:00,14028.25,14040.278089262223,14004.193821475552,14004.193821475552,2.0,75.0,1,1,TARGET,Short,Premarket,75-79,12.028089262223148
C1,Short,2021-04-29 08:30:00-05:00,,,,2021-04-29 08:30:00-05:00,2021-04-29 08:50:00-05:00,14032.0,14050.075066653106,13995.849866693788,13995.849866693788,2.0,90.0,1,1,TARGET,Short,Premarket,90-94,18.07506665310575
C1,Short,2021-04-30 04:05:00-05:00,,,,2021-04-30 04:05:00-05:00,2021-04-30 04:40:00-05:00,13918.5,13929.633278676052,13896.233442647896,13896.233442647896,2.0,75.0,-1,1,TARGET,Short,Premarket,75-79,11.133278676052214
C1,Short,2021-04-30 05:40:00-05:00,,,,2021-04-30 05:40:00-05:00,2021-04-30 06:35:00-05:00,13857.0,13872.918836969078,13825.162326061843,13872.918836969078,-1.0,90.0,-1,1,STOP,Short,Premarket,90-94,15.918836969078257
C1,Short,2021-04-30 08:30:00-05:00,,,,2021-04-30 08:30:00-05:00,2021-04-30 08:35:00-05:00,13871.0,13892.07313528905,13828.8537294219,13892.07313528905,-1.0,75.0,-1,1,STOP,Short,Premarket,75-79,21.073135289050697
C1,Short,2021-05-03 05:35:00-05:00,,,,2021-05-03 05:35:00-05:00,2021-05-03 06:35:00-05:00,13895.75,13907.478231165993,13872.293537668016,13905.25,-0.8100113193152959,75.0,-1,1,TIME,Short,Premarket,75-79,11.728231165992838
C1,Short,2021-05-03 09:05:00-05:00,,,,2021-05-03 09:05:00-05:00,2021-05-03 09:15:00-05:00,13918.25,13945.72358628401,13863.30282743198,13945.72358628401,-1.0,75.0,-1,1,STOP,Short,Premarket,75-79,27.473586284009798
C1,Short,2021-05-04 08:30:00-05:00,,,,2021-05-04 08:30:00-05:00,2021-05-04 08:45:00-05:00,13646.75,13673.749782356086,13592.750435287828,13592.750435287828,2.0,90.0,-1,1,TARGET,Short,Premarket,90-94,26.999782356086143
C1,Short,2021-05-06 08:20:00-05:00,,,,2021-05-06 08:20:00-05:00,2021-05-06 08:30:00-05:00,13494.5,13512.503097410798,13458.493805178408,13458.493805178408,2.0,75.0,-1,1,TARGET,Short,Premarket,75-79,18.003097410797636
C1,Short,2021-05-14 07:30:00-05:00,,,,2021-05-14 07:30:00-05:00,2021-05-14 07:55:00-05:00,13228.0,13246.962919757509,13190.074160484985,13246.962919757509,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,18.962919757508644
C1,Short,2021-05-14 08:30:00-05:00,,,,2021-05-14 08:30:00-05:00,2021-05-14 09:00:00-05:00,13255.75,13281.442488987605,13204.365022024793,13281.442488987605,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,25.69248898760452
C1,Short,2021-05-19 08:35:00-05:00,,,,2021-05-19 08:35:00-05:00,2021-05-19 08:40:00-05:00,13013.25,13047.549378151058,12944.651243697885,13047.549378151058,-1.0,90.0,-1,1,STOP,Short,Premarket,90-94,34.29937815105768
C1,Short,2021-05-21 05:00:00-05:00,,,,2021-05-21 05:00:00-05:00,2021-05-21 05:25:00-05:00,13519.25,13531.341506412758,13495.066987174485,13531.341506412758,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,12.091506412758463
C1,Short,2021-05-21 07:40:00-05:00,,,,2021-05-21 07:40:00-05:00,2021-05-21 08:00:00-05:00,13534.0,13546.217020828277,13509.565958343444,13546.217020828277,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,12.217020828276873
C1,Short,2021-05-25 04:30:00-05:00,,,,2021-05-25 04:30:00-05:00,2021-05-25 04:55:00-05:00,13715.0,13725.33933180772,13694.321336384555,13725.33933180772,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,10.339331807719645
C1,Short,2021-05-25 05:10:00-05:00,,,,2021-05-25 05:10:00-05:00,2021-05-25 06:00:00-05:00,13707.25,13718.980526895706,13683.788946208588,13683.788946208588,2.0,90.0,1,1,TARGET,Short,Premarket,90-94,11.730526895706134
C1,Short,2021-05-25 08:30:00-05:00,,,,2021-05-25 08:30:00-05:00,2021-05-25 08:40:00-05:00,13698.75,13715.260492780662,13665.729014438672,13715.260492780662,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,16.51049278066239
C1,Short,2021-06-01 08:30:00-05:00,,,,2021-06-01 08:30:00-05:00,2021-06-01 08:40:00-05:00,13753.75,13763.940896804805,13733.368206390389,13763.940896804805,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,10.190896804804652
C1,Short,2021-06-03 08:40:00-05:00,,,,2021-06-03 08:40:00-05:00,2021-06-03 09:00:00-05:00,13496.5,13522.298194855484,13444.903610289037,13522.298194855484,-1.0,90.0,-1,1,STOP,Short,Premarket,90-94,25.798194855484326
C1,Short,2021-06-04 05:30:00-05:00,,,,2021-06-04 05:30:00-05:00,2021-06-04 05:40:00-05:00,13512.75,13527.374473239805,13483.501053520393,13527.374473239805,-1.0,90.0,-1,1,STOP,Short,Premarket,90-94,14.624473239804502
C1,Short,2021-06-09 04:10:00-05:00,,,,2021-06-09 04:10:00-05:00,2021-06-09 05:00:00-05:00,13828.0,13839.03587749535,13805.9282450093,13839.03587749535,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,11.035877495349268
C1,Short,2021-06-23 04:50:00-05:00,,,,2021-06-23 04:50:00-05:00,2021-06-23 05:20:00-05:00,14281.25,14291.838271469576,14260.07345706085,14291.838271469576,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,10.588271469576284
C1,Short,2021-06-25 08:55:00-05:00,,,,2021-06-25 08:55:00-05:00,2021-06-25 09:25:00-05:00,14355.5,14375.830725944848,14314.838548110303,14375.830725944848,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,20.330725944848382
C1,Short,2021-06-29 08:20:00-05:00,,,,2021-06-29 08:20:00-05:00,2021-06-29 08:25:00-05:00,14511.25,14521.195293602475,14491.359412795046,14521.195293602475,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,9.94529360247543
C1,Short,2021-06-30 08:30:00-05:00,,,,2021-06-30 08:30:00-05:00,2021-06-30 08:35:00-05:00,14547.75,14561.382102104766,14520.48579579047,14561.382102104766,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,13.63210210476609
C1,Short,2021-07-05 08:45:00-05:00,,,,2021-07-05 08:45:00-05:00,2021-07-05 09:40:00-05:00,14709.75,14716.639025832586,14695.971948334827,14716.639025832586,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,6.889025832586412
C1,Short,2021-07-07 08:30:00-05:00,,,,2021-07-07 08:30:00-05:00,2021-07-07 08:40:00-05:00,14842.25,14859.447442800572,14807.855114398855,14859.447442800572,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,17.19744280057239
C1,Short,2021-07-08 08:40:00-05:00,,,,2021-07-08 08:40:00-05:00,2021-07-08 08:55:00-05:00,14605.25,14640.15243728476,14535.44512543048,14640.15243728476,-1.0,90.0,-1,1,STOP,Short,Premarket,90-94,34.9024372847598
C1,Short,2021-07-12 05:10:00-05:00,,,,2021-07-12 05:10:00-05:00,2021-07-12 05:25:00-05:00,14832.0,14845.889694620995,14804.220610758011,14845.889694620995,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,13.889694620995215
C1,Short,2021-07-12 06:25:00-05:00,,,,2021-07-12 06:25:00-05:00,2021-07-12 07:10:00-05:00,14859.25,14871.88622813041,14833.977543739182,14871.88622813041,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,12.636228130410018
C1,Short,2021-07-19 08:30:00-05:00,,,,2021-07-19 08:30:00-05:00,2021-07-19 08:35:00-05:00,14514.25,14540.718296924728,14461.313406150544,14540.718296924728,-1.0,90.0,-1,1,STOP,Short,Premarket,90-94,26.468296924727838
C1,Short,2021-07-20 05:10:00-05:00,,,,2021-07-20 05:10:00-05:00,2021-07-20 06:10:00-05:00,14628.75,14645.286499885186,14595.677000229629,14622.5,0.3779518062101433,75.0,-1,1,TIME,Short,Premarket,75-79,16.53649988518555
C1,Short,2021-07-23 08:30:00-05:00,,,,2021-07-23 08:30:00-05:00,2021-07-23 08:45:00-05:00,14964.25,14978.075115762034,14936.599768475931,14978.075115762034,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,13.82511576203433
C1,Short,2021-08-02 08:35:00-05:00,,,,2021-08-02 08:35:00-05:00,2021-08-02 08:45:00-05:00,15000.5,15020.130675629644,14961.238648740711,14961.238648740711,2.0,90.0,1,1,TARGET,Short,Premarket,90-94,19.63067562964352
C1,Short,2021-08-04 06:15:00-05:00,,,,2021-08-04 06:15:00-05:00,2021-08-04 06:30:00-05:00,15063.5,15071.252327023913,15047.995345952177,15047.995345952177,2.0,90.0,1,1,TARGET,Short,Premarket,90-94,7.752327023912585
C1,Short,2021-08-05 08:35:00-05:00,,,,2021-08-05 08:35:00-05:00,2021-08-05 08:45:00-05:00,15116.5,15128.84690099658,15091.80619800684,15128.84690099658,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,12.34690099657928
C1,Short,2021-08-06 05:05:00-05:00,,,,2021-08-06 05:05:00-05:00,2021-08-06 06:05:00-05:00,15161.75,15167.908279983596,15149.43344003281,15167.908279983596,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,6.158279983596003
C1,Short,2021-08-10 08:30:00-05:00,,,,2021-08-10 08:30:00-05:00,2021-08-10 08:45:00-05:00,15148.25,15158.380365577505,15127.98926884499,15158.380365577505,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,10.130365577504563
C1,Short,2021-08-10 09:00:00-05:00,,,,2021-08-10 09:00:00-05:00,2021-08-10 09:25:00-05:00,15149.25,15165.964590014948,15115.820819970104,15115.820819970104,2.0,90.0,1,1,TARGET,Short,Premarket,90-94,16.714590014948044
C1,Short,2021-08-12 04:40:00-05:00,,,,2021-08-12 04:40:00-05:00,2021-08-12 04:55:00-05:00,15014.0,15021.341951728937,14999.316096542132,15021.341951728937,-1.0,90.0,-1,1,STOP,Short,Premarket,90-94,7.341951728936692
C1,Short,2021-08-18 08:55:00-05:00,,,,2021-08-18 08:55:00-05:00,2021-08-18 09:55:00-05:00,15037.75,15060.992605126676,14991.264789746649,15013.75,1.0325864880118278,75.0,-1,1,TIME,Short,Premarket,75-79,23.2426051266757
C1,Short,2021-08-24 04:35:00-05:00,,,,2021-08-24 04:35:00-05:00,2021-08-24 05:35:00-05:00,15372.25,15380.506106289002,15355.737787421996,15359.75,1.5140308957324171,90.0,1,1,TIME,Short,Premarket,90-94,8.256106289001764
C1,Short,2021-08-25 09:05:00-05:00,,,,2021-08-25 09:05:00-05:00,2021-08-25 09:15:00-05:00,15371.5,15388.254383149046,15337.991233701909,15388.254383149046,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,16.75438314904568
C1,Short,2021-09-02 08:55:00-05:00,,,,2021-09-02 08:55:00-05:00,2021-09-02 09:20:00-05:00,15664.25,15679.444056158582,15633.861887682837,15633.861887682837,2.0,75.0,1,1,TARGET,Short,Premarket,75-79,15.194056158581589
C1,Short,2021-09-03 07:35:00-05:00,,,,2021-09-03 07:35:00-05:00,2021-09-03 07:55:00-05:00,15612.25,15631.321047144893,15574.107905710212,15631.321047144893,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,19.071047144892873
C1,Short,2021-09-15 08:30:00-05:00,,,,2021-09-15 08:30:00-05:00,2021-09-15 08:40:00-05:00,15404.75,15422.187471934592,15369.875056130815,15369.875056130815,2.0,90.0,-1,1,TARGET,Short,Premarket,90-94,17.437471934592395
C1,Short,2021-09-15 09:10:00-05:00,,,,2021-09-15 09:10:00-05:00,2021-09-15 09:30:00-05:00,15340.25,15372.708934468645,15275.33213106271,15372.708934468645,-1.0,90.0,-1,1,STOP,Short,Premarket,90-94,32.45893446864466
C1,Short,2021-09-16 06:35:00-05:00,,,,2021-09-16 06:35:00-05:00,2021-09-16 07:25:00-05:00,15475.25,15484.487003934251,15456.775992131492,15456.775992131492,2.0,75.0,1,1,TARGET,Short,Premarket,75-79,9.237003934251334
C1,Short,2021-09-17 08:30:00-05:00,,,,2021-09-17 08:30:00-05:00,2021-09-17 08:45:00-05:00,15462.0,15480.177719107369,15425.644561785266,15425.644561785266,2.0,90.0,1,1,TARGET,Short,Premarket,90-94,18.17771910736883
C1,Short,2021-09-28 04:50:00-05:00,,,,2021-09-28 04:50:00-05:00,2021-09-28 05:50:00-05:00,14989.5,15016.176493218632,14936.147013562737,14962.5,1.0121270355408531,90.0,-1,1,TIME,Short,Premarket,90-94,26.67649321863246
C1,Short,2021-09-28 08:40:00-05:00,,,,2021-09-28 08:40:00-05:00,2021-09-28 09:15:00-05:00,14949.75,14984.23205817676,14880.78588364648,14880.78588364648,2.0,90.0,-1,1,TARGET,Short,Premarket,90-94,34.48205817675989
C1,Short,2021-10-04 07:35:00-05:00,,,,2021-10-04 07:35:00-05:00,2021-10-04 07:45:00-05:00,14729.25,14748.155182521634,14691.439634956734,14748.155182521634,-1.0,75.0,-1,1,STOP,Short,Premarket,75-79,18.905182521633833
C1,Short,2021-10-07 08:30:00-05:00,,,,2021-10-07 08:30:00-05:00,2021-10-07 08:55:00-05:00,14953.75,14976.004262390092,14909.241475219816,14976.004262390092,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,22.254262390091753
C1,Short,2021-10-08 08:30:00-05:00,,,,2021-10-08 08:30:00-05:00,2021-10-08 08:40:00-05:00,14890.0,14930.9690628962,14808.0618742076,14930.9690628962,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,40.96906289619983
C1,Short,2021-10-11 04:00:00-05:00,,,,2021-10-11 04:00:00-05:00,2021-10-11 05:00:00-05:00,14773.0,14794.6369122612,14729.726175477595,14759.25,0.6354880878569739,75.0,-1,1,TIME,Short,Premarket,75-79,21.63691226119954
C1,Short,2021-10-14 08:15:00-05:00,,,,2021-10-14 08:15:00-05:00,2021-10-14 08:30:00-05:00,14932.5,14947.933284252038,14901.633431495924,14947.933284252038,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,15.433284252037993
C1,Short,2021-10-14 08:40:00-05:00,,,,2021-10-14 08:40:00-05:00,2021-10-14 08:45:00-05:00,14947.0,14969.164942964226,14902.670114071549,14969.164942964226,-1.0,75.0,1,1,STOP,Short,Premarket,75-79,22.164942964225702
C1,Short,2021-10-18 07:45:00-05:00,,,,2021-10-18 07:45:00-05:00,2021-10-18 08:30:00-05:00,15089.0,15105.935368205091,15055.12926358982,15105.935368205091,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,16.935368205091436
C1,Short,2021-10-20 06:40:00-05:00,,,,2021-10-20 06:40:00-05:00,2021-10-20 07:05:00-05:00,15414.25,15424.065048895493,15394.619902209017,15424.065048895493,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,9.81504889549251
C1,Short,2021-10-28 07:35:00-05:00,,,,2021-10-28 07:35:00-05:00,2021-10-28 08:30:00-05:00,15686.0,15699.61611528288,15658.767769434242,15699.61611528288,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,13.616115282880855
C1,Short,2021-10-28 08:35:00-05:00,,,,2021-10-28 08:35:00-05:00,2021-10-28 08:45:00-05:00,15671.75,15692.201808980064,15630.84638203987,15692.201808980064,-1.0,90.0,1,1,STOP,Short,Premarket,90-94,20.451808980064015
