model,month,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses,flat,expectancy_R,std_trade_R,median_trade_R,sem_R,ci95_low_R,ci95_high_R,longest_drawdown_trades,longest_drawdown_days,recovery_factor
Control,2022-08,101,47,54,46.53465346534654,0.11620626638055512,11.736832904436067,1.2443658387881888,8.38643429466552,2.0,-1.0,6,6,0,0.11620626638055512,1.2072574836478343,-0.2810464705015646,0.12012660943889229,-0.11924188811967376,0.351654420880784,41,577.4652777777778,1.3995021593267216
Control,2022-09,91,29,62,31.86813186813187,-0.21669018851939933,-19.71880715526534,0.6600567272610806,23.404842593181222,2.0,-1.0,3,9,0,-0.21669018851939933,1.125498285013616,-1.0,0.11798427859362975,-0.44793937456291366,0.014558997524114992,83,608.5069444444445,-0.8425097104054109
Control,2022-10,93,32,61,34.40860215053763,-0.23720566780190638,-22.060127105577294,0.6140272989867539,26.764623179387133,2.0,-1.0,5,12,0,-0.23720566780190638,1.0743861658011613,-1.0,0.11140865554224379,-0.4555666326647042,-0.01884470293910856,91,28.708333333333332,-0.824227076081795
Control,2022-11,93,41,52,44.086021505376344,0.038264317522136534,3.5585815295586976,1.0721869098708219,8.241980376250794,2.0,-1.0,5,6,0,0.038264317522136534,1.2321992596846865,-1.0,0.1277731110575611,-0.2121709801506832,0.2886996151949563,38,13.645833333333334,0.4317629219080312
Control,2022-12,89,40,49,44.943820224719104,-0.01042425203386819,-0.9277584310142689,0.9768938756412117,11.653661432282682,2.0,-1.0,7,6,0,-0.01042425203386819,1.0710338509523294,-0.1665483540828567,0.1135293611424517,-0.2329417998730735,0.21209329580533715,50,705.0,-0.07961089623251072
Control,2023-01,82,46,36,56.09756097560975,0.348070452337488,28.541777091674017,1.9227744207076856,4.472063721883433,2.0,-1.0,5,4,0,0.348070452337488,1.2122007830647483,0.3548739954587442,0.13386518238296413,0.08569469486687831,0.6104462098080977,15,6.732638888888889,6.382238462302925
Control,2023-02,89,37,52,41.57303370786517,0.019862247199886423,1.7677400007898916,1.036673454394892,11.912688992083321,2.0,-1.0,4,8,0,0.019862247199886423,1.2211832423920097,-1.0,0.1294451648034823,-0.23385027581493892,0.27357477021471177,83,761.5451388888889,0.14839134992650763
Control,2023-03,103,47,56,45.63106796116505,0.09648102940901711,9.937546029128763,1.200145632826784,15.009113788069866,2.0,-1.0,5,5,0,0.09648102940901711,1.2025370683191767,-0.2872398047516005,0.11848949814927397,-0.13575838696355985,0.3287204457815941,58,789.71875,0.6621007855259058
Control,2023-04,76,34,42,44.73684210526316,-0.01758996236690287,-1.3368371398846182,0.9668965286025404,12.97046335624932,2.0,-1.0,5,6,0,-0.01758996236690287,1.1646006020220536,-1.0,0.1335888508894937,-0.27942411011031054,0.24424418537650483,55,824.9548611111111,-0.10306780129335275
Control,2023-05,99,51,48,51.515151515151516,0.1849047539612089,18.30557064215968,1.448143560638079,8.161739123378528,2.0,-1.0,6,6,0,0.1849047539612089,1.1672290541764876,0.0260350926047181,0.11731093385166136,-0.04502467638804736,0.41483418431046515,38,850.375,2.242851721359864
Control,2023-06,102,44,58,43.13725490196079,0.0839620196322766,8.564126002492214,1.1650891603872144,8.901941577862527,2.0,-1.0,4,7,0,0.0839620196322766,1.231949665599618,-0.5548725692287079,0.12198119344643975,-0.15512111952274532,0.3230451587872985,44,13.479166666666666,0.9620514724326661
Control,2023-07,83,36,47,43.373493975903614,0.1424917992314547,11.82681933621074,1.2800003361411962,9.201967172484215,2.0,-1.0,4,7,0,0.1424917992314547,1.2874747881823918,-0.5281697991991304,0.14131871738022356,-0.1344928868337835,0.4194764852966929,27,7.916666666666667,1.2852490249666806
Control,2023-08,108,50,58,46.2962962962963,0.09781441672415268,10.56395700620849,1.2002594329175444,8.002765304075227,2.0,-1.0,6,8,0,0.09781441672415268,1.2126811603730145,-0.3746878942769591,0.11669029906375794,-0.13089856944081285,0.32652740288911825,49,942.6111111111111,1.3200383373518443
Control,2023-09,92,34,58,36.95652173913044,-0.02958660133471491,-2.7219673227937715,0.9450856458684425,11.965999234830484,2.0,-1.0,4,10,0,-0.02958660133471491,1.1953683873655507,-0.654892449595196,0.12462576943693911,-0.27385310943111557,0.21467990676168575,43,976.25,-0.2274751376275123
Control,2023-10,96,37,59,38.541666666666664,-0.04341608544771084,-4.167944202980241,0.9192337362216912,14.047595002427204,2.0,-1.0,5,14,0,-0.04341608544771084,1.1689981230588962,-0.9134234123442125,0.11931037132356474,-0.27726441324189777,0.19043224234647607,92,1004.0763888888889,-0.2967016206162041
Control,2023-11,104,31,73,29.807692307692307,-0.18072342665646332,-18.795236372272186,0.6943581021419643,23.592194982773556,2.0,-1.0,3,9,0,-0.18072342665646332,1.1113254139409916,-1.0,0.10897442253147492,-0.39431329481815414,0.03286644150522752,89,1034.1006944444443,-0.7966717970072733
Control,2023-12,88,37,50,42.04545454545455,0.0522398363576549,4.597105599473631,1.1036801761096995,7.855349004559325,2.0,-1.0,5,5,1,0.0522398363576549,1.2008022807872727,-0.5314666784674777,0.12800595323264868,-0.19865183197833652,0.3031315046936463,36,1064.0416666666667,0.5852197778616104
BOS,2021-01,48,22,26,45.833333333333336,0.09921766826973359,4.762448076947212,1.1893833126415565,7.515412971678193,2.0,-1.0,4,5,0,0.09921766826973359,1.2956426227414346,-0.8350006150676451,0.18700990425333,-0.2673217440667932,0.4657570806062604,35,19.71875,0.6336908024741262
BOS,2021-02,51,22,29,43.13725490196079,0.07087479004874857,3.614614292486177,1.1436641404152343,6.67053413803324,2.0,-1.0,3,5,0,0.07087479004874857,1.2133859498235,-0.3334587467064155,0.1699080179777257,-0.2621449251875938,0.40389450528509097,21,32.35069444444444,0.5418777893477539
BOS,2021-03,60,29,31,48.333333333333336,0.29584130561071037,17.750478336642622,1.624912764770493,5.67304136938721,2.0,-1.0,5,4,0,0.29584130561071037,1.32682586478645,-0.21099281757298985,0.17129248258783913,-0.03989196026145431,0.6315745714828751,19,59.326388888888886,3.128917485500373
BOS,2021-04,67,31,36,46.26865671641791,0.17794802415851915,11.922517618620784,1.3671425692500507,5.175527378717682,2.0,-1.0,7,4,0,0.17794802415851915,1.2887658443844066,-0.2171104457124828,0.15744780711382747,-0.13064967778458267,0.48654572610162095,22,94.21875,2.3036333780490548
BOS,2021-05,51,26,25,50.98039215686274,0.32369428249813226,16.508408407404744,1.7714938773988258,7.871367329462384,2.0,-1.0,4,4,0,0.32369428249813226,1.309224461562613,0.0767405988536169,0.18332809390484214,-0.03562878155535831,0.6830173465516228,27,121.875,2.0972732838441006
BOS,2021-06,63,18,45,28.571428571428573,-0.30044931768880107,-18.928307014394466,0.5481425749222226,20.46556715627831,2.0,-1.0,4,7,0,-0.30044931768880107,1.0950793707156046,-1.0,0.1379670324185999,-0.5708647012292569,-0.030033934148345265,61,151.23263888888889,-0.9248855343150237
BOS,2021-07,77,37,39,48.05194805194805,0.17365867802589918,13.371718207994236,1.389075327633961,5.485058716801522,2.0,-1.0,4,6,1,0.17365867802589918,1.2191492385238414,-0.0547781978119112,0.1389349500125056,-0.09865382399861183,0.4459711800504102,22,182.52777777777777,2.437844132285174
BOS,2021-08,59,26,33,44.067796610169495,0.2371827856723428,13.993784354668225,1.5103195780654664,5.9878998960109024,2.0,-1.0,4,5,0,0.2371827856723428,1.3162466318383594,-0.150936689126592,0.17136071558121344,-0.09868421686683554,0.5730497882115211,23,213.17361111111111,2.3370104039298965
BOS,2021-09,79,37,42,46.835443037974684,0.1144697692226364,9.043111768588275,1.2369036703725367,7.595511874091288,2.0,-1.0,7,6,0,0.1144697692226364,1.220578216871926,-0.3122857197462556,0.13732577839364643,-0.1546887564289106,0.38362829487418343,32,13.92013888888889,1.190586219664119
BOS,2021-10,64,24,40,37.5,-0.12348178194833136,-7.902834044693207,0.7871302142375224,9.4686684375557,2.0,-1.0,4,7,0,-0.12348178194833136,1.140279948866495,-1.0,0.14253499360831187,-0.40285036942062263,0.1558868055239599,46,283.3125,-0.8346299267749303
BOS,2021-11,71,28,43,39.436619718309856,-0.07194267441203468,-5.107929883254462,0.8734614827709529,12.862907162358598,2.0,-1.0,5,6,0,-0.07194267441203468,1.199832646658909,-1.0,0.14239393779569798,-0.3510347924916027,0.20714944366753335,44,304.0416666666667,-0.39710539917461785
BOS,2021-12,74,18,55,24.324324324324323,-0.32726987425920767,-24.217970695181368,0.49359315999233644,24.217970695181368,2.0,-1.0,4,11,1,-0.32726987425920767,1.0270550702211445,-1.0,0.11939272677307555,-0.5612796187344358,-0.0932601297839796,74,364.625,-1.0
BOS,2022-01,57,19,38,33.333333333333336,-0.1133437653085634,-6.460594622588114,0.7959631635830083,13.923416038831611,2.0,-1.0,3,9,0,-0.1133437653085634,1.1450829276639793,-0.6788183349517962,0.15166993892137115,-0.41061684559445083,0.18392931497732407,48,25.381944444444443,-0.464009306665109
BOS,2022-02,64,26,37,40.625,0.03040680081484612,1.9460352521501516,1.0634784149883665,4.506156050356909,2.0,-1.0,3,5,1,0.03040680081484612,1.1443640901160108,-0.3514637023134025,0.14304551126450135,-0.24996240126357652,0.3107760028932688,25,396.5833333333333,0.4318614869087848
BOS,2022-03,62,29,33,46.774193548387096,0.19493386377537156,12.085899554073036,1.4132156650178953,4.40842376696046,2.0,-1.0,5,5,0,0.19493386377537156,1.2768406407829924,-0.16467145016852214,0.16215892353844466,-0.12289762635997994,0.5127653539107231,15,6.361111111111111,2.7415466826607005
BOS,2022-04,59,17,42,28.8135593220339,-0.2654563357364749,-15.661923808452022,0.5732850909242171,15.661923808452023,2.0,-1.0,2,7,0,-0.2654563357364749,1.0700377384541535,-1.0,0.13930704787772988,-0.5384981495768255,0.007585478103875609,59,483.0625,-0.9999999999999999
BOS,2022-05,55,27,28,49.09090909090909,0.2916918264341458,16.04305045387802,1.6765885838769365,4.627532872433761,2.0,-1.0,4,6,0,0.2916918264341458,1.278070395921676,-0.0067417706049995,0.17233497702974707,-0.046084728544158404,0.62946838141245,9,5.996527777777778,3.4668690414813823
BOS,2022-06,59,27,32,45.76271186440678,0.05147373749691835,3.0369505123181826,1.1156091790852933,10.590497681572707,2.0,-1.0,5,6,0,0.05147373749691835,1.1242899720260642,-0.1271084712679282,0.14637008708473423,-0.23541163318916075,0.33835910818299747,35,16.586805555555557,0.286761831561743
BOS,2022-07,72,26,46,36.111111111111114,-0.10440131427918538,-7.516894628101348,0.8181772393744461,13.228834906973573,2.0,-1.0,3,10,0,-0.10440131427918538,1.1595799436329526,-1.0,0.1366578069117959,-0.37225061582630536,0.16344798726793464,70,26.788194444444443,-0.5682204578831671
BOS,2022-08,71,31,40,43.66197183098591,0.0012869158652199625,0.09137102643061734,1.0025618714718694,9.990808630606912,2.0,-1.0,4,6,0,0.0012869158652199625,1.1358218037662833,-0.6266175320621847,0.13479724836864831,-0.26291569093733075,0.26548952266777065,38,15.024305555555555,0.009145508617861177
BOS,2022-09,57,22,35,38.59649122807018,-0.08219928556648537,-4.685359277289666,0.8577364919856465,12.500290977828628,2.0,-1.0,3,6,0,-0.08219928556648537,1.1789781285268461,-1.0,0.15615946795057978,-0.38827184274962173,0.223873271616651,53,25.631944444444443,-0.37482001703799855
BOS,2022-10,65,25,40,38.46153846153846,-0.17690612161203784,-11.49889790478246,0.688163677257879,17.203393978592306,2.0,-1.0,5,6,0,-0.17690612161203784,1.0633033834678276,-1.0,0.13188655295623936,-0.43540376540626696,0.08159152218219129,63,28.708333333333332,-0.6684086825594734
BOS,2022-11,64,32,32,50.0,0.1854350283370772,11.86784181357294,1.405090445394719,7.741338588402913,2.0,-1.0,7,5,0,0.1854350283370772,1.2367350974096352,-0.0491602525040513,0.1545918871762044,-0.11756507052828341,0.4884351272024378,28,9.73263888888889,1.533047764032932
BOS,2022-12,69,31,38,44.927536231884055,-0.023935420254430934,-1.6515439975557344,0.947962602553453,8.653661432282682,2.0,-1.0,5,5,0,-0.023935420254430934,1.0663578843006403,-0.1452063977424423,0.12837440359626856,-0.27554925130311736,0.22767841079425546,42,705.53125,-0.19084915795233354
BOS,2023-01,63,34,29,53.96825396825397,0.28243455414423013,17.793376911086497,1.7524508023827872,4.26098304333739,2.0,-1.0,5,4,0,0.28243455414423013,1.16435744911058,0.3008337560929155,0.1466952498824828,-0.005088135625436141,0.5699572439138965,12,6.440972222222222,4.175885407220475
BOS,2023-02,59,25,34,42.3728813559322,-0.0031322651238502816,-0.18480364230716662,0.993932942006052,10.760404515259276,2.0,-1.0,3,6,0,-0.0031322651238502816,1.1729268067775305,-0.4709880059229935,0.1527020636345819,-0.3024283098476308,0.29616377959993023,47,767.0694444444445,-0.017174414032957355
BOS,2023-03,73,33,40,45.205479452054796,0.071633863371473,5.2292720261175285,1.1421092322277284,10.376959446754327,2.0,-1.0,5,4,0,0.071633863371473,1.2218861380365578,-0.5336529076936085,0.14301095533884828,-0.20866760909266963,0.3519353358356156,54,789.71875,0.5039310457894411
BOS,2023-04,48,21,27,43.75,-0.0068593654563933555,-0.32924954190688105,0.9870290414571873,10.970928110673384,2.0,-1.0,4,5,0,-0.0068593654563933555,1.1649712190522155,-1.0,0.1681491117294908,-0.33643162444619534,0.3227128935334086,34,824.5416666666666,-0.03001109282509664
BOS,2023-05,67,28,39,41.791044776119406,0.035342823874643714,2.367969199601129,1.0734452195457607,12.834269122792966,2.0,-1.0,6,8,0,0.035342823874643714,1.1703858853802627,-0.2642888104696086,0.14298539329936902,-0.24490854699211956,0.315594194741407,60,850.0590277777778,0.1845036267313223
BOS,2023-06,64,31,33,48.4375,0.17528390188136145,11.218169720407133,1.3882595741471735,4.337725835260397,2.0,-1.0,3,4,0,0.17528390188136145,1.2024034844830622,-0.111284852795043,0.15030043556038278,-0.1193049518169888,0.4698727555797117,22,892.4375,2.5861868975713396
BOS,2023-07,53,21,32,39.62264150943396,0.024000357482084157,1.2720189465504603,1.0438075202020454,9.72404435604314,2.0,-1.0,4,5,0,0.024000357482084157,1.2556432275424416,-1.0,0.17247586185358185,-0.3140523317509362,0.3620530467151046,26,913.2777777777778,0.13081171783836493
BOS,2023-08,78,32,46,41.02564102564103,-0.053605547454485265,-4.181232701449851,0.8976145446454189,7.389977476813459,2.0,-1.0,4,5,0,-0.053605547454485265,1.1294840858497344,-0.6879427980793069,0.12788888908394572,-0.30426777005901884,0.19705667515004832,74,942.5381944444445,-0.5657977598130365
BOS,2023-09,68,28,40,41.1764705882353,0.01767326407105557,1.2017819568317787,1.0350921414908723,8.147290980371722,2.0,-1.0,4,5,0,0.01767326407105557,1.1798326527667669,-0.4249335842850084,0.1430757249385313,-0.2627551568084658,0.29810168495057693,58,975.8333333333334,0.14750693938968007
BOS,2023-10,66,26,39,39.39393939393939,-0.04207488876311024,-2.7769426583652757,0.9223963639403893,14.290724507948859,2.0,-1.0,5,10,1,-0.04207488876311024,1.183703715272915,-0.9134234123442125,0.14570385519071866,-0.32765444493691875,0.2435046674106983,64,1004.0763888888889,-0.19431783579766515
BOS,2023-11,70,19,51,27.142857142857142,-0.25381713450652377,-17.767199415456663,0.5723678178155256,22.21804139178262,2.0,-1.0,3,18,0,-0.25381713450652377,1.0298775578344304,-1.0,0.12309391212351477,-0.49508120226861274,-0.012553066744434821,67,28.49652777777778,-0.7996744223380505
BOS,2023-12,56,22,34,39.285714285714285,-0.07672534362394594,-4.296619242940973,0.855185363289298,9.036678251016916,2.0,-1.0,4,5,0,-0.07672534362394594,1.1145574272635401,-0.6071330269063978,0.14893900109658517,-0.3686457857732529,0.215195098525361,25,1064.0416666666667,-0.4754644487267725
C1,2021-01,13,4,9,30.76923076923077,-0.12124457551194458,-1.5761794816552794,0.7994712079460123,2.1779324135448266,2.0,-1.0,2,3,0,-0.12124457551194458,1.2694193988325593,-0.8641218931846825,0.3520735948122665,-0.811308821343987,0.5688196703200978,6,11.159722222222221,-0.72370449691314
C1,2021-02,12,6,6,50.0,0.20264469252322814,2.4317363102787377,1.4052893850464565,2.0,2.0,-1.0,3,2,0,0.20264469252322814,1.4014598866413512,-0.4159622835553368,0.4045666214054233,-0.5903058854314015,0.9955952704778578,3,35.236111111111114,1.2158681551393689
C1,2021-03,10,4,6,40.0,0.1437868101483247,1.437868101483247,1.2745857692537892,2.0,2.0,-1.0,2,2,0,0.1437868101483247,1.3866008103804814,-0.618249491571939,0.4384816766237567,-0.7156372760342384,1.003210896330888,2,59.33680555555556,0.7189340507416235
C1,2021-04,17,9,8,52.94117647058823,0.47826645818852037,8.130529789204846,2.016316223650606,4.869470210795154,2.0,-1.0,7,3,0,0.47826645818852037,1.5026742482236168,0.1305297892048457,0.3644520380189167,-0.2360595363285563,1.192592452705597,9,102.20833333333333,1.6696949436470998
C1,2021-05,12,3,9,25.0,-0.2341676099429413,-2.810011319315296,0.6810433928552901,6.0,2.0,-1.0,2,6,0,-0.2341676099429413,1.3483358329592896,-1.0,0.3892310280585321,-0.9970604249376642,0.5287252050517817,8,122.34375,-0.4683352198858826
C1,2021-06,8,0,8,0.0,-1.0,-8.0,0.0,8.0,-1.0,-1.0,0,8,0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,8,180.31597222222223,-1.0
C1,2021-07,8,1,7,12.5,-0.8277560242237321,-6.6220481937898565,0.053993115172877616,6.6220481937898565,0.3779518062101433,-1.0,1,6,0,-0.8277560242237321,0.4871795331597218,-1.0,0.17224397577626788,-1.165354216745217,-0.490157831702247,8,203.32291666666666,-1.0
C1,2021-08,10,5,5,50.0,0.3546617383744245,3.5466173837442447,1.709323476748849,3.0,2.0,-1.0,2,3,0,0.3546617383744245,1.4568106306353394,0.01629324400591392,0.46068397123539423,-0.5482788452469481,1.257602321995797,6,14.14236111111111,1.1822057945814148
C1,2021-09,8,6,2,75.0,1.1265158794426067,9.012127035540853,5.506063517770427,1.0,2.0,-1.0,4,1,0,1.1265158794426067,1.3560497737905555,2.0,0.47943599533689274,0.18682132858229694,2.0662104303029163,1,0.9409722222222222,9.012127035540853
C1,2021-10,10,1,9,10.0,-0.8364511912143027,-8.364511912143026,0.07060978753966377,8.364511912143026,0.6354880878569739,-1.0,1,6,0,-0.8364511912143027,0.5171867443701609,-1.0,0.16354880878569739,-1.1570068564342695,-0.5158955259943359,10,300.3229166666667,-1.0
C1,2021-11,11,5,6,45.45454545454545,0.24436896839809652,2.6880586523790617,1.4480097753965104,2.0,2.0,-1.0,2,2,0,0.24436896839809652,1.4770425379534011,-1.0,0.4453450816168824,-0.628507391570993,1.117245328367186,3,7.114583333333333,1.3440293261895309
C1,2021-12,11,1,10,9.090909090909092,-0.5688235711384472,-6.257059282522919,0.24221698446967022,6.257059282522919,2.0,-1.0,1,7,0,-0.5688235711384472,0.9207607410102328,-1.0,0.27761980905641326,-1.112958396889017,-0.024688745387877242,11,364.37847222222223,-1.0
C1,2022-01,15,7,8,46.666666666666664,0.06580184602203079,0.9870276903304618,1.1367961593638847,4.111382922715434,2.0,-1.0,5,4,0,0.06580184602203079,1.2178087274666074,-0.2153172641705484,0.3144368613562811,-0.5504944022362802,0.6820980942803417,6,367.3576388888889,0.2400719438895179
C1,2022-02,10,3,7,30.0,-0.6299236143174828,-6.299236143174828,0.100109122403596,6.299236143174828,0.4742405699981297,-1.0,2,3,0,-0.6299236143174828,0.6043560059185147,-1.0,0.19111414963047077,-1.0045073475932056,-0.2553398810417601,10,420.3645833333333,-1.0
C1,2022-03,15,4,11,26.666666666666668,-0.1620806602229751,-2.4312099033446266,0.7248189683788081,4.431209903344627,2.0,-1.0,2,5,0,-0.1620806602229751,1.1975831987593095,-1.0,0.3092146522995075,-0.7681413787300098,0.4439800582840596,15,453.2708333333333,-0.5486560005901723
C1,2022-04,9,3,6,33.333333333333336,-0.18222328611130534,-1.640009575001748,0.7266650708330419,5.6400095750017485,2.0,-1.0,2,4,0,-0.18222328611130534,1.3148548005426113,-1.0,0.4382849335142038,-1.0412617557991446,0.676815183576534,9,482.31944444444446,-0.2907813458811796
C1,2022-05,16,8,8,50.0,0.29218358124581456,4.674937299933033,1.672172577905749,2.8141703957064523,2.0,-1.0,2,2,0,0.29218358124581456,1.3307393456394807,-0.0244243641600235,0.3326848364098702,-0.3598786981175309,0.94424586060916,7,10.989583333333334,1.6612133035958063
C1,2022-06,11,3,8,27.272727272727273,-0.10369283142049777,-1.1406211456254756,0.840263035615011,4.140621145625476,2.0,-1.0,2,4,0,-0.10369283142049777,1.3748272644383013,-1.0,0.4145260170629608,-0.916163824863901,0.7087781620229054,11,545.1631944444445,-0.2754710236725063
C1,2022-07,15,3,12,20.0,-0.5410792088204647,-8.11618813230697,0.2772520803489674,8.11618813230697,2.0,-1.0,1,4,0,-0.5410792088204647,0.8977996797275858,-1.0,0.23181088052101947,-0.9954285346416628,-0.08672988299926654,15,574.3333333333334,-1.0
C1,2022-08,10,4,6,40.0,0.10274600382697816,1.0274600382697816,1.1712433397116302,3.0,2.0,-1.0,3,3,0,0.10274600382697816,1.4510573431205722,-1.0,0.4588646219773468,-0.7966286552486215,1.0021206629025778,3,592.3125,0.34248667942326055
C1,2022-09,10,3,7,30.0,-0.1,-1.0,0.8571428571428571,5.0,2.0,-1.0,2,5,0,-0.1,1.449137674618944,-1.0,0.458257569495584,-0.9981848362113446,0.7981848362113446,8,623.2881944444445,-0.2
C1,2022-10,9,4,5,44.44444444444444,0.1901551727179072,1.7113965544611647,1.3422793108922328,3.0,2.0,-1.0,3,3,0,0.1901551727179072,1.4654629878598444,-1.0,0.48848766261994814,-0.7672806460171911,1.1475909914530056,5,641.1423611111111,0.5704655181537216
C1,2022-11,9,1,8,11.11111111111111,-0.6666666666666666,-6.0,0.25,6.0,2.0,-1.0,1,6,0,-0.6666666666666666,0.9999999999999999,-1.0,0.3333333333333333,-1.3199999999999998,-0.013333333333333308,6,676.40625,-1.0
