model,quarter,N,wins,losses,win_pct,avg_R,total_R,profit_factor,max_drawdown_R,largest_win_R,largest_loss_R,max_consecutive_wins,max_consecutive_losses,flat,expectancy_R,std_trade_R,median_trade_R,sem_R,ci95_low_R,ci95_high_R,longest_drawdown_trades,longest_drawdown_days,recovery_factor
Retest,2023Q3,127,44,81,34.645669291338585,-0.15288725826408497,-19.416681799538793,0.7269951895188586,28.297079283441036,2.0,-1.0,5,5,2,-0.15288725826408497,1.0874928445185037,-0.9350759949397992,0.096499385452694,-0.3420260537513652,0.03625153722319527,107,913.28125,-0.6861726471855737
Retest,2023Q4,112,46,66,41.07142857142857,-0.057250094267183194,-6.412010557924518,0.894591865207756,13.80661520074304,2.0,-1.0,8,7,0,-0.057250094267183194,1.147819516314478,-0.8910609582957978,0.10845874964837694,-0.269829243578002,0.15532905504363562,112,1091.3229166666667,-0.4644158227557061
Confirm,2021Q1,60,28,32,46.666666666666664,0.007551685445212319,0.45310112671273917,1.0157737141803915,9.345055197023918,2.0,-1.0,7,9,0,0.007551685445212319,1.1204021347362554,-0.17483205549798475,0.1446432936296252,-0.27594917006885306,0.29105254095927774,42,62.80902777777778,0.048485655478743075
Confirm,2021Q2,70,30,40,42.857142857142854,0.11813609744531549,8.269526821172084,1.244413413318423,10.366758304674631,2.0,-1.0,6,9,0,0.11813609744531549,1.233033954971436,-0.3227820248219516,0.14737574592625968,-0.1707203645701535,0.4069925594607845,22,23.68402777777778,0.7976965005003683
Confirm,2021Q3,77,31,46,40.25974025974026,-0.07098566370482892,-5.465896105271827,0.8643804081865568,11.893945925089124,2.0,-1.0,5,7,0,-0.07098566370482892,1.1425180303436324,-0.504792946282244,0.13020201335349046,-0.3261816098776702,0.18421028246801238,44,53.479166666666664,-0.4595527959936365
Confirm,2021Q4,68,25,43,36.76470588235294,-0.04250777873487747,-2.8905289539716676,0.9266084583845461,13.98872311492611,2.0,-1.0,5,12,0,-0.04250777873487747,1.2370630863864522,-1.0,0.1500159344330567,-0.3365390102236686,0.25152345275391363,46,273.53125,-0.2066327948751408
Confirm,2022Q1,65,25,40,38.46153846153846,-0.09014199989358485,-5.859229993083015,0.8340664636314763,12.555416320091766,2.0,-1.0,4,6,0,-0.09014199989358485,1.127261531676806,-0.6402175472059002,0.13981958489415725,-0.36418838628613304,0.18390438649896335,63,84.82291666666667,-0.46666951088724956
Confirm,2022Q2,65,20,44,30.76923076923077,-0.21898010178241678,-14.233706615857091,0.633991054003653,18.256013892484454,2.0,-1.0,4,14,1,-0.21898010178241678,1.1024995893736713,-1.0,0.13674824395267463,-0.487006659929659,0.049046456364825464,65,544.75,-0.7796722055364317
Confirm,2022Q3,71,32,38,45.070422535211264,0.1080919391937762,7.67452768275811,1.224752080107235,6.09534962912978,2.0,-1.0,4,7,1,0.1080919391937762,1.202322446257592,-0.2414228118257197,0.14268942264532752,-0.17157932919106578,0.38776320757861815,22,30.20486111111111,1.259079158655873
Confirm,2022Q4,70,22,47,31.428571428571427,-0.19449130532978878,-13.614391373085216,0.6652787901326505,20.078203115231986,2.0,-1.0,3,8,1,-0.19449130532978878,1.0895980576615134,-1.0,0.1302318771192227,-0.44974578448346525,0.06076317382388771,68,83.04166666666667,-0.678068216311493
Confirm,2023Q1,73,36,36,49.31506849315068,0.16687584804197356,12.18193690706407,1.3864676619234135,5.869643838328612,2.0,-1.0,4,6,1,0.16687584804197356,1.216806548259483,0.0,0.1424164343240537,-0.1122603632331717,0.44601205931711885,18,22.645833333333332,2.075413303191645
Confirm,2023Q2,68,23,44,33.8235294117647,-0.12558652693326858,-8.539883831462264,0.7708512988636952,14.084613357565281,2.0,-1.0,2,7,1,-0.12558652693326858,1.1138213656303744,-0.8199555330947943,0.13507068054599242,-0.39032506080341367,0.13915200693687654,59,822.0868055555555,-0.6063271752415715
Confirm,2023Q3,80,33,47,41.25,-0.10584625185631731,-8.467700148505385,0.8075663940523142,13.779146689154938,2.0,-1.0,5,4,0,-0.10584625185631731,1.1153740750700112,-1.0,0.12470261260987492,-0.35026337257167217,0.13857086885903752,68,917.2916666666666,-0.6145300822706243
Confirm,2023Q4,72,28,44,38.888888888888886,-0.08439141330553099,-6.076181757998231,0.8436560153218785,9.030211876245328,2.0,-1.0,3,6,0,-0.08439141330553099,1.1238016785682783,-0.8904630948164101,0.13244129793740908,-0.3439763572628528,0.1751935306517908,38,1033.5833333333333,-0.6728725572854052
