N,target_hit_rate,Avg_MFE,Avg_MAE,MFE_MAE,gross_AvgR,net_AvgR,net_TotalR,net_PF,MaxDD,top_fraction,signals_per_day,precision_lift_pp
3288,0.35097323600973235,0.7446610684026751,0.667309686623822,4.402169584474905,0.05683510033649059,-0.09468013544938252,-311.30828535756973,0.8731764018142479,325.73856976697346,1.0,219.2,0.0
1644,0.3588807785888078,0.7746620118686298,0.6705223422716721,4.693702733608913,0.07817863304917476,-0.08176556769360399,-134.42259328828496,0.8900352738298573,151.17479905036677,0.5,109.6,0.7907542579075444
986,0.3671399594320487,0.7888617084354145,0.6702577985179216,4.8192044640326905,0.10398141250795467,-0.05765020186412688,-56.8430990380291,0.9215104996263671,102.23255807463653,0.3,65.73333333333333,1.6166723422316343
657,0.3576864535768645,0.7943010881242023,0.6722000647719556,4.5309020957897275,0.07690361146551492,-0.0878388548367993,-57.71012762777714,0.8821958512959968,72.64811825677029,0.2,43.8,0.6713217567132168
328,0.3597560975609756,0.7997039333502267,0.641906764527485,4.461527614468452,0.07926829268292683,-0.09493012114632653,-31.1370797359951,0.8735934613665381,49.725824385850615,0.1,21.866666666666667,0.8782861551243248
164,0.3902439024390244,0.8671680986306847,0.5751064767931605,4.9545312000951425,0.17073170731707318,-0.006301572178647458,-1.033457837298183,0.9912467309456982,21.208680516511027,0.05,10.933333333333334,3.927066642929206
65,0.4307692307692308,0.7750820561623941,0.5226432107885073,4.864631207188279,0.2923076923076923,0.12320671536040734,8.008436498426477,1.1832487657265605,10.965877660952877,0.02,4.333333333333333,7.979599475949844
32,0.40625,0.7398626751628674,0.49512535335419733,6.667389074438168,0.21875,0.046510245973145445,1.4883278711406542,1.0656859120276165,9.848935579655743,0.01,2.1333333333333333,5.527676399026765
16,0.5625,0.9514699680157834,0.39686468412045905,8.985655553023973,0.6875,0.5284726821720136,8.455562914752218,2.025194094943338,4.724911950604347,0.005,1.0666666666666667,21.152676399026767
