cost_multiplier,net_AvgR_top10,net_TotalR_top10
0.5,0.0011687974481358922,0.3833655629885726
1.0,-0.08607703925006965,-28.233268874022844
1.5,-0.1733228759482752,-56.84990331103427
2.0,-0.2605687126464808,-85.4665377480457
