N,target_hit_rate,Avg_MFE,Avg_MAE,MFE_MAE,gross_AvgR,net_AvgR,net_TotalR,net_PF,MaxDD,top_fraction,signals_per_day,precision_lift_pp
3288,0.34610705596107055,0.7362072582717817,0.6729035952677479,4.291658935406361,0.0415237791215615,-0.10999145666431161,-361.65190951225657,0.8537133518075207,400.83337342890013,1.0,219.2,0.0
1644,0.35523114355231145,0.7491300685850724,0.6743836428384417,4.372856599618108,0.06569343065693431,-0.09732411812892099,-160.0008502039461,0.8703710946309533,205.11325426646565,0.5,109.6,0.9124087591240893
986,0.35699797160243407,0.7665676963562646,0.6783302419451388,4.5539232114514006,0.07099391480730223,-0.09433101839274503,-93.0103841352466,0.8741784182720481,140.00643752663424,0.3,65.73333333333333,1.0890915641363519
657,0.3576864535768645,0.7667308822267126,0.6808055551820791,4.411650337884179,0.0730593607305936,-0.0949980956007428,-62.413748809688016,0.8735147849916267,103.33466342996411,0.2,43.8,1.1579397615793963
328,0.3628048780487805,0.7720390256638214,0.6518824876027725,4.147825551064953,0.08841463414634146,-0.08607703925006965,-28.233268874022844,0.8846630855240607,59.306167785559666,0.1,21.866666666666667,1.6697822087709924
164,0.4024390243902439,0.833134464767425,0.5922602161730298,5.229310318159932,0.2073170731707317,0.035487180285872104,5.819897566883025,1.050514094497013,26.457493684045225,0.05,10.933333333333334,5.633196842917338
65,0.47692307692307695,0.9154213496259902,0.5213238188034632,5.8326680836033304,0.4307692307692308,0.27315320453360237,17.754958294684155,1.4487897938445864,15.178903412891316,0.02,4.333333333333333,13.08160209620064
32,0.625,1.1067353984140582,0.4280628603626523,6.987759659727766,0.875,0.7200236969185632,23.04075830139402,2.650049924215399,4.6720058296216145,0.01,2.1333333333333333,27.889294403892944
16,0.625,0.9852614987387425,0.3824193566099069,6.853497536945813,0.875,0.7280517135652982,11.648827417044771,2.6654982743401288,1.21551066133879,0.005,1.0666666666666667,27.889294403892944
