gross_R,net_R,cost_R,MFE_R,MAE_R,bars_to_MFE,bars_to_MAE,bars_to_plus_0.5r,bars_to_plus_1r,bars_to_stop,bars_to_target,exit_type,exit_timestamp,wrong_direction,signal_id,fold,variant
-1.0,-1.0323714954502201,0.03237149545022011,1.1162584638006934,2.0985659119453035,13.0,28.0,10.0,12.0,28.0,,STOP,2021-04-20 15:00:00-05:00,0,2428,2,M0
0.055788001559314515,0.03556485099406301,0.02022315056525151,0.6555090183219455,0.1882845052626865,28.0,11.0,24.0,,,,TIME,2021-04-21 11:31:00-05:00,0,2429,2,M0
3.0,2.9651635327693624,0.0348364672306374,2.0061000094884296,0.19220119851386153,33.0,2.0,7.0,8.0,,33.0,TARGET,2021-04-23 10:48:00-05:00,0,2432,2,M0
1.4704873593908037,1.4128601520633262,0.05762720732747744,1.5499731626011175,0.23845740963094114,42.0,9.0,14.0,28.0,,,TIME,2021-04-26 14:18:00-05:00,0,2437,2,M0
-1.0,-1.0383326244387983,0.03833262443879824,0.4494169761790139,1.3746872212534542,7.0,19.0,,,19.0,,STOP,2021-04-29 14:19:00-05:00,1,2442,2,M0
-0.536810325641016,-0.5519244027707145,0.015114077129698512,0.3804578036096522,0.8547271204381227,14.0,53.0,,,,,TIME,2021-04-30 11:16:00-05:00,1,2444,2,M0
3.0,2.9903894592721754,0.009610540727824498,0.4507012203393557,0.1325591824527517,11.0,1.0,,,,11.0,TARGET,2021-05-03 10:11:00-05:00,0,2447,2,M0
3.0,2.9899476506342326,0.01005234936576722,0.5962083072110214,0.41249295673320663,40.0,16.0,35.0,,,40.0,TARGET,2021-05-04 10:55:00-05:00,0,2449,2,M0
-1.0,-1.025895031643421,0.02589503164342095,0.04464660628176026,1.0090133019677818,1.0,6.0,,,6.0,,STOP,2021-05-05 10:11:00-05:00,1,2451,2,M0
-1.0,-1.0257384205785527,0.025738420578552586,0.3461373801943279,1.2691703940458687,8.0,44.0,,,44.0,,STOP,2021-05-07 14:59:00-05:00,1,2457,2,M0
-0.1887812343114763,-0.1985574053740349,0.009776171062558594,0.1955234212511719,0.3944179359721916,20.0,8.0,,,,,TIME,2021-05-10 14:30:00-05:00,0,2458,2,M0
2.6805826429592847,2.6594584862620514,0.021124156697233495,3.3215915358408528,0.09469449553932256,59.0,1.0,1.0,2.0,,,TIME,2021-05-11 11:16:00-05:00,0,2461,2,M0
0.8275658126453315,0.8072273308091327,0.020338481836198824,1.0870567877968338,0.6031411854872755,59.0,48.0,2.0,57.0,,,TIME,2021-05-13 14:34:00-05:00,0,2469,2,M0
1.1017028013707526,1.0684221959126778,0.03328060545807482,1.2394156515420967,0.35575819627597216,59.0,46.0,20.0,55.0,,,TIME,2021-05-14 11:15:00-05:00,0,2470,2,M0
-0.061710698293997966,-0.0766241170483808,0.01491341875438284,0.6736751230428111,0.39597698071982024,26.0,56.0,26.0,,,,TIME,2021-05-17 13:15:00-05:00,0,2473,2,M0
-1.0,-1.0303486085875644,0.030348608587564378,0.32441616076361923,1.0674338192867472,4.0,35.0,,,35.0,,STOP,2021-05-18 12:05:00-05:00,1,2475,2,M0
3.0,2.99118050599344,0.008819494006559965,0.04561807244772396,0.07907132557605487,1.0,1.0,,,,1.0,TARGET,2021-05-18 13:46:00-05:00,0,2476,2,M0
-1.0,-1.0217798704006045,0.021779870400604476,0.27788110511116054,1.028911118925108,5.0,21.0,,,21.0,,STOP,2021-05-20 11:07:00-05:00,1,2482,2,M0
-0.7565042875009349,-0.7823144337803786,0.025810146279443662,0.20470116014731182,0.7743043883833098,1.0,60.0,,,,,TIME,2021-05-28 13:45:00-05:00,1,2501,2,M0
-0.08953866247206439,-0.11314430985106319,0.02360564737899879,0.7570086918092717,0.34187489307515495,28.0,45.0,27.0,,,,TIME,2021-06-02 13:46:00-05:00,0,2505,2,M0
2.042301737319534,1.9869496341585373,0.05535210316099671,2.34769265131124,0.5344340994854855,59.0,21.0,13.0,48.0,,,TIME,2021-06-14 11:16:00-05:00,0,2521,2,M0
-1.0,-1.0136841932756704,0.013684193275670314,0.009437374672876078,1.0050804026613023,1.0,35.0,,,35.0,,STOP,2021-06-18 11:05:00-05:00,1,2532,2,M0
0.04948906046953253,0.025569347909258477,0.023919712560274056,0.5691241953996241,0.7835767907675985,3.0,33.0,3.0,,,,TIME,2021-06-21 11:03:00-05:00,0,2535,2,M0
0.6308174875470997,0.6064258780286118,0.024391609518487855,0.689693786384829,0.21868339568299455,51.0,3.0,6.0,,,,TIME,2021-06-22 11:20:00-05:00,0,2536,2,M0
0.4429293095879219,0.4116001632999957,0.031329146287926185,0.6481892335433004,0.4861419251574753,14.0,34.0,10.0,,,,TIME,2021-06-22 15:32:00-05:00,0,2537,2,M0
2.967482987742978,2.907721177573154,0.05976181016982386,2.988090508491193,0.5151880187053781,59.0,5.0,9.0,23.0,,,TIME,2021-07-06 13:19:00-05:00,0,2566,2,M0
0.6498461695103942,0.6318980372096309,0.017948132300763267,0.8417055147944154,0.17329231186943844,46.0,14.0,27.0,,,,TIME,2021-07-09 11:00:00-05:00,0,2573,2,M0
3.0,2.991565799866235,0.008434200133764913,0.07270862184280098,0.09597538083249729,1.0,1.0,,,,1.0,TARGET,2021-07-13 12:36:00-05:00,0,2578,2,M0
-1.0,-1.0331675977974846,0.03316759779748452,0.1715565403318165,1.0979618581236255,1.0,12.0,,,12.0,,STOP,2021-07-15 10:42:00-05:00,1,2582,2,M0
-0.5776525579443945,-0.5919704418592556,0.014317883914861062,0.38510170529626303,0.7307057997929094,28.0,59.0,,,,,TIME,2021-07-19 13:05:00-05:00,0,2586,2,M0
2.5,2.4877611720394444,0.012238827960555424,0.016881142014559206,0.08440571007279603,1.0,1.0,,,,1.0,TARGET,2021-07-21 12:03:00-05:00,0,2592,2,M0
-1.0,-1.8093145104094999,0.8093145104094999,2.5116657219605165,1.1162958764268962,3.0,9.0,1.0,1.0,9.0,,STOP,2021-07-21 15:24:00-05:00,0,2593,2,M0
-1.0,-1.0506685619899636,0.05066856198996356,0.5940452095375038,1.3278657624955967,19.0,34.0,19.0,,34.0,,STOP,2021-08-02 10:52:00-05:00,0,2614,2,M0
-0.3635981406287939,-0.37982021151838624,0.016222070889592346,0.17340834399219404,0.5929446601023409,4.0,27.0,,,,,TIME,2021-08-02 15:45:00-05:00,0,2615,2,M0
3.0,2.985376859522914,0.014623140477085914,0.2975052717751962,0.3983545164447542,11.0,2.0,,,,11.0,TARGET,2021-08-10 10:13:00-05:00,0,2629,2,M0
3.0,2.989894055287961,0.010105944712039263,0.06969617042785699,0.0836354045134284,1.0,1.0,,,,1.0,TARGET,2021-08-11 10:17:00-05:00,0,2632,2,M0
3.0,2.9896931838091074,0.010306816190892715,0.22035262201218905,0.010662223645751083,2.0,1.0,,,,2.0,TARGET,2021-08-18 14:48:00-05:00,0,2648,2,M0
0.724687181151314,0.7082684872033546,0.01641869394795946,1.4720208367136065,0.5378537672607409,45.0,9.0,26.0,28.0,,,TIME,2021-08-19 11:19:00-05:00,0,2649,2,M0
-1.0,-1.067884340151306,0.06788434015130596,1.1704196577811372,1.1470112646255144,29.0,50.0,2.0,28.0,50.0,,STOP,2021-08-20 12:36:00-05:00,0,2651,2,M0
-1.0,-1.3068816403120584,0.30688164031205845,0.9523912975201815,2.751352637280524,1.0,1.0,1.0,,1.0,,STOP,2021-08-23 10:02:00-05:00,0,2652,2,M0
3.0,2.9853813569944734,0.014618643005526422,0.02016364552486403,0.1310636959116162,1.0,1.0,,,,1.0,TARGET,2021-09-01 13:50:00-05:00,0,2667,2,M0
-1.0,-1.010560899737343,0.01056089973734303,0.003641689564601045,1.1034319380741167,1.0,25.0,,,25.0,,STOP,2021-09-08 11:25:00-05:00,1,2680,2,M0
2.5,2.489500610954646,0.010499389045353833,0.11223484841585132,0.1955058649824507,14.0,12.0,,,,14.0,TARGET,2021-09-14 12:04:00-05:00,0,2690,2,M0
-0.16162725235899167,-0.2042380734354531,0.04261082107646144,0.16162725235899167,0.5877354631236061,2.0,40.0,,,,,TIME,2021-09-14 17:19:00-05:00,0,2691,2,M0
0.7863251155912073,0.7246942281529776,0.06163088743822976,1.912682713600234,0.9138372964978896,49.0,5.0,25.0,42.0,,,TIME,2021-09-15 13:04:00-05:00,0,2694,2,M0
3.0,2.985067001938997,0.014932998061003148,0.550976135354254,0.0566424064382878,10.0,1.0,10.0,,,10.0,TARGET,2021-09-17 10:12:00-05:00,0,2699,2,M0
0.6425463001348154,0.6297833941732335,0.012762905961581951,0.664551310413405,0.919809429645044,60.0,30.0,55.0,,,,TIME,2021-09-20 11:00:00-05:00,0,2701,2,M0
-0.22148365943358347,-0.22941332131453893,0.007929661880955457,0.084765351141248,0.3417957707308387,6.0,50.0,,,,,TIME,2021-09-21 17:20:00-05:00,0,2705,2,M0
-0.3286863173724404,-0.3409067060952619,0.012220388722821503,0.3918952245594482,0.9607753892425182,23.0,49.0,,,,,TIME,2021-09-28 11:30:00-05:00,1,2718,2,M0
3.0,2.993319794773528,0.006680205226471915,0.10365835696249523,0.00921407617444402,1.0,1.0,,,,1.0,TARGET,2021-09-29 10:36:00-05:00,0,2722,2,M0
-1.0,-1.0261417879915755,0.026141787991575512,0.46874930191790576,1.054685929315288,15.0,53.0,,,53.0,,STOP,2021-09-29 14:23:00-05:00,1,2723,2,M0
0.0663653232037101,0.05567313224311236,0.010692190960597736,0.7410794424414293,0.12535672160700795,28.0,1.0,10.0,,,,TIME,2021-09-30 12:02:00-05:00,0,2724,2,M0
-1.0,-1.036292870652073,0.03629287065207299,0.050059131933893775,1.1388452514960834,1.0,2.0,,,2.0,,STOP,2021-09-30 13:36:00-05:00,1,2726,2,M0
-0.08958430213394805,-0.10325769561755065,0.013673393483602598,0.7496791599630389,0.3819120248868312,28.0,57.0,19.0,,,,TIME,2021-10-01 11:19:00-05:00,0,2728,2,M0
3.0,2.9868624627335536,0.01313753726644642,0.47566945275064626,0.022650926321459344,5.0,1.0,,,,5.0,TARGET,2021-10-05 14:55:00-05:00,0,2735,2,M0
0.6479635296149674,0.6009861737178822,0.04697735589708514,0.9233480297013286,0.3401808530478579,46.0,12.0,44.0,,,,TIME,2021-10-06 17:16:00-05:00,0,2737,2,M0
-0.37835105365412536,-0.39110940313781095,0.012758349483685621,0.08798861712886635,0.5543282879118581,4.0,56.0,,,,,TIME,2021-10-10 17:05:00-05:00,0,2744,2,M0
3.0,2.989116880969198,0.010883119030801953,0.454088759561047,0.04128079632373155,9.0,1.0,,,,9.0,TARGET,2021-10-11 14:59:00-05:00,0,2747,2,M0
-0.24078993876772029,-0.2504884224125312,0.009698483644810955,0.17724814937068298,0.39462795520265265,21.0,42.0,,,,,TIME,2021-10-12 12:48:00-05:00,0,2749,2,M0
-1.0,-1.0348517305578637,0.034851730557863836,0.3845708199488423,1.2498551648337375,10.0,37.0,,,37.0,,STOP,2021-10-15 10:37:00-05:00,1,2755,2,M0
0.7602406664090972,0.7234957008659908,0.03674496554310636,1.1910437107075855,0.35477897765757865,52.0,11.0,16.0,35.0,,,TIME,2021-10-18 11:19:00-05:00,0,2757,2,M0
3.0,2.985518156553676,0.014481843446324024,0.7590483461521558,0.27964939068763633,24.0,11.0,21.0,,,24.0,TARGET,2021-10-27 14:54:00-05:00,0,2775,2,M0
3.6713477771184047,3.6208884948736495,0.05045928224475533,3.8627450545985114,0.9047871299059576,57.0,13.0,25.0,36.0,,,TIME,2021-10-29 11:32:00-05:00,0,2779,2,M0
3.0,2.9831390933674546,0.016860906632545185,0.5058271989763555,0.0697692688243249,29.0,15.0,29.0,,,29.0,TARGET,2021-11-01 13:14:00-05:00,0,2783,2,M0
-0.5982656763793774,-0.6093164436500793,0.011050767270701875,0.07621218807380604,0.8688189440413889,17.0,36.0,,,,,TIME,2021-11-05 13:30:00-05:00,1,2793,2,M0
-0.2616563583128301,-0.2752064197254588,0.013550061412628699,0.028034609819231792,0.49060567183655635,36.0,28.0,,,,,TIME,2021-11-11 15:20:00-06:00,0,2808,2,M0
3.0,2.979312348686099,0.020687651313901087,1.3125958075026898,0.09273774726921177,39.0,1.0,3.0,10.0,,39.0,TARGET,2021-11-12 10:54:00-06:00,0,2809,2,M0
-1.0,-1.0318908037892724,0.031890803789272434,0.03299048667855769,1.055695573713846,1.0,9.0,,,9.0,,STOP,2021-11-16 10:44:00-06:00,1,2815,2,M0
3.0,2.94985555614665,0.05014444385334998,4.99715319779936,0.017291187535637922,13.0,1.0,1.0,1.0,,13.0,TARGET,2021-11-18 10:45:00-06:00,0,2817,2,M0
-0.657873986558767,-0.6715994150553168,0.013725428496549816,0.018931625512482505,0.861388960817954,1.0,37.0,,,,,TIME,2021-11-19 13:47:00-06:00,1,2820,2,M0
-1.0,-1.0362321927969598,0.03623219279695988,0.6496806984282462,1.0494842051533206,6.0,11.0,5.0,,11.0,,STOP,2021-11-24 10:58:00-06:00,0,2827,2,M0
3.0,2.9918620326304524,0.00813796736954761,0.6510373895638089,0.3002629339798601,21.0,9.0,18.0,,,21.0,TARGET,2021-11-26 10:21:00-06:00,0,2832,2,M0
3.632096266818134,3.5769492554371256,0.05514701138100832,3.7081611101022833,0.3042593731365976,46.0,1.0,1.0,3.0,,,TIME,2021-11-29 12:02:00-06:00,0,2836,2,M0
-1.0,-1.0167694418083844,0.016769441808384463,0.3006934393227559,1.4051635722198015,2.0,38.0,,,38.0,,STOP,2021-12-01 10:55:00-06:00,1,2842,2,M0
3.0,2.9922911464747717,0.007708853525228357,0.5794931270688903,0.667214563735282,30.0,7.0,30.0,,,30.0,TARGET,2021-12-01 12:49:00-06:00,0,2844,2,M0
3.0,2.9931863393388074,0.006813660661192539,0.810590664866009,0.6602202226879668,56.0,29.0,45.0,,,56.0,TARGET,2021-12-03 11:01:00-06:00,0,2847,2,M0
0.4024761744881815,0.3517291785744543,0.050746995913727236,2.502351867469998,0.052496892324545415,28.0,1.0,1.0,1.0,,,TIME,2021-12-07 17:17:00-06:00,0,2852,2,M0
3.0,2.9884962925215572,0.011503707478442739,0.9599645550976355,0.15470503160664373,8.0,1.0,4.0,,,8.0,TARGET,2021-12-10 10:09:00-06:00,0,2860,2,M0
3.0,2.9838968305181655,0.016103169481834368,1.4881549728040036,0.0999507071286271,9.0,1.0,5.0,8.0,,9.0,TARGET,2021-12-13 14:54:00-06:00,0,2863,2,M0
0.06036966565985083,0.05489866470942685,0.005471000950423981,0.14715106004588638,0.3433524734404016,36.0,27.0,,,,,TIME,2021-12-14 11:03:00-06:00,0,2864,2,M0
3.0,2.9894200935434885,0.010579906456511527,0.6968145286874833,0.2334875907643923,25.0,10.0,17.0,,,25.0,TARGET,2021-12-15 10:40:00-06:00,0,2865,2,M0
-1.0,-1.0197367496244296,0.019736749624429676,0.13611551465123914,1.1637876502680946,1.0,2.0,,,2.0,,STOP,2021-12-15 13:33:00-06:00,1,2866,2,M0
2.5,2.4928691820196933,0.007130817980306746,0.40571895405193553,0.014753416510979474,5.0,1.0,,,,5.0,TARGET,2021-12-16 13:20:00-06:00,0,2869,2,M0
-1.0,-1.0337302248820064,0.03373022488200648,0.2791466886786743,1.081693418629863,6.0,11.0,,,11.0,,STOP,2021-12-22 10:26:00-06:00,1,2879,2,M0
3.0,2.9939909273264123,0.0060090726735876985,0.10982098334487862,0.062162820761252055,1.0,1.0,,,,1.0,TARGET,2022-01-04 10:01:00-06:00,0,2896,3,M0
2.2441476380499217,2.1992646852889233,0.044882952760998435,5.819306978667383,0.12381504209930602,50.0,1.0,3.0,7.0,,,TIME,2022-01-04 15:00:00-06:00,0,2898,3,M0
-0.2193409011365888,-0.23316891446911286,0.013828013332524076,0.4577549241111418,0.705705508004677,11.0,31.0,,,,,TIME,2022-01-05 13:00:00-06:00,0,2901,3,M0
-1.0,-1.0072103044550753,0.007210304455075317,0.08204829207499498,1.1188403464772043,14.0,46.0,,,46.0,,STOP,2022-01-07 10:49:00-06:00,1,2902,3,M0
-1.0,-1.0264536975838576,0.02645369758385755,0.9030745037247923,1.067269868038391,5.0,21.0,3.0,,21.0,,STOP,2022-01-07 14:23:00-06:00,0,2903,3,M0
0.7240963928112516,0.6981719540562809,0.025924438754970736,0.885006702324863,0.07151569311716065,60.0,49.0,4.0,,,,TIME,2022-01-10 17:18:00-06:00,0,2905,3,M0
-0.3408069149130951,-0.3479172750084043,0.0071103600953091785,0.12749611205381975,0.8630506046720107,9.0,37.0,,,,,TIME,2022-01-13 11:03:00-06:00,1,2910,3,M0
-1.0,-1.0114123827821768,0.01141238278217689,0.48797774654825327,1.1097558429565113,3.0,23.0,,,23.0,,STOP,2022-01-13 12:08:00-06:00,1,2911,3,M0
2.5,2.494085237599742,0.005914762400257835,0.3059359862202329,0.14480970014424355,15.0,8.0,,,,15.0,TARGET,2022-01-14 12:24:00-06:00,0,2914,3,M0
-1.0,-1.0096875801936052,0.009687580193605194,0.5144439137293793,1.0890176355569978,12.0,42.0,12.0,,42.0,,STOP,2022-01-14 12:57:00-06:00,0,2915,3,M0
3.0,2.9914330262791284,0.00856697372087154,0.8212478256559613,0.04135780416972467,12.0,1.0,4.0,,,12.0,TARGET,2022-01-19 10:22:00-06:00,0,2919,3,M0
3.0,2.9906967079412157,0.009303292058784517,0.8725846344790995,0.10907307930988744,13.0,2.0,5.0,,,13.0,TARGET,2022-01-20 14:16:00-06:00,0,2923,3,M0
0.734232237189088,0.7255766539051516,0.008655583283936404,1.1580573497128706,0.05969367782025106,41.0,2.0,3.0,40.0,,,TIME,2022-01-21 12:09:00-06:00,0,2924,3,M0
3.0,2.9948627315901337,0.005137268409866455,0.9743095260091553,0.01240030305829834,12.0,1.0,6.0,,,12.0,TARGET,2022-01-24 11:15:00-06:00,0,2927,3,M0
2.5,2.4955776680127943,0.00442233198720556,0.7487465536958379,0.1296200754870595,12.0,1.0,9.0,,,12.0,TARGET,2022-01-24 12:16:00-06:00,0,2928,3,M0
1.4802265013429354,1.4710147913560374,0.009211709986898096,1.7788129629872185,0.1715283928594818,60.0,16.0,10.0,29.0,,,TIME,2022-01-25 13:49:00-06:00,0,2932,3,M0
-0.16734479982102102,-0.17341104881453304,0.006066248993512012,0.4267292395436036,0.41836199955255254,19.0,34.0,,,,,TIME,2022-01-25 18:15:00-06:00,0,2933,3,M0
3.0,2.9949990353084184,0.00500096469158151,0.7863585859866098,0.35179199899400965,50.0,26.0,40.0,,,50.0,TARGET,2022-01-27 12:21:00-06:00,0,2936,3,M0
0.49736700438623627,0.49036523587788633,0.007001768508349928,0.9488603530281109,0.2969715608713935,51.0,16.0,41.0,,,,TIME,2022-01-28 11:15:00-06:00,0,2938,3,M0
2.5,2.492905085688008,0.007094914311991965,1.2893171870412985,0.5945048889013957,30.0,11.0,23.0,30.0,,30.0,TARGET,2022-01-28 14:50:00-06:00,0,2941,3,M0
3.0,2.983059251943117,0.016940748056883087,2.967551728585037,0.8178292165391835,45.0,9.0,15.0,24.0,,45.0,TARGET,2022-02-01 15:15:00-06:00,0,2946,3,M0
-1.0,-1.0060452902829542,0.006045290282954168,0.01667666284952874,1.0172764338212532,1.0,31.0,,,31.0,,STOP,2022-02-02 11:09:00-06:00,1,2947,3,M0
3.0,2.9903101603508637,0.009689839649136082,1.1160022216591212,0.8754268924391909,47.0,18.0,34.0,47.0,,47.0,TARGET,2022-02-03 14:50:00-06:00,0,2952,3,M0
0.2954154485561879,0.2849678290340788,0.010447619522109085,0.4575336825199496,0.6160492890622943,55.0,22.0,,,,,TIME,2022-02-04 11:45:00-06:00,0,2953,3,M0
-0.582639440117198,-0.5921855100400222,0.009546069922824148,0.5200962233814536,0.6517661533514418,30.0,59.0,30.0,,,,TIME,2022-02-07 12:09:00-06:00,0,2956,3,M0
3.0,2.99186674039807,0.008133259601930063,0.4879955761158038,0.1738834811447117,18.0,1.0,,,,18.0,TARGET,2022-02-08 10:18:00-06:00,0,2958,3,M0
-1.0,-1.0627370490195245,0.06273704901952457,0.2379681169706104,1.0816732589573201,1.0,3.0,,,3.0,,STOP,2022-02-09 12:04:00-06:00,1,2961,3,M0
-0.9327805814756187,-0.9427256685575279,0.00994508708190917,0.6035639056606944,0.9876500274447727,16.0,58.0,12.0,,,,TIME,2022-02-10 11:21:00-06:00,0,2963,3,M0
-0.07051760527191445,-0.07869764748345652,0.008180042211542076,0.5669615463861921,0.3328430968834362,25.0,6.0,21.0,,,,TIME,2022-02-11 11:16:00-06:00,0,2966,3,M0
3.0,2.9894505342249422,0.010549465775057889,1.5787821194396978,0.10549465775057888,12.0,1.0,5.0,7.0,,12.0,TARGET,2022-02-11 12:37:00-06:00,0,2967,3,M0
3.0,2.9917932433181247,0.008206756681875154,1.1036672779073482,0.03678890926357828,6.0,1.0,2.0,6.0,,6.0,TARGET,2022-02-14 12:54:00-06:00,0,2969,3,M0
-1.0,-1.0344872766729212,0.034487276672921126,0.6540690403485042,1.4389518887667092,12.0,17.0,11.0,,17.0,,STOP,2022-02-15 13:06:00-06:00,0,2972,3,M0
6.358164727778154,6.295018571235151,0.06314615654300221,7.838833226027861,0.5225888817351907,58.0,2.0,1.0,3.0,,,TIME,2022-02-16 14:52:00-06:00,0,2974,3,M0
3.0,2.9902530003290826,0.009746999670917368,0.5478486021929417,0.6957341144413431,39.0,12.0,39.0,,,39.0,TARGET,2022-02-17 15:12:00-06:00,0,2976,3,M0
-1.0,-1.012275041073259,0.01227504107325901,0.7111058276922462,1.3841167003295505,8.0,25.0,6.0,,25.0,,STOP,2022-02-18 14:19:00-06:00,0,2979,3,M0
-0.07773369593098403,-0.08524795320431248,0.007514257273328457,0.2176543486067553,0.365348370875625,5.0,11.0,,,,,TIME,2022-02-18 15:36:00-06:00,0,2980,3,M0
3.0,2.994098910900298,0.005901089099701776,0.5575511770063057,0.12819607354524548,44.0,2.0,44.0,,,44.0,TARGET,2022-02-22 10:53:00-06:00,0,2981,3,M0
3.0,2.9914111521968016,0.008588847803198133,1.0543551096339776,0.25174209078339355,56.0,4.0,14.0,56.0,,56.0,TARGET,2022-02-23 14:50:00-06:00,0,2984,3,M0
-0.3449042407092671,-0.3540805920675871,0.009176351358319951,0.10442054993950288,0.9366206903664501,1.0,14.0,,,,,TIME,2022-03-02 11:31:00-06:00,1,2994,3,M0
-1.0,-1.0207392208753667,0.0207392208753668,0.45054169487865803,1.1656872423050995,4.0,19.0,,,19.0,,STOP,2022-03-02 12:49:00-06:00,1,2995,3,M0
-1.0,-1.0090119116968608,0.009011911696860666,0.31075557575381607,1.0099556211999023,16.0,58.0,,,58.0,,STOP,2022-03-03 10:58:00-06:00,1,2996,3,M0
3.0,2.990885448420858,0.009114551579142219,1.1848917052884884,0.2294352638887524,58.0,27.0,15.0,52.0,,58.0,TARGET,2022-03-07 15:00:00-06:00,0,3002,3,M0
3.0,2.9955386801757435,0.0044613198242562865,0.8861104202660762,0.06768899043699193,14.0,1.0,11.0,,,14.0,TARGET,2022-03-08 13:02:00-06:00,0,3006,3,M0
-1.0,-1.0077355547613793,0.007735554761379392,0.5388214006202198,1.0669730705350886,2.0,26.0,2.0,,26.0,,STOP,2022-03-08 14:28:00-06:00,0,3007,3,M0
0.8361264149076633,0.8236276179837858,0.012498796923877441,1.2412598324402424,0.7585476753801481,38.0,25.0,34.0,36.0,,,TIME,2022-03-09 11:45:00-06:00,0,3009,3,M0
-1.0,-1.008228142787706,0.008228142787706108,0.21279679623377865,1.0129127500727864,4.0,59.0,,,59.0,,STOP,2022-03-10 11:22:00-06:00,1,3012,3,M0
2.5,2.485011753694616,0.014988246305383769,2.0518392355990884,0.051683607949599204,18.0,1.0,3.0,17.0,,18.0,TARGET,2022-03-10 13:04:00-06:00,0,3014,3,M0
0.4461531667219833,0.43716813766994334,0.00898502905203994,0.6196571760027545,0.2509611562811156,12.0,50.0,12.0,,,,TIME,2022-03-11 11:30:00-06:00,0,3015,3,M0
0.4378324342642966,0.4273389296414333,0.010493504622863307,0.5934257786722698,0.8141512207393945,53.0,10.0,53.0,,,,TIME,2022-03-11 14:19:00-06:00,0,3016,3,M0
0.8803801397247496,0.8621436939733084,0.01823644575144124,1.9808553143806864,0.08174958440301246,38.0,1.0,3.0,14.0,,,TIME,2022-03-15 15:16:00-05:00,0,3020,3,M0
3.5660361441621924,3.550077031788627,0.015959112373565367,3.835690111853469,0.033018853186686965,59.0,1.0,2.0,5.0,,,TIME,2022-03-16 15:45:00-05:00,0,3023,3,M0
-1.0,-1.0348671650008463,0.03486716500084622,0.45688009311453665,1.0460149500253864,4.0,7.0,,,7.0,,STOP,2022-03-17 12:02:00-05:00,1,3024,3,M0
-1.0,-1.0291521242422677,0.029152124242267614,0.361888438869529,1.0052456635264695,1.0,9.0,,,9.0,,STOP,2022-03-17 15:09:00-05:00,1,3025,3,M0
-1.0,-1.0230157399343336,0.023015739934333486,0.5793617293814981,1.1507869967166744,4.0,8.0,4.0,,8.0,,STOP,2022-03-18 14:39:00-05:00,0,3028,3,M0
-0.04658244554321434,-0.06588088726826029,0.019298441725045943,1.7035865798661247,0.3061132135696943,42.0,4.0,7.0,9.0,,,TIME,2022-03-21 11:16:00-05:00,0,3029,3,M0
-0.31337440149514795,-0.3214167533919261,0.008042351896778132,0.3937979204629292,0.6877597484141299,6.0,45.0,,,,,TIME,2022-03-21 13:15:00-05:00,0,3030,3,M0
-1.0,-1.3017617913475201,0.3017617913475201,1.7689484320371869,1.3527252715578488,1.0,1.0,1.0,1.0,1.0,,STOP,2022-03-22 10:39:00-05:00,0,3032,3,M0
2.5,2.4905803666920723,0.009419633307927692,0.3118223439865719,0.0,5.0,,,,,5.0,TARGET,2022-03-22 11:26:00-05:00,0,3033,3,M0
-1.0,-1.0455244967052724,0.04552449670527242,4.473959158966427,1.0831690595392403,46.0,54.0,3.0,4.0,54.0,,STOP,2022-03-23 11:11:00-05:00,0,3034,3,M0
-1.0,-1.0462791390966883,0.04627913909668839,0.351083124181774,1.117082667851099,1.0,10.0,,,10.0,,STOP,2022-03-28 12:55:00-05:00,1,3043,3,M0
-0.34911117337936143,-0.35923539740736293,0.01012422402800148,0.198993368826236,0.45733563712696346,41.0,57.0,,,,,TIME,2022-03-31 12:34:00-05:00,0,3049,3,M0
3.0,2.9909177330303263,0.009082266969673592,0.4040042893406529,0.15345899362551932,6.0,1.0,,,,6.0,TARGET,2022-04-01 10:36:00-05:00,0,3052,3,M0
-1.0,-1.0394936528785987,0.039493652878598705,1.4844166081956065,1.1439540833801003,15.0,28.0,2.0,5.0,28.0,,STOP,2022-04-01 13:58:00-05:00,0,3053,3,M0
3.0,2.985964681331542,0.014035318668458141,1.8633095473642702,0.8469588851655774,17.0,15.0,15.0,17.0,,17.0,TARGET,2022-04-06 13:02:00-05:00,0,3060,3,M0
3.0,2.990765072255002,0.009234927744997908,1.1464048235169817,0.06687361470515726,43.0,1.0,19.0,43.0,,43.0,TARGET,2022-04-07 10:52:00-05:00,0,3062,3,M0
-1.0,-1.0162353106456763,0.016235310645676355,0.027991914906338542,1.0245040855719907,1.0,17.0,,,17.0,,STOP,2022-04-07 12:48:00-05:00,1,3063,3,M0
3.0,2.9922200890777866,0.007779910922213279,0.8557902014434606,0.15023276263584262,54.0,40.0,18.0,,,54.0,TARGET,2022-04-12 14:09:00-05:00,0,3074,3,M0
0.39857705652417436,0.38756873782017337,0.011008318704001006,0.7819702251807611,0.36820928078899917,54.0,9.0,40.0,,,,TIME,2022-04-14 12:00:00-05:00,0,3079,3,M0
3.0,2.9832399227156037,0.016760077284396185,1.6875664024288575,0.005779336994619375,38.0,1.0,6.0,16.0,,38.0,TARGET,2022-04-14 15:02:00-05:00,0,3080,3,M0
3.0,2.990743499388599,0.009256500611400915,0.6128441784099917,0.42452226941942134,34.0,11.0,31.0,,,34.0,TARGET,2022-04-18 11:22:00-05:00,0,3081,3,M0
