gross_R,net_R,cost_R,MFE_R,MAE_R,bars_to_MFE,bars_to_MAE,bars_to_plus_0.5r,bars_to_plus_1r,bars_to_stop,bars_to_target,exit_type,exit_timestamp,wrong_direction,signal_id,fold,variant
3.0,2.99726691784828,0.0027330821517203355,0.0,0.040525011215163595,,1.0,,,,1.0,TARGET,2020-03-27 10:36:00-05:00,0,1678,1,M0
3.0,2.9971666980080287,0.002833301991971413,0.017586012363960492,0.022471015798393962,1.0,1.0,,,,1.0,TARGET,2020-03-30 10:31:00-05:00,0,1680,1,M0
1.0,0.9951213926285234,0.004878607371476607,0.0050468352118723525,0.06729113615829803,1.0,1.0,,,1.0,,STOP,2020-04-01 10:47:00-05:00,0,1687,1,M0
1.0,0.9943660551605326,0.005633944839467431,0.0,0.14181999078659394,,1.0,,,1.0,,STOP,2020-04-02 12:31:00-05:00,0,1689,1,M0
3.0,2.9972134759438327,0.0027865240561673146,0.0048043518209781285,0.02690437019747752,1.0,1.0,,,,1.0,TARGET,2020-04-02 14:17:00-05:00,0,1690,1,M0
3.0,2.99734146695985,0.0026585330401498464,0.0,0.039419627836704614,,1.0,,,,1.0,TARGET,2020-04-07 10:48:00-05:00,0,1697,1,M0
1.0,0.9955495915361842,0.004450408463815872,0.016880859690336068,0.04603870824637109,1.0,1.0,,,1.0,,STOP,2020-04-07 13:36:00-05:00,0,1698,1,M0
3.0,2.997007612261952,0.0029923877380481426,0.00515928920353128,0.023732730336243887,1.0,1.0,,,,1.0,TARGET,2020-04-08 10:17:00-05:00,0,1700,1,M0
3.0,2.997473114388235,0.0025268856117649026,0.026140195983774855,0.026140195983774855,1.0,1.0,,,,1.0,TARGET,2020-04-17 14:51:00-05:00,0,1710,1,M0
1.0,0.9921511510782725,0.007848848921727599,0.021651997025455446,0.1921614736009171,1.0,1.0,,,1.0,,STOP,2020-04-21 10:01:00-05:00,0,1715,1,M0
3.0,2.9969096143667775,0.0030903856332227106,0.010656502183526588,0.0063939013101159525,1.0,1.0,,,,1.0,TARGET,2020-04-22 12:50:00-05:00,0,1719,1,M0
3.0,2.996893533683915,0.0031064663160850665,0.0032135858442259306,0.0246374914723988,1.0,1.0,,,,1.0,TARGET,2020-04-29 11:31:00-05:00,0,1733,1,M0
3.0,2.996928025354323,0.0030719746456766657,0.007415111213702297,0.015889524029362063,1.0,1.0,,,,1.0,TARGET,2020-04-30 12:16:00-05:00,0,1739,1,M0
1.0,0.9960076734928597,0.003992326507140317,0.0013766643128070059,0.06470322270192927,1.0,1.0,,,1.0,,STOP,2020-04-30 13:02:00-05:00,0,1740,1,M0
1.0,0.9955435987504023,0.004456401249597654,0.004610070258204469,0.049174082754181,1.0,1.0,,,1.0,,STOP,2020-05-01 10:46:00-05:00,0,1741,1,M0
1.0,0.9959663778670411,0.0040336221329588745,0.0041727125513367665,0.01947265857290491,1.0,1.0,,,1.0,,STOP,2020-05-08 12:50:00-05:00,0,1753,1,M0
1.0,0.9955019861962634,0.004498013803736629,0.04342909879469849,0.0,1.0,,,,1.0,,STOP,2020-05-12 14:33:00-05:00,0,1757,1,M0
1.0,0.9959818160514365,0.004018183948563435,0.11638877644114777,0.0,1.0,,,,1.0,,STOP,2020-05-13 10:19:00-05:00,0,1758,1,M0
3.0,2.9971366614585175,0.002863338541482302,0.01579772988404029,0.013823013648535252,1.0,1.0,,,,1.0,TARGET,2020-05-14 12:20:00-05:00,0,1763,1,M0
2.5,2.4973261877786115,0.0026738122213886203,0.05071023178495659,0.0,1.0,,,,,1.0,TARGET,2020-05-15 11:20:00-05:00,0,1765,1,M0
3.0,2.997048217086383,0.00295178291361717,0.001017856177109369,0.013232130302421796,1.0,1.0,,,,1.0,TARGET,2020-05-18 12:31:00-05:00,0,1770,1,M0
1.0,0.9957926749187115,0.004207325081288542,0.01450801752168463,0.020311224530358482,1.0,1.0,,,1.0,,STOP,2020-05-21 12:01:00-05:00,0,1780,1,M0
1.0,0.9959843486803637,0.0040156513196363125,0.01800119557078347,0.005538829406394914,1.0,1.0,,,1.0,,STOP,2020-05-26 13:16:00-05:00,0,1785,1,M0
3.0,2.9971619099957123,0.002838090004287609,0.02838090004287609,0.014679775884246253,1.0,1.0,,,,1.0,TARGET,2020-05-27 11:16:00-05:00,0,1786,1,M0
3.0,2.996992121830556,0.0030078781694439765,0.01037199368773785,0.00829759495019028,1.0,1.0,,,,1.0,TARGET,2020-05-27 13:33:00-05:00,0,1787,1,M0
3.0,2.996988594281826,0.0030114057181738598,0.0031152472946626136,0.012460989178650454,1.0,1.0,,,,1.0,TARGET,2020-05-28 11:19:00-05:00,0,1788,1,M0
1.0,0.996046268090475,0.0039537319095249305,0.03544725160263731,0.004090067492611997,1.0,1.0,,,1.0,,STOP,2020-06-02 10:01:00-05:00,0,1795,1,M0
3.0,2.99689264689724,0.0031073531027598607,0.018215518188592288,0.005357505349585967,1.0,1.0,,,,1.0,TARGET,2020-06-08 10:01:00-05:00,0,1805,1,M0
3.0,2.9971606575950047,0.002839342404995272,0.009790835879294042,0.027414340462023318,1.0,1.0,,,,1.0,TARGET,2020-06-09 10:01:00-05:00,0,1809,1,M0
1.0,0.9958946493384612,0.004105350661538865,0.11891360536871194,0.00990946711405933,1.0,1.0,,,1.0,,STOP,2020-06-12 10:17:00-05:00,0,1820,1,M0
2.5,2.497189266591561,0.0028107334084389824,0.05718388658548275,0.016476713083952654,1.0,1.0,,,,1.0,TARGET,2020-06-12 11:18:00-05:00,0,1821,1,M0
1.0,0.9953263845669416,0.004673615433058482,0.09347230866116964,0.0,1.0,,,,1.0,,STOP,2020-06-12 12:33:00-05:00,0,1822,1,M0
1.0,0.9878746838621955,0.012125316137804593,0.18397031381496626,0.2717743272266547,1.0,1.0,,,1.0,,STOP,2020-06-16 10:01:00-05:00,0,1828,1,M0
3.0,2.9967196332951986,0.0032803667048012086,0.010180448394210648,0.003393482798070216,1.0,1.0,,,,1.0,TARGET,2020-06-17 12:02:00-05:00,0,1831,1,M0
3.0,2.9967415653846396,0.003258434615360161,0.0022471962864552835,0.01910116843486991,1.0,1.0,,,,1.0,TARGET,2020-06-18 10:16:00-05:00,0,1832,1,M0
1.0,0.9954454514052008,0.004554548594799205,0.029840145965925824,0.02669907796951258,1.0,1.0,,,1.0,,STOP,2020-06-18 11:04:00-05:00,0,1833,1,M0
1.0,0.9959633337469775,0.004036666253022454,0.02923103148740398,0.013919538803525703,1.0,1.0,,,1.0,,STOP,2020-06-19 11:01:00-05:00,0,1836,1,M0
1.0,0.9955715345631178,0.00442846543688226,0.07635285236003897,0.009162342283204675,1.0,1.0,,,1.0,,STOP,2020-06-19 12:48:00-05:00,0,1837,1,M0
2.5,2.4971363492575342,0.0028636507424656347,0.028636507424656347,0.002962397319792036,1.0,1.0,,,,1.0,TARGET,2020-06-19 14:16:00-05:00,0,1838,1,M0
1.0,0.9950737434678824,0.0049262565321176064,0.04246772872515178,0.03057676468210928,1.0,1.0,,,1.0,,STOP,2020-06-24 10:34:00-05:00,0,1845,1,M0
2.5,2.4971416397353368,0.002858360264663101,0.010842056176308313,0.005913848823440898,1.0,1.0,,,,1.0,TARGET,2020-06-24 11:46:00-05:00,0,1846,1,M0
3.0,2.9971650833397776,0.0028349166602221762,0.011730689628505556,0.03128183900934815,1.0,1.0,,,,1.0,TARGET,2020-06-25 14:34:00-05:00,0,1849,1,M0
3.0,2.996738578689048,0.003261421310951925,0.005623140191296422,0.016869420573889266,1.0,1.0,,,,1.0,TARGET,2020-06-30 10:17:00-05:00,0,1855,1,M0
1.0,0.9959142768013235,0.004085723198676558,0.0,0.03803949184974726,,1.0,,,1.0,,STOP,2020-07-02 14:31:00-05:00,0,1861,1,M0
3.0,2.9968139505722142,0.0031860494277859627,0.002197275467438595,0.012085015070912272,1.0,1.0,,,,1.0,TARGET,2020-07-06 10:01:00-05:00,0,1863,1,M0
1.0,0.9954111631707854,0.0045888368292146325,0.0,0.04272365323751554,,1.0,,,1.0,,STOP,2020-07-06 11:35:00-05:00,0,1864,1,M0
1.0,0.9948464252330811,0.005153574766918864,0.11906534806329788,0.07108378988853604,1.0,1.0,,,1.0,,STOP,2020-07-09 10:01:00-05:00,0,1874,1,M0
3.0,2.996711738988957,0.003288261011042777,0.00113388310725613,0.02040989593061034,1.0,1.0,,,,1.0,TARGET,2020-07-10 14:19:00-05:00,0,1878,1,M0
3.0,2.9968522518691922,0.0031477481308078725,0.020623177408741235,0.009768873509403742,1.0,1.0,,,,1.0,TARGET,2020-07-13 10:18:00-05:00,0,1879,1,M0
2.5,2.497097527593073,0.00290247240692713,0.061052005800881014,0.005004262770564018,1.0,1.0,,,,1.0,TARGET,2020-07-15 11:47:00-05:00,0,1885,1,M0
3.0,2.996965218911607,0.003034781088393106,0.009418286136392399,0.012557714848523197,1.0,1.0,,,,1.0,TARGET,2020-07-15 13:34:00-05:00,0,1886,1,M0
1.0,0.9942342366041873,0.005765763395812721,0.0198819427441818,0.04175207976278178,1.0,1.0,,,1.0,,STOP,2020-07-15 14:16:00-05:00,0,1887,1,M0
3.0,2.9969009630175676,0.003099036982432203,0.012823601306616014,0.01709813507548802,1.0,1.0,,,,1.0,TARGET,2020-07-20 14:47:00-05:00,0,1894,1,M0
1.0,0.9937828095031364,0.006217190496863663,0.004287717584043906,0.1586455506096245,1.0,1.0,,,1.0,,STOP,2020-07-23 13:05:00-05:00,0,1901,1,M0
1.0,0.9949711542818844,0.005028845718115606,0.05722479610269482,0.0069363389215387665,1.0,1.0,,,1.0,,STOP,2020-07-27 10:36:00-05:00,0,1906,1,M0
1.0,0.9957468935896074,0.004253106410392537,0.010266118921637158,0.03373153359966495,1.0,1.0,,,1.0,,STOP,2020-07-28 13:31:00-05:00,0,1909,1,M0
3.0,2.9970227030129233,0.002977296987076583,0.02155973680296836,0.009239887201272156,1.0,1.0,,,,1.0,TARGET,2020-07-30 11:02:00-05:00,0,1913,1,M0
1.0,0.9945312967084461,0.0054687032915539495,0.0999452670525377,0.013200318289957809,1.0,1.0,,,1.0,,STOP,2020-07-31 11:17:00-05:00,0,1917,1,M0
3.0,2.9969620916488746,0.0030379083511255503,0.010475546038363967,0.029331528907419104,1.0,1.0,,,,1.0,TARGET,2020-07-31 14:33:00-05:00,0,1918,1,M0
3.0,2.9968723653517757,0.0031276346482240857,0.0010784947062841676,0.010784947062841676,1.0,1.0,,,,1.0,TARGET,2020-08-06 13:18:00-05:00,0,1932,1,M0
1.0,0.993394945811671,0.00660505418832904,0.0,0.16398755226196235,,1.0,,,1.0,,STOP,2020-08-10 10:01:00-05:00,0,1936,1,M0
1.0,0.9952058511641324,0.004794148835867612,0.03967571450373196,0.006612619083955327,1.0,1.0,,,1.0,,STOP,2020-08-11 13:31:00-05:00,0,1942,1,M0
3.0,2.996642571318938,0.003357428681062126,0.016208276391334403,0.031258818754716346,1.0,1.0,,,,1.0,TARGET,2020-08-13 14:51:00-05:00,0,1946,1,M0
3.0,2.996839054794898,0.0031609452051018635,0.013079773262490468,0.010899811052075391,1.0,1.0,,,,1.0,TARGET,2020-08-24 14:46:00-05:00,0,1968,1,M0
3.0,2.9966973369227885,0.0033026630772114017,0.025054685413327876,0.0,1.0,,,,,1.0,TARGET,2020-08-26 10:01:00-05:00,0,1971,1,M0
2.5,2.4968470755765377,0.003152924423462248,0.015221014458093611,0.0043488612737410315,1.0,1.0,,,,1.0,TARGET,2020-08-26 12:47:00-05:00,0,1973,1,M0
1.0,0.9959515799087837,0.004048420091216297,0.005584027712022479,0.044672221696179834,1.0,1.0,,,1.0,,STOP,2020-08-28 12:31:00-05:00,0,1977,1,M0
3.0,2.996790074168483,0.003209925831516601,0.01881680659854559,0.0022137419527700694,1.0,1.0,,,,1.0,TARGET,2020-08-31 12:16:00-05:00,0,1981,1,M0
3.0,2.9966797872357227,0.0033202127642771944,0.017173514297985488,0.0011449009531990324,1.0,1.0,,,,1.0,TARGET,2020-09-01 15:50:00-05:00,0,1984,1,M0
1.0,0.9937532532272301,0.006246746772769955,0.0280026579468998,0.20463480807349854,1.0,1.0,,,1.0,,STOP,2020-09-03 10:02:00-05:00,0,1987,1,M0
1.0,0.9927080563580976,0.007291943641902481,0.005028926649587918,0.24641740582980798,1.0,1.0,,,1.0,,STOP,2020-09-03 11:50:00-05:00,0,1988,1,M0
1.0,0.9931264196661094,0.00687358033389059,0.20857761013185241,0.023702001151346866,1.0,1.0,,,1.0,,STOP,2020-09-08 14:04:00-05:00,0,1992,1,M0
3.0,2.996978145124224,0.0030218548757760854,0.02500845414435381,0.006252113536088452,1.0,1.0,,,,1.0,TARGET,2020-09-09 12:01:00-05:00,0,1994,1,M0
1.0,0.9941008998160378,0.005899100183962247,0.0061025174316850835,0.07526438165744936,1.0,1.0,,,1.0,,STOP,2020-09-09 13:03:00-05:00,0,1995,1,M0
3.0,2.9971654144626387,0.002834585537361277,0.006842103021216875,0.026390968796122235,1.0,1.0,,,,1.0,TARGET,2020-09-09 14:04:00-05:00,0,1996,1,M0
1.0,0.9903250753657756,0.00967492463422436,0.04003417090023874,0.10342160815895006,1.0,1.0,,,1.0,,STOP,2020-09-09 15:01:00-05:00,0,1997,1,M0
1.0,0.9946203048202545,0.005379695179745466,0.01669560573024455,0.025970942247047078,1.0,1.0,,,1.0,,STOP,2020-09-14 11:33:00-05:00,0,2007,1,M0
1.0,0.9946642654472613,0.005335734552738689,0.1858307551126233,0.014719267731692935,1.0,1.0,,,1.0,,STOP,2020-09-14 12:32:00-05:00,0,2008,1,M0
3.0,2.9971410325351573,0.0028589674648425703,0.039434033997828556,0.02760382379847999,1.0,1.0,,,,1.0,TARGET,2020-09-16 13:16:00-05:00,0,2014,1,M0
1.0,0.9924425214997489,0.007557478500251166,0.05472656845009465,0.1094531369001893,1.0,1.0,,,1.0,,STOP,2020-09-22 10:03:00-05:00,0,2024,1,M0
3.0,2.9969844652048976,0.0030155347951024594,0.010398395845180895,0.02391631044391606,1.0,1.0,,,,1.0,TARGET,2020-09-22 14:46:00-05:00,0,2026,1,M0
1.0,0.9951509189420533,0.00484908105794663,0.09196533040933264,0.018393066081866527,1.0,1.0,,,1.0,,STOP,2020-09-23 10:46:00-05:00,0,2027,1,M0
1.0,0.9941935000754527,0.005806499924547324,0.054060516538888874,0.04004482706584361,1.0,1.0,,,1.0,,STOP,2020-09-23 12:46:00-05:00,0,2029,1,M0
3.0,2.9966631227608427,0.0033368772391572632,0.0,0.06558689745929792,,1.0,,,,1.0,TARGET,2020-09-24 10:16:00-05:00,0,2030,1,M0
3.0,2.99670450157641,0.0032954984235898164,0.01363654520106131,0.0056818938337755455,1.0,1.0,,,,1.0,TARGET,2020-10-01 14:03:00-05:00,0,2044,1,M0
1.0,0.9938786163426189,0.006121383657381172,0.12242767314762344,0.014775753655747657,1.0,1.0,,,1.0,,STOP,2020-10-02 10:05:00-05:00,0,2046,1,M0
3.0,2.9967985471171836,0.0032014528828164584,0.0011039492699367098,0.019871086858860777,1.0,1.0,,,,1.0,TARGET,2020-10-05 14:01:00-05:00,0,2049,1,M0
3.0,2.9969936557247276,0.0030063442752723563,0.0031100113192472655,0.022806749674479945,1.0,1.0,,,,1.0,TARGET,2020-10-12 10:02:00-05:00,0,2063,1,M0
3.0,2.996852426008452,0.0031475739915478355,0.028219628889739216,0.013024444102956561,1.0,1.0,,,,1.0,TARGET,2020-10-12 11:46:00-05:00,0,2065,1,M0
3.0,2.9968516687704017,0.0031483312295982635,0.040168363963839916,0.0010856314584821599,1.0,1.0,,,,1.0,TARGET,2020-10-13 10:20:00-05:00,0,2067,1,M0
1.0,0.994501652360793,0.00549834763920703,0.0037919638891082967,0.06067142222573275,1.0,1.0,,,1.0,,STOP,2020-10-14 10:46:00-05:00,0,2070,1,M0
1.0,0.9939048969068801,0.006095103093119895,0.17444605404446595,0.0021017596872827224,1.0,1.0,,,1.0,,STOP,2020-10-19 14:01:00-05:00,0,2080,1,M0
1.0,0.9951009765322414,0.004899023467758557,0.010135910622948741,0.03547568718032059,1.0,1.0,,,1.0,,STOP,2020-10-20 10:21:00-05:00,0,2081,1,M0
1.0,0.9940108287928328,0.005989171207167208,0.0950006467343764,0.0061956943522419395,1.0,1.0,,,1.0,,STOP,2020-10-21 10:16:00-05:00,0,2084,1,M0
3.0,2.9968378587063476,0.0031621412936524104,0.007632754846747197,0.03380220003559473,1.0,1.0,,,,1.0,TARGET,2020-10-21 12:31:00-05:00,0,2086,1,M0
1.0,0.9942856656322447,0.005714334367755211,0.09655254621379496,0.045320582916679265,1.0,1.0,,,1.0,,STOP,2020-10-26 10:16:00-05:00,0,2094,1,M0
1.0,0.9942415460392721,0.0057584539607279705,0.03574212803210464,0.08538397252113887,1.0,1.0,,,1.0,,STOP,2020-10-26 12:02:00-05:00,0,2095,1,M0
1.0,0.9943748314849851,0.005625168515014957,0.11638279686237843,0.017457419529356765,1.0,1.0,,,1.0,,STOP,2020-10-29 14:16:00-05:00,0,2107,1,M0
1.0,0.9940293969893075,0.005970603010692533,0.0638236873556788,0.03294125799002777,1.0,1.0,,,1.0,,STOP,2020-10-30 12:16:00-05:00,0,2111,1,M0
1.0,0.9950272100981131,0.004972789901886881,0.03429510277163366,0.06516069526610396,1.0,1.0,,,1.0,,STOP,2020-11-02 10:02:00-06:00,0,2112,1,M0
1.0,0.9945008837959971,0.005499116204002906,0.009481234834487769,0.06257614990761927,1.0,1.0,,,1.0,,STOP,2020-11-02 12:03:00-06:00,0,2113,1,M0
1.0,0.9934819560908915,0.006518043909108447,0.06967564178702133,0.08316124987483191,1.0,1.0,,,1.0,,STOP,2020-11-09 14:48:00-06:00,0,2126,1,M0
1.0,0.9950663122084453,0.004933687791554653,0.011908901565821578,0.02892161808842383,1.0,1.0,,,1.0,,STOP,2020-11-23 10:34:00-06:00,0,2153,1,M0
3.0,2.996607694444111,0.003392305555888665,0.02924401341283332,0.0,1.0,,,,,1.0,TARGET,2020-11-24 10:01:00-06:00,0,2154,1,M0
3.0,2.9964581990554837,0.003541800944516365,0.023204902739934807,0.009770485364183077,1.0,1.0,,,,1.0,TARGET,2020-11-24 13:01:00-06:00,0,2155,1,M0
-0.2355221918601781,-0.26656829896901973,0.031046107108841658,0.6209221421768332,0.9742054299671004,25.0,44.0,25.0,,,,TIME,2020-12-01 13:47:00-06:00,0,2167,1,M0
3.0,2.9692696747333867,0.030730325266613224,1.525919599445622,0.23312660547085892,11.0,5.0,8.0,10.0,,11.0,TARGET,2020-12-03 10:11:00-06:00,0,2170,1,M0
3.0,2.979929508102479,0.020070491897521144,1.425697010651502,0.6713233496757072,25.0,6.0,22.0,24.0,,25.0,TARGET,2020-12-09 12:28:00-06:00,0,2183,1,M0
0.2673700486042371,0.2501395343608529,0.01723051424338417,0.5822725502936719,0.8377594856266095,53.0,17.0,51.0,,,,TIME,2020-12-11 11:45:00-06:00,0,2188,1,M0
1.1195846790917563,1.0983637930174681,0.02122088607428819,1.2513005236907864,0.07317546922168341,57.0,1.0,5.0,21.0,,,TIME,2020-12-11 13:33:00-06:00,0,2190,1,M0
-0.1871451342095238,-0.2041051619972619,0.016960027787738093,0.21053827598571428,0.3333522703107143,2.0,45.0,,,,,TIME,2020-12-17 17:15:00-06:00,0,2201,1,M0
3.0,2.9877014438353835,0.012298556164616678,1.0559794775826046,0.008481762872149435,54.0,1.0,8.0,54.0,,54.0,TARGET,2020-12-21 11:24:00-06:00,0,2204,1,M0
-1.0,-1.0221259240669551,0.022125924066955082,0.23651849864676122,1.0147406554844915,14.0,51.0,,,51.0,,STOP,2021-01-05 14:21:00-06:00,1,2221,2,M0
0.8011197243719703,0.7781172768404979,0.023002447531472417,1.3008280672970607,0.6662777905667873,50.0,9.0,25.0,36.0,,,TIME,2021-01-11 13:46:00-06:00,0,2230,2,M0
-1.0,-1.0392659522383252,0.03926595223832512,0.7311591106446746,1.096738665967012,13.0,16.0,12.0,,16.0,,STOP,2021-01-17 17:01:00-06:00,0,2241,2,M0
3.0,2.978213863261567,0.021786136738433142,0.8714454695373256,0.03756230472143645,44.0,1.0,17.0,,,44.0,TARGET,2021-01-19 17:29:00-06:00,0,2246,2,M0
0.19278808880402554,0.17042467050275859,0.022363418301266962,0.39328770116021206,0.39328770116021206,59.0,27.0,,,,,TIME,2021-01-20 14:45:00-06:00,0,2248,2,M0
3.0,2.9946762572556698,0.005323742744330219,0.049565880723074454,0.0881171212854657,1.0,1.0,,,,1.0,TARGET,2021-01-25 10:01:00-06:00,0,2255,2,M0
0.08669552737734344,0.07702564163140899,0.00966988574593446,0.38346098647671134,0.38346098647671134,22.0,6.0,,,,,TIME,2021-01-25 13:00:00-06:00,0,2257,2,M0
3.0,2.9874561619849587,0.012543838015041121,1.678279017184812,0.06488192076745408,36.0,1.0,1.0,4.0,,36.0,TARGET,2021-01-27 14:24:00-06:00,0,2260,2,M0
-0.11040995466709241,-0.12145095013380165,0.011040995466709242,0.5672787325998886,0.48351945664554263,8.0,33.0,8.0,,,,TIME,2021-01-27 18:18:00-06:00,0,2261,2,M0
3.0,2.9854028632827423,0.014597136717257585,1.8019913602683502,0.2969762297648957,32.0,8.0,10.0,14.0,,32.0,TARGET,2021-01-28 15:32:00-06:00,0,2262,2,M0
-0.8003208093962562,-0.8070481437361088,0.0067273343398525885,0.2783724554421761,0.8536755300226733,4.0,60.0,,,,,TIME,2021-01-29 12:45:00-06:00,1,2264,2,M0
-1.0,-1.022507915767836,0.02250791576783614,0.031045401059084328,1.3659976465997103,1.0,2.0,,,2.0,,STOP,2021-02-02 15:02:00-06:00,1,2271,2,M0
1.2448032888285916,1.2193812498313878,0.025422038997203633,1.7532440687726643,0.19285684756499308,42.0,25.0,2.0,12.0,,,TIME,2021-02-03 15:32:00-06:00,0,2273,2,M0
2.5,2.4857536482325533,0.01424635176744668,0.07860056147556789,0.10807577202890585,1.0,1.0,,,,1.0,TARGET,2021-02-08 10:32:00-06:00,0,2280,2,M0
-0.7136081717770449,-0.7340979113627225,0.020489739585677527,0.27555167029014604,0.8054587285404269,2.0,59.0,,,,,TIME,2021-02-09 11:16:00-06:00,1,2282,2,M0
-1.0,-1.0220899272883253,0.022089927288325175,0.4341813294601845,1.0054725524341115,1.0,5.0,,,5.0,,STOP,2021-02-11 11:50:00-06:00,1,2291,2,M0
3.0,2.985002945242893,0.014997054757106927,0.22237012226055097,0.1137707602263284,44.0,2.0,,,,44.0,TARGET,2021-02-12 15:59:00-06:00,0,2294,2,M0
3.0,2.965200360871015,0.034799639128984816,2.7719712547570663,0.22799763567265913,22.0,1.0,2.0,4.0,,22.0,TARGET,2021-02-16 11:07:00-06:00,0,2296,2,M0
-1.0,-1.0228353817300553,0.022835381730055185,0.4567076346011037,1.0236550430714393,9.0,52.0,,,52.0,,STOP,2021-02-22 13:38:00-06:00,1,2308,2,M0
0.29018681476334746,0.2722816708736941,0.017905143889653356,0.5927220046230076,0.7038573804898216,43.0,16.0,31.0,,,,TIME,2021-02-23 17:30:00-06:00,0,2312,2,M0
-1.0,-1.0179172660918985,0.017917266091898386,0.02471347047158398,1.068857597896007,1.0,12.0,,,12.0,,STOP,2021-02-24 17:00:00-06:00,1,2313,2,M0
3.0,2.9907146162292597,0.009285383770740481,1.072621918344159,0.12167054596142698,25.0,9.0,5.0,25.0,,25.0,TARGET,2021-02-25 11:10:00-06:00,0,2315,2,M0
2.5,2.492146812787037,0.007853187212962772,0.9153025096487645,0.12456779717113363,29.0,1.0,6.0,,,29.0,TARGET,2021-02-25 14:31:00-06:00,0,2318,2,M0
0.18252641219937088,0.17677286224960811,0.005753549949762778,0.32537316957279155,0.7221697178322934,38.0,20.0,,,,,TIME,2021-02-26 11:04:00-06:00,0,2319,2,M0
0.14649953164399715,0.1327947367482684,0.013704794895728767,0.6049012919494077,0.0803384528370307,9.0,2.0,9.0,,,,TIME,2021-03-02 17:05:00-06:00,0,2326,2,M0
0.0795751161961804,0.06034446311543681,0.0192306530807436,0.2917754260526615,0.17904401144140591,16.0,30.0,,,,,TIME,2021-03-02 18:15:00-06:00,0,2327,2,M0
-1.0,-1.0129037007694814,0.012903700769481465,0.5873408626108805,1.0812411334427574,12.0,49.0,12.0,,49.0,,STOP,2021-03-03 11:07:00-06:00,0,2328,2,M0
0.018625554190940377,0.007822732760194958,0.01080282143074542,1.136158805647363,0.31290931040779835,31.0,2.0,19.0,30.0,,,TIME,2021-03-03 14:00:00-06:00,0,2330,2,M0
-0.14380283947399614,-0.15197986367938024,0.008177024205384093,0.4201298643455965,0.9474069424169157,46.0,15.0,,,,,TIME,2021-03-04 11:01:00-06:00,1,2332,2,M0
-1.0,-1.008930530607753,0.008930530607752982,0.1755311188420414,1.0223917799220656,1.0,9.0,,,9.0,,STOP,2021-03-04 13:24:00-06:00,1,2334,2,M0
2.5,2.4932591813360854,0.006740818663914551,0.9716076556952697,0.4951015087633791,36.0,8.0,21.0,,,36.0,TARGET,2021-03-05 11:38:00-06:00,0,2337,2,M0
-1.0,-1.01218299660248,0.012182996602479937,0.588144663567997,1.0670624610447945,15.0,34.0,15.0,,34.0,,STOP,2021-03-08 11:34:00-06:00,0,2340,2,M0
0.9488926883088822,0.9305474296682438,0.01834525864063839,1.2335604948015468,0.7021805893485729,52.0,26.0,32.0,40.0,,,TIME,2021-03-09 12:30:00-06:00,0,2343,2,M0
0.47890635614818716,0.4666158390434992,0.01229051710468799,0.945098384257042,0.1101908430075475,43.0,5.0,23.0,,,,TIME,2021-03-11 11:00:00-06:00,0,2348,2,M0
3.0,2.977623805103556,0.02237619489644378,1.4891743500047065,0.2623415953376167,12.0,5.0,8.0,10.0,,12.0,TARGET,2021-03-16 11:27:00-05:00,0,2355,2,M0
0.6336385016003189,0.6184521242892369,0.015186377311082022,0.9740228206418124,0.591745046949058,42.0,21.0,38.0,,,,TIME,2021-03-17 11:00:00-05:00,0,2358,2,M0
3.0,2.9920452750383073,0.00795472496169259,0.4004792566921097,0.038402120504722845,7.0,5.0,,,,7.0,TARGET,2021-03-18 13:40:00-05:00,0,2363,2,M0
-1.0,-1.019668777412817,0.019668777412817005,0.35268152602292563,1.4717671374418242,1.0,22.0,,,22.0,,STOP,2021-03-19 10:24:00-05:00,1,2364,2,M0
1.1979044892825144,1.1751991100738914,0.02270537920862282,1.2683694592403094,0.14092993991558994,60.0,2.0,19.0,32.0,,,TIME,2021-03-22 11:05:00-05:00,0,2367,2,M0
-1.0,-1.0130143578547037,0.013014357854703637,0.08526648249633417,1.207193883763889,1.0,24.0,,,24.0,,STOP,2021-03-23 10:42:00-05:00,1,2369,2,M0
-1.0,-1.0129312641794754,0.012931264179475353,0.044590566136121904,1.0434192475852526,1.0,26.0,,,26.0,,STOP,2021-03-23 12:41:00-05:00,1,2371,2,M0
-0.64600051356852,-0.6553675210152635,0.009367007446743538,0.06783005392469459,0.8171906496641776,1.0,45.0,,,,,TIME,2021-03-24 13:15:00-05:00,1,2375,2,M0
-0.11486975450468608,-0.1234113516345217,0.008541597129835632,0.3593361551172231,0.3976260732854518,50.0,24.0,,,,,TIME,2021-03-25 15:00:00-05:00,0,2378,2,M0
-0.486364410718719,-0.499546249887731,0.01318183916901201,0.5590917992374059,0.5181826431956446,35.0,60.0,13.0,,,,TIME,2021-03-29 13:00:00-05:00,0,2383,2,M0
0.37520373703964294,0.3525351779268312,0.02266855911281176,0.4768214158212129,0.1094344233032292,45.0,1.0,,,,,TIME,2021-04-01 17:00:00-05:00,0,2394,2,M0
-0.10111568555119801,-0.1377701215635073,0.03665443601230928,1.4535379797984713,0.4297416635925915,7.0,42.0,2.0,6.0,,,TIME,2021-04-11 17:03:00-05:00,0,2408,2,M0
-1.0,-1.0332504440146126,0.03325044401461265,0.2981074290965272,1.0319103314879787,13.0,35.0,,,35.0,,STOP,2021-04-13 14:50:00-05:00,1,2414,2,M0
