signal_id,entry_timestamp,direction,phase44_class,setup_type,walk_forward_fold,entry_price,initial_stop,initial_target,initial_risk_points,atr_entry,mfe_r,mae_r,time_to_0_5r,time_to_1r,time_to_1_5r,time_to_2r,time_to_mfe,max_giveback,control_exit_timestamp,control_exit_price,control_exit_r,control_exit_type,hold_minutes,reached_1r_then_negative,reached_2r_gave_back_1r
5326,2025-09-22 11:30:00-05:00,Long,B,L,6,24977.5,23017.020880865835,23095.435329516436,1960.4791191341646,8.696428571428571,0.0014027183320445276,0.0008926389385737903,,,,,,0.0,2025-09-22 11:31:00-05:00,,2.9996301924397337,TARGET,1,0,0
5330,2025-09-23 12:35:00-05:00,Short,A,S,6,24849.75,23003.546605834097,22923.316949842498,1846.2033941659029,12.821428571428571,0.01002056439635034,0.0010833042590649017,,,,,,0.0,2025-09-23 12:36:00-05:00,,0.999607302206089,STOP,1,0,0
5336,2025-09-29 10:15:00-05:00,Short,B,S,6,24884.25,23019.75756042308,22928.177338087746,1864.4924395769194,9.821428571428571,0.00536338994341492,0.002949864468878206,,,,,,0.0,2025-09-29 10:16:00-05:00,,0.9996111542291024,STOP,1,0,0
5351,2025-10-07 10:47:00-05:00,Short,A,S,6,24999.5,23168.522568703134,23050.84230769448,1830.9774312968657,20.303571428571427,0.005461563768657206,0.0016384691305971618,,,,,,0.0,2025-10-07 10:48:00-05:00,,0.9996040366267723,STOP,1,0,0
5359,2025-10-10 10:55:00-05:00,Short,A+,S,6,24829.0,22999.692483651812,22754.92254904456,1829.307516348188,44.94642857142857,0.024052817586316142,0.0031432659345754046,,,,,,0.0,2025-10-10 10:56:00-05:00,,0.9996036751647709,STOP,1,0,0
5364,2025-10-14 15:04:00-05:00,Short,A,S,6,24762.0,22884.324586247592,22685.026241257223,1877.6754137524076,20.946428571428573,0.005458877463552695,0.002396580349852403,,,,,,0.0,2025-10-14 15:05:00-05:00,,0.9996138842769682,STOP,1,0,0
5368,2025-10-16 11:46:00-05:00,Short,A+,S,6,24741.5,22990.556305341037,22785.871166622423,1750.943694658963,39.464285714285715,0.0005711205923128061,0.03226831346567354,,,,,,0.0,2025-10-16 11:47:00-05:00,,0.9995859375705732,STOP,1,0,0
5372,2025-10-17 13:18:00-05:00,Long,A,L,6,24988.5,22970.348567827048,23218.088789952217,2018.151432172952,14.232142857142858,0.009290680422237591,0.0008671301727421752,,,,,,0.0,2025-10-17 13:19:00-05:00,,2.999640760357007,TARGET,1,0,0
5378,2025-10-22 12:39:00-05:00,Short,A,S,6,24855.75,23055.430196182,22842.118501439727,1800.3198038180017,20.678571428571427,0.0037493338603980454,0.004165926511553384,,,,,,0.0,2025-10-22 12:40:00-05:00,,0.9995972937705498,STOP,1,0,0
5394,2025-10-30 15:37:00-05:00,Long,A+,L,6,26075.5,24041.835694741138,24233.812689363374,2033.6643052588624,30.017857142857142,0.005531886443061704,0.0035649934855286535,,,,,,0.0,2025-10-30 15:38:00-05:00,,2.9996435006514472,TARGET,1,0,0
5396,2025-10-31 11:00:00-05:00,Short,A,RS,6,26022.0,24241.776184618146,24121.437885205665,1780.2238153818544,21.321428571428573,0.00266820382861867,0.005476839437690954,,,,,,0.0,2025-10-31 11:01:00-05:00,,0.9995927478366845,STOP,1,0,0
5397,2025-10-31 13:39:00-05:00,Long,B,L,6,26013.0,24043.889195443942,24193.697144867427,1969.1108045560577,11.553571428571429,0.0007617651563992001,0.0045705909383952,,,,,,0.0,2025-10-31 13:40:00-05:00,,2.99963181350774,TARGET,1,0,0
5400,2025-11-04 11:31:00-06:00,Short,B,S,6,25699.0,23829.970908086212,23658.087275741364,1869.0290919137879,19.375,0.0008025557261198533,0.0054841307951523305,,,,,,0.0,2025-11-04 11:32:00-06:00,,0.9996120980657087,STOP,1,0,0
5403,2025-11-05 10:45:00-06:00,Long,B,L,6,25766.25,23788.720308517488,23961.37695136994,1977.5296914825121,11.75,0.0048039733820016885,0.0018963052823690876,,,,,,0.0,2025-11-05 10:46:00-06:00,,2.999633380978742,TARGET,1,0,0
5404,2025-11-05 14:47:00-06:00,Short,B,S,6,25796.0,23930.57966099526,23814.53693299345,1865.4203390047405,9.982142857142858,0.0036184874040782323,0.004422595716095617,,,,,,0.0,2025-11-05 14:48:00-06:00,,0.9996113476491916,STOP,1,0,0
5406,2025-11-06 10:10:00-06:00,Short,A+,S,6,25314.0,23441.14263540246,23237.57224250475,1872.8573645975412,25.392857142857142,0.0006674293641516116,0.012013728554729009,,,,,,0.0,2025-11-06 10:11:00-06:00,,0.999612890968792,STOP,1,0,0
5408,2025-11-07 10:06:00-06:00,Short,A+,S,6,24815.25,22989.74442650065,22768.246506317984,1825.5055734993512,20.0,0.000410845089101705,0.008901643597203608,,,,,,0.0,2025-11-07 10:07:00-06:00,,0.9996028497472017,STOP,1,0,0
5410,2025-11-10 10:22:00-06:00,Short,A,S,6,25481.25,23623.29545668843,23487.696916467015,1857.954543311571,18.339285714285715,0.0,0.013993883808189549,,,,,,0.00013455657507874567,2025-11-10 10:23:00-06:00,,0.9996097859322717,STOP,1,0,0
