gross_R,net_R,cost_R,MFE_R,MAE_R,bars_to_MFE,bars_to_MAE,bars_to_plus_0.5r,bars_to_plus_1r,bars_to_stop,bars_to_target,exit_type,exit_timestamp,wrong_direction,signal_id,fold,variant,family,bars_to_plus_1.5r,bars_to_plus_2r,exit_i,exit_price,hold_bars,mfe_capture,realized_parts,initial_risk_points,initial_stop,initial_target
-1.0,-1.1208333333333333,0.12083333333333333,0.16666666666666666,1.0,1.0,5.0,,,5.0,,STOP,2020-01-07 10:20:00-06:00,1,1533,1,M0,Stop_S3,,,,,,,,,,
-1.0,-1.0985436893203848,0.09854368932038488,0.10194174757281194,1.4611650485436376,1.0,4.0,,,4.0,,STOP,2020-01-10 10:53:00-06:00,1,1539,1,M0,Stop_S3,,,,,,,,,,
-1.0,-1.087878787878788,0.08787878787878788,2.6363636363636362,1.0606060606060606,15.0,41.0,5.0,9.0,41.0,,STOP,2020-01-15 14:59:00-06:00,0,1548,1,M0,Stop_S3,,,,,,,,,,
-1.0,-1.0890350877193011,0.08903508771930109,0.7675438596491473,1.0745614035088062,1.0,13.0,1.0,,13.0,,STOP,2020-01-16 10:28:00-06:00,0,1549,1,M0,Stop_S3,,,,,,,,,,
-1.0,-1.0831967213114704,0.08319672131147045,0.25819672131146,1.0901639344261644,1.0,9.0,,,9.0,,STOP,2020-01-22 10:24:00-06:00,1,1559,1,M0,Stop_S3,,,,,,,,,,
3.0,2.6876923076924126,0.3123076923075874,9.046153846150808,0.5384615384613577,12.0,10.0,1.0,4.0,,12.0,TARGET,2020-01-23 17:02:00-06:00,0,1562,1,M0,Stop_S3,,,,,,,,,,
3.0,2.9353503184713405,0.06464968152865942,3.009554140127249,0.44585987261144433,42.0,8.0,6.0,14.0,,42.0,TARGET,2020-01-24 13:12:00-06:00,0,1565,1,M0,Stop_S3,,,,,,,,,,
-1.0,-1.05702247191011,0.05702247191011003,0.35393258426964846,1.002808988764004,2.0,7.0,,,7.0,,STOP,2020-01-31 11:07:00-06:00,1,1576,1,M0,Stop_S3,,,,,,,,,,
-1.0,-1.073818181818176,0.07381818181817595,1.0436363636362809,1.0436363636362809,2.0,8.0,2.0,2.0,8.0,,STOP,2020-02-03 12:38:00-06:00,0,1579,1,M0,Stop_S3,,,,,,,,,,
-1.0,-1.0709790209790173,0.07097902097901737,1.370629370629301,1.1258741258740685,6.0,26.0,3.0,4.0,26.0,,STOP,2020-02-11 13:44:00-06:00,0,1595,1,M0,Stop_S3,,,,,,,,,,
