timestamp,timestamp_utc,timestamp_chicago,timestamp_ny,bar_index,open,high,low,close,atr,state_before,state_after,signal_long,signal_short,enter_long,enter_short,entry_price,in_trade,trade_direction,stop_price,target_price,exit_stop,exit_target,exit_time,reason_code,p58_state,ctx_dir,ev_total_long,ev_total_short,raw_long,raw_short,take_long,take_short,ctx_score_long,ctx_score_short,loc_long,loc_short,react_long,react_short,contra_long,contra_short,armed_direction,cooldown,cooldown_rem,gate_open,p4_result,h1_result,decision,band_long,band_short,dom_long,dom_short,known_at
2026-08-28 06:55:00-05:00,2026-08-28T11:55:00+00:00,2026-08-28T06:55:00-05:00,2026-08-28T07:55:00-04:00,3136401,29611.75,29611.75,29604.0,29606.75,6.267857142857143,SHORT_ACTIVE,SHORT_ACTIVE,False,False,False,False,,True,SHORT,29618.946428571428,29597.258928571428,False,False,False,,-2,BEARISH,2,6,False,False,False,False,0,2,3,0,0,3,0,0,SHORT,False,0,False,KEEP,KEEP,,LOW,HIGH,DOWN,DOWN,2026-08-28 06:55:00-05:00
2026-08-28 06:56:00-05:00,2026-08-28T11:56:00+00:00,2026-08-28T06:56:00-05:00,2026-08-28T07:56:00-04:00,3136402,29607.0,29610.5,29601.0,29602.25,6.428571428571429,SHORT_ACTIVE,SHORT_ACTIVE,False,False,False,False,,True,SHORT,29618.946428571428,29597.258928571428,False,False,False,,3,BEARISH,2,5,False,False,False,False,0,2,3,0,0,2,0,0,,True,3,False,KEEP,KEEP,,LOW,HIGH,DOWN,DOWN,2026-08-28 06:56:00-05:00
2026-08-28 06:57:00-05:00,2026-08-28T11:57:00+00:00,2026-08-28T06:57:00-05:00,2026-08-28T07:57:00-04:00,3136403,29603.5,29607.0,29597.5,29605.25,6.767857142857143,SHORT_ACTIVE,SHORT_ACTIVE,False,False,False,False,,True,SHORT,29618.946428571428,29597.258928571428,False,False,False,,3,BEARISH,1,3,False,False,False,False,0,2,1,2,1,0,0,0,,True,2,False,KEEP,KEEP,,LOW,HIGH,DOWN,DOWN,2026-08-28 06:57:00-05:00
2026-08-28 06:58:00-05:00,2026-08-28T11:58:00+00:00,2026-08-28T06:58:00-05:00,2026-08-28T07:58:00-04:00,3136404,29605.5,29606.25,29601.25,29604.0,6.392857142857143,SHORT_ACTIVE,SHORT_ACTIVE,False,False,False,False,,True,SHORT,29618.946428571428,29597.258928571428,False,False,False,,3,BEARISH,1,5,False,False,False,False,0,2,2,2,0,0,0,0,,True,1,False,KEEP,KEEP,,LOW,HIGH,DOWN,DOWN,2026-08-28 06:58:00-05:00
2026-08-28 06:59:00-05:00,2026-08-28T11:59:00+00:00,2026-08-28T06:59:00-05:00,2026-08-28T07:59:00-04:00,3136405,29605.75,29605.75,29601.75,29603.5,6.142857142857143,SHORT_ACTIVE,SHORT_ACTIVE,False,False,False,False,,True,SHORT,29618.946428571428,29597.258928571428,False,False,False,,0,BEARISH,0,8,False,False,False,False,0,2,2,2,0,2,0,0,,False,0,False,KEEP,KEEP,,LOW,HIGH,DOWN,DOWN,2026-08-28 06:59:00-05:00
2026-08-28 07:00:00-05:00,2026-08-28T12:00:00+00:00,2026-08-28T07:00:00-05:00,2026-08-28T08:00:00-04:00,3136406,29601.5,29605.0,29600.5,29602.5,6.267857142857143,SHORT_ACTIVE,SHORT_ACTIVE,False,False,False,False,,True,SHORT,29618.946428571428,29597.258928571428,False,False,False,,0,BEARISH,1,8,False,False,False,False,0,2,2,3,1,1,0,0,,False,0,False,KEEP,KEEP,,LOW,HIGH,DOWN,DOWN,2026-08-28 07:00:00-05:00
2026-08-28 07:01:00-05:00,2026-08-28T12:01:00+00:00,2026-08-28T07:01:00-05:00,2026-08-28T08:01:00-04:00,3136407,29602.25,29605.0,29600.25,29604.75,6.267857142857143,SHORT_ACTIVE,SHORT_ACTIVE,False,False,False,False,,True,SHORT,29618.946428571428,29597.258928571428,False,False,False,,0,NEUTRAL,5,5,False,False,False,False,2,2,2,3,3,0,-1,-1,,False,0,False,KEEP,KEEP,,LOW,LOW,TRANSITION,TRANSITION,2026-08-28 07:01:00-05:00
2026-08-28 07:02:00-05:00,2026-08-28T12:02:00+00:00,2026-08-28T07:02:00-05:00,2026-08-28T08:02:00-04:00,3136408,29605.25,29607.5,29597.5,29601.75,6.535714285714286,SHORT_ACTIVE,SHORT_ACTIVE,False,False,False,False,,True,SHORT,29618.946428571428,29597.258928571428,False,False,False,,0,BEARISH,1,9,False,False,False,False,0,2,3,3,0,2,0,0,,False,0,False,KEEP,KEEP,,LOW,HIGH,DOWN,DOWN,2026-08-28 07:02:00-05:00
2026-08-28 07:03:00-05:00,2026-08-28T12:03:00+00:00,2026-08-28T07:03:00-05:00,2026-08-28T08:03:00-04:00,3136409,29601.5,29605.0,29599.75,29603.75,6.696428571428571,SHORT_ACTIVE,SHORT_ACTIVE,False,False,False,False,,True,SHORT,29618.946428571428,29597.258928571428,False,False,False,,0,NEUTRAL,1,6,False,False,False,False,1,2,2,3,1,0,-1,0,,False,0,False,KEEP,KEEP,,LOW,HIGH,DOWN,DOWN,2026-08-28 07:03:00-05:00
2026-08-28 07:04:00-05:00,2026-08-28T12:04:00+00:00,2026-08-28T07:04:00-05:00,2026-08-28T08:04:00-04:00,3136410,29605.5,29615.5,29605.0,29613.5,7.017857142857143,SHORT_ACTIVE,SHORT_ACTIVE,False,False,False,False,,True,SHORT,29618.946428571428,29597.258928571428,False,False,False,,0,NEUTRAL,3,2,False,False,False,False,2,1,0,2,2,0,0,-1,,False,0,False,KEEP,KEEP,,LOW,LOW,UP,UP,2026-08-28 07:04:00-05:00
2026-08-28 07:05:00-05:00,2026-08-28T12:05:00+00:00,2026-08-28T07:05:00-05:00,2026-08-28T08:05:00-04:00,3136411,29613.5,29618.75,29611.75,29617.0,7.053571428571429,SHORT_ACTIVE,SHORT_ACTIVE,False,False,False,False,,True,SHORT,29618.946428571428,29597.258928571428,False,False,False,,0,BULLISH,4,1,False,False,False,False,2,1,0,2,2,0,0,0,,False,0,False,KEEP,KEEP,,LOW,LOW,STRONG_UP,STRONG_UP,2026-08-28 07:05:00-05:00
2026-08-28 07:06:00-05:00,2026-08-28T12:06:00+00:00,2026-08-28T07:06:00-05:00,2026-08-28T08:06:00-04:00,3136412,29618.25,29624.5,29618.25,29621.25,6.767857142857143,SHORT_ACTIVE,IN_LONG,True,False,False,False,,True,LONG,,,True,False,False,SIGNAL,2,BULLISH,4,3,False,False,True,False,2,1,0,3,2,1,0,0,LONG,False,0,False,KEEP,KEEP,,LOW,LOW,STRONG_UP,STRONG_UP,2026-08-28 07:06:00-05:00
2026-08-28 07:07:00-05:00,2026-08-28T12:07:00+00:00,2026-08-28T07:07:00-05:00,2026-08-28T08:07:00-04:00,3136413,29622.25,29625.0,29621.0,29623.75,6.696428571428571,IN_LONG,LONG_ACTIVE,False,False,True,False,29622.25,True,LONG,29615.553571428572,29638.991071428572,False,False,False,ENTER,2,BULLISH,3,2,False,False,False,False,2,1,0,3,1,0,0,0,LONG,False,0,False,KEEP,KEEP,,LOW,LOW,STRONG_UP,STRONG_UP,2026-08-28 07:07:00-05:00
2026-08-28 07:08:00-05:00,2026-08-28T12:08:00+00:00,2026-08-28T07:08:00-05:00,2026-08-28T08:08:00-04:00,3136414,29623.75,29628.25,29622.25,29623.75,6.714285714285714,LONG_ACTIVE,LONG_ACTIVE,False,False,False,False,,True,LONG,29615.553571428572,29638.991071428572,False,False,False,,2,BULLISH,3,2,False,False,False,False,2,1,0,3,0,1,0,0,LONG,False,0,False,KEEP,KEEP,,LOW,LOW,STRONG_UP,STRONG_UP,2026-08-28 07:08:00-05:00
2026-08-28 07:09:00-05:00,2026-08-28T12:09:00+00:00,2026-08-28T07:09:00-05:00,2026-08-28T08:09:00-04:00,3136415,29623.5,29629.5,29621.5,29628.25,6.732142857142857,LONG_ACTIVE,LONG_ACTIVE,False,False,False,False,,True,LONG,29615.553571428572,29638.991071428572,False,False,False,,2,BULLISH,4,1,False,False,False,False,2,1,0,2,2,0,0,0,LONG,False,0,False,KEEP,KEEP,,LOW,LOW,STRONG_UP,STRONG_UP,2026-08-28 07:09:00-05:00
2026-08-28 07:10:00-05:00,2026-08-28T12:10:00+00:00,2026-08-28T07:10:00-05:00,2026-08-28T08:10:00-04:00,3136416,29627.5,29629.0,29622.0,29623.25,6.553571428571429,LONG_ACTIVE,LONG_ACTIVE,False,False,False,False,,True,LONG,29615.553571428572,29638.991071428572,False,False,False,,2,NEUTRAL,4,4,False,False,False,False,2,2,2,3,0,2,-1,-1,LONG,False,0,False,KEEP,KEEP,,LOW,LOW,UP,UP,2026-08-28 07:10:00-05:00
2026-08-28 07:11:00-05:00,2026-08-28T12:11:00+00:00,2026-08-28T07:11:00-05:00,2026-08-28T08:11:00-04:00,3136417,29624.0,29624.25,29615.25,29619.75,6.517857142857143,LONG_ACTIVE,COOLDOWN,False,False,False,False,,False,,,,True,False,False,M0_STOP,3,NEUTRAL,3,3,False,False,False,False,1,2,2,1,0,2,-1,0,,True,3,False,KEEP,KEEP,,LOW,LOW,STRONG_UP,STRONG_UP,2026-08-28 07:11:00-05:00
2026-08-28 07:12:00-05:00,2026-08-28T12:12:00+00:00,2026-08-28T07:12:00-05:00,2026-08-28T08:12:00-04:00,3136418,29618.0,29627.75,29616.0,29627.0,7.0,COOLDOWN,COOLDOWN,False,False,False,False,,False,,,,False,False,False,,3,NEUTRAL,3,3,False,False,False,False,2,1,0,3,2,0,0,-1,,True,2,False,KEEP,KEEP,,LOW,LOW,TRANSITION,TRANSITION,2026-08-28 07:12:00-05:00
2026-08-28 07:13:00-05:00,2026-08-28T12:13:00+00:00,2026-08-28T07:13:00-05:00,2026-08-28T08:13:00-04:00,3136419,29627.0,29627.25,29614.75,29625.0,7.607142857142857,COOLDOWN,COOLDOWN,False,False,False,False,,False,,,,False,False,False,,3,NEUTRAL,1,3,False,False,False,False,2,2,0,3,0,0,-1,-1,,True,1,False,KEEP,KEEP,,MEDIUM,LOW,STRONG_UP,STRONG_UP,2026-08-28 07:13:00-05:00
2026-08-28 07:14:00-05:00,2026-08-28T12:14:00+00:00,2026-08-28T07:14:00-05:00,2026-08-28T08:14:00-04:00,3136420,29625.0,29632.5,29625.0,29630.25,7.821428571428571,COOLDOWN,WATCH,False,False,False,False,,False,,,,False,False,False,,0,BULLISH,3,2,False,False,False,False,2,1,0,2,2,0,0,0,,False,0,True,KEEP,KEEP,,LOW,LOW,TRANSITION,TRANSITION,2026-08-28 07:14:00-05:00
2026-08-28 07:15:00-05:00,2026-08-28T12:15:00+00:00,2026-08-28T07:15:00-05:00,2026-08-28T08:15:00-04:00,3136421,29631.0,29634.5,29627.75,29633.25,7.964285714285714,WATCH,ARMED_LONG,False,False,False,False,,False,LONG,,,False,False,False,,1,BULLISH,6,-2,True,False,False,False,2,1,1,2,1,0,0,0,LONG,False,0,True,KEEP,KEEP,,HIGH,LOW,UP,UP,2026-08-28 07:15:00-05:00
2026-08-28 07:16:00-05:00,2026-08-28T12:16:00+00:00,2026-08-28T07:16:00-05:00,2026-08-28T08:16:00-04:00,3136422,29632.5,29636.0,29632.25,29633.75,7.517857142857143,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,BULLISH,6,0,True,False,False,False,2,1,1,3,1,1,0,0,LONG,False,0,True,KEEP,KEEP,,HIGH,LOW,STRONG_UP,STRONG_UP,2026-08-28 07:16:00-05:00
2026-08-28 07:17:00-05:00,2026-08-28T12:17:00+00:00,2026-08-28T07:17:00-05:00,2026-08-28T08:17:00-04:00,3136423,29634.0,29636.5,29631.25,29633.75,7.517857142857143,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,BULLISH,5,0,False,False,False,False,2,1,1,3,0,1,0,0,LONG,False,0,True,KEEP,KEEP,,HIGH,LOW,UP,UP,2026-08-28 07:17:00-05:00
2026-08-28 07:18:00-05:00,2026-08-28T12:18:00+00:00,2026-08-28T07:18:00-05:00,2026-08-28T08:18:00-04:00,3136424,29633.25,29645.25,29632.75,29637.75,7.660714285714286,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,BULLISH,7,-1,True,False,False,False,2,1,2,3,1,0,0,0,LONG,False,0,True,KEEP,KEEP,,HIGH,LOW,STRONG_UP,STRONG_UP,2026-08-28 07:18:00-05:00
2026-08-28 07:19:00-05:00,2026-08-28T12:19:00+00:00,2026-08-28T07:19:00-05:00,2026-08-28T08:19:00-04:00,3136425,29638.5,29643.25,29637.25,29638.0,7.589285714285714,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,BULLISH,7,0,True,False,False,False,2,1,2,3,1,1,0,0,LONG,False,0,True,KEEP,KEEP,,HIGH,LOW,UP,UP,2026-08-28 07:19:00-05:00
2026-08-28 07:20:00-05:00,2026-08-28T12:20:00+00:00,2026-08-28T07:20:00-05:00,2026-08-28T08:20:00-04:00,3136426,29640.5,29649.0,29640.25,29647.0,7.767857142857143,ARMED_LONG,WATCH,False,False,False,False,,False,,,,False,False,False,,0,BULLISH,6,-1,False,False,False,False,2,1,0,2,2,1,0,0,,False,0,True,KEEP,KEEP,,HIGH,LOW,STRONG_UP,STRONG_UP,2026-08-28 07:20:00-05:00
2026-08-28 07:21:00-05:00,2026-08-28T12:21:00+00:00,2026-08-28T07:21:00-05:00,2026-08-28T08:21:00-04:00,3136427,29647.25,29653.0,29643.25,29651.5,8.178571428571429,WATCH,ARMED_LONG,False,False,False,False,,False,LONG,,,False,False,False,,1,BULLISH,6,-2,True,False,False,False,2,1,0,2,2,0,0,0,LONG,False,0,True,KEEP,KEEP,,HIGH,LOW,STRONG_UP,STRONG_UP,2026-08-28 07:21:00-05:00
2026-08-28 07:22:00-05:00,2026-08-28T12:22:00+00:00,2026-08-28T07:22:00-05:00,2026-08-28T08:22:00-04:00,3136428,29652.0,29653.0,29648.75,29653.0,8.053571428571429,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,BULLISH,6,-1,True,False,False,False,2,1,0,2,2,1,0,0,LONG,False,0,True,KEEP,KEEP,,HIGH,LOW,STRONG_UP,STRONG_UP,2026-08-28 07:22:00-05:00
2026-08-28 07:23:00-05:00,2026-08-28T12:23:00+00:00,2026-08-28T07:23:00-05:00,2026-08-28T08:23:00-04:00,3136429,29653.25,29659.25,29651.25,29658.75,8.053571428571429,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,BULLISH,6,-1,True,False,False,False,2,1,0,2,2,1,0,0,LONG,False,0,True,KEEP,KEEP,,HIGH,LOW,STRONG_UP,STRONG_UP,2026-08-28 07:23:00-05:00
2026-08-28 07:24:00-05:00,2026-08-28T12:24:00+00:00,2026-08-28T07:24:00-05:00,2026-08-28T08:24:00-04:00,3136430,29658.5,29660.75,29655.75,29657.75,7.910714285714286,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,BULLISH,4,-2,False,False,False,False,2,1,0,2,0,0,0,0,LONG,False,0,True,KEEP,KEEP,,HIGH,LOW,STRONG_UP,STRONG_UP,2026-08-28 07:24:00-05:00
2026-08-28 07:25:00-05:00,2026-08-28T12:25:00+00:00,2026-08-28T07:25:00-05:00,2026-08-28T08:25:00-04:00,3136431,29657.5,29661.5,29653.0,29657.25,7.875,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,BULLISH,4,0,False,False,False,False,2,1,0,2,0,2,0,0,LONG,False,0,True,KEEP,KEEP,,HIGH,LOW,UP,UP,2026-08-28 07:25:00-05:00
2026-08-28 07:26:00-05:00,2026-08-28T12:26:00+00:00,2026-08-28T07:26:00-05:00,2026-08-28T08:26:00-04:00,3136432,29656.75,29659.75,29654.25,29657.25,7.428571428571429,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,BULLISH,5,-2,False,False,False,False,2,1,0,2,1,0,0,0,LONG,False,0,True,KEEP,KEEP,,HIGH,LOW,UP,UP,2026-08-28 07:26:00-05:00
2026-08-28 07:27:00-05:00,2026-08-28T12:27:00+00:00,2026-08-28T07:27:00-05:00,2026-08-28T08:27:00-04:00,3136433,29657.0,29657.0,29649.0,29649.75,7.107142857142857,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,NEUTRAL,5,-1,False,False,False,False,2,2,2,1,0,1,-1,-1,LONG,False,0,True,KEEP,KEEP,,LOW,MEDIUM,DOWN,DOWN,2026-08-28 07:27:00-05:00
2026-08-28 07:28:00-05:00,2026-08-28T12:28:00+00:00,2026-08-28T07:28:00-05:00,2026-08-28T08:28:00-04:00,3136434,29649.75,29659.0,29648.75,29655.75,7.303571428571429,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,NEUTRAL,5,-1,False,False,False,False,2,2,0,2,2,0,-1,-1,LONG,False,0,True,KEEP,KEEP,,LOW,LOW,TRANSITION,TRANSITION,2026-08-28 07:28:00-05:00
2026-08-28 07:29:00-05:00,2026-08-28T12:29:00+00:00,2026-08-28T07:29:00-05:00,2026-08-28T08:29:00-04:00,3136435,29656.5,29663.0,29656.5,29661.5,7.285714285714286,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,BULLISH,5,0,True,False,False,False,2,0,0,3,2,0,0,0,LONG,False,0,True,KEEP,KEEP,,LOW,LOW,TRANSITION,TRANSITION,2026-08-28 07:29:00-05:00
2026-08-28 07:30:00-05:00,2026-08-28T12:30:00+00:00,2026-08-28T07:30:00-05:00,2026-08-28T08:30:00-04:00,3136436,29661.25,29661.75,29643.75,29646.5,8.303571428571429,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,NEUTRAL,6,2,True,False,False,False,2,2,3,2,0,2,-1,-1,LONG,False,0,True,KEEP,KEEP,,LOW,LOW,DOWN,DOWN,2026-08-28 07:30:00-05:00
2026-08-28 07:31:00-05:00,2026-08-28T12:31:00+00:00,2026-08-28T07:31:00-05:00,2026-08-28T08:31:00-04:00,3136437,29645.75,29646.75,29634.25,29637.25,8.821428571428571,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,NEUTRAL,5,5,True,False,False,False,2,2,3,3,0,2,-1,-1,LONG,False,0,True,KEEP,KEEP,,LOW,LOW,STRONG_DOWN,STRONG_DOWN,2026-08-28 07:31:00-05:00
2026-08-28 07:32:00-05:00,2026-08-28T12:32:00+00:00,2026-08-28T07:32:00-05:00,2026-08-28T08:32:00-04:00,3136438,29637.5,29640.25,29631.75,29634.0,8.535714285714286,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,NEUTRAL,4,5,False,False,False,False,2,2,1,3,1,2,-1,-1,LONG,False,0,True,KEEP,KEEP,,LOW,LOW,DOWN,DOWN,2026-08-28 07:32:00-05:00
2026-08-28 07:33:00-05:00,2026-08-28T12:33:00+00:00,2026-08-28T07:33:00-05:00,2026-08-28T08:33:00-04:00,3136439,29634.25,29638.25,29634.0,29637.25,8.410714285714286,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,NEUTRAL,8,1,True,False,False,False,2,2,3,3,2,0,-1,-1,LONG,False,0,True,KEEP,KEEP,,LOW,LOW,STRONG_DOWN,STRONG_DOWN,2026-08-28 07:33:00-05:00
2026-08-28 07:34:00-05:00,2026-08-28T12:34:00+00:00,2026-08-28T07:34:00-05:00,2026-08-28T08:34:00-04:00,3136440,29636.75,29637.5,29628.5,29628.5,8.428571428571429,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,NEUTRAL,3,3,False,False,False,False,2,2,2,0,0,2,-1,-1,LONG,False,0,True,KEEP,KEEP,,LOW,LOW,STRONG_DOWN,STRONG_DOWN,2026-08-28 07:34:00-05:00
2026-08-28 07:35:00-05:00,2026-08-28T12:35:00+00:00,2026-08-28T07:35:00-05:00,2026-08-28T08:35:00-04:00,3136441,29628.75,29630.5,29615.25,29619.5,8.821428571428571,ARMED_LONG,ARMED_LONG,False,False,False,False,,False,,,,False,False,False,,1,NEUTRAL,3,3,False,False,False,False,2,2,2,0,0,2,-1,-1,LONG,False,0,True,KEEP,KEEP,,LOW,LOW,STRONG_DOWN,STRONG_DOWN,2026-08-28 07:35:00-05:00
2026-08-28 07:36:00-05:00,2026-08-28T12:36:00+00:00,2026-08-28T07:36:00-05:00,2026-08-28T08:36:00-04:00,3136442,29617.75,29625.5,29615.0,29625.0,9.267857142857142,ARMED_LONG,WATCH,False,False,False,False,,False,,,,False,False,False,,0,NEUTRAL,5,3,False,False,False,False,2,2,2,2,2,0,-1,-1,,False,0,True,KEEP,KEEP,,LOW,LOW,DOWN,DOWN,2026-08-28 07:36:00-05:00
2026-08-28 07:37:00-05:00,2026-08-28T12:37:00+00:00,2026-08-28T07:37:00-05:00,2026-08-28T08:37:00-04:00,3136443,29624.75,29630.0,29624.0,29627.0,9.125,WATCH,WATCH,False,False,False,False,,False,,,,False,False,False,,0,NEUTRAL,4,3,False,False,False,False,2,2,2,2,1,0,-1,-1,,False,0,True,KEEP,KEEP,,LOW,LOW,DOWN,DOWN,2026-08-28 07:37:00-05:00
2026-08-28 07:38:00-05:00,2026-08-28T12:38:00+00:00,2026-08-28T07:38:00-05:00,2026-08-28T08:38:00-04:00,3136444,29628.0,29637.25,29627.25,29637.0,9.482142857142858,WATCH,ARMED_LONG,False,False,False,False,,False,LONG,,,False,False,False,,1,BULLISH,7,1,True,False,False,False,2,1,2,3,2,1,0,0,LONG,False,0,True,KEEP,KEEP,,LOW,LOW,STRONG_DOWN,STRONG_DOWN,2026-08-28 07:38:00-05:00
