timestamp,candidate_id,displacement_id,state,disp_bar,reclaim_bar,fill_bar,dedupe_passed,event_id
2017-10-11 10:15:00-05:00,20,20,WAIT_FOR_RECLAIM,706,-1,-1,False,A_MID_4_2017-10-11 10:15:00-05:00_Long
2017-10-11 10:45:00-05:00,20,20,WAIT_FOR_RETEST,706,708,-1,True,A_MID_4_2017-10-11 10:15:00-05:00_Long
2017-10-11 11:00:00-05:00,20,20,FIRED,706,708,709,True,A_MID_4_2017-10-11 10:15:00-05:00_Long
2017-10-11 13:00:00-05:00,21,21,WAIT_FOR_RECLAIM,717,-1,-1,False,A_MID_4_2017-10-11 13:00:00-05:00_Short
2017-10-11 14:15:00-05:00,21,21,EXPIRED,717,-1,-1,False,A_MID_4_2017-10-11 13:00:00-05:00_Short
2017-10-11 14:45:00-05:00,22,22,WAIT_FOR_RECLAIM,724,-1,-1,False,A_MID_4_2017-10-11 14:45:00-05:00_Short
2017-10-11 15:00:00-05:00,22,22,WAIT_FOR_RETEST,724,725,-1,True,A_MID_4_2017-10-11 14:45:00-05:00_Short
2017-10-11 15:30:00-05:00,22,22,FIRED,724,725,726,True,A_MID_4_2017-10-11 14:45:00-05:00_Short
2017-10-12 10:00:00-05:00,23,23,WAIT_FOR_RECLAIM,796,-1,-1,False,A_MID_4_2017-10-12 10:00:00-05:00_Short
2017-10-12 11:15:00-05:00,24,24,WAIT_FOR_RECLAIM,801,-1,-1,False,A_MID_4_2017-10-12 11:15:00-05:00_Long
2017-10-12 11:15:00-05:00,23,23,EXPIRED,796,-1,-1,False,A_MID_4_2017-10-12 10:00:00-05:00_Short
2017-10-12 12:00:00-05:00,25,25,WAIT_FOR_RECLAIM,804,-1,-1,False,A_MID_4_2017-10-12 12:00:00-05:00_Short
2017-10-12 12:30:00-05:00,24,24,EXPIRED,801,-1,-1,False,A_MID_4_2017-10-12 11:15:00-05:00_Long
2017-10-12 12:30:00-05:00,25,25,WAIT_FOR_RETEST,804,806,-1,True,A_MID_4_2017-10-12 12:00:00-05:00_Short
2017-10-12 12:45:00-05:00,25,25,FIRED,804,806,807,True,A_MID_4_2017-10-12 12:00:00-05:00_Short
2017-10-13 09:30:00-05:00,26,26,WAIT_FOR_RECLAIM,885,-1,-1,False,A_MID_4_2017-10-13 09:30:00-05:00_Long
2017-10-13 10:45:00-05:00,26,26,EXPIRED,885,-1,-1,False,A_MID_4_2017-10-13 09:30:00-05:00_Long
2017-10-13 14:30:00-05:00,27,27,WAIT_FOR_RECLAIM,905,-1,-1,False,A_MID_4_2017-10-13 14:30:00-05:00_Long
2017-10-13 15:00:00-05:00,27,27,WAIT_FOR_RETEST,905,907,-1,True,A_MID_4_2017-10-13 14:30:00-05:00_Long
2017-10-13 15:30:00-05:00,27,27,FIRED,905,907,908,True,A_MID_4_2017-10-13 14:30:00-05:00_Long
2017-10-16 11:00:00-05:00,28,28,WAIT_FOR_RECLAIM,982,-1,-1,False,A_MID_4_2017-10-16 11:00:00-05:00_Long
2017-10-16 12:15:00-05:00,28,28,EXPIRED,982,-1,-1,False,A_MID_4_2017-10-16 11:00:00-05:00_Long
2017-10-16 14:30:00-05:00,29,29,WAIT_FOR_RECLAIM,996,-1,-1,False,A_MID_4_2017-10-16 14:30:00-05:00_Short
2017-10-16 15:00:00-05:00,30,30,WAIT_FOR_RECLAIM,998,-1,-1,False,A_MID_4_2017-10-16 15:00:00-05:00_Short
2017-10-16 17:00:00-05:00,29,29,EXPIRED,996,-1,-1,False,A_MID_4_2017-10-16 14:30:00-05:00_Short
2017-10-16 17:00:00-05:00,30,30,WAIT_FOR_RETEST,998,1001,-1,True,A_MID_4_2017-10-16 15:00:00-05:00_Short
2017-10-16 17:30:00-05:00,30,30,FIRED,998,1001,1003,True,A_MID_4_2017-10-16 15:00:00-05:00_Short
2017-10-17 09:45:00-05:00,31,31,WAIT_FOR_RECLAIM,1068,-1,-1,False,A_MID_4_2017-10-17 09:45:00-05:00_Short
2017-10-17 10:00:00-05:00,32,32,WAIT_FOR_RECLAIM,1069,-1,-1,False,A_MID_4_2017-10-17 10:00:00-05:00_Short
2017-10-17 10:30:00-05:00,32,32,WAIT_FOR_RETEST,1069,1071,-1,True,A_MID_4_2017-10-17 10:00:00-05:00_Short
2017-10-17 10:45:00-05:00,32,32,FIRED,1069,1071,1072,True,A_MID_4_2017-10-17 10:00:00-05:00_Short
2017-10-17 11:00:00-05:00,31,31,EXPIRED,1068,-1,-1,False,A_MID_4_2017-10-17 09:45:00-05:00_Short
2017-10-17 14:30:00-05:00,33,33,WAIT_FOR_RECLAIM,1087,-1,-1,False,A_MID_4_2017-10-17 14:30:00-05:00_Short
2017-10-17 17:00:00-05:00,33,33,EXPIRED,1087,-1,-1,False,A_MID_4_2017-10-17 14:30:00-05:00_Short
2017-10-18 09:30:00-05:00,34,34,WAIT_FOR_RECLAIM,1158,-1,-1,False,A_MID_4_2017-10-18 09:30:00-05:00_Short
2017-10-18 10:15:00-05:00,34,34,WAIT_FOR_RETEST,1158,1161,-1,True,A_MID_4_2017-10-18 09:30:00-05:00_Short
2017-10-18 10:30:00-05:00,34,34,FIRED,1158,1161,1162,True,A_MID_4_2017-10-18 09:30:00-05:00_Short
2017-10-18 11:00:00-05:00,35,35,WAIT_FOR_RECLAIM,1164,-1,-1,False,A_MID_4_2017-10-18 11:00:00-05:00_Short
2017-10-18 12:15:00-05:00,35,35,EXPIRED,1164,-1,-1,False,A_MID_4_2017-10-18 11:00:00-05:00_Short
2017-10-18 14:30:00-05:00,36,36,WAIT_FOR_RECLAIM,1178,-1,-1,False,A_MID_4_2017-10-18 14:30:00-05:00_Long
2017-10-18 17:00:00-05:00,36,36,EXPIRED,1178,-1,-1,False,A_MID_4_2017-10-18 14:30:00-05:00_Long
2017-10-19 09:45:00-05:00,37,37,WAIT_FOR_RECLAIM,1250,-1,-1,False,A_MID_4_2017-10-19 09:45:00-05:00_Short
2017-10-19 10:45:00-05:00,37,37,WAIT_FOR_RETEST,1250,1254,-1,True,A_MID_4_2017-10-19 09:45:00-05:00_Short
2017-10-19 11:00:00-05:00,37,37,FIRED,1250,1254,1255,True,A_MID_4_2017-10-19 09:45:00-05:00_Short
2017-10-19 13:30:00-05:00,38,38,WAIT_FOR_RECLAIM,1265,-1,-1,False,A_MID_4_2017-10-19 13:30:00-05:00_Short
2017-10-19 14:45:00-05:00,39,39,WAIT_FOR_RECLAIM,1270,-1,-1,False,A_MID_4_2017-10-19 14:45:00-05:00_Short
2017-10-19 14:45:00-05:00,38,38,EXPIRED,1265,-1,-1,False,A_MID_4_2017-10-19 13:30:00-05:00_Short
2017-10-19 17:15:00-05:00,39,39,EXPIRED,1270,-1,-1,False,A_MID_4_2017-10-19 14:45:00-05:00_Short
2017-10-20 09:30:00-05:00,40,40,WAIT_FOR_RECLAIM,1340,-1,-1,False,A_MID_4_2017-10-20 09:30:00-05:00_Long
2017-10-20 10:30:00-05:00,40,40,WAIT_FOR_RETEST,1340,1344,-1,True,A_MID_4_2017-10-20 09:30:00-05:00_Long
2017-10-20 10:45:00-05:00,40,40,FIRED,1340,1344,1345,True,A_MID_4_2017-10-20 09:30:00-05:00_Long
2017-10-20 13:45:00-05:00,41,41,WAIT_FOR_RECLAIM,1357,-1,-1,False,A_MID_4_2017-10-20 13:45:00-05:00_Long
2017-10-20 14:15:00-05:00,42,42,WAIT_FOR_RECLAIM,1359,-1,-1,False,A_MID_4_2017-10-20 14:15:00-05:00_Long
2017-10-20 15:00:00-05:00,41,41,EXPIRED,1357,-1,-1,False,A_MID_4_2017-10-20 13:45:00-05:00_Long
2017-10-20 15:30:00-05:00,42,42,WAIT_FOR_RETEST,1359,1363,-1,True,A_MID_4_2017-10-20 14:15:00-05:00_Long
2017-10-20 15:45:00-05:00,42,42,FIRED,1359,1363,1364,True,A_MID_4_2017-10-20 14:15:00-05:00_Long
2017-10-23 11:15:00-05:00,43,43,WAIT_FOR_RECLAIM,1438,-1,-1,False,A_MID_4_2017-10-23 11:15:00-05:00_Short
2017-10-23 12:30:00-05:00,43,43,EXPIRED,1438,-1,-1,False,A_MID_4_2017-10-23 11:15:00-05:00_Short
2017-10-23 14:00:00-05:00,44,44,WAIT_FOR_RECLAIM,1449,-1,-1,False,A_MID_4_2017-10-23 14:00:00-05:00_Long
2017-10-23 15:00:00-05:00,45,45,WAIT_FOR_RECLAIM,1453,-1,-1,False,A_MID_4_2017-10-23 15:00:00-05:00_Long
2017-10-23 15:30:00-05:00,44,44,EXPIRED,1449,-1,-1,False,A_MID_4_2017-10-23 14:00:00-05:00_Long
2017-10-23 17:15:00-05:00,45,45,WAIT_FOR_RETEST,1453,1457,-1,True,A_MID_4_2017-10-23 15:00:00-05:00_Long
2017-10-23 17:30:00-05:00,45,45,FIRED,1453,1457,1458,True,A_MID_4_2017-10-23 15:00:00-05:00_Long
2017-10-24 14:45:00-05:00,46,46,WAIT_FOR_RECLAIM,1543,-1,-1,False,A_MID_4_2017-10-24 14:45:00-05:00_Short
2017-10-24 15:30:00-05:00,46,46,WAIT_FOR_RETEST,1543,1545,-1,True,A_MID_4_2017-10-24 14:45:00-05:00_Short
2017-10-24 17:15:00-05:00,46,46,EXPIRED,1543,1545,-1,True,A_MID_4_2017-10-24 14:45:00-05:00_Short
2017-10-25 09:30:00-05:00,47,47,WAIT_FOR_RECLAIM,1613,-1,-1,False,A_MID_4_2017-10-25 09:30:00-05:00_Long
2017-10-25 10:00:00-05:00,48,48,WAIT_FOR_RECLAIM,1615,-1,-1,False,A_MID_4_2017-10-25 10:00:00-05:00_Long
2017-10-25 10:45:00-05:00,47,47,EXPIRED,1613,-1,-1,False,A_MID_4_2017-10-25 09:30:00-05:00_Long
2017-10-25 11:15:00-05:00,49,49,WAIT_FOR_RECLAIM,1620,-1,-1,False,A_MID_4_2017-10-25 11:15:00-05:00_Long
2017-10-25 11:15:00-05:00,48,48,EXPIRED,1615,-1,-1,False,A_MID_4_2017-10-25 10:00:00-05:00_Long
2017-10-25 11:30:00-05:00,50,50,WAIT_FOR_RECLAIM,1621,-1,-1,False,A_MID_4_2017-10-25 11:30:00-05:00_Short
2017-10-25 11:30:00-05:00,49,49,WAIT_FOR_RETEST,1620,1621,-1,True,A_MID_4_2017-10-25 11:15:00-05:00_Long
2017-10-25 12:15:00-05:00,49,49,EXPIRED,1620,1621,-1,True,A_MID_4_2017-10-25 11:15:00-05:00_Long
2017-10-25 12:45:00-05:00,50,50,EXPIRED,1621,-1,-1,False,A_MID_4_2017-10-25 11:30:00-05:00_Short
2017-10-26 09:30:00-05:00,51,51,WAIT_FOR_RECLAIM,1704,-1,-1,False,A_MID_4_2017-10-26 09:30:00-05:00_Short
2017-10-26 10:15:00-05:00,51,51,WAIT_FOR_RETEST,1704,1707,-1,True,A_MID_4_2017-10-26 09:30:00-05:00_Short
2017-10-26 10:30:00-05:00,51,51,FIRED,1704,1707,1708,True,A_MID_4_2017-10-26 09:30:00-05:00_Short
2017-10-26 14:45:00-05:00,52,52,WAIT_FOR_RECLAIM,1725,-1,-1,False,A_MID_4_2017-10-26 14:45:00-05:00_Long
2017-10-26 15:00:00-05:00,53,53,WAIT_FOR_RECLAIM,1726,-1,-1,False,A_MID_4_2017-10-26 15:00:00-05:00_Short
2017-10-26 15:00:00-05:00,52,52,WAIT_FOR_RETEST,1725,1726,-1,True,A_MID_4_2017-10-26 14:45:00-05:00_Long
2017-10-26 17:00:00-05:00,52,52,EXPIRED,1725,1726,-1,True,A_MID_4_2017-10-26 14:45:00-05:00_Long
2017-10-26 17:30:00-05:00,53,53,EXPIRED,1726,-1,-1,False,A_MID_4_2017-10-26 15:00:00-05:00_Short
2017-10-27 10:15:00-05:00,54,54,WAIT_FOR_RECLAIM,1798,-1,-1,False,A_MID_4_2017-10-27 10:15:00-05:00_Short
2017-10-27 11:30:00-05:00,54,54,EXPIRED,1798,-1,-1,False,A_MID_4_2017-10-27 10:15:00-05:00_Short
2017-10-27 12:45:00-05:00,55,55,WAIT_FOR_RECLAIM,1808,-1,-1,False,A_MID_4_2017-10-27 12:45:00-05:00_Short
2017-10-27 13:30:00-05:00,55,55,WAIT_FOR_RETEST,1808,1811,-1,True,A_MID_4_2017-10-27 12:45:00-05:00_Short
2017-10-27 13:45:00-05:00,55,55,FIRED,1808,1811,1812,True,A_MID_4_2017-10-27 12:45:00-05:00_Short
2017-10-30 10:15:00-05:00,56,56,WAIT_FOR_RECLAIM,1889,-1,-1,False,A_MID_4_2017-10-30 10:15:00-05:00_Long
2017-10-30 11:30:00-05:00,57,57,WAIT_FOR_RECLAIM,1894,-1,-1,False,A_MID_4_2017-10-30 11:30:00-05:00_Short
2017-10-30 11:30:00-05:00,56,56,EXPIRED,1889,-1,-1,False,A_MID_4_2017-10-30 10:15:00-05:00_Long
2017-10-30 12:45:00-05:00,57,57,EXPIRED,1894,-1,-1,False,A_MID_4_2017-10-30 11:30:00-05:00_Short
2017-10-31 10:00:00-05:00,58,58,WAIT_FOR_RECLAIM,1979,-1,-1,False,A_MID_4_2017-10-31 10:00:00-05:00_Short
2017-10-31 11:00:00-05:00,58,58,WAIT_FOR_RETEST,1979,1983,-1,True,A_MID_4_2017-10-31 10:00:00-05:00_Short
2017-10-31 11:15:00-05:00,58,58,FIRED,1979,1983,1984,True,A_MID_4_2017-10-31 10:00:00-05:00_Short
2017-10-31 12:30:00-05:00,59,59,WAIT_FOR_RECLAIM,1989,-1,-1,False,A_MID_4_2017-10-31 12:30:00-05:00_Long
2017-10-31 12:45:00-05:00,60,60,WAIT_FOR_RECLAIM,1990,-1,-1,False,A_MID_4_2017-10-31 12:45:00-05:00_Short
2017-10-31 12:45:00-05:00,59,59,WAIT_FOR_RETEST,1989,1990,-1,True,A_MID_4_2017-10-31 12:30:00-05:00_Long
2017-10-31 13:00:00-05:00,61,61,WAIT_FOR_RECLAIM,1991,-1,-1,False,A_MID_4_2017-10-31 13:00:00-05:00_Short
2017-10-31 13:30:00-05:00,62,62,WAIT_FOR_RECLAIM,1993,-1,-1,False,A_MID_4_2017-10-31 13:30:00-05:00_Long
2017-10-31 13:30:00-05:00,59,59,EXPIRED,1989,1990,-1,True,A_MID_4_2017-10-31 12:30:00-05:00_Long
2017-10-31 13:30:00-05:00,61,61,DEDUPED,1991,1993,-1,False,A_MID_4_2017-10-31 13:00:00-05:00_Short
2017-10-31 14:00:00-05:00,60,60,EXPIRED,1990,-1,-1,False,A_MID_4_2017-10-31 12:45:00-05:00_Short
2017-10-31 14:45:00-05:00,62,62,EXPIRED,1993,-1,-1,False,A_MID_4_2017-10-31 13:30:00-05:00_Long
2017-11-01 09:45:00-05:00,63,63,WAIT_FOR_RECLAIM,2069,-1,-1,False,A_MID_4_2017-11-01 09:45:00-05:00_Long
2017-11-01 10:00:00-05:00,64,64,WAIT_FOR_RECLAIM,2070,-1,-1,False,A_MID_4_2017-11-01 10:00:00-05:00_Short
2017-11-01 10:00:00-05:00,63,63,WAIT_FOR_RETEST,2069,2070,-1,True,A_MID_4_2017-11-01 09:45:00-05:00_Long
2017-11-01 10:30:00-05:00,63,63,FIRED,2069,2070,2072,True,A_MID_4_2017-11-01 09:45:00-05:00_Long
2017-11-01 10:30:00-05:00,64,64,DEDUPED,2070,2072,-1,False,A_MID_4_2017-11-01 10:00:00-05:00_Short
2017-11-01 10:45:00-05:00,65,65,WAIT_FOR_RECLAIM,2073,-1,-1,False,A_MID_4_2017-11-01 10:45:00-05:00_Long
2017-11-01 11:00:00-05:00,66,66,WAIT_FOR_RECLAIM,2074,-1,-1,False,A_MID_4_2017-11-01 11:00:00-05:00_Short
2017-11-01 11:00:00-05:00,65,65,DEDUPED,2073,2074,-1,False,A_MID_4_2017-11-01 10:45:00-05:00_Long
2017-11-01 11:45:00-05:00,66,66,WAIT_FOR_RETEST,2074,2077,-1,True,A_MID_4_2017-11-01 11:00:00-05:00_Short
2017-11-01 12:00:00-05:00,67,67,WAIT_FOR_RECLAIM,2078,-1,-1,False,A_MID_4_2017-11-01 12:00:00-05:00_Long
2017-11-01 12:15:00-05:00,68,68,WAIT_FOR_RECLAIM,2079,-1,-1,False,A_MID_4_2017-11-01 12:15:00-05:00_Short
2017-11-01 12:15:00-05:00,67,67,DEDUPED,2078,2079,-1,False,A_MID_4_2017-11-01 12:00:00-05:00_Long
2017-11-01 12:30:00-05:00,66,66,EXPIRED,2074,2077,-1,True,A_MID_4_2017-11-01 11:00:00-05:00_Short
2017-11-01 13:30:00-05:00,68,68,EXPIRED,2079,-1,-1,False,A_MID_4_2017-11-01 12:15:00-05:00_Short
2017-11-01 15:00:00-05:00,69,69,WAIT_FOR_RECLAIM,2090,-1,-1,False,A_MID_4_2017-11-01 15:00:00-05:00_Long
2017-11-01 17:30:00-05:00,69,69,EXPIRED,2090,-1,-1,False,A_MID_4_2017-11-01 15:00:00-05:00_Long
2017-11-02 09:45:00-05:00,70,70,WAIT_FOR_RECLAIM,2160,-1,-1,False,A_MID_4_2017-11-02 09:45:00-05:00_Long
2017-11-02 10:00:00-05:00,70,70,WAIT_FOR_RETEST,2160,2161,-1,True,A_MID_4_2017-11-02 09:45:00-05:00_Long
2017-11-02 10:15:00-05:00,71,71,WAIT_FOR_RECLAIM,2162,-1,-1,False,A_MID_4_2017-11-02 10:15:00-05:00_Long
2017-11-02 10:15:00-05:00,70,70,FIRED,2160,2161,2162,True,A_MID_4_2017-11-02 09:45:00-05:00_Long
2017-11-02 10:45:00-05:00,72,72,WAIT_FOR_RECLAIM,2164,-1,-1,False,A_MID_4_2017-11-02 10:45:00-05:00_Short
2017-11-02 11:00:00-05:00,71,71,DEDUPED,2162,2165,-1,False,A_MID_4_2017-11-02 10:15:00-05:00_Long
2017-11-02 12:00:00-05:00,72,72,EXPIRED,2164,-1,-1,False,A_MID_4_2017-11-02 10:45:00-05:00_Short
2017-11-02 15:30:00-05:00,73,73,WAIT_FOR_RECLAIM,2182,-1,-1,False,A_MID_4_2017-11-02 15:30:00-05:00_Short
2017-11-02 17:45:00-05:00,73,73,EXPIRED,2182,-1,-1,False,A_MID_4_2017-11-02 15:30:00-05:00_Short
2017-11-03 09:45:00-05:00,74,74,WAIT_FOR_RECLAIM,2251,-1,-1,False,A_MID_4_2017-11-03 09:45:00-05:00_Short
2017-11-03 10:45:00-05:00,75,75,WAIT_FOR_RECLAIM,2255,-1,-1,False,A_MID_4_2017-11-03 10:45:00-05:00_Short
2017-11-03 11:00:00-05:00,74,74,EXPIRED,2251,-1,-1,False,A_MID_4_2017-11-03 09:45:00-05:00_Short
2017-11-03 12:00:00-05:00,76,76,WAIT_FOR_RECLAIM,2260,-1,-1,False,A_MID_4_2017-11-03 12:00:00-05:00_Short
2017-11-03 12:00:00-05:00,75,75,EXPIRED,2255,-1,-1,False,A_MID_4_2017-11-03 10:45:00-05:00_Short
2017-11-03 12:30:00-05:00,77,77,WAIT_FOR_RECLAIM,2262,-1,-1,False,A_MID_4_2017-11-03 12:30:00-05:00_Short
2017-11-03 13:15:00-05:00,76,76,EXPIRED,2260,-1,-1,False,A_MID_4_2017-11-03 12:00:00-05:00_Short
2017-11-03 13:30:00-05:00,78,78,WAIT_FOR_RECLAIM,2266,-1,-1,False,A_MID_4_2017-11-03 13:30:00-05:00_Long
2017-11-03 13:45:00-05:00,77,77,EXPIRED,2262,-1,-1,False,A_MID_4_2017-11-03 12:30:00-05:00_Short
2017-11-03 13:45:00-05:00,78,78,WAIT_FOR_RETEST,2266,2267,-1,True,A_MID_4_2017-11-03 13:30:00-05:00_Long
2017-11-03 14:00:00-05:00,78,78,FIRED,2266,2267,2268,True,A_MID_4_2017-11-03 13:30:00-05:00_Long
2017-11-06 10:00:00-06:00,79,79,WAIT_FOR_RECLAIM,2343,-1,-1,False,A_MID_4_2017-11-06 10:00:00-06:00_Long
2017-11-06 10:15:00-06:00,79,79,WAIT_FOR_RETEST,2343,2344,-1,True,A_MID_4_2017-11-06 10:00:00-06:00_Long
2017-11-06 10:30:00-06:00,79,79,FIRED,2343,2344,2345,True,A_MID_4_2017-11-06 10:00:00-06:00_Long
2017-11-07 09:30:00-06:00,80,80,WAIT_FOR_RECLAIM,2432,-1,-1,False,A_MID_4_2017-11-07 09:30:00-06:00_Short
2017-11-07 09:45:00-06:00,80,80,WAIT_FOR_RETEST,2432,2433,-1,True,A_MID_4_2017-11-07 09:30:00-06:00_Short
2017-11-07 10:00:00-06:00,80,80,FIRED,2432,2433,2434,True,A_MID_4_2017-11-07 09:30:00-06:00_Short
2017-11-07 10:45:00-06:00,81,81,WAIT_FOR_RECLAIM,2437,-1,-1,False,A_MID_4_2017-11-07 10:45:00-06:00_Long
2017-11-07 11:30:00-06:00,81,81,WAIT_FOR_RETEST,2437,2440,-1,True,A_MID_4_2017-11-07 10:45:00-06:00_Long
2017-11-07 12:15:00-06:00,81,81,EXPIRED,2437,2440,-1,True,A_MID_4_2017-11-07 10:45:00-06:00_Long
2017-11-07 14:30:00-06:00,82,82,WAIT_FOR_RECLAIM,2452,-1,-1,False,A_MID_4_2017-11-07 14:30:00-06:00_Short
2017-11-07 17:00:00-06:00,82,82,EXPIRED,2452,-1,-1,False,A_MID_4_2017-11-07 14:30:00-06:00_Short
2017-11-08 10:00:00-06:00,83,83,WAIT_FOR_RECLAIM,2525,-1,-1,False,A_MID_4_2017-11-08 10:00:00-06:00_Short
2017-11-08 10:15:00-06:00,83,83,WAIT_FOR_RETEST,2525,2526,-1,True,A_MID_4_2017-11-08 10:00:00-06:00_Short
2017-11-08 10:30:00-06:00,83,83,FIRED,2525,2526,2527,True,A_MID_4_2017-11-08 10:00:00-06:00_Short
