slice,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
full,1901,0.5207785376117833,0.24015436843894927,456.53345440244254,1.5876136381299153,21.073909327248856,21.66344399195732
exclude_top_1pct,1882,0.5159404888416578,0.21745514362956736,409.25058031084575,1.526754874334459,21.073909327248856,19.419775133115863
