timestamp_ct,signal_type,batch_present,batch_entry,batch_stop,single_present,concurrent_present,concurrent_entry,concurrent_stop,concurrent_vs_batch,single_entry,single_stop
2017-11-23 23:00:00+00:00,RL,True,6381.863193280122,6379.933486736478,False,True,6381.863193280122,6379.933486736478,MATCH,,
2017-11-27 17:00:00+00:00,RL,True,6404.610878389187,6400.155653893061,False,True,6404.610878389187,6400.155653893061,MATCH,,
2017-11-28 18:15:00+00:00,RL,True,6417.75,6413.383454521704,True,True,6417.75,6413.383454521704,MATCH,6417.75,6413.383454521704
2017-11-30 16:30:00+00:00,RS,True,6355.7941985195,6363.669423115838,True,True,6355.7941985195,6363.669423115838,MATCH,6355.7941985195,6363.669423115838
2017-12-01 16:45:00+00:00,RL,True,6302.277065797068,6284.35642899606,True,True,6302.277065797068,6284.35642899606,MATCH,6302.277065797068,6284.35642899606
2017-12-04 17:30:00+00:00,RS,True,6310.75,6321.642628886036,False,True,6310.75,6321.642628886036,MATCH,,
2017-12-05 16:45:00+00:00,RS,True,6327.38445847087,6337.818586977306,True,True,6327.38445847087,6337.818586977306,MATCH,6327.38445847087,6337.818586977306
2017-12-05 18:30:00+00:00,RL,True,6307.5,6297.133960019332,True,True,6307.5,6297.133960019332,MATCH,6307.5,6297.133960019332
2017-12-06 17:45:00+00:00,RL,True,6279.25,6270.085595253236,False,True,6279.25,6270.085595253236,MATCH,,
2017-12-07 16:15:00+00:00,RS,True,6325.0,6332.738490802608,True,True,6325.0,6332.738490802608,MATCH,6325.0,6332.738490802608
2017-12-08 17:15:00+00:00,RL,True,6359.890162153771,6354.199747154294,True,True,6359.890162153771,6354.199747154294,MATCH,6359.890162153771,6354.199747154294
2017-12-11 23:30:00+00:00,RS,True,6402.4961047572215,6406.876843125699,False,True,6402.4961047572215,6406.876843125699,MATCH,,
2017-12-13 17:30:00+00:00,RL,True,6393.25,6387.2719397825995,False,True,6393.25,6387.2719397825995,MATCH,,
2017-12-14 16:45:00+00:00,RL,True,6413.5,6408.472534260102,True,True,6413.5,6408.472534260102,MATCH,6413.5,6408.472534260102
2017-12-14 20:00:00+00:00,RL,True,6396.0,6389.581911049632,False,True,6396.0,6389.581911049632,MATCH,,
2017-12-15 17:45:00+00:00,RS,True,6455.5,6460.679479617894,False,True,6455.5,6460.679479617894,MATCH,,
2017-12-15 21:00:00+00:00,RS,True,6480.25,6485.920717642784,True,True,6480.25,6485.920717642784,MATCH,6480.25,6485.920717642784
2017-12-18 17:30:00+00:00,RS,True,6519.0,6523.599889350399,True,True,6519.0,6523.599889350399,MATCH,6519.0,6523.599889350399
2017-12-18 20:45:00+00:00,RL,True,6516.0,6511.881110814864,True,True,6516.0,6511.881110814864,MATCH,6516.0,6511.881110814864
2017-12-19 16:30:00+00:00,RL,True,6480.0,6474.203915862661,True,True,6480.0,6474.203915862661,MATCH,6480.0,6474.203915862661
2017-12-19 18:00:00+00:00,RL,True,6473.5,6467.599113608546,False,True,6473.5,6467.599113608546,MATCH,,
2017-12-20 16:15:00+00:00,RL,True,6453.321731866625,6447.116813509772,True,True,6453.321731866625,6447.116813509772,MATCH,6453.321731866625,6447.116813509772
2017-12-20 21:00:00+00:00,RS,True,6473.262620692531,6478.719369440981,True,True,6473.262620692531,6478.719369440981,MATCH,6473.262620692531,6478.719369440981
2017-12-26 18:45:00+00:00,RS,True,6442.25,6446.918120473299,True,True,6442.25,6446.918120473299,MATCH,6442.25,6446.918120473299
2017-12-28 23:15:00+00:00,RL,True,6428.625392871954,6425.863728227988,True,True,6428.625392871954,6425.863728227988,MATCH,6428.625392871954,6425.863728227988
2018-01-04 17:45:00+00:00,RS,True,6580.768064170081,6587.035812457953,True,True,6580.768064170081,6587.035812457953,MATCH,6580.768064170081,6587.035812457953
2018-01-04 21:00:00+00:00,RS,True,6585.0,6590.338120938063,True,True,6585.0,6590.338120938063,MATCH,6585.0,6590.338120938063
2018-01-08 16:00:00+00:00,RL,True,6658.785895674344,6653.741265085166,True,True,6658.785895674344,6653.741265085166,MATCH,6658.785895674344,6653.741265085166
2018-01-09 20:45:00+00:00,RL,True,6670.25,6664.91388494334,True,True,6670.25,6664.91388494334,MATCH,6670.25,6664.91388494334
2018-01-09 23:45:00+00:00,RL,True,6665.25,6660.979960912106,False,True,6665.25,6660.979960912106,MATCH,,
2018-01-10 17:00:00+00:00,RL,True,6636.0,6628.327346365545,True,True,6636.0,6628.327346365545,MATCH,6636.0,6628.327346365545
2018-01-11 18:30:00+00:00,RS,True,6687.956441002973,6692.86694116084,True,True,6687.956441002973,6692.86694116084,MATCH,6687.956441002973,6692.86694116084
2018-01-11 23:30:00+00:00,RS,True,6702.25,6706.437444073731,False,True,6702.25,6706.437444073731,MATCH,,
2018-01-12 20:45:00+00:00,RL,True,6742.847407016349,6737.093143866776,True,True,6742.847407016349,6737.093143866776,MATCH,6742.847407016349,6737.093143866776
2018-01-15 16:15:00+00:00,RS,True,6761.174293477379,6764.473856759917,True,True,6761.174293477379,6764.473856759917,MATCH,6761.174293477379,6764.473856759917
2018-01-15 23:15:00+00:00,RL,True,6757.25,6753.9204214484635,False,True,6757.25,6753.9204214484635,MATCH,,
2018-01-16 16:30:00+00:00,RL,True,6779.0,6770.230234797663,True,True,6779.0,6770.230234797663,MATCH,6779.0,6770.230234797663
2018-01-16 20:15:00+00:00,RL,True,6738.335800052431,6727.278442544424,False,True,6738.335800052431,6727.278442544424,MATCH,,
2018-01-18 16:00:00+00:00,RS,True,6802.0,6809.391655791136,True,True,6802.0,6809.391655791136,MATCH,6802.0,6809.391655791136
2018-01-18 23:15:00+00:00,RL,True,6802.2825783988455,6795.707478835459,True,True,6802.2825783988455,6795.707478835459,MATCH,6802.2825783988455,6795.707478835459
2018-01-19 17:30:00+00:00,RL,True,6809.76904711793,6802.2837189752045,True,True,6809.76904711793,6802.2837189752045,MATCH,6809.76904711793,6802.2837189752045
2018-01-22 16:15:00+00:00,RL,True,6859.75,6854.091202292369,True,True,6859.75,6854.091202292369,MATCH,6859.75,6854.091202292369
2018-01-23 20:15:00+00:00,RS,True,6953.75,6960.926882423856,False,True,6953.75,6960.926882423856,MATCH,,
2018-01-26 20:00:00+00:00,RL,True,6980.112597556311,6973.288257432,True,True,6980.112597556311,6973.288257432,MATCH,6980.112597556311,6973.288257432
2018-01-30 17:00:00+00:00,RS,True,6926.0,6937.775862859015,True,True,6926.0,6937.775862859015,MATCH,6926.0,6937.775862859015
2018-01-31 16:45:00+00:00,RL,True,6929.25,6921.321350035114,False,True,6929.25,6921.321350035114,MATCH,,
2018-01-31 21:45:00+00:00,RS,False,,,True,False,,,N/A,6917.411242539427,6930.176696282701
2018-02-02 18:00:00+00:00,RS,True,6824.223525651469,6838.082007721596,True,True,6824.223525651469,6838.082007721596,MATCH,6824.223525651469,6838.082007721596
2018-02-05 17:45:00+00:00,RL,True,6719.5,6703.209961541137,True,True,6719.5,6703.209961541137,MATCH,6719.5,6703.209961541137
2018-02-07 16:30:00+00:00,RS,True,6681.25,6698.185770233353,False,True,6681.25,6698.185770233353,MATCH,,
2018-02-07 19:00:00+00:00,RL,True,6604.365758902404,6582.818057837113,True,True,6604.365758902404,6582.818057837113,MATCH,6604.365758902404,6582.818057837113
2018-02-08 19:30:00+00:00,RS,True,6427.295041245767,6454.584039712749,True,True,6427.295041245767,6454.584039712749,MATCH,6427.295041245767,6454.584039712749
2018-02-09 18:00:00+00:00,RL,True,6185.75,6149.636974325191,True,True,6185.75,6149.636974325191,MATCH,6185.75,6149.636974325191
2018-02-13 17:00:00+00:00,RL,True,6506.246283178218,6493.374846758489,True,True,6506.246283178218,6493.374846758489,MATCH,6506.246283178218,6493.374846758489
2018-02-13 18:15:00+00:00,RL,True,6505.5619057444255,6492.086133595748,False,True,6505.5619057444255,6492.086133595748,MATCH,,
2018-02-14 17:45:00+00:00,RL,True,6604.041006432638,6585.916140205336,True,True,6604.041006432638,6585.916140205336,MATCH,6604.041006432638,6585.916140205336
2018-02-14 20:45:00+00:00,RS,True,6661.75,6676.0802610589535,True,True,6661.75,6676.0802610589535,MATCH,6661.75,6676.0802610589535
2018-02-15 16:30:00+00:00,RL,False,,,True,False,,,N/A,6708.5010719495285,6692.676642301028
2018-02-16 16:30:00+00:00,RS,True,6803.75,6815.2265520775845,True,True,6803.75,6815.2265520775845,MATCH,6803.75,6815.2265520775845
2018-02-16 18:45:00+00:00,RL,True,6771.0,6756.611363026918,True,True,6771.0,6756.611363026918,MATCH,6771.0,6756.611363026918
2018-02-19 16:15:00+00:00,RS,True,6755.5,6762.700707467672,True,True,6755.5,6762.700707467672,MATCH,6755.5,6762.700707467672
2018-02-20 19:15:00+00:00,RS,True,6805.95568457499,6817.380381284876,True,True,6805.95568457499,6817.380381284876,MATCH,6805.95568457499,6817.380381284876
2018-02-20 21:00:00+00:00,RL,True,6762.350388809289,6747.642323887454,False,True,6762.350388809289,6747.642323887454,MATCH,,
2018-02-22 19:00:00+00:00,RL,True,6755.333025295649,6741.76374198666,False,True,6755.333025295649,6741.76374198666,MATCH,,
2018-02-22 20:15:00+00:00,RL,True,6751.5,6737.052429614252,False,True,6751.5,6737.052429614252,MATCH,,
2018-02-23 17:30:00+00:00,RS,True,6814.5,6823.033890441496,False,True,6814.5,6823.033890441496,MATCH,,
2018-02-23 18:00:00+00:00,RL,False,,,True,False,,,N/A,6813.0,6804.350242425445
2018-02-27 19:00:00+00:00,RS,True,6927.377477675877,6940.632543861732,True,True,6927.377477675877,6940.632543861732,MATCH,6927.377477675877,6940.632543861732
2018-02-28 17:00:00+00:00,RS,True,6900.858596147565,6912.537062387168,False,True,6900.858596147565,6912.537062387168,MATCH,,
2018-03-01 17:00:00+00:00,RL,True,6821.5,6802.00110366276,True,True,6821.5,6802.00110366276,MATCH,6821.5,6802.00110366276
2018-03-01 19:30:00+00:00,RL,True,6692.599637284895,6670.1289490508025,False,True,6692.599637284895,6670.1289490508025,MATCH,,
2018-03-02 16:00:00+00:00,RS,True,6683.25,6700.073433270492,True,True,6683.25,6700.073433270492,MATCH,6683.25,6700.073433270492
2018-03-02 19:15:00+00:00,RL,True,6741.8711587306525,6723.268446142181,True,True,6741.8711587306525,6723.268446142181,MATCH,6741.8711587306525,6723.268446142181
2018-03-06 17:30:00+00:00,RS,True,6891.0,6903.409721214279,False,True,6891.0,6903.409721214279,MATCH,,
2018-03-06 20:15:00+00:00,RS,True,6889.0,6900.517508020904,False,True,6889.0,6900.517508020904,MATCH,,
2018-03-07 18:00:00+00:00,RL,True,6851.75,6838.6179449359215,True,True,6851.75,6838.6179449359215,MATCH,6851.75,6838.6179449359215
2018-03-08 16:45:00+00:00,RS,True,6944.75,6953.120359502386,True,True,6944.75,6953.120359502386,MATCH,6944.75,6953.120359502386
2018-03-08 19:15:00+00:00,RS,False,,,True,False,,,N/A,6929.0,6938.978080579358
2018-03-12 15:45:00+00:00,RL,True,7116.711649976586,7108.527837639649,True,True,7116.711649976586,7108.527837639649,MATCH,7116.711649976586,7108.527837639649
2018-03-12 17:45:00+00:00,RS,True,7131.477497005998,7139.549392857081,True,True,7131.477497005998,7139.549392857081,MATCH,7131.477497005998,7139.549392857081
2018-03-13 20:30:00+00:00,RL,True,7027.5,7013.78580052368,True,True,7027.5,7013.78580052368,MATCH,7027.5,7013.78580052368
2018-03-15 19:15:00+00:00,RL,True,7004.693705465344,6995.0045004790045,True,True,7004.693705465344,6995.0045004790045,MATCH,7004.693705465344,6995.0045004790045
2018-03-16 16:15:00+00:00,RL,True,7001.0,6992.243943963253,False,True,7001.0,6992.243943963253,MATCH,,
2018-03-19 22:30:00+00:00,RS,True,6853.5,6866.432419684677,False,True,6853.5,6866.432419684677,MATCH,,
2018-03-21 18:15:00+00:00,RL,True,6862.5,6850.651605904369,True,True,6862.5,6850.651605904369,MATCH,6862.5,6850.651605904369
2018-03-22 18:30:00+00:00,RS,True,6728.401067246655,6746.875777493164,False,True,6728.401067246655,6746.875777493164,MATCH,,
2018-03-23 15:15:00+00:00,RS,True,6643.123926524273,6660.876938230231,True,True,6643.123926524273,6660.876938230231,MATCH,6643.123926524273,6660.876938230231
2018-03-26 16:00:00+00:00,RL,True,6557.734859023527,6540.362747736181,True,True,6557.734859023527,6540.362747736181,MATCH,6557.734859023527,6540.362747736181
2018-03-28 17:15:00+00:00,RS,True,6467.090736667014,6499.663715108643,False,True,6467.090736667014,6499.663715108643,MATCH,,
2018-04-02 17:00:00+00:00,RS,True,6375.313187518686,6396.047238727836,True,True,6375.313187518686,6396.047238727836,MATCH,6375.313187518686,6396.047238727836
2018-04-03 16:00:00+00:00,RS,True,6370.146900800881,6389.735448794746,True,True,6370.146900800881,6389.735448794746,MATCH,6370.146900800881,6389.735448794746
2018-04-06 17:00:00+00:00,RL,True,6479.5,6459.714610489664,False,True,6479.5,6459.714610489664,MATCH,,
2018-04-09 16:45:00+00:00,RS,True,6555.557475310064,6567.968317373809,False,True,6555.557475310064,6567.968317373809,MATCH,,
2018-04-10 15:15:00+00:00,RS,True,6548.25,6561.5383323885035,True,True,6548.25,6561.5383323885035,MATCH,6548.25,6561.5383323885035
2018-04-10 20:00:00+00:00,RS,True,6581.708335970316,6598.324389034189,False,True,6581.708335970316,6598.324389034189,MATCH,,
2018-04-12 17:45:00+00:00,RL,True,6605.75,6594.100346281853,True,True,6605.75,6594.100346281853,MATCH,6605.75,6594.100346281853
2018-04-16 15:30:00+00:00,RL,True,6615.901117534499,6604.4022632763845,True,True,6615.901117534499,6604.4022632763845,MATCH,6615.901117534499,6604.4022632763845
2018-04-16 20:00:00+00:00,RS,True,6667.5,6679.138211168798,False,True,6667.5,6679.138211168798,MATCH,,
2018-04-17 17:15:00+00:00,RL,True,6774.3117264055,6766.060417510056,True,True,6774.3117264055,6766.060417510056,MATCH,6774.3117264055,6766.060417510056
2018-04-18 16:45:00+00:00,RS,True,6808.0,6816.5139894433605,False,True,6808.0,6816.5139894433605,MATCH,,
2018-04-19 15:30:00+00:00,RL,True,6736.0,6725.443515608053,False,True,6736.0,6725.443515608053,MATCH,,
2018-04-19 18:30:00+00:00,RS,True,6730.0,6740.83352693709,True,True,6730.0,6740.83352693709,MATCH,6730.0,6740.83352693709
2018-04-23 16:00:00+00:00,RS,True,6668.199288634794,6678.0881713567605,True,True,6668.199288634794,6678.0881713567605,MATCH,6668.199288634794,6678.0881713567605
2018-04-24 17:15:00+00:00,RL,True,6476.75,6460.108465123647,True,True,6476.75,6460.108465123647,MATCH,6476.75,6460.108465123647
2018-04-25 19:30:00+00:00,RS,True,6478.035033634999,6495.844620819828,False,True,6478.035033634999,6495.844620819828,MATCH,,
2018-04-26 16:00:00+00:00,RS,True,6586.272985798553,6597.843090392094,True,True,6586.272985798553,6597.843090392094,MATCH,6586.272985798553,6597.843090392094
2018-04-27 16:00:00+00:00,RS,True,6624.0,6638.616816735048,False,True,6624.0,6638.616816735048,MATCH,,
2018-04-27 18:00:00+00:00,RS,True,6616.0,6629.8627904464165,True,True,6616.0,6629.8627904464165,MATCH,6616.0,6629.8627904464165
2018-04-30 18:15:00+00:00,RS,True,6583.25,6596.600385476703,True,True,6583.25,6596.600385476703,MATCH,6583.25,6596.600385476703
2018-05-01 16:15:00+00:00,RL,True,6560.618573804152,6548.435649096665,False,True,6560.618573804152,6548.435649096665,MATCH,,
2018-05-02 16:30:00+00:00,RL,True,6629.258091357416,6618.299955118273,True,True,6629.258091357416,6618.299955118273,MATCH,6629.258091357416,6618.299955118273
2018-05-03 15:30:00+00:00,RS,True,6512.75,6527.022880165043,True,True,6512.75,6527.022880165043,MATCH,6512.75,6527.022880165043
2018-05-03 17:15:00+00:00,RS,True,6585.75,6603.286430894448,True,True,6585.75,6603.286430894448,MATCH,6585.75,6603.286430894448
2018-05-07 16:00:00+00:00,RL,True,6796.689324495262,6788.058314617547,True,True,6796.689324495262,6788.058314617547,MATCH,6796.689324495262,6788.058314617547
2018-05-07 20:00:00+00:00,RL,True,6779.145666831653,6768.983879968351,False,True,6779.145666831653,6768.983879968351,MATCH,,
2018-05-08 15:15:00+00:00,RL,True,6766.24862015929,6756.160015478523,True,True,6766.24862015929,6756.160015478523,MATCH,6766.24862015929,6756.160015478523
2018-05-08 18:30:00+00:00,RL,True,6735.75,6722.888537885461,True,True,6735.75,6722.888537885461,MATCH,6735.75,6722.888537885461
2018-05-09 15:15:00+00:00,RS,True,6783.221331738381,6792.161826746555,True,True,6783.221331738381,6792.161826746555,MATCH,6783.221331738381,6792.161826746555
2018-05-10 18:45:00+00:00,RS,True,6910.0,6917.950496703975,False,True,6910.0,6917.950496703975,MATCH,,
2018-05-10 22:15:00+00:00,RL,True,6912.0,6904.400301336381,False,True,6912.0,6904.400301336381,MATCH,,
2018-05-11 17:00:00+00:00,RL,True,6898.21815583749,6890.122963397829,False,True,6898.21815583749,6890.122963397829,MATCH,,
2018-05-11 18:30:00+00:00,RL,False,,,True,False,,,N/A,6892.99553769114,6884.7498287706985
2018-05-14 18:30:00+00:00,RL,True,6925.939638259235,6918.083228953848,False,True,6925.939638259235,6918.083228953848,MATCH,,
2018-05-17 18:30:00+00:00,RL,True,6857.241010121593,6847.834868203359,False,True,6857.241010121593,6847.834868203359,MATCH,,
2018-05-18 18:45:00+00:00,RL,True,6839.25,6831.651761801473,True,True,6839.25,6831.651761801473,MATCH,6839.25,6831.651761801473
2018-05-22 15:45:00+00:00,RS,True,6871.25,6877.7606319543365,True,True,6871.25,6877.7606319543365,MATCH,6871.25,6877.7606319543365
2018-05-22 17:30:00+00:00,RL,True,6870.533106989822,6863.860576167846,True,True,6870.533106989822,6863.860576167846,MATCH,6870.533106989822,6863.860576167846
2018-05-23 16:30:00+00:00,RS,True,6858.0,6867.877057363826,False,True,6858.0,6867.877057363826,MATCH,,
2018-05-23 20:45:00+00:00,RS,True,6911.75,6921.069695403267,False,True,6911.75,6921.069695403267,MATCH,,
2018-05-25 19:45:00+00:00,RS,True,6918.373748890456,6925.962819117634,True,True,6918.373748890456,6925.962819117634,MATCH,6918.373748890456,6925.962819117634
2018-05-28 22:15:00+00:00,RS,True,6945.25,6950.005363565701,True,True,6945.25,6950.005363565701,MATCH,6945.25,6950.005363565701
2018-05-30 17:30:00+00:00,RL,True,6938.350627341693,6930.390901212047,True,True,6938.350627341693,6930.390901212047,MATCH,6938.350627341693,6930.390901212047
2018-05-31 16:15:00+00:00,RS,True,6957.827206737377,6968.512731244929,False,True,6957.827206737377,6968.512731244929,MATCH,,
2018-06-01 18:15:00+00:00,RS,True,7038.25,7045.381782984477,True,True,7038.25,7045.381782984477,MATCH,7038.25,7045.381782984477
2018-06-01 19:30:00+00:00,RL,True,7029.30830657823,7022.4468857655565,True,True,7029.30830657823,7022.4468857655565,MATCH,7029.30830657823,7022.4468857655565
2018-06-03 22:15:00+00:00,RS,True,7034.622724963854,7040.959997537011,False,True,7034.622724963854,7040.959997537011,MATCH,,
2018-06-04 15:30:00+00:00,RL,True,7079.125806445106,7071.901440130978,False,True,7079.125806445106,7071.901440130978,MATCH,,
2018-06-05 16:00:00+00:00,RL,True,7105.164246015042,7097.176639838853,True,True,7105.164246015042,7097.176639838853,MATCH,7105.164246015042,7097.176639838853
2018-06-12 19:30:00+00:00,RL,True,7152.257766509761,7145.828678316788,False,True,7152.257766509761,7145.828678316788,MATCH,,
2018-06-13 19:15:00+00:00,RL,True,7175.975071952234,7164.922629608068,True,True,7175.975071952234,7164.922629608068,MATCH,7175.975071952234,7164.922629608068
2018-06-14 19:15:00+00:00,RL,True,7228.065603290248,7220.055151804591,True,True,7228.065603290248,7220.055151804591,MATCH,7228.065603290248,7220.055151804591
2018-06-15 19:15:00+00:00,RS,True,7213.75,7221.2974471573725,True,True,7213.75,7221.2974471573725,MATCH,7213.75,7221.2974471573725
2018-06-18 15:30:00+00:00,RS,True,7202.199169485546,7210.079953425495,False,True,7202.199169485546,7210.079953425495,MATCH,,
2018-06-19 19:45:00+00:00,RL,True,7173.712808180075,7163.471822640267,True,True,7173.712808180075,7163.471822640267,MATCH,7173.712808180075,7163.471822640267
2018-06-21 20:00:00+00:00,RL,True,7166.75,7155.397974762935,True,True,7166.75,7155.397974762935,MATCH,7166.75,7155.397974762935
2018-06-25 18:00:00+00:00,RS,True,6962.1206080673655,6976.843159026784,True,True,6962.1206080673655,6976.843159026784,MATCH,6962.1206080673655,6976.843159026784
2018-06-26 15:30:00+00:00,RS,True,7010.978686854646,7022.4976534026455,True,True,7010.978686854646,7022.4976534026455,MATCH,7010.978686854646,7022.4976534026455
2018-06-28 20:00:00+00:00,RS,True,6990.25,7002.753809671087,False,True,6990.25,7002.753809671087,MATCH,,
2018-06-29 19:15:00+00:00,RS,True,7026.831265198821,7035.62691827846,True,True,7026.831265198821,7035.62691827846,MATCH,7026.831265198821,7035.62691827846
2018-07-04 15:30:00+00:00,RL,True,6960.978524816582,6956.534334129673,True,True,6960.978524816582,6956.534334129673,MATCH,6960.978524816582,6956.534334129673
2018-07-05 18:30:00+00:00,RL,True,7031.5,7020.969899314592,True,True,7031.5,7020.969899314592,MATCH,7031.5,7020.969899314592
2018-07-06 19:45:00+00:00,RS,True,7160.865564900946,7168.993773626501,True,True,7160.865564900946,7168.993773626501,MATCH,7160.865564900946,7168.993773626501
2018-07-10 15:15:00+00:00,RS,True,7236.518098130008,7243.945629010306,True,True,7236.518098130008,7243.945629010306,MATCH,7236.518098130008,7243.945629010306
2018-07-10 19:45:00+00:00,RS,True,7230.75,7238.022675938399,True,True,7230.75,7238.022675938399,MATCH,7230.75,7238.022675938399
2018-07-11 18:30:00+00:00,RL,True,7197.335525385217,7186.8024021667425,True,True,7197.335525385217,7186.8024021667425,MATCH,7197.335525385217,7186.8024021667425
2018-07-11 22:15:00+00:00,RL,True,7184.25,7175.557411534779,False,True,7184.25,7175.557411534779,MATCH,,
2018-07-16 15:45:00+00:00,RL,True,7315.347220358793,7308.924614288633,True,True,7315.347220358793,7308.924614288633,MATCH,7315.347220358793,7308.924614288633
2018-07-17 18:15:00+00:00,RS,True,7351.25,7359.164267340893,False,True,7351.25,7359.164267340893,MATCH,,
2018-07-18 18:00:00+00:00,RL,True,7340.153208354711,7333.380864455829,True,True,7340.153208354711,7333.380864455829,MATCH,7340.153208354711,7333.380864455829
2018-07-19 19:45:00+00:00,RL,True,7296.75,7287.769655595771,True,True,7296.75,7287.769655595771,MATCH,7296.75,7287.769655595771
