signal_id,filled,entry_timestamp,entry_price,exit_timestamp,exit_price,stop_price,result_R,exit_reason,mfe_r,mae_r,bars_in_trade,entry_model,direction,entry_timestamp_sig,bos_timestamp,architecture,event_id,failure_definition,displacement_timestamp,displacement_direction,reclaim_level,marker_bar_timestamp,signal_type,target,stop,implementation,net_R
550,True,2019-01-30 14:15:00-06:00,6695.628650357445,2019-01-30 15:00:00-06:00,6708.380013939526,6708.380013939526,-0.999999999999998,STOP,2.264749975290929,1.715216533648951,3,RECLAIM_RETEST,Short,2019-01-30 14:00:00-06:00,2019-01-30 14:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-01-30 13:45:00-06:00_Short,A_MID_4,2019-01-30 13:45:00-06:00,Long,6697.375,2019-01-30 20:15:00+00:00,RS,6663.750241402241,6708.380013939526,ORIGINAL_PHASE33_BATCH,-1.056856664413425
551,True,2019-01-31 10:00:00-06:00,6784.0,2019-01-31 10:30:00-06:00,6794.145509451711,6794.145509451711,-1.0000000000000127,STOP,0.5667532051857809,1.6263352844461536,2,RECLAIM_RETEST,Short,2019-01-31 09:45:00-06:00,2019-01-31 09:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-01-31 09:30:00-06:00_Short,A_MID_4,2019-01-31 09:30:00-06:00,Long,6783.5,2019-01-31 16:00:00+00:00,RS,6758.6362263707215,6794.145509451711,ORIGINAL_PHASE33_BATCH,-1.0714601867408275
552,True,2019-01-31 11:45:00-06:00,6796.0,2019-01-31 12:30:00-06:00,6785.5,6806.891135208511,0.9640868283220932,TIME,1.6527202771235885,0.94113238002871,3,RECLAIM_RETEST,Short,2019-01-31 11:30:00-06:00,2019-01-31 11:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-01-31 10:30:00-06:00_Short,A_MID_4,2019-01-31 10:30:00-06:00,Long,6790.125,2019-01-31 17:45:00+00:00,RS,6768.7721619787235,6806.891135208511,ORIGINAL_PHASE33_BATCH,0.8975189282712824
556,True,2019-02-01 10:15:00-06:00,6782.75,2019-02-01 11:00:00-06:00,6788.75,6770.012801711227,0.47106120702295184,TIME,1.3739285204836096,0.21590305321885295,3,RECLAIM_RETEST,Long,2019-02-01 10:00:00-06:00,2019-02-01 10:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-01 09:45:00-06:00_Long,A_MID_4,2019-02-01 09:45:00-06:00,Short,6784.625,2019-02-01 16:15:00+00:00,RL,6814.592995721931,6770.012801711227,ORIGINAL_PHASE33_BATCH,0.414141311174344
558,True,2019-02-05 10:30:00-06:00,6897.195742272939,2019-02-05 11:15:00-06:00,6882.75,6905.497192115031,1.7401469077959049,TIME,2.4327970001743413,0.3679185907471631,3,RECLAIM_RETEST,Short,2019-02-05 10:00:00-06:00,2019-02-05 10:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-05 09:30:00-06:00_Short,A_MID_4,2019-02-05 09:30:00-06:00,Long,6898.25,2019-02-05 16:30:00+00:00,RS,6876.44211766771,6905.497192115031,ORIGINAL_PHASE33_BATCH,1.6528127657134024
559,True,2019-02-05 12:30:00-06:00,6874.23359056213,2019-02-05 13:00:00-06:00,6896.849676242078,6865.1871562901515,2.5,TARGET,3.069320862019069,0.0,2,RECLAIM_RETEST,Long,2019-02-05 12:15:00-06:00,2019-02-05 12:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-05 11:45:00-06:00_Long,A_MID_4,2019-02-05 11:45:00-06:00,Short,6873.0,2019-02-05 18:30:00+00:00,RL,6896.849676242077,6865.1871562901515,ORIGINAL_PHASE33_BATCH,2.4198579265373454
561,True,2019-02-07 11:30:00-06:00,6748.75,2019-02-07 12:15:00-06:00,6768.5,6735.417400104013,1.4813314847874315,TIME,2.062613459830601,0.7875433210262295,3,RECLAIM_RETEST,Long,2019-02-07 11:15:00-06:00,2019-02-07 11:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-07 10:45:00-06:00_Long,A_MID_4,2019-02-07 10:45:00-06:00,Short,6756.625,2019-02-07 17:30:00+00:00,RL,6782.081499739968,6735.417400104013,ORIGINAL_PHASE33_BATCH,1.426953493573714
562,True,2019-02-08 11:15:00-06:00,6744.0,2019-02-08 11:45:00-06:00,6755.786983519426,6755.786983519426,-0.9999999999999774,STOP,0.1484688594936779,1.0817016905967962,2,RECLAIM_RETEST,Short,2019-02-08 11:00:00-06:00,2019-02-08 11:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-08 10:45:00-06:00_Short,A_MID_4,2019-02-08 10:45:00-06:00,Long,6736.625,2019-02-08 17:15:00+00:00,RS,6714.532541201435,6755.786983519426,ORIGINAL_PHASE33_BATCH,-1.0615085275045024
564,True,2019-02-08 12:30:00-06:00,6763.5,2019-02-08 13:00:00-06:00,6774.271040636673,6774.271040636673,-0.9999999999999624,STOP,0.11605192498707663,1.9728827247803027,2,RECLAIM_RETEST,Short,2019-02-08 12:15:00-06:00,2019-02-08 12:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-08 12:00:00-06:00_Short,A_MID_4,2019-02-08 12:00:00-06:00,Long,6760.0,2019-02-08 18:30:00+00:00,RS,6736.572398408317,6774.271040636673,ORIGINAL_PHASE33_BATCH,-1.0673101164924694
565,True,2019-02-11 10:00:00-06:00,6808.066560647291,2019-02-11 10:45:00-06:00,6800.0,6818.5047989965105,0.7727894667105727,TIME,1.5631527180552633,0.257077800193115,3,RECLAIM_RETEST,Short,2019-02-11 09:45:00-06:00,2019-02-11 09:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-11 09:30:00-06:00_Short,A_MID_4,2019-02-11 09:30:00-06:00,Long,6809.375,2019-02-11 16:00:00+00:00,RS,6781.970964774243,6818.5047989965105,ORIGINAL_PHASE33_BATCH,0.703333302198462
567,True,2019-02-12 14:15:00-06:00,6899.4884619930945,2019-02-12 15:00:00-06:00,6892.9929231126125,6892.9929231126125,-0.9999999999999648,STOP,1.0024630945511603,1.3068141303257583,3,RECLAIM_RETEST,Long,2019-02-12 14:00:00-06:00,2019-02-12 14:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-12 13:45:00-06:00_Long,A_MID_4,2019-02-12 13:45:00-06:00,Short,6898.625,2019-02-12 20:15:00+00:00,RL,6915.727309194299,6892.9929231126125,ORIGINAL_PHASE33_BATCH,-1.1116150658690198
568,True,2019-02-13 17:00:00-06:00,6897.057401017439,2019-02-13 17:45:00-06:00,6899.25,6904.023715360279,-0.31474304411982296,TIME,0.4388835856338726,0.7094998501812826,3,RECLAIM_RETEST,Short,2019-02-13 15:45:00-06:00,2019-02-13 15:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-13 15:30:00-06:00_Short,A_MID_4,2019-02-13 15:30:00-06:00,Long,6898.0,2019-02-13 23:00:00+00:00,RS,6879.641615160337,6904.023715360279,ORIGINAL_PHASE33_BATCH,-0.418815292990575
569,True,2019-02-14 17:30:00-06:00,6901.962056570708,2019-02-14 18:00:00-06:00,6893.25309116756,6893.25309116756,-0.9999999999999859,STOP,0.033062874401555205,2.1773030082142775,2,RECLAIM_RETEST,Long,2019-02-14 17:15:00-06:00,2019-02-14 17:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-14 15:45:00-06:00_Long,A_MID_4,2019-02-14 15:45:00-06:00,Short,6900.75,2019-02-14 23:30:00+00:00,RL,6923.734470078578,6893.25309116756,ORIGINAL_PHASE33_BATCH,-1.0832475462283755
570,True,2019-02-15 14:15:00-06:00,6923.25,2019-02-15 14:30:00-06:00,6931.228325759385,6931.228325759385,-1.0000000000000115,STOP,0.18800937004051005,1.253395800270067,1,RECLAIM_RETEST,Short,2019-02-15 14:00:00-06:00,2019-02-15 14:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-15 13:30:00-06:00_Short,A_MID_4,2019-02-15 13:30:00-06:00,Long,6924.0,2019-02-15 20:15:00+00:00,RS,6903.304185601537,6931.228325759385,ORIGINAL_PHASE33_BATCH,-1.0908711955195904
572,True,2019-02-18 11:45:00-06:00,6959.5,2019-02-18 17:00:00-06:00,6950.562968456905,6963.0748126172375,2.5,TARGET,2.517614477637657,0.0,1,RECLAIM_RETEST,Short,2019-02-18 11:30:00-06:00,2019-02-18 11:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-18 11:00:00-06:00_Short,A_MID_4,2019-02-18 11:00:00-06:00,Long,6954.125,2019-02-18 17:45:00+00:00,RS,6950.562968456907,6963.0748126172375,ORIGINAL_PHASE33_BATCH,2.2971921670791646
574,True,2019-02-19 10:30:00-06:00,6952.5,2019-02-19 10:45:00-06:00,6959.369140533542,6959.369140533542,-1.0000000000000462,STOP,0.036394655019686604,2.4384418863190027,1,RECLAIM_RETEST,Short,2019-02-19 10:15:00-06:00,2019-02-19 10:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-19 10:00:00-06:00_Short,A_MID_4,2019-02-19 10:00:00-06:00,Long,6950.0,2019-02-19 16:30:00+00:00,RS,6935.327148666145,6959.369140533542,ORIGINAL_PHASE33_BATCH,-1.1055444995571324
579,True,2019-02-20 12:15:00-06:00,6943.107753114084,2019-02-20 13:00:00-06:00,6934.053758212432,6934.053758212432,-0.9999999999999734,STOP,2.8045351429657432,1.226834478563333,3,RECLAIM_RETEST,Long,2019-02-20 12:00:00-06:00,2019-02-20 12:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-20 11:15:00-06:00_Long,A_MID_4,2019-02-20 11:15:00-06:00,Short,6941.875,2019-02-20 18:15:00+00:00,RL,6965.742740368214,6934.053758212432,ORIGINAL_PHASE33_BATCH,-1.080075150016649
582,True,2019-02-26 10:30:00-06:00,6996.551461989273,2019-02-26 11:15:00-06:00,6999.75,6987.191879992314,0.34173940799562186,TIME,1.303320812263942,0.40615723976862717,3,RECLAIM_RETEST,Long,2019-02-26 10:00:00-06:00,2019-02-26 10:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-26 09:45:00-06:00_Long,A_MID_4,2019-02-26 09:45:00-06:00,Short,6995.375,2019-02-26 16:30:00+00:00,RL,7019.95041698167,6987.191879992314,ORIGINAL_PHASE33_BATCH,0.2642786837628963
583,True,2019-02-28 12:15:00-06:00,7002.2609128856675,2019-02-28 13:00:00-06:00,6996.0,7009.430448146197,0.8732662101734332,TIME,1.3614429012441254,0.7307429176302697,3,RECLAIM_RETEST,Short,2019-02-28 12:00:00-06:00,2019-02-28 12:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-02-28 11:15:00-06:00_Short,A_MID_4,2019-02-28 11:15:00-06:00,Long,7003.25,2019-02-28 18:15:00+00:00,RS,6984.337074734344,7009.430448146197,ORIGINAL_PHASE33_BATCH,0.7721438955944997
585,True,2019-03-01 10:15:00-06:00,7007.676666127085,2019-03-01 10:45:00-06:00,6989.2904960183,7015.031134170599,2.5,TARGET,3.4233157283602553,0.0,2,RECLAIM_RETEST,Short,2019-03-01 10:00:00-06:00,2019-03-01 10:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-01 09:30:00-06:00_Short,A_MID_4,2019-03-01 09:30:00-06:00,Long,7008.625,2019-03-01 16:15:00+00:00,RS,6989.290496018299,7015.031134170599,ORIGINAL_PHASE33_BATCH,2.4014204704255455
586,True,2019-03-01 14:30:00-06:00,7041.0,2019-03-01 15:30:00-06:00,7036.5,7047.820633587805,0.6597627540124555,TIME,1.5027929396950377,0.32988137700622777,3,RECLAIM_RETEST,Short,2019-03-01 14:00:00-06:00,2019-03-01 14:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-01 13:15:00-06:00_Short,A_MID_4,2019-03-01 13:15:00-06:00,Long,7032.75,2019-03-01 20:30:00+00:00,RS,7023.948416030487,7047.820633587805,ORIGINAL_PHASE33_BATCH,0.5534676436437822
588,True,2019-03-05 11:00:00-06:00,7046.595816306492,2019-03-05 11:45:00-06:00,7041.75,7055.799059886279,0.5265335274984456,TIME,1.3414636045934951,0.0,3,RECLAIM_RETEST,Short,2019-03-05 10:45:00-06:00,2019-03-05 10:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-05 10:30:00-06:00_Short,A_MID_4,2019-03-05 10:30:00-06:00,Long,7047.875,2019-03-05 17:00:00+00:00,RS,7023.587707357026,7055.799059886279,ORIGINAL_PHASE33_BATCH,0.4477569533792562
589,True,2019-03-05 13:15:00-06:00,7044.221304518655,2019-03-05 14:00:00-06:00,7049.75,7036.144362335161,0.6845035355883079,TIME,1.7987866139532105,0.0893041577206523,3,RECLAIM_RETEST,Long,2019-03-05 13:00:00-06:00,2019-03-05 13:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-05 12:15:00-06:00_Long,A_MID_4,2019-03-05 12:15:00-06:00,Short,7043.125,2019-03-05 19:15:00+00:00,RL,7064.413659977392,7036.144362335161,ORIGINAL_PHASE33_BATCH,0.5947418431644677
591,True,2019-03-06 11:00:00-06:00,7002.645282016834,2019-03-06 11:45:00-06:00,6992.941532256741,6992.941532256741,-1.000000000000015,STOP,1.1186106661371398,1.071264436309475,3,RECLAIM_RETEST,Long,2019-03-06 10:45:00-06:00,2019-03-06 10:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-06 10:30:00-06:00_Long,A_MID_4,2019-03-06 10:30:00-06:00,Short,7001.375,2019-03-06 17:00:00+00:00,RL,7026.904656417068,6992.941532256741,ORIGINAL_PHASE33_BATCH,-1.0747133858481925
592,True,2019-03-06 15:00:00-06:00,6996.966859696087,2019-03-06 17:00:00-06:00,6989.5,7006.572658241192,0.7773283669261484,TIME,1.2978472989568863,0.0,3,RECLAIM_RETEST,Short,2019-03-06 14:45:00-06:00,2019-03-06 14:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-06 14:30:00-06:00_Short,A_MID_4,2019-03-06 14:30:00-06:00,Long,6998.25,2019-03-06 21:00:00+00:00,RS,6972.9523633333265,7006.572658241192,ORIGINAL_PHASE33_BATCH,0.7018531217816932
594,True,2019-03-08 11:00:00-06:00,6860.925671530262,2019-03-08 11:45:00-06:00,6839.5,6872.827244801653,1.8002385938138157,TIME,2.0102948563761287,0.0,3,RECLAIM_RETEST,Short,2019-03-08 10:45:00-06:00,2019-03-08 10:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-08 10:00:00-06:00_Short,A_MID_4,2019-03-08 10:00:00-06:00,Long,6862.5,2019-03-08 17:00:00+00:00,RS,6831.171738351783,6872.827244801653,ORIGINAL_PHASE33_BATCH,1.7393222776707453
595,True,2019-03-08 14:30:00-06:00,6883.5,2019-03-08 14:45:00-06:00,6894.727549414088,6894.727549414088,-0.999999999999993,STOP,0.06679997320331892,1.536399383676335,1,RECLAIM_RETEST,Short,2019-03-08 14:15:00-06:00,2019-03-08 14:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-08 13:30:00-06:00_Short,A_MID_4,2019-03-08 13:30:00-06:00,Long,6868.875,2019-03-08 20:30:00+00:00,RS,6855.43112646478,6894.727549414088,ORIGINAL_PHASE33_BATCH,-1.0645733074298684
596,True,2019-03-12 10:15:00-05:00,7074.9696856118535,2019-03-12 10:30:00-05:00,7083.564732243586,7083.564732243586,-0.9999999999999678,STOP,0.6072899700837456,2.0104968743680276,1,RECLAIM_RETEST,Short,2019-03-12 10:00:00-05:00,2019-03-12 10:00:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-12 09:30:00-05:00_Short,A_MID_4,2019-03-12 09:30:00-05:00,Long,7076.125,2019-03-12 15:15:00+00:00,RS,7053.482069032521,7083.564732243586,ORIGINAL_PHASE33_BATCH,-1.0843509094323054
597,True,2019-03-12 13:45:00-05:00,7092.25,2019-03-12 14:00:00-05:00,7084.401309961951,7084.401309961951,-0.9999999999999706,STOP,0.03185244910781611,1.6244749044986218,1,RECLAIM_RETEST,Long,2019-03-12 13:30:00-05:00,2019-03-12 13:30:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-12 13:15:00-05:00_Long,A_MID_4,2019-03-12 13:15:00-05:00,Short,7092.25,2019-03-12 18:45:00+00:00,RL,7111.871725095123,7084.401309961951,ORIGINAL_PHASE33_BATCH,-1.09237210241264
599,True,2019-03-13 13:45:00-05:00,7160.090525506191,2019-03-13 14:30:00-05:00,7151.25,7167.509187159508,1.1916604260065908,TIME,2.2700220461814204,0.0,3,RECLAIM_RETEST,Short,2019-03-13 13:30:00-05:00,2019-03-13 13:30:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-13 12:45:00-05:00_Short,A_MID_4,2019-03-13 12:45:00-05:00,Long,7161.0,2019-03-13 18:45:00+00:00,RS,7141.543871372898,7167.509187159508,ORIGINAL_PHASE33_BATCH,1.0939339041782448
603,True,2019-03-19 12:00:00-05:00,7252.75076695026,2019-03-19 12:45:00-05:00,7248.25,7261.089175689523,0.5397632918937784,TIME,0.9295259074749671,0.7194697738300619,3,RECLAIM_RETEST,Short,2019-03-19 11:45:00-05:00,2019-03-19 11:45:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-19 10:45:00-05:00_Short,A_MID_4,2019-03-19 10:45:00-05:00,Long,7253.875,2019-03-19 17:00:00+00:00,RS,7231.904745102104,7261.089175689523,ORIGINAL_PHASE33_BATCH,0.4528162468795117
604,True,2019-03-20 11:30:00-05:00,7213.75,2019-03-20 12:15:00-05:00,7215.75,7204.483415665095,0.21582925571254316,TIME,1.052167621598648,0.35072254053288265,3,RECLAIM_RETEST,Long,2019-03-20 11:00:00-05:00,2019-03-20 11:00:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-20 10:45:00-05:00_Long,A_MID_4,2019-03-20 10:45:00-05:00,Short,7218.0,2019-03-20 16:30:00+00:00,RL,7236.916460837263,7204.483415665095,ORIGINAL_PHASE33_BATCH,0.1375911505167487
605,True,2019-03-20 14:15:00-05:00,7284.554472334315,2019-03-20 15:00:00-05:00,7260.0,7297.072432863198,1.9615393639930354,TIME,2.4408506692297127,0.0,3,RECLAIM_RETEST,Short,2019-03-20 14:00:00-05:00,2019-03-20 14:00:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-20 13:15:00-05:00_Short,A_MID_4,2019-03-20 13:15:00-05:00,Long,7286.25,2019-03-20 19:15:00+00:00,RS,7253.259571012107,7297.072432863198,ORIGINAL_PHASE33_BATCH,1.9036225812769385
606,True,2019-03-21 15:00:00-05:00,7386.5,2019-03-21 17:00:00-05:00,7383.25,7396.256430614769,0.3331136281623781,TIME,1.050589134973654,0.6149790058382365,3,RECLAIM_RETEST,Short,2019-03-21 14:45:00-05:00,2019-03-21 14:45:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-21 14:30:00-05:00_Short,A_MID_4,2019-03-21 14:30:00-05:00,Long,7381.25,2019-03-21 20:00:00+00:00,RS,7362.108923463078,7396.256430614769,ORIGINAL_PHASE33_BATCH,0.2588036649569273
607,True,2019-03-22 12:00:00-05:00,7253.401156804489,2019-03-22 12:15:00-05:00,7237.562743344653,7237.562743344653,-0.9999999999999941,STOP,0.38506654792016204,1.0197458757751474,1,RECLAIM_RETEST,Long,2019-03-22 11:45:00-05:00,2019-03-22 11:45:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-22 10:45:00-05:00_Long,A_MID_4,2019-03-22 10:45:00-05:00,Short,7251.25,2019-03-22 17:00:00+00:00,RL,7292.997190454078,7237.562743344653,ORIGINAL_PHASE33_BATCH,-1.0457747868395044
610,True,2019-03-25 12:00:00-05:00,7189.589930274623,2019-03-25 12:15:00-05:00,7174.499344433497,7174.499344433497,-0.9999999999999821,STOP,0.37507289544397204,1.0827896575155973,1,RECLAIM_RETEST,Long,2019-03-25 11:45:00-05:00,2019-03-25 11:45:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-25 11:30:00-05:00_Long,A_MID_4,2019-03-25 11:30:00-05:00,Short,7187.625,2019-03-25 17:00:00+00:00,RL,7227.316394877438,7174.499344433497,ORIGINAL_PHASE33_BATCH,-1.0480431977679687
611,True,2019-03-26 10:30:00-05:00,7270.327490409333,2019-03-26 10:45:00-05:00,7243.585135928981,7281.024432201474,2.5,TARGET,2.975382219310262,0.0,1,RECLAIM_RETEST,Short,2019-03-26 10:15:00-05:00,2019-03-26 10:15:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-26 09:45:00-05:00_Short,A_MID_4,2019-03-26 09:45:00-05:00,Long,7271.75,2019-03-26 15:30:00+00:00,RS,7243.585135928981,7281.024432201474,ORIGINAL_PHASE33_BATCH,2.432223619228006
613,True,2019-03-27 11:15:00-05:00,7148.3968726116045,2019-03-27 12:00:00-05:00,7178.75,7134.235616923644,2.1433923698023594,TIME,2.3022765852687064,0.0,3,RECLAIM_RETEST,Long,2019-03-27 11:00:00-05:00,2019-03-27 11:00:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-27 10:30:00-05:00_Long,A_MID_4,2019-03-27 10:30:00-05:00,Short,7146.5,2019-03-27 16:15:00+00:00,RL,7183.800011831507,7134.235616923644,ORIGINAL_PHASE33_BATCH,2.092196344818759
614,True,2019-03-28 11:00:00-05:00,7160.0,2019-03-28 11:45:00-05:00,7189.25,7147.255132859734,2.295041578549527,TIME,2.491198978425555,0.21577313986363073,3,RECLAIM_RETEST,Long,2019-03-28 10:45:00-05:00,2019-03-28 10:45:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-28 10:15:00-05:00_Long,A_MID_4,2019-03-28 10:15:00-05:00,Short,7169.0,2019-03-28 16:00:00+00:00,RL,7191.862167850666,7147.255132859734,ORIGINAL_PHASE33_BATCH,2.23815593258548
615,True,2019-03-29 10:45:00-05:00,7235.3378111193815,2019-03-29 11:00:00-05:00,7226.252093803995,7226.252093803995,-0.9999999999999635,STOP,0.18294525604528464,1.3029033050955916,1,RECLAIM_RETEST,Long,2019-03-29 10:15:00-05:00,2019-03-29 10:15:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-29 09:30:00-05:00_Long,A_MID_4,2019-03-29 09:30:00-05:00,Short,7234.125,2019-03-29 15:45:00+00:00,RL,7258.052104407847,7226.252093803995,ORIGINAL_PHASE33_BATCH,-1.0797955708760505
618,True,2019-03-29 14:30:00-05:00,7247.25,2019-03-29 14:45:00-05:00,7255.381685361487,7255.381685361487,-1.0000000000000449,STOP,1.0760376983400854,1.2297573695315263,1,RECLAIM_RETEST,Short,2019-03-29 14:15:00-05:00,2019-03-29 14:15:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-03-29 13:45:00-05:00_Short,A_MID_4,2019-03-29 13:45:00-05:00,Long,7245.75,2019-03-29 19:30:00+00:00,RS,7226.920786596282,7255.381685361487,ORIGINAL_PHASE33_BATCH,-1.0891574092910765
619,True,2019-04-01 10:45:00-05:00,7327.0,2019-04-01 11:30:00-05:00,7333.75,7335.040249552961,-0.8395261808154202,TIME,1.1504618033396499,0.9328068675726892,3,RECLAIM_RETEST,Short,2019-04-01 10:30:00-05:00,2019-04-01 10:30:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-04-01 10:00:00-05:00_Short,A_MID_4,2019-04-01 10:00:00-05:00,Long,7325.5,2019-04-01 15:45:00+00:00,RS,7306.899376117599,7335.040249552961,ORIGINAL_PHASE33_BATCH,-0.9296975113474477
622,True,2019-04-02 10:30:00-05:00,7355.94715641587,2019-04-02 11:15:00-05:00,7358.5,7348.949102805346,0.3647933734446809,TIME,1.6151410396645423,0.20679413111297013,3,RECLAIM_RETEST,Long,2019-04-02 10:15:00-05:00,2019-04-02 10:15:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-04-02 10:00:00-05:00_Long,A_MID_4,2019-04-02 10:00:00-05:00,Short,7355.0,2019-04-02 15:30:00+00:00,RL,7373.442290442181,7348.949102805346,ORIGINAL_PHASE33_BATCH,0.2611931382436091
623,True,2019-04-03 14:00:00-05:00,7421.172976351586,2019-04-03 14:15:00-05:00,7400.144564688776,7429.58434101671,2.5,TARGET,2.8738471477541303,0.0,1,RECLAIM_RETEST,Short,2019-04-03 13:30:00-05:00,2019-04-03 13:30:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-04-03 13:15:00-05:00_Short,A_MID_4,2019-04-03 13:15:00-05:00,Long,7422.25,2019-04-03 19:00:00+00:00,RS,7400.144564688776,7429.58434101671,ORIGINAL_PHASE33_BATCH,2.4138070897097035
625,True,2019-04-04 10:45:00-05:00,7400.5,2019-04-04 11:15:00-05:00,7390.87978881769,7390.87978881769,-1.000000000000045,STOP,0.8315825763482939,1.5072434196312827,2,RECLAIM_RETEST,Long,2019-04-04 10:30:00-05:00,2019-04-04 10:30:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-04-04 10:00:00-05:00_Long,A_MID_4,2019-04-04 10:00:00-05:00,Short,7409.875,2019-04-04 15:45:00+00:00,RL,7424.5505279557765,7390.87978881769,ORIGINAL_PHASE33_BATCH,-1.075362170981606
627,True,2019-04-07 17:30:00-05:00,7458.75,2019-04-07 18:15:00-05:00,7460.0,7463.849369645266,-0.24512833682499088,TIME,0.04902566736499818,0.7844106778399709,3,RECLAIM_RETEST,Short,2019-04-07 17:15:00-05:00,2019-04-07 17:15:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-04-05 15:30:00-05:00_Short,A_MID_4,2019-04-05 15:30:00-05:00,Long,7459.0,2019-04-07 22:30:00+00:00,RS,7446.001575886835,7463.849369645266,ORIGINAL_PHASE33_BATCH,-0.38730277218349574
628,True,2019-04-08 11:45:00-05:00,7450.65469395202,2019-04-08 12:30:00-05:00,7458.75,7444.113075357595,1.237508107684319,TIME,2.1164954587506446,0.0,3,RECLAIM_RETEST,Long,2019-04-08 11:30:00-05:00,2019-04-08 11:30:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-04-08 10:45:00-05:00_Long,A_MID_4,2019-04-08 10:45:00-05:00,Short,7449.75,2019-04-08 16:45:00+00:00,RL,7467.008740438083,7444.113075357595,ORIGINAL_PHASE33_BATCH,1.1266792677672581
629,True,2019-04-09 10:15:00-05:00,7458.25,2019-04-09 11:00:00-05:00,7470.25,7450.760577618628,1.6022597456710284,TIME,1.8693030366161998,0.5674669932584893,3,RECLAIM_RETEST,Long,2019-04-09 10:00:00-05:00,2019-04-09 10:00:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,A_MID_4_2019-04-09 09:30:00-05:00_Long,A_MID_4,2019-04-09 09:30:00-05:00,Short,7462.75,2019-04-09 15:15:00+00:00,RL,7476.973555953429,7450.760577618628,ORIGINAL_PHASE33_BATCH,1.5054565527033998
