segment,N,WinRate,AvgR,TotalR,PF,MaxDD,ReturnMaxDD
COMMON,1217,0.5036976170912079,0.21256101727793877,258.68675802725147,1.500644545839797,18.896763993804555,13.689473928555378
RESTORED,684,0.5511695906432749,0.28924955610408065,197.84669637519116,1.760304009831109,9.512372448629975,20.79888034700388
SINGLE_ONLY,0,0.0,0.0,0.0,0.0,0.0,0.0
