failure_event_id,failure_definition,displacement_direction,reversal_direction,body_ratio,body_atr_ratio,reclaim_depth,bars_until_reclaim,bars_until_opposite_bos,extreme_beyond_disp,reversal_body,reversal_close_location,volume_ratio24
A_MID_3_2018-03-27 09:45:00-05:00_Long,A_MID_3,Short,Long,2.9658792650918633,1.551393444049761,0.39855072463768115,3,3,,33.25,0.9710144927536232,1.8169661981191372
C_EXT_MID_3_2018-03-27 09:45:00-05:00_Long,C_EXT_MID_3,Short,Long,2.9658792650918633,1.551393444049761,0.39855072463768115,3,3,2.5,33.25,0.9710144927536232,1.8169661981191372
A_MID_4_2018-03-27 09:45:00-05:00_Long,A_MID_4,Short,Long,2.9658792650918633,1.551393444049761,0.39855072463768115,3,3,,33.25,0.9710144927536232,1.8169661981191372
C_EXT_MID_4_2018-03-27 09:45:00-05:00_Long,C_EXT_MID_4,Short,Long,2.9658792650918633,1.551393444049761,0.39855072463768115,3,3,2.5,33.25,0.9710144927536232,1.8169661981191372
A_MID_3_2018-03-27 10:30:00-05:00_Short,A_MID_3,Long,Short,3.159144893111639,1.711136067704002,1.0289855072463767,3,3,,36.0,0.05128205128205128,1.4399769774708107
B_OPEN_3_2018-03-27 10:30:00-05:00_Short,B_OPEN_3,Long,Short,3.159144893111639,1.711136067704002,0.5362318840579711,3,3,,36.0,0.05128205128205128,1.4399769774708107
C_EXT_MID_3_2018-03-27 10:30:00-05:00_Short,C_EXT_MID_3,Long,Short,3.159144893111639,1.711136067704002,1.0289855072463767,3,3,1.75,36.0,0.05128205128205128,1.4399769774708107
C_EXT_OPEN_3_2018-03-27 10:30:00-05:00_Short,C_EXT_OPEN_3,Long,Short,3.159144893111639,1.711136067704002,0.5362318840579711,3,3,1.75,36.0,0.05128205128205128,1.4399769774708107
A_MID_4_2018-03-27 10:30:00-05:00_Short,A_MID_4,Long,Short,3.159144893111639,1.711136067704002,1.0289855072463767,3,3,,36.0,0.05128205128205128,1.4399769774708107
B_OPEN_4_2018-03-27 10:30:00-05:00_Short,B_OPEN_4,Long,Short,3.159144893111639,1.711136067704002,0.5362318840579711,3,3,,36.0,0.05128205128205128,1.4399769774708107
C_EXT_MID_4_2018-03-27 10:30:00-05:00_Short,C_EXT_MID_4,Long,Short,3.159144893111639,1.711136067704002,1.0289855072463767,3,3,1.75,36.0,0.05128205128205128,1.4399769774708107
C_EXT_OPEN_4_2018-03-27 10:30:00-05:00_Short,C_EXT_OPEN_4,Long,Short,3.159144893111639,1.711136067704002,0.5362318840579711,3,3,1.75,36.0,0.05128205128205128,1.4399769774708107
D_OPP_BOS_2018-03-27 10:30:00-05:00_Short,D_OPP_BOS,Long,Short,3.159144893111639,1.711136067704002,0.1956521739130435,3,3,,36.0,0.05128205128205128,1.4399769774708107
E_MID_BOS_2018-03-27 10:30:00-05:00_Short,E_MID_BOS,Long,Short,3.159144893111639,1.711136067704002,1.0289855072463767,3,3,,36.0,0.05128205128205128,1.4399769774708107
E_OPEN_BOS_2018-03-27 10:30:00-05:00_Short,E_OPEN_BOS,Long,Short,3.159144893111639,1.711136067704002,0.5362318840579711,3,3,,36.0,0.05128205128205128,1.4399769774708107
A_MID_1_2018-03-27 14:30:00-05:00_Long,A_MID_1,Short,Long,2.045877247365158,1.207664386348012,0.24553571428571427,1,1,,31.25,0.8884297520661157,2.077680572626708
C_EXT_MID_1_2018-03-27 14:30:00-05:00_Long,C_EXT_MID_1,Short,Long,2.045877247365158,1.207664386348012,0.24553571428571427,1,1,12.0,31.25,0.8884297520661157,2.077680572626708
A_MID_2_2018-03-27 14:30:00-05:00_Long,A_MID_2,Short,Long,2.045877247365158,1.207664386348012,0.24553571428571427,1,1,,31.25,0.8884297520661157,2.077680572626708
B_OPEN_2_2018-03-27 14:30:00-05:00_Long,B_OPEN_2,Short,Long,2.045877247365158,1.207664386348012,0.11160714285714286,2,2,,15.5,0.7708333333333334,0.5960200288208677
C_EXT_MID_2_2018-03-27 14:30:00-05:00_Long,C_EXT_MID_2,Short,Long,2.045877247365158,1.207664386348012,0.24553571428571427,1,1,12.0,31.25,0.8884297520661157,2.077680572626708
C_EXT_OPEN_2_2018-03-27 14:30:00-05:00_Long,C_EXT_OPEN_2,Short,Long,2.045877247365158,1.207664386348012,0.11160714285714286,2,2,12.0,15.5,0.7708333333333334,0.5960200288208677
A_MID_3_2018-03-27 14:30:00-05:00_Long,A_MID_3,Short,Long,2.045877247365158,1.207664386348012,0.24553571428571427,1,1,,31.25,0.8884297520661157,2.077680572626708
B_OPEN_3_2018-03-27 14:30:00-05:00_Long,B_OPEN_3,Short,Long,2.045877247365158,1.207664386348012,0.11160714285714286,2,2,,15.5,0.7708333333333334,0.5960200288208677
C_EXT_MID_3_2018-03-27 14:30:00-05:00_Long,C_EXT_MID_3,Short,Long,2.045877247365158,1.207664386348012,0.24553571428571427,1,1,12.0,31.25,0.8884297520661157,2.077680572626708
C_EXT_OPEN_3_2018-03-27 14:30:00-05:00_Long,C_EXT_OPEN_3,Short,Long,2.045877247365158,1.207664386348012,0.11160714285714286,2,2,12.0,15.5,0.7708333333333334,0.5960200288208677
A_MID_4_2018-03-27 14:30:00-05:00_Long,A_MID_4,Short,Long,2.045877247365158,1.207664386348012,0.24553571428571427,1,1,,31.25,0.8884297520661157,2.077680572626708
B_OPEN_4_2018-03-27 14:30:00-05:00_Long,B_OPEN_4,Short,Long,2.045877247365158,1.207664386348012,0.11160714285714286,2,2,,15.5,0.7708333333333334,0.5960200288208677
C_EXT_MID_4_2018-03-27 14:30:00-05:00_Long,C_EXT_MID_4,Short,Long,2.045877247365158,1.207664386348012,0.24553571428571427,1,1,12.0,31.25,0.8884297520661157,2.077680572626708
C_EXT_OPEN_4_2018-03-27 14:30:00-05:00_Long,C_EXT_OPEN_4,Short,Long,2.045877247365158,1.207664386348012,0.11160714285714286,2,2,12.0,15.5,0.7708333333333334,0.5960200288208677
A_MID_3_2018-03-28 11:00:00-05:00_Short,A_MID_3,Long,Short,2.790954219525648,1.5164218303486083,0.3847457627118644,3,3,,45.25,0.061946902654867256,0.8253800606939657
B_OPEN_3_2018-03-28 11:00:00-05:00_Short,B_OPEN_3,Long,Short,2.790954219525648,1.5164218303486083,0.010169491525423728,3,3,,45.25,0.061946902654867256,0.8253800606939657
C_EXT_MID_3_2018-03-28 11:00:00-05:00_Short,C_EXT_MID_3,Long,Short,2.790954219525648,1.5164218303486083,0.3847457627118644,3,3,21.0,45.25,0.061946902654867256,0.8253800606939657
C_EXT_OPEN_3_2018-03-28 11:00:00-05:00_Short,C_EXT_OPEN_3,Long,Short,2.790954219525648,1.5164218303486083,0.010169491525423728,3,3,21.0,45.25,0.061946902654867256,0.8253800606939657
A_MID_4_2018-03-28 11:00:00-05:00_Short,A_MID_4,Long,Short,2.790954219525648,1.5164218303486083,0.3847457627118644,3,3,,45.25,0.061946902654867256,0.8253800606939657
B_OPEN_4_2018-03-28 11:00:00-05:00_Short,B_OPEN_4,Long,Short,2.790954219525648,1.5164218303486083,0.010169491525423728,3,3,,45.25,0.061946902654867256,0.8253800606939657
C_EXT_MID_4_2018-03-28 11:00:00-05:00_Short,C_EXT_MID_4,Long,Short,2.790954219525648,1.5164218303486083,0.3847457627118644,3,3,21.0,45.25,0.061946902654867256,0.8253800606939657
C_EXT_OPEN_4_2018-03-28 11:00:00-05:00_Short,C_EXT_OPEN_4,Long,Short,2.790954219525648,1.5164218303486083,0.010169491525423728,3,3,21.0,45.25,0.061946902654867256,0.8253800606939657
D_OPP_BOS_2018-03-28 11:00:00-05:00_Short,D_OPP_BOS,Long,Short,2.790954219525648,1.5164218303486083,0.03728813559322034,12,12,,10.0,0.6444444444444445,0.9551082713653314
E_MID_BOS_2018-03-28 11:00:00-05:00_Short,E_MID_BOS,Long,Short,2.790954219525648,1.5164218303486083,0.5847457627118644,12,12,,10.0,0.6444444444444445,0.9551082713653314
E_OPEN_BOS_2018-03-28 11:00:00-05:00_Short,E_OPEN_BOS,Long,Short,2.790954219525648,1.5164218303486083,0.21016949152542372,12,12,,10.0,0.6444444444444445,0.9551082713653314
A_MID_4_2018-03-28 11:45:00-05:00_Long,A_MID_4,Short,Long,1.7885375494071145,1.0561909127202551,0.084070796460177,4,4,,5.75,0.18571428571428572,0.7687674108764988
