signal_id,filled,entry_timestamp,entry_price,exit_timestamp,exit_price,stop_price,result_R,exit_reason,mfe_r,mae_r,bars_in_trade,entry_model,direction,entry_timestamp_sig,bos_timestamp,architecture,event_id,failure_definition,displacement_timestamp,displacement_direction,reclaim_level,net_R,fold_test_end
329,True,2020-05-15 14:30:00-05:00,8896.25,2020-05-15 15:45:00-05:00,8906.75,8861.224217138473,0.2997791667215921,TIME,1.1848414684710544,0.4568063492900451,4,RECLAIM_RETEST,Long,2020-05-15 14:15:00-05:00,2020-05-15 14:15:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-05-15 13:30:00-05:00_Long,E_OPEN_BOS,2020-05-15 13:30:00-05:00,Short,8898.5,0.2790801290193868,2020-12-31
331,True,2020-05-20 14:00:00-05:00,9250.75,2020-05-20 15:00:00-05:00,9272.5,9228.045090417298,0.9579425947844549,TIME,1.3763543028512284,0.044043337691239304,4,RECLAIM_RETEST,Long,2020-05-20 13:45:00-05:00,2020-05-20 13:45:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-05-20 11:30:00-05:00_Long,E_OPEN_BOS,2020-05-20 11:30:00-05:00,Short,9253.25,0.9260111749583069,2020-12-31
337,True,2020-06-09 13:30:00-05:00,9762.25,2020-06-09 14:00:00-05:00,9783.471092487063,9783.471092487063,-1.0000000000000009,STOP,0.5065714692376643,1.0249236703180649,2,RECLAIM_RETEST,Short,2020-06-09 13:15:00-05:00,2020-06-09 13:15:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-06-09 12:15:00-05:00_Short,E_OPEN_BOS,2020-06-09 12:15:00-05:00,Long,9758.5,-1.0341641223439364,2020-12-31
341,True,2020-06-11 13:15:00-05:00,9497.25,2020-06-11 13:45:00-05:00,9406.950254316775,9542.399872841614,2.0,TARGET,2.0099724382027215,0.1771876529545099,2,RECLAIM_RETEST,Short,2020-06-11 13:00:00-05:00,2020-06-11 13:00:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-06-11 12:00:00-05:00_Short,E_OPEN_BOS,2020-06-11 12:00:00-05:00,Long,9496.5,1.9839423689509976,2020-12-31
345,True,2020-06-19 13:45:00-05:00,9787.690595587985,2020-06-19 14:15:00-05:00,9819.530613222198,9819.530613222198,-0.9999999999999934,STOP,0.6576816579863751,1.0461490566582865,2,RECLAIM_RETEST,Short,2020-06-19 13:15:00-05:00,2020-06-19 13:15:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-06-19 11:45:00-05:00_Short,E_OPEN_BOS,2020-06-19 11:45:00-05:00,Long,9790.75,-1.0227700878915582,2020-12-31
361,True,2020-08-04 12:30:00-05:00,10848.43817477543,2020-08-04 13:15:00-05:00,10827.155123289285,10827.155123289285,-0.9999999999999943,STOP,0.8369018529210637,1.2187244292631383,3,RECLAIM_RETEST,Long,2020-08-04 12:15:00-05:00,2020-08-04 12:15:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-08-04 11:00:00-05:00_Long,E_OPEN_BOS,2020-08-04 11:00:00-05:00,Short,10846.25,-1.0340646641047613,2020-12-31
369,True,2020-08-28 12:15:00-05:00,11762.112585406076,2020-08-28 13:15:00-05:00,11768.5,11788.852863778231,-0.2388686649042331,TIME,1.2757004594834886,0.6502331184416391,4,RECLAIM_RETEST,Short,2020-08-28 12:00:00-05:00,2020-08-28 12:00:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-08-28 11:45:00-05:00_Short,E_OPEN_BOS,2020-08-28 11:45:00-05:00,Long,11764.75,-0.2659813220691989,2020-12-31
370,True,2020-09-10 13:00:00-05:00,11129.394327711843,2020-09-10 13:15:00-05:00,11012.43184236036,11187.875570387585,2.0,TARGET,3.1957995275187367,0.0,1,RECLAIM_RETEST,Short,2020-09-10 12:45:00-05:00,2020-09-10 12:45:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-09-10 11:45:00-05:00_Short,E_OPEN_BOS,2020-09-10 11:45:00-05:00,Long,11135.25,1.9876028626132336,2020-12-31
371,True,2020-09-10 14:15:00-05:00,10949.630526936531,2020-09-10 15:30:00-05:00,10973.25,11020.400633954448,-0.3337492913143273,TIME,0.3480357452376818,0.9307527689168638,4,RECLAIM_RETEST,Short,2020-09-10 14:00:00-05:00,2020-09-10 14:00:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-09-10 13:45:00-05:00_Short,E_OPEN_BOS,2020-09-10 13:45:00-05:00,Long,10956.75,-0.3439937296873885,2020-12-31
373,True,2020-09-15 14:45:00-05:00,11240.75,2020-09-15 15:00:00-05:00,11276.195087494285,11276.195087494285,-1.0000000000000224,STOP,0.049372145019594124,1.0227087182630212,1,RECLAIM_RETEST,Short,2020-09-15 14:30:00-05:00,2020-09-15 14:30:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-09-15 14:15:00-05:00_Short,E_OPEN_BOS,2020-09-15 14:15:00-05:00,Long,11202.0,-1.0204541743652824,2020-12-31
381,True,2020-09-30 13:15:00-05:00,11280.991093358105,2020-09-30 13:30:00-05:00,11245.23451217571,11245.23451217571,-0.9999999999999907,STOP,0.32885992600669617,1.342161128696864,1,RECLAIM_RETEST,Long,2020-09-30 13:00:00-05:00,2020-09-30 13:00:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-09-30 12:00:00-05:00_Long,E_OPEN_BOS,2020-09-30 12:00:00-05:00,Short,11277.75,-1.0202759876930467,2020-12-31
385,True,2020-10-08 11:15:00-05:00,11364.0,2020-10-08 12:15:00-05:00,11337.475819305528,11337.475819305528,-1.0000000000000053,STOP,0.6314992418782165,1.0744912473748758,4,RECLAIM_RETEST,Long,2020-10-08 11:00:00-05:00,2020-10-08 11:00:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-10-08 10:15:00-05:00_Long,E_OPEN_BOS,2020-10-08 10:15:00-05:00,Short,11367.0,-1.027333549275331,2020-12-31
386,True,2020-10-14 18:00:00-05:00,11789.968613318684,2020-10-14 19:00:00-05:00,11778.75,11824.1550597035,0.32815968037166365,TIME,0.6864888223394842,0.03748230122815319,4,RECLAIM_RETEST,Short,2020-10-14 17:30:00-05:00,2020-10-14 17:30:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-10-14 14:00:00-05:00_Short,E_OPEN_BOS,2020-10-14 14:00:00-05:00,Long,11793.5,0.3069524454388743,2020-12-31
387,True,2020-10-16 14:00:00-05:00,11723.75,2020-10-16 14:30:00-05:00,11693.576295221166,11693.576295221166,-1.0000000000000244,STOP,0.4474094281412303,1.2676600464001524,2,RECLAIM_RETEST,Long,2020-10-16 13:45:00-05:00,2020-10-16 13:45:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-10-16 11:30:00-05:00_Long,E_OPEN_BOS,2020-10-16 11:30:00-05:00,Short,11740.5,-1.024027543363164,2020-12-31
392,True,2020-10-30 13:00:00-05:00,10817.606799079433,2020-10-30 14:00:00-05:00,10812.0,10864.100470282277,0.12059273734205644,TIME,1.1960079219562572,0.4386231586573279,4,RECLAIM_RETEST,Short,2020-10-30 12:30:00-05:00,2020-10-30 12:30:00-05:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-10-30 11:00:00-05:00_Short,E_OPEN_BOS,2020-10-30 11:00:00-05:00,Long,10822.25,0.1049992171651503,2020-12-31
395,True,2020-11-03 15:45:00-06:00,11066.760021886103,2020-11-03 17:00:00-06:00,11104.090700521243,11104.090700521243,-1.0000000000000233,STOP,0.11411584363999666,1.6069886834960612,1,RECLAIM_RETEST,Short,2020-11-03 15:00:00-06:00,2020-11-03 15:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-11-03 14:15:00-06:00_Short,E_OPEN_BOS,2020-11-03 14:15:00-06:00,Long,11070.75,-1.0194210238470833,2020-12-31
396,True,2020-11-05 11:45:00-06:00,11850.0,2020-11-05 12:45:00-06:00,11877.0,11891.627220904189,-0.6486140418103867,TIME,0.11410802587404952,0.8528073512692121,4,RECLAIM_RETEST,Short,2020-11-05 11:15:00-06:00,2020-11-05 11:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-11-05 09:45:00-06:00_Short,E_OPEN_BOS,2020-11-05 09:45:00-06:00,Long,11853.5,-0.6660305299701101,2020-12-31
399,True,2020-11-12 11:45:00-06:00,11674.45558153426,2020-11-12 12:45:00-06:00,11674.75,11713.296610144713,-0.007580089309518898,TIME,1.7946378875120306,0.07194501705314567,4,RECLAIM_RETEST,Short,2020-11-12 11:30:00-06:00,2020-11-12 11:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-11-12 10:45:00-06:00_Short,E_OPEN_BOS,2020-11-12 10:45:00-06:00,Long,11678.25,-0.026245918355170778,2020-12-31
404,True,2020-12-02 17:30:00-06:00,12465.75,2020-12-02 18:30:00-06:00,12461.75,12445.405107659997,-0.19660954371997252,TIME,0.40550718392244334,0.2703381226149622,4,RECLAIM_RETEST,Long,2020-12-02 17:00:00-06:00,2020-12-02 17:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-12-02 14:15:00-06:00_Long,E_OPEN_BOS,2020-12-02 14:15:00-06:00,Short,12463.75,-0.23224502351921822,2020-12-31
408,True,2020-12-10 15:00:00-06:00,12386.25,2020-12-10 17:15:00-06:00,12401.5,12356.070020708577,0.5053018709106275,TIME,0.571570968734972,0.3479127635778091,4,RECLAIM_RETEST,Long,2020-12-10 14:30:00-06:00,2020-12-10 14:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-12-10 13:45:00-06:00_Long,E_OPEN_BOS,2020-12-10 13:45:00-06:00,Short,12386.75,0.4812793229493023,2020-12-31
411,True,2020-12-16 13:15:00-06:00,12628.291738667443,2020-12-16 13:30:00-06:00,12647.886308184034,12647.886308184034,-0.9999999999999651,STOP,0.10419921017987904,2.1030449940564035,1,RECLAIM_RETEST,Short,2020-12-16 13:00:00-06:00,2020-12-16 13:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,E_OPEN_BOS_2020-12-16 12:30:00-06:00_Short,E_OPEN_BOS,2020-12-16 12:30:00-06:00,Long,12630.25,-1.0370000473542162,2020-12-31
713,True,2021-01-06 12:45:00-06:00,12765.75,2021-01-06 13:15:00-06:00,12738.170070075776,12738.170070075776,-0.9999999999999801,STOP,0.5076155029568452,3.1635323309274814,2,RECLAIM_RETEST,Long,2021-01-06 12:30:00-06:00,2021-01-06 12:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-01-06 12:15:00-06:00_Long,B_OPEN_4,2021-01-06 12:15:00-06:00,Short,12778.0,-1.026287231403103,2021-12-31
715,True,2021-01-11 10:30:00-06:00,12969.75,2021-01-11 11:15:00-06:00,12991.5,12946.718880025033,0.944374395324261,TIME,0.9660841515386119,0.4124853680726658,3,RECLAIM_RETEST,Long,2021-01-11 10:15:00-06:00,2021-01-11 10:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-01-11 10:00:00-06:00_Long,B_OPEN_4,2021-01-11 10:00:00-06:00,Short,12972.0,0.9128952488134519,2021-12-31
716,True,2021-01-11 15:30:00-06:00,12905.25,2021-01-11 17:15:00-06:00,12917.0,12883.619629614348,0.5432176976402537,TIME,0.6241224611185894,0.5201020509321579,3,RECLAIM_RETEST,Long,2021-01-11 15:00:00-06:00,2021-01-11 15:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-01-11 14:15:00-06:00_Long,B_OPEN_4,2021-01-11 14:15:00-06:00,Short,12904.0,0.509700009913514,2021-12-31
718,True,2021-01-13 14:45:00-06:00,12964.0,2021-01-13 15:45:00-06:00,12969.25,12945.781429976862,0.28816751223242804,TIME,0.6861131243629239,0.2607229872579111,3,RECLAIM_RETEST,Long,2021-01-13 14:30:00-06:00,2021-01-13 14:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-01-13 14:15:00-06:00_Long,B_OPEN_4,2021-01-13 14:15:00-06:00,Short,12978.25,0.24837295101937917,2021-12-31
719,True,2021-01-14 12:00:00-06:00,12965.25,2021-01-14 12:15:00-06:00,12947.489287817845,12947.489287817845,-1.0000000000000415,STOP,0.08445607274167768,1.323145139619617,1,RECLAIM_RETEST,Long,2021-01-14 11:45:00-06:00,2021-01-14 11:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-01-14 11:30:00-06:00_Long,B_OPEN_4,2021-01-14 11:30:00-06:00,Short,12970.25,-1.0408204351585173,2021-12-31
722,True,2021-01-22 13:45:00-06:00,13373.477359950455,2021-01-22 14:30:00-06:00,13391.0,13358.50110315264,1.1700280174215112,TIME,1.3202658258656093,0.8832220313144944,3,RECLAIM_RETEST,Long,2021-01-22 13:30:00-06:00,2021-01-22 13:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-01-22 12:45:00-06:00_Long,B_OPEN_4,2021-01-22 12:45:00-06:00,Short,13371.5,1.121618056922855,2021-12-31
724,True,2021-01-25 12:00:00-06:00,13400.205394312467,2021-01-25 12:45:00-06:00,13430.75,13362.721398207786,0.8148705810936613,TIME,1.1883633101213407,0.0,3,RECLAIM_RETEST,Long,2021-01-25 11:45:00-06:00,2021-01-25 11:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-01-25 11:00:00-06:00_Long,B_OPEN_4,2021-01-25 11:00:00-06:00,Short,13395.25,0.7955289933404419,2021-12-31
726,True,2021-01-27 17:45:00-06:00,12974.75,2021-01-27 18:30:00-06:00,13023.25,13027.040093533606,-0.9275179431230264,TIME,0.04781020325376425,0.946642024424532,3,RECLAIM_RETEST,Short,2021-01-27 17:30:00-06:00,2021-01-27 17:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-01-27 15:30:00-06:00_Short,B_OPEN_4,2021-01-27 15:30:00-06:00,Long,12975.25,-0.9413829020666179,2021-12-31
729,True,2021-02-01 10:00:00-06:00,13095.5,2021-02-01 10:15:00-06:00,13127.564998118514,13127.564998118514,-1.0000000000000082,STOP,0.10915328879994961,1.8010292651991686,1,RECLAIM_RETEST,Short,2021-02-01 09:45:00-06:00,2021-02-01 09:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-02-01 09:30:00-06:00_Short,B_OPEN_4,2021-02-01 09:30:00-06:00,Long,13078.75,-1.0226103241085691,2021-12-31
730,True,2021-02-02 15:30:00-06:00,13476.0,2021-02-02 17:15:00-06:00,13499.25,13453.019959244137,1.011747552887478,TIME,1.316359719348224,0.20670111295550625,3,RECLAIM_RETEST,Long,2021-02-02 15:00:00-06:00,2021-02-02 15:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-02-02 14:30:00-06:00_Long,B_OPEN_4,2021-02-02 14:30:00-06:00,Short,13477.25,0.9801984356468996,2021-12-31
731,True,2021-02-03 17:30:00-06:00,13429.050709706735,2021-02-03 18:15:00-06:00,13436.0,13409.60256147568,0.35732400898551747,TIME,0.6786913662138984,0.0,3,RECLAIM_RETEST,Long,2021-02-03 17:00:00-06:00,2021-02-03 17:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-02-03 14:45:00-06:00_Long,B_OPEN_4,2021-02-03 14:45:00-06:00,Short,13426.25,0.32004539554702466,2021-12-31
733,True,2021-02-09 14:45:00-06:00,13676.75,2021-02-09 15:45:00-06:00,13693.75,13663.643458201934,1.297062204654864,TIME,1.4496577581436716,0.09537222093050471,3,RECLAIM_RETEST,Long,2021-02-09 14:30:00-06:00,2021-02-09 14:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-02-09 14:15:00-06:00_Long,B_OPEN_4,2021-02-09 14:15:00-06:00,Short,13704.5,1.2417463165151743,2021-12-31
735,True,2021-02-10 10:15:00-06:00,13591.5,2021-02-10 11:00:00-06:00,13612.0,13562.922047166474,0.7173361968723742,TIME,1.6183804441632832,0.6473521776653133,3,RECLAIM_RETEST,Long,2021-02-10 10:00:00-06:00,2021-02-10 10:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-02-10 09:30:00-06:00_Long,B_OPEN_4,2021-02-10 09:30:00-06:00,Short,13605.75,0.6919669899098142,2021-12-31
736,True,2021-02-10 15:30:00-06:00,13659.5,2021-02-10 17:15:00-06:00,13657.75,13636.58175324684,-0.07635837151281269,TIME,0.2072584369633487,0.6435919884651354,3,RECLAIM_RETEST,Long,2021-02-10 15:00:00-06:00,2021-02-10 15:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-02-10 14:30:00-06:00_Long,B_OPEN_4,2021-02-10 14:30:00-06:00,Short,13659.0,-0.10799255399669158,2021-12-31
738,True,2021-02-12 11:15:00-06:00,13736.0,2021-02-12 12:00:00-06:00,13730.0,13722.233269961012,-0.43583334481086483,TIME,0.5629514037140337,0.8716666896217297,3,RECLAIM_RETEST,Long,2021-02-12 11:00:00-06:00,2021-02-12 11:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-02-12 10:30:00-06:00_Long,B_OPEN_4,2021-02-12 10:30:00-06:00,Short,13739.25,-0.4884965406421762,2021-12-31
739,True,2021-02-17 10:15:00-06:00,13587.513472132616,2021-02-17 11:00:00-06:00,13606.25,13615.879469780471,-0.6605277240724924,TIME,1.7014551270775824,0.8544218387191403,3,RECLAIM_RETEST,Short,2021-02-17 10:00:00-06:00,2021-02-17 10:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-02-17 09:45:00-06:00_Short,B_OPEN_4,2021-02-17 09:45:00-06:00,Long,13591.25,-0.6860864937304602,2021-12-31
740,True,2021-02-17 14:30:00-06:00,13678.028502829577,2021-02-17 15:30:00-06:00,13694.5,13655.691608123592,0.7374121330307852,TIME,1.285832142223849,0.0,3,RECLAIM_RETEST,Long,2021-02-17 14:15:00-06:00,2021-02-17 14:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-02-17 13:15:00-06:00_Long,B_OPEN_4,2021-02-17 13:15:00-06:00,Short,13675.0,0.7049546222826255,2021-12-31
742,True,2021-02-19 14:00:00-06:00,13586.122065294723,2021-02-19 14:45:00-06:00,13562.731789135038,13562.731789135038,-1.000000000000018,STOP,0.646761697125705,1.223673679580381,3,RECLAIM_RETEST,Long,2021-02-19 13:45:00-06:00,2021-02-19 13:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-02-19 13:15:00-06:00_Long,B_OPEN_4,2021-02-19 13:15:00-06:00,Short,13583.0,-1.0309957862425754,2021-12-31
743,True,2021-02-22 12:00:00-06:00,13322.582738671752,2021-02-22 12:45:00-06:00,13364.0,13296.47973720777,1.5866857834489698,TIME,2.2762616555890784,0.0,3,RECLAIM_RETEST,Long,2021-02-22 11:45:00-06:00,2021-02-22 11:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-02-22 11:00:00-06:00_Long,B_OPEN_4,2021-02-22 11:00:00-06:00,Short,13319.0,1.558911199709993,2021-12-31
744,True,2021-02-23 11:45:00-06:00,12919.472274096936,2021-02-23 12:00:00-06:00,12972.218936636134,12972.218936636134,-0.9999999999999939,STOP,0.7246387213319933,1.2612689163721718,1,RECLAIM_RETEST,Short,2021-02-23 11:30:00-06:00,2021-02-23 11:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-02-23 11:15:00-06:00_Short,B_OPEN_4,2021-02-23 11:15:00-06:00,Long,12926.5,-1.0137449454638177,2021-12-31
746,True,2021-02-25 12:30:00-06:00,12934.0,2021-02-25 12:45:00-06:00,12884.442896189834,12884.442896189834,-0.99999999999999,STOP,0.0857596524663758,1.2662160452388427,1,RECLAIM_RETEST,Long,2021-02-25 12:15:00-06:00,2021-02-25 12:15:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-02-25 11:45:00-06:00_Long,B_OPEN_4,2021-02-25 11:45:00-06:00,Short,12933.5,-1.014629587773666,2021-12-31
747,True,2021-02-25 14:00:00-06:00,12897.547908207893,2021-02-25 14:30:00-06:00,12769.24139932745,12948.87051176007,2.5,TARGET,2.675193749052665,0.0,2,RECLAIM_RETEST,Short,2021-02-25 13:45:00-06:00,2021-02-25 13:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-02-25 13:00:00-06:00_Short,B_OPEN_4,2021-02-25 13:00:00-06:00,Long,12904.25,2.485873670667098,2021-12-31
748,True,2021-03-03 10:45:00-06:00,12914.948878391728,2021-03-03 11:30:00-06:00,12834.75,12952.88526102077,2.1140359948375687,TIME,2.4303550312976534,0.0,3,RECLAIM_RETEST,Short,2021-03-03 10:30:00-06:00,2021-03-03 10:30:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-03-03 10:15:00-06:00_Short,B_OPEN_4,2021-03-03 10:15:00-06:00,Long,12920.0,2.0949250530514383,2021-12-31
749,True,2021-03-03 14:00:00-06:00,12734.25,2021-03-03 14:15:00-06:00,12694.536266994202,12694.536266994202,-0.9999999999999832,STOP,0.1573762909441801,1.1834697079002343,1,RECLAIM_RETEST,Long,2021-03-03 13:45:00-06:00,2021-03-03 13:45:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-03-03 13:15:00-06:00_Long,B_OPEN_4,2021-03-03 13:15:00-06:00,Short,12756.75,-1.0182556497495083,2021-12-31
750,True,2021-03-04 11:15:00-06:00,12694.516176334486,2021-03-04 11:30:00-06:00,12543.157192872402,12755.059769719319,2.5,TARGET,2.758610234329517,0.0,1,RECLAIM_RETEST,Short,2021-03-04 11:00:00-06:00,2021-03-04 11:00:00-06:00,DISPLACEMENT_FAILURE_REVERSAL,B_OPEN_4_2021-03-04 10:30:00-06:00_Short,B_OPEN_4,2021-03-04 10:30:00-06:00,Long,12701.75,2.48802515742018,2021-12-31
