P_terminal_R_gt_0,p5_terminal_R,median_terminal_R,p95_terminal_R,median_MaxDD,p95_MaxDD,median_losing_streak,p95_losing_streak
1.0,127.07079950076493,190.3297652742797,252.37995432397898,14.062134013101527,22.595720296892225,9.0,13.0
